,tic,date,close,open,high,low,volume,macd,rsi_30,cci_30,dx_30,kdjk,open_2_sma,boll,close_10.0_le_5_c,wr_10,dma,trix,turbulence
27,SSI,2009-02-17,5.447,5.509,5.553,5.383,494960,-0.151267616749994,32.20666198087197,-203.30652368185895,35.62431669832412,8.850761749507216,6.4280000000000035,6.887949999999999,5.0,100.0,-0.31818571428571385,-0.3550491512446741,0.0
27,STB,2009-02-17,5.852,6.001,6.041,5.812,902200,-0.151267616749994,32.20666198087197,-203.30652368185895,35.62431669832412,8.850761749507216,6.4280000000000035,6.887949999999999,5.0,100.0,-0.31818571428571385,-0.3550491512446741,0.0
27,VIC,2009-02-17,3.952,4.145,4.145,3.952,4350,-0.151267616749994,32.20666198087197,-203.30652368185895,35.62431669832412,8.850761749507216,6.4280000000000035,6.887949999999999,5.0,100.0,-0.31818571428571385,-0.3550491512446741,0.0
27,VNM,2009-02-17,4.441,4.587,4.587,4.441,151310,-0.151267616749994,32.20666198087197,-203.30652368185895,35.62431669832412,8.850761749507216,6.4280000000000035,6.887949999999999,5.0,100.0,-0.31818571428571385,-0.3550491512446741,0.0
28,FPT,2009-02-18,5.99,5.848,5.99,5.848,471730,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,HPG,2009-02-18,1.638,1.624,1.662,1.624,313300,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,REE,2009-02-18,4.172,4.196,4.263,4.147,345570,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,SBT,2009-02-18,2.513,2.556,2.597,2.513,71390,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,SSI,2009-02-18,5.189,5.235,5.274,5.189,708250,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,STB,2009-02-18,5.584,5.623,5.694,5.584,1228720,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,VIC,2009-02-18,3.763,3.763,3.793,3.763,1550,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
28,VNM,2009-02-18,4.354,4.354,4.412,4.326,215000,-0.18832538416091538,30.190524061755596,-239.52709034403844,47.397068228112495,9.894881953961217,6.027000000000004,6.8237,5.0,88.01687763713078,-0.36218965517241397,-0.413399484388022,0.0
29,FPT,2009-02-19,5.99,6.133,6.15,5.99,309740,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,HPG,2009-02-19,1.656,1.68,1.692,1.63,224180,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,REE,2009-02-19,4.239,4.263,4.288,4.128,270090,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,SBT,2009-02-19,2.556,2.556,2.597,2.513,7920,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,SSI,2009-02-19,5.189,5.295,5.362,5.128,400690,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,STB,2009-02-19,5.544,5.584,5.733,5.465,937800,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,VIC,2009-02-19,3.634,3.763,3.763,3.602,10250,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
29,VNM,2009-02-19,4.412,4.501,4.501,4.412,74340,-0.2150692056154755,30.190524061755596,-190.8974377370584,33.56389148065879,10.590962090263886,5.990500000000004,6.76655,5.0,88.01687763713078,-0.3943000000000012,-0.4766525791952145,0.0
30,FPT,2009-02-20,5.935,5.922,5.99,5.862,141830,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,HPG,2009-02-20,1.638,1.648,1.648,1.619,103500,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,REE,2009-02-20,4.239,4.172,4.239,4.172,144960,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,SBT,2009-02-20,2.431,2.556,2.556,2.431,45760,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,SSI,2009-02-20,4.978,5.109,5.149,4.978,497650,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,STB,2009-02-20,5.505,5.544,5.544,5.426,618750,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,VIC,2009-02-20,3.475,3.475,3.475,3.475,1820,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
30,VNM,2009-02-20,4.326,4.354,4.412,4.295,181370,-0.23748765676841277,29.51093449143454,-187.42107850887936,38.499759911617055,9.694610512491993,6.027500000000005,6.703,5.0,92.65822784810129,-0.4464193548387101,-0.5404121529003821,0.0
31,FPT,2009-02-23,5.65,5.707,5.776,5.65,285480,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,HPG,2009-02-23,1.558,1.594,1.601,1.558,283270,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,REE,2009-02-23,4.035,4.147,4.147,4.035,249800,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,SBT,2009-02-23,2.34,2.431,2.472,2.34,98050,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,SSI,2009-02-23,4.746,4.79,4.831,4.746,374920,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,STB,2009-02-23,5.237,5.316,5.387,5.237,1517170,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,VIC,2009-02-23,3.315,3.315,3.315,3.315,780,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
31,VNM,2009-02-23,4.267,4.267,4.295,4.236,134550,-0.27323583450899935,26.333412121917064,-202.4512560929885,45.648951020372806,6.463073674994662,5.814500000000006,6.625200000000001,5.0,100.0,-0.54583125,-0.6140891239770023,0.0
32,FPT,2009-02-24,5.38,5.38,5.392,5.38,277110,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,HPG,2009-02-24,1.485,1.491,1.495,1.485,247630,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,REE,2009-02-24,3.851,3.892,3.918,3.851,283710,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,SBT,2009-02-24,2.257,2.257,2.299,2.257,45140,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,SSI,2009-02-24,4.513,4.513,4.513,4.513,124600,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,STB,2009-02-24,5.008,5.119,5.158,5.008,1762250,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,VIC,2009-02-24,3.15,3.156,3.156,3.15,160,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
32,VNM,2009-02-24,4.236,4.121,4.236,4.062,249370,-0.31801449835188755,23.819864581785964,-222.90211960125836,53.07526819278766,4.308715783329774,5.543500000000005,6.538250000000001,5.0,100.0,-0.6478181818181827,-0.7019983019338598,0.0
33,FPT,2009-02-25,5.635,5.635,5.635,5.564,242810,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,HPG,2009-02-25,1.558,1.558,1.558,1.533,435400,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,REE,2009-02-25,4.035,3.961,4.035,3.874,226680,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,SBT,2009-02-25,2.34,2.34,2.34,2.257,64810,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,SSI,2009-02-25,4.725,4.704,4.725,4.558,992110,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,STB,2009-02-25,5.237,5.237,5.237,5.237,513510,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,VIC,2009-02-25,2.996,3.002,3.09,2.996,33330,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
33,VNM,2009-02-25,4.441,4.354,4.441,4.295,116000,-0.33036751600366276,30.3181572623554,-169.66082182983382,35.29083074806497,9.436183752593077,5.507500000000004,6.4655000000000005,5.0,81.54848046309696,-0.7215352941176478,-0.7777283958130455,0.0
34,FPT,2009-02-26,5.848,5.635,5.848,5.423,438790,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,HPG,2009-02-26,1.527,1.558,1.558,1.495,133030,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,REE,2009-02-26,3.943,3.851,4.035,3.851,313850,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,SBT,2009-02-26,2.257,2.388,2.388,2.257,125650,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,SSI,2009-02-26,4.493,4.513,4.725,4.493,840010,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,STB,2009-02-26,5.465,5.426,5.465,5.237,4170860,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,VIC,2009-02-26,2.85,2.85,2.85,2.85,2600,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
34,VNM,2009-02-26,4.267,4.295,4.441,4.267,93720,-0.32027870448485807,35.101739696429036,-138.7112434461779,22.008833003990723,18.57425373532451,5.635000000000003,6.397600000000001,5.0,63.861003861003866,-0.7807142857142875,-0.8276826078327979,0.0
35,FPT,2009-02-27,6.12,5.707,6.12,5.707,337150,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,HPG,2009-02-27,1.558,1.503,1.582,1.503,141910,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,REE,2009-02-27,3.943,3.918,4.011,3.892,139920,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,SBT,2009-02-27,2.257,2.257,2.299,2.214,39310,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,SSI,2009-02-27,4.533,4.3,4.619,4.3,539460,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,STB,2009-02-27,5.694,5.465,5.733,5.465,2043090,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,VIC,2009-02-27,2.708,2.708,2.708,2.708,4640,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
35,VNM,2009-02-27,4.326,4.149,4.354,4.149,70390,-0.2882448604945216,40.497827587291994,-89.12570954979776,7.590297724462751,36.44787647395617,5.671000000000004,6.3433,5.0,41.73228346456693,-0.8162222222222226,-0.841395961996993,0.0
36,FPT,2009-03-02,6.219,5.922,6.263,5.922,242220,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,HPG,2009-03-02,1.558,1.521,1.588,1.521,91560,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,REE,2009-03-02,3.943,3.874,3.986,3.874,128040,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,SBT,2009-03-02,2.299,2.257,2.299,2.214,91140,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,SSI,2009-03-02,4.579,4.493,4.619,4.493,462230,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,STB,2009-03-02,5.852,5.694,5.93,5.694,1759870,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,VIC,2009-03-02,2.613,2.576,2.613,2.576,12190,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
36,VNM,2009-03-02,4.412,4.326,4.412,4.326,66360,-0.2523890289960278,42.3040887503624,-61.89523758041019,0.8897870129564521,55.97091349679374,5.814500000000003,6.308400000000001,5.0,18.146341463414622,-0.8266513513513525,-0.8236448669825652,0.0
37,FPT,2009-03-03,5.922,5.935,6.02,5.922,236910,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,HPG,2009-03-03,1.508,1.508,1.514,1.491,145370,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,REE,2009-03-03,3.892,3.827,3.892,3.827,115820,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,SBT,2009-03-03,2.299,2.257,2.299,2.214,56170,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,SSI,2009-03-03,4.366,4.387,4.493,4.366,827080,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,STB,2009-03-03,5.584,5.694,5.812,5.584,1623270,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,VIC,2009-03-03,2.487,2.55,2.613,2.487,8130,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
37,VNM,2009-03-03,4.295,4.295,4.354,4.295,36620,-0.243954951210835,38.66180052842402,-79.74855096138758,0.8897870129564518,57.774493482573696,5.928500000000003,6.272,5.0,38.61834654586639,-0.8284947368421065,-0.801030371694029,0.0
38,FPT,2009-03-04,5.978,5.922,5.99,5.848,181120,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,HPG,2009-03-04,1.521,1.503,1.527,1.503,96250,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,REE,2009-03-04,3.918,3.892,3.961,3.892,143520,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,SBT,2009-03-04,2.34,2.299,2.34,2.299,65210,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,SSI,2009-03-04,4.427,4.366,4.451,4.346,305430,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,STB,2009-03-04,5.544,5.584,5.655,5.426,2032500,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,VIC,2009-03-04,2.408,2.607,2.607,2.408,165080,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
38,VNM,2009-03-04,4.412,4.354,4.412,4.326,32380,-0.23028918089642936,39.67488339241407,-75.34920263648809,4.410010877599352,61.090885424773546,5.928500000000003,6.232100000000001,5.0,32.27633069082675,-0.8112487179487191,-0.7709807762402998,0.0
39,FPT,2009-03-05,6.133,6.206,6.206,6.02,270690,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,HPG,2009-03-05,1.558,1.558,1.564,1.54,264880,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,REE,2009-03-05,3.943,3.943,3.986,3.943,213930,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,SBT,2009-03-05,2.388,2.34,2.388,2.34,48300,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,SSI,2009-03-05,4.533,4.579,4.579,4.473,444970,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,STB,2009-03-05,5.623,5.623,5.694,5.584,1576600,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,VIC,2009-03-05,2.408,2.526,2.526,2.408,50430,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
39,VNM,2009-03-05,4.326,4.441,4.441,4.326,55210,-0.20510880644294716,42.3989113796268,-46.71258534044627,6.0067839515019426,69.1530780144017,6.064000000000004,6.207050000000001,5.0,14.722536806342005,-0.7833000000000006,-0.7268386622546225,0.0
40,FPT,2009-03-06,6.162,5.99,6.162,5.99,199000,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,HPG,2009-03-06,1.558,1.527,1.569,1.527,117880,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,REE,2009-03-06,3.943,3.918,3.961,3.892,127080,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,SBT,2009-03-06,2.472,2.34,2.472,2.299,111120,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,SSI,2009-03-06,4.473,4.405,4.513,4.387,360490,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,STB,2009-03-06,5.584,5.544,5.623,5.505,940290,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,VIC,2009-03-06,2.313,2.512,2.512,2.313,85640,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
40,VNM,2009-03-06,4.326,4.326,4.354,4.326,47800,-0.1808222269129649,42.89797334684831,-44.70766222596292,4.45949617150776,75.62262581103563,6.098000000000004,6.17635,5.0,11.438278595696486,-0.7483243902439023,-0.6724598042965206,0.0
41,FPT,2009-03-09,6.293,6.176,6.348,6.15,426240,-0.14966616656331233,45.11992710749037,-19.10040743878399,12.88659012115407,81.7664352253751,6.083000000000004,6.139349999999999,5.0,5.681818181818152,-0.6754523809523807,-0.6052373006483627,0.0
41,HPG,2009-03-09,1.551,1.54,1.569,1.54,213640,-0.14966616656331233,45.11992710749037,-19.10040743878399,12.88659012115407,81.7664352253751,6.083000000000004,6.139349999999999,5.0,5.681818181818152,-0.6754523809523807,-0.6052373006483627,0.0
41,REE,2009-03-09,3.943,3.943,3.961,3.918,146760,-0.14966616656331233,45.11992710749037,-19.10040743878399,12.88659012115407,81.7664352253751,6.083000000000004,6.139349999999999,5.0,5.681818181818152,-0.6754523809523807,-0.6052373006483627,0.0
