,date,account_value
0,2019-01-02,10000.0
1,2019-01-03,9959.144
2,2019-01-04,9957.1268
3,2019-01-07,9966.8096
4,2019-01-08,9828.812877
5,2019-01-09,9848.020816
6,2019-01-10,9771.268816
7,2019-01-11,10000.540816
8,2019-01-14,9866.716816
9,2019-01-15,9943.468816
10,2019-01-16,9848.020816
11,2019-01-17,9637.936816
12,2019-01-18,9618.748816000001
13,2019-01-21,9786.613019394534
14,2019-01-22,9767.418817337648
15,2019-01-23,9726.392215423906
16,2019-01-24,9764.340006971575
17,2019-01-25,10012.190306867815
18,2019-01-28,9974.57180702434
19,2019-01-29,10004.082940364031
20,2019-01-30,9950.941723756121
21,2019-01-31,9981.477572343922
22,2019-02-01,9980.060142343922
23,2019-02-11,10286.068365370198
24,2019-02-12,10381.665137136859
25,2019-02-13,10400.883044863149
26,2019-02-14,10362.44722941057
27,2019-02-15,10266.850457643908
28,2019-02-18,10362.44722941057
29,2019-02-19,10419.608185724657
30,2019-02-20,10515.697724356098
31,2019-02-21,10668.455452436849
32,2019-02-22,10802.488039656087
33,2019-02-25,10931.395911020678
34,2019-02-26,10889.09120150165
35,2019-02-27,10793.685579057501
36,2019-02-28,10655.459654601551
37,2019-03-01,10769.625095733143
38,2019-03-04,11037.323371489978
39,2019-03-05,10998.94016283367
40,2019-03-06,10998.94016283367
41,2019-03-07,10979.748558505513
42,2019-03-08,10860.903445847165
43,2019-03-11,10918.425515461575
44,2019-03-12,10994.629966660152
45,2019-03-13,11223.734961876522
46,2019-03-14,11242.417343460693
47,2019-03-15,11261.591366665492
48,2019-03-18,11147.038869057309
49,2019-03-19,11032.978013069758
50,2019-03-20,10899.251492256772
51,2019-03-21,10422.359120239864
52,2019-03-22,10499.05521305908
53,2019-03-25,10232.09381305374
54,2019-03-26,10346.154669041287
55,2019-03-27,10346.154669041287
56,2019-03-28,10326.980645836484
57,2019-03-29,10384.502715450897
58,2019-04-01,10574.768022637021
59,2019-04-02,10574.768022637021
60,2019-04-03,10441.533143444667
61,2019-04-04,10422.359120239864
62,2019-04-05,10499.05521305908
63,2019-04-08,10613.116069046628
64,2019-04-09,10689.320520245208
65,2019-04-10,10479.881189854274
