date,STB,SBT,SBT
2019-04-11,80.66539764404297,100.0,-100.0
2019-04-12,94.68794250488281,100.0,-100.0
2019-04-16,93.53892517089844,100.0,-24.79803466796875
2019-04-17,98.48612213134766,100.0,-99.99647521972656
2019-04-18,98.39148712158203,100.0,-100.0
2019-04-19,97.74301147460938,100.0,-99.7549819946289
2019-04-22,85.38494110107422,100.0,-100.0
2019-04-23,66.7725830078125,100.0,-100.0
2019-04-24,83.32178497314453,100.0,60.21097946166992
2019-04-25,90.11967468261719,100.0,-99.99983978271484
2019-04-26,93.4701919555664,100.0,-100.0
2019-05-02,95.50003814697266,100.0,-99.95431518554688
2019-05-03,87.3210220336914,100.0,-99.9990463256836
2019-05-06,17.98218536376953,100.0,-100.0
2019-05-07,48.8647575378418,100.0,-100.0
2019-05-08,25.659095764160156,100.0,-100.0
2019-05-09,1.642012596130371,100.0,-100.0
2019-05-10,20.772193908691406,100.0,-100.0
2019-05-13,70.99202728271484,100.0,-99.79573059082031
2019-05-14,93.22303771972656,100.0,-100.0
2019-05-15,92.99163818359375,100.0,-100.0
2019-05-16,85.7399673461914,100.0,-100.0
2019-05-17,82.5480728149414,100.0,-100.0
2019-05-20,84.18177032470703,100.0,-100.0
2019-05-21,95.05471801757812,100.0,-100.0
2019-05-22,93.52569580078125,100.0,-100.0
2019-05-23,87.79113006591797,100.0,-100.0
2019-05-24,87.4511489868164,100.0,-100.0
2019-05-27,36.47898483276367,100.0,-100.0
2019-05-28,47.336090087890625,100.0,-99.47862243652344
2019-05-29,-73.10169982910156,100.0,-99.99977111816406
2019-05-30,-83.83181762695312,100.0,25.669633865356445
2019-05-31,-81.79182434082031,100.0,99.64122772216797
2019-06-03,-98.04133605957031,100.0,-100.0
2019-06-04,-99.62312316894531,99.99998474121094,-100.0
2019-06-05,-98.66447448730469,100.0,-100.0
2019-06-06,-96.92633819580078,100.0,99.99983215332031
2019-06-07,-10.287219047546387,100.0,-100.0
2019-06-10,43.84457015991211,100.0,-100.0
2019-06-11,11.082792282104492,100.0,-100.0
2019-06-12,-18.304597854614258,100.0,-100.0
2019-06-13,-97.46989440917969,100.0,-99.99964141845703
2019-06-14,-99.13976287841797,100.0,-100.0
2019-06-17,-99.75607299804688,100.0,-99.99999237060547
2019-06-18,-99.66819763183594,100.0,-100.0
2019-06-19,-99.1309814453125,100.0,-100.0
2019-06-20,-61.683231353759766,100.0,-99.93367004394531
2019-06-21,-0.9858965873718262,100.0,-99.99996185302734
2019-06-24,-70.56653594970703,100.0,-100.0
2019-06-25,77.37339782714844,100.0,-100.0
2019-06-26,85.47560119628906,100.0,-100.0
2019-06-27,-29.85111427307129,100.0,-100.0
2019-06-28,-76.07250213623047,100.0,87.54319763183594
2019-07-01,83.58700561523438,100.0,-100.0
2019-07-02,88.56317901611328,100.0,-100.0
2019-07-03,88.06705474853516,100.0,-100.0
2019-07-04,89.41383361816406,100.0,-100.0
2019-07-05,76.70249938964844,100.0,-100.0
2019-07-08,48.63306427001953,100.0,-100.0
2019-07-09,38.74378204345703,100.0,-100.0
2019-07-10,77.6355972290039,100.0,-100.0
2019-07-11,65.74922943115234,100.0,-99.9998779296875
2019-07-12,66.93541717529297,100.0,-99.99720764160156
2019-07-15,62.023841857910156,100.0,-100.0
2019-07-16,79.06574249267578,100.0,-100.0
2019-07-17,52.6937141418457,100.0,-100.0
2019-07-18,-1.9137203693389893,100.0,-100.0
2019-07-19,85.30358123779297,100.0,-100.0
2019-07-22,91.48504638671875,100.0,-100.0
2019-07-23,85.19351196289062,100.0,-100.0
2019-07-24,96.10580444335938,100.0,-98.135986328125
2019-07-25,95.26638793945312,100.0,99.94905853271484
2019-07-26,92.14965057373047,100.0,-100.0
2019-07-29,89.02439880371094,100.0,-99.99870300292969
2019-07-30,50.459625244140625,100.0,-100.0
2019-07-31,32.377899169921875,100.0,-100.0
2019-08-01,77.03575897216797,100.0,-99.99972534179688
2019-08-02,80.8203125,100.0,-99.99998474121094
2019-08-05,97.3131332397461,100.0,-100.0
2019-08-06,75.92124938964844,100.0,-100.0
2019-08-07,87.1001968383789,100.0,-100.0
2019-08-08,95.1898193359375,100.0,-100.0
2019-08-09,95.19052124023438,100.0,-100.0
2019-08-12,86.59542846679688,100.0,-100.0
2019-08-13,88.4695053100586,100.0,-100.0
2019-08-14,87.54508209228516,100.0,-100.0
2019-08-15,90.42610168457031,100.0,-100.0
2019-08-16,97.34983825683594,100.0,-100.0
2019-08-19,98.0155029296875,100.0,-100.0
2019-08-20,97.68927001953125,100.0,-100.0
2019-08-21,98.49517059326172,100.0,-100.0
2019-08-22,98.38565826416016,100.0,-100.0
2019-08-23,94.58525085449219,100.0,-100.0
2019-08-26,96.9919662475586,100.0,-100.0
2019-08-27,88.10572814941406,100.0,-99.9984359741211
2019-08-28,50.38467788696289,100.0,-100.0
2019-08-29,37.42295455932617,100.0,-99.97088623046875
2019-08-30,68.02740478515625,100.0,-99.99954986572266
2019-09-03,81.0877914428711,100.0,-99.99998474121094
2019-09-04,75.89763641357422,100.0,-32.95346450805664
2019-09-05,22.293806076049805,100.0,-100.0
2019-09-06,-4.482311248779297,100.0,-100.0
2019-09-09,51.08485412597656,100.0,-99.9994888305664
2019-09-10,56.24041748046875,100.0,-99.98289489746094
2019-09-11,9.166229248046875,100.0,-100.0
2019-09-12,87.8437728881836,100.0,-100.0
2019-09-13,95.71416473388672,100.0,-100.0
2019-09-16,95.70914459228516,100.0,-100.0
2019-09-17,95.65834045410156,100.0,-100.0
2019-09-18,94.3154067993164,100.0,-100.0
2019-09-19,90.73937225341797,100.0,-100.0
2019-09-20,94.0397720336914,100.0,-99.982666015625
2019-09-23,88.0783920288086,100.0,-100.0
2019-09-24,53.95737838745117,100.0,-99.86082458496094
2019-09-25,84.26532745361328,100.0,-100.0
2019-09-26,93.08721160888672,100.0,99.9934310913086
2019-09-27,92.53999328613281,100.0,-99.99990844726562
2019-09-30,95.65611267089844,100.0,-100.0
2019-10-01,92.19075775146484,100.0,-100.0
2019-10-02,69.281494140625,100.0,-99.99986267089844
2019-10-03,-13.086676597595215,100.0,-99.7982406616211
2019-10-04,-5.404132843017578,100.0,-100.0
2019-10-07,-78.4711685180664,100.0,99.99978637695312
2019-10-08,-89.51590728759766,100.0,-100.0
2019-10-09,-67.52397155761719,100.0,-100.0
2019-10-10,-62.97483444213867,100.0,-99.99999237060547
2019-10-11,-72.48469543457031,100.0,-100.0
2019-10-14,22.385299682617188,100.0,100.0
2019-10-15,-1.9619524478912354,100.0,100.0
2019-10-16,-15.109241485595703,100.0,-100.0
2019-10-17,-95.55522918701172,100.0,-100.0
2019-10-18,-95.55482482910156,100.0,-100.0
2019-10-21,-99.34685516357422,100.0,100.0
2019-10-22,-99.94357299804688,100.0,99.97792053222656
2019-10-23,-99.89530181884766,100.0,-100.0
2019-10-24,-61.978172302246094,100.0,-100.0
2019-10-25,78.77854919433594,100.0,-100.0
2019-10-28,84.32948303222656,100.0,-99.99990844726562
2019-10-29,48.975181579589844,100.0,-100.0
2019-10-30,-28.173965454101562,100.0,-100.0
2019-10-31,58.79214859008789,100.0,-99.9999771118164
2019-11-01,57.1579704284668,100.0,-100.0
2019-11-04,91.86544799804688,100.0,-100.0
2019-11-05,93.25,100.0,-100.0
2019-11-06,95.04049682617188,100.0,-100.0
2019-11-07,95.32740020751953,100.0,-100.0
2019-11-08,95.31143951416016,100.0,-100.0
2019-11-11,95.50782775878906,100.0,-100.0
2019-11-12,94.89300537109375,100.0,-100.0
2019-11-13,95.41026306152344,100.0,-99.99991607666016
2019-11-14,-58.07052993774414,100.0,-99.99974060058594
2019-11-15,-89.81838989257812,100.0,-100.0
2019-11-18,-98.38816833496094,100.0,-99.99656677246094
2019-11-19,-97.04901885986328,100.0,-100.0
2019-11-20,-99.81676483154297,100.0,-100.0
2019-11-21,-99.99678802490234,99.99961853027344,-100.0
2019-11-22,-99.9975357055664,99.99894714355469,-100.0
2019-11-25,-99.98066711425781,99.99978637695312,-99.99974060058594
2019-11-26,-99.74455261230469,100.0,-99.98500061035156
2019-11-27,-99.7691650390625,100.0,85.06562805175781
2019-11-28,-99.98922729492188,99.99932861328125,-99.99999237060547
2019-11-29,-99.96958923339844,99.99966430664062,99.9775390625
2019-12-02,-99.99993133544922,99.87416076660156,-100.0
2019-12-03,-100.0,98.05206298828125,-100.0
2019-12-04,-99.9998779296875,99.93053436279297,-99.99774169921875
2019-12-05,-99.9984130859375,99.99055480957031,-100.0
2019-12-06,-99.99761962890625,99.99525451660156,99.98197937011719
2019-12-09,-99.98785400390625,99.99990844726562,-100.0
2019-12-10,-99.9894027709961,99.9999771118164,-93.32978057861328
2019-12-11,-99.99020385742188,100.0,-100.0
2019-12-12,-99.96996307373047,100.0,-99.99650573730469
2019-12-13,-99.94891357421875,100.0,-99.99999237060547
2019-12-16,-99.97369384765625,100.0,-100.0
2019-12-17,-99.97541809082031,100.0,-100.0
2019-12-18,-99.94953155517578,100.0,-99.99998474121094
2019-12-19,-99.84717559814453,100.0,-99.99999237060547
2019-12-20,-99.75077056884766,100.0,-100.0
2019-12-23,-99.60609436035156,100.0,-100.0
2019-12-24,-99.5702896118164,100.0,-24.587177276611328
2019-12-25,-52.13337707519531,100.0,-100.0
2019-12-26,54.690433502197266,100.0,-100.0
2019-12-27,4.756200313568115,100.0,-99.99710083007812
2019-12-30,77.4854507446289,100.0,-99.99995422363281
2019-12-31,77.37346649169922,100.0,-86.1596908569336
2020-01-02,76.8839340209961,100.0,-100.0
2020-01-03,67.91324615478516,100.0,-99.99925231933594
2020-01-06,-77.68458557128906,100.0,-100.0
2020-01-07,18.59356117248535,100.0,-100.0
2020-01-08,-54.59920883178711,100.0,-100.0
2020-01-09,-7.480162620544434,100.0,-100.0
2020-01-10,-18.32699203491211,100.0,-100.0
2020-01-13,-48.864627838134766,100.0,-98.42478942871094
2020-01-14,-63.59640884399414,100.0,-99.562255859375
2020-01-15,-85.15179443359375,100.0,-99.94866180419922
2020-01-16,16.834842681884766,100.0,-99.99999237060547
2020-01-17,-45.38727951049805,100.0,-100.0
2020-01-20,-51.97550582885742,100.0,-99.99998474121094
2020-01-21,-99.91424560546875,100.0,99.34916687011719
2020-01-22,-99.99766540527344,99.99974060058594,-99.95121765136719
2020-01-30,-100.0,99.14669036865234,-100.0
2020-01-31,-100.0,-88.38278198242188,-100.0
2020-02-03,-100.0,-99.19816589355469,-100.0
2020-02-04,-99.97872924804688,-99.99993133544922,99.92713928222656
2020-02-05,-99.70655822753906,-99.99993133544922,-100.0
2020-02-06,100.0,-98.63322448730469,-100.0
2020-02-07,100.0,-76.60504150390625,99.99998474121094
2020-02-10,99.9999771118164,-99.7867202758789,-46.555625915527344
2020-02-11,99.99998474121094,-98.1520767211914,-99.2774887084961
2020-02-12,100.0,-90.12097930908203,-100.0
2020-02-13,99.99151611328125,-98.48401641845703,100.0
2020-02-14,-99.7691421508789,-99.32437896728516,99.94666290283203
2020-02-17,99.6146240234375,99.52924346923828,-99.8392562866211
2020-02-18,99.9393310546875,99.98870086669922,99.9964370727539
2020-02-19,99.89700317382812,99.99461364746094,-99.99764251708984
2020-02-20,99.44892120361328,99.99980926513672,-99.99386596679688
2020-02-21,96.5786361694336,99.99919128417969,99.98448944091797
2020-02-24,97.63272094726562,99.0286865234375,-100.0
2020-02-25,99.34892272949219,99.93997955322266,-99.99890899658203
2020-02-26,99.40320587158203,99.99705505371094,-99.99977111816406
2020-02-27,99.85298919677734,99.99989318847656,-99.99993133544922
2020-02-28,99.05931854248047,99.99971008300781,-100.0
2020-03-02,99.76346588134766,99.9998779296875,-99.99992370605469
2020-03-03,99.89862060546875,99.9998779296875,90.12648010253906
2020-03-04,99.34817504882812,99.99982452392578,-100.0
2020-03-05,97.6570816040039,99.99970245361328,99.80184936523438
2020-03-06,90.0920181274414,99.99832916259766,-82.09729766845703
2020-03-09,92.0531997680664,-79.21484375,-99.99942016601562
2020-03-10,99.8932113647461,8.092141151428223,99.99896240234375
2020-03-11,99.97280883789062,16.531108856201172,-100.0
2020-03-12,99.99163055419922,-99.1889419555664,-100.0
2020-03-13,99.99987030029297,-79.76713562011719,-99.99999237060547
2020-03-16,99.99978637695312,1.975417137145996,-100.0
2020-03-17,99.99978637695312,13.283002853393555,-99.9998550415039
2020-03-18,99.99949645996094,89.38134765625,-81.1318130493164
2020-03-19,99.99949645996094,81.28590393066406,-100.0
2020-03-20,99.99932861328125,90.76609802246094,-99.96161651611328
2020-03-23,99.99978637695312,-48.50562286376953,77.09069061279297
2020-03-24,99.99982452392578,-31.254409790039062,-100.0
2020-03-25,99.99911499023438,94.27359008789062,71.52796936035156
2020-03-26,99.99932861328125,72.31497955322266,62.61336898803711
2020-03-27,99.99974060058594,46.6644401550293,-93.32573699951172
2020-03-30,99.99989318847656,-44.292938232421875,-99.99140167236328
2020-03-31,99.99978637695312,71.11270141601562,-99.99073791503906
2020-04-01,99.99921417236328,94.80433654785156,-98.92786407470703
2020-04-03,99.9983901977539,99.77767181396484,-99.99898529052734
2020-04-06,99.9990234375,99.99537658691406,-99.998779296875
2020-04-07,99.99818420410156,99.99456787109375,74.490234375
2020-04-08,99.99768829345703,99.9892349243164,99.99991607666016
2020-04-09,99.99685668945312,99.99256134033203,100.0
2020-04-10,99.99637603759766,99.98590850830078,-100.0
2020-04-13,99.99685668945312,99.98893737792969,-100.0
2020-04-14,99.99847412109375,99.99906921386719,-96.97875213623047
2020-04-15,99.9970932006836,99.99977111816406,-100.0
2020-04-16,99.99592590332031,99.9998779296875,-94.16401672363281
2020-04-17,99.9947280883789,99.99995422363281,99.9613037109375
2020-04-20,99.98898315429688,99.99996185302734,99.99944305419922
2020-04-21,99.9858169555664,99.99996185302734,-99.99954223632812
2020-04-22,99.99020385742188,99.9999771118164,-100.0
2020-04-23,99.97605895996094,99.9999771118164,99.99987030029297
2020-04-24,99.98590850830078,99.9999771118164,-100.0
2020-04-27,99.98660278320312,99.9999771118164,-96.21824645996094
2020-04-28,99.98936462402344,99.9999771118164,-98.00885772705078
2020-04-29,99.99197387695312,99.9999771118164,-100.0
2020-05-04,99.99358367919922,99.9999771118164,-96.21270751953125
2020-05-05,99.99626922607422,99.9999771118164,-99.92314147949219
2020-05-06,99.99906158447266,99.99993133544922,-98.40973663330078
2020-05-07,99.9988784790039,99.99991607666016,98.0423355102539
2020-05-08,99.9969711303711,99.9998550415039,77.76969909667969
2020-05-11,99.99823760986328,99.9998550415039,-100.0
2020-05-12,99.9988784790039,99.99984741210938,-97.47200775146484
2020-05-13,99.99851989746094,99.99987030029297,-100.0
2020-05-14,99.99711608886719,99.99983215332031,-98.94641876220703
2020-05-15,99.99610137939453,99.9998779296875,87.81714630126953
2020-05-18,99.99819946289062,99.9998779296875,-99.99995422363281
2020-05-19,99.99856567382812,99.9998779296875,-84.3109130859375
2020-05-20,99.99946594238281,99.99976348876953,100.0
2020-05-21,99.99972534179688,99.99968719482422,-99.99998474121094
2020-05-22,99.99940490722656,99.99954986572266,68.02022552490234
2020-05-25,99.99952697753906,99.99974060058594,-99.99872589111328
2020-05-26,99.99940490722656,99.99976348876953,97.93108367919922
2020-05-27,99.99675750732422,99.99980926513672,-100.0
2020-05-28,99.99822235107422,99.99978637695312,99.71234893798828
2020-05-29,99.99849700927734,99.99980926513672,-100.0
2020-06-01,99.99910736083984,99.99980926513672,-99.99974060058594
2020-06-02,99.99873352050781,99.99976348876953,99.99984741210938
2020-06-03,99.99978637695312,99.99910736083984,100.0
2020-06-04,99.99958038330078,99.99940490722656,99.99995422363281
2020-06-05,99.99974060058594,99.99885559082031,-100.0
2020-06-08,99.9998779296875,99.99909210205078,100.0
2020-06-09,99.99966430664062,99.99894714355469,-76.47265625
2020-06-10,99.99959564208984,99.9990463256836,99.73063659667969
2020-06-11,99.9717025756836,99.99253845214844,-99.98517608642578
2020-06-12,99.99873352050781,99.92277526855469,99.99771118164062
2020-06-15,99.99551391601562,99.97454833984375,34.18599319458008
2020-06-16,99.99800109863281,99.9715805053711,-99.99595642089844
2020-06-17,99.9977798461914,99.95343780517578,-99.9939193725586
2020-06-18,99.99809265136719,99.94866943359375,100.0
2020-06-19,99.99800109863281,99.96943664550781,-100.0
2020-06-22,99.99761962890625,99.9744873046875,-100.0
2020-06-23,99.99911499023438,99.95167541503906,-96.43244171142578
2020-06-24,99.99872589111328,99.93019104003906,-100.0
2020-06-25,99.99817657470703,99.93054962158203,78.2054443359375
2020-06-26,99.99732971191406,99.92227172851562,-100.0
2020-06-29,99.99420928955078,99.8718032836914,-70.36017608642578
2020-06-30,99.99711608886719,99.63565063476562,-100.0
2020-07-01,99.99758911132812,99.9176254272461,-99.99752807617188
2020-07-02,99.99754333496094,99.92462158203125,94.90795135498047
2020-07-03,99.99768829345703,99.94966888427734,-87.02994537353516
2020-07-06,99.9977798461914,99.9796142578125,21.78717803955078
2020-07-07,99.99940490722656,99.99072265625,-99.99999237060547
2020-07-08,99.99964141845703,99.99567413330078,-99.99999237060547
2020-07-09,99.99966430664062,99.9991683959961,-85.1220932006836
2020-07-10,99.99935913085938,99.99769592285156,-99.99610137939453
2020-07-13,99.9994125366211,99.99949645996094,-98.8558578491211
2020-07-14,99.99911499023438,99.99958038330078,100.0
2020-07-15,99.99909210205078,99.99959564208984,-99.04007720947266
2020-07-16,99.99919128417969,99.99952697753906,98.1812744140625
2020-07-17,99.9989013671875,99.99945068359375,-99.99983978271484
2020-07-20,99.98652648925781,99.99971008300781,-99.79829406738281
2020-07-21,99.9927978515625,99.9998550415039,99.99993133544922
2020-07-22,99.97531127929688,99.99990844726562,60.006141662597656
2020-07-23,99.99465942382812,99.9998779296875,54.86973571777344
2020-07-24,99.99811553955078,99.35247802734375,-99.99999237060547
2020-07-27,99.99984741210938,-88.47914123535156,-100.0
2020-07-28,99.99974822998047,94.66709899902344,-99.94715118408203
2020-07-29,99.99978637695312,-4.922771453857422,-100.0
2020-07-30,99.99957275390625,95.59669494628906,-100.0
2020-07-31,99.99966430664062,78.42719268798828,-100.0
2020-08-03,99.99927520751953,99.52831268310547,-100.0
2020-08-04,99.99881744384766,99.96734619140625,-99.90912628173828
2020-08-05,99.9991455078125,99.99103546142578,-100.0
2020-08-06,99.99883270263672,99.99413299560547,97.6038589477539
2020-08-07,99.99876403808594,99.99876403808594,-99.97327423095703
2020-08-10,99.99881744384766,99.99897766113281,67.84770202636719
2020-08-11,99.99847412109375,99.99768829345703,99.35673522949219
2020-08-12,99.99922180175781,99.99783325195312,99.436279296875
2020-08-13,99.99858093261719,99.9994888305664,99.85205841064453
2020-08-14,99.99874877929688,99.99932861328125,99.54308319091797
2020-08-17,99.99884033203125,99.99923706054688,-99.95214080810547
2020-08-18,99.99881744384766,99.99940490722656,-100.0
2020-08-19,99.99873352050781,99.99942779541016,-100.0
2020-08-20,99.99876403808594,99.99961853027344,-100.0
2020-08-21,99.99909210205078,99.99974060058594,100.0
2020-08-24,99.99853515625,99.99983215332031,-99.57048797607422
2020-08-25,99.9970932006836,99.9998779296875,-91.3557357788086
2020-08-26,99.9948501586914,99.9998550415039,-99.91065216064453
2020-08-27,99.9929428100586,99.9998550415039,-99.99999237060547
2020-08-28,99.97645568847656,99.99966430664062,-99.99934387207031
2020-08-31,99.98734283447266,99.99983215332031,99.98857879638672
2020-09-01,99.99641418457031,99.99980926513672,-100.0
2020-09-03,99.99842834472656,99.99984741210938,-100.0
2020-09-04,99.99866485595703,99.99978637695312,-99.99998474121094
2020-09-07,99.979736328125,99.99996185302734,99.99735260009766
2020-09-08,99.99678039550781,99.99995422363281,100.0
2020-09-09,99.99480438232422,99.99995422363281,-99.99998474121094
2020-09-10,99.99502563476562,99.99995422363281,-71.78434753417969
2020-09-11,99.99474334716797,99.99995422363281,-100.0
2020-09-14,99.9979248046875,99.99993133544922,99.99996185302734
2020-09-15,99.99971008300781,99.99972534179688,43.86431121826172
2020-09-16,99.99974060058594,99.99966430664062,-100.0
2020-09-17,99.9993896484375,99.99942779541016,99.9999771118164
2020-09-18,99.99980926513672,99.99947357177734,-100.0
2020-09-21,99.99957275390625,99.99966430664062,-100.0
2020-09-22,99.99942779541016,99.99971008300781,-100.0
2020-09-23,99.99923706054688,99.99961853027344,-100.0
2020-09-24,99.99861907958984,99.99966430664062,-100.0
2020-09-25,99.99925994873047,99.99974822998047,-99.9783706665039
2020-09-28,99.99927520751953,99.99982452392578,-99.99844360351562
2020-09-29,99.98931884765625,99.99993133544922,-92.01495361328125
2020-09-30,99.99010467529297,99.99977111816406,-99.99996948242188
2020-10-01,99.99930572509766,99.99990844726562,-100.0
2020-10-02,99.9980239868164,99.99934387207031,-99.99998474121094
2020-10-05,99.99906158447266,99.99971008300781,-100.0
2020-10-06,99.99897766113281,99.99989318847656,99.93949127197266
2020-10-07,99.99873352050781,99.99957275390625,-99.99832153320312
2020-10-08,99.9990005493164,99.99995422363281,-99.99976348876953
2020-10-09,99.99840545654297,99.99993133544922,99.99995422363281
2020-10-12,99.99876403808594,99.99990844726562,-100.0
2020-10-13,99.99900817871094,99.99971008300781,96.38727569580078
2020-10-14,99.99935913085938,99.99971008300781,-99.10616302490234
2020-10-15,99.99932861328125,99.99984741210938,100.0
2020-10-16,99.89175415039062,99.99983215332031,99.99090576171875
2020-10-19,99.6278076171875,99.99990844726562,-51.93727493286133
2020-10-20,99.88777923583984,99.99995422363281,-100.0
2020-10-21,99.73716735839844,99.99976348876953,-99.95652770996094
2020-10-22,99.97151947021484,99.99991607666016,-99.9793701171875
2020-10-23,99.9815673828125,99.9998550415039,-27.368492126464844
2020-10-26,99.98917388916016,99.9998779296875,-88.54741668701172
2020-10-27,99.99699401855469,99.99980926513672,-99.99797058105469
2020-10-28,99.94761657714844,99.9979476928711,-99.99959564208984
2020-10-29,99.99555206298828,99.95057678222656,-100.0
2020-10-30,99.9961166381836,99.99256134033203,-99.99998474121094
2020-11-02,99.99580383300781,99.9991455078125,-100.0
2020-11-03,99.99942779541016,99.9998779296875,88.97523498535156
2020-11-04,99.9990005493164,99.99990844726562,-98.2184066772461
2020-11-05,99.99644470214844,99.9998550415039,-99.99761962890625
2020-11-06,99.99807739257812,99.99966430664062,-100.0
2020-11-09,99.99971008300781,99.99979400634766,-99.9919662475586
2020-11-10,99.9991455078125,99.99964141845703,76.93848419189453
2020-11-11,99.99934387207031,99.99927520751953,-99.99999237060547
2020-11-12,99.99959564208984,99.9995346069336,-43.70732116699219
2020-11-13,99.99955749511719,99.99971008300781,99.09298706054688
2020-11-16,99.99874877929688,99.99925994873047,-99.99996185302734
2020-11-17,99.9996337890625,99.9994125366211,-99.29495239257812
2020-11-18,99.99952697753906,99.99954986572266,-99.9879150390625
2020-11-19,99.99773406982422,99.99971008300781,-97.39021301269531
2020-11-20,99.99589538574219,99.99974822998047,98.64567565917969
2020-11-23,99.99656677246094,99.9998779296875,-99.9995346069336
2020-11-24,99.99432373046875,99.99983215332031,-81.15494537353516
2020-11-25,99.9953384399414,99.99980926513672,100.0
2020-11-26,99.99842834472656,99.9998779296875,-100.0
2020-11-27,99.99880981445312,99.99990844726562,-100.0
