date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2019-01-02,-90.05534362792969,99.39019775390625,97.5616226196289,-83.24071502685547,93.05616760253906,95.429443359375,-88.33450317382812,97.25961303710938,70.8974380493164,82.6650619506836,79.2623519897461,-14.083319664001465,41.39645004272461,-59.902976989746094,-84.45867919921875,11.31751537322998,66.91999816894531,-71.06587219238281,93.74247741699219,16.369842529296875,-37.588478088378906,-76.25655364990234,97.71561431884766,-94.93075561523438,88.99371337890625,-95.62967681884766,-98.67225646972656,17.813074111938477,-81.18476867675781,97.39537048339844
2019-01-03,-87.91622161865234,98.25335693359375,97.59856414794922,-91.36871337890625,98.64383697509766,92.95706939697266,-95.5634536743164,95.13639068603516,68.00274658203125,68.39046478271484,69.01957702636719,-81.29251861572266,59.2116584777832,-38.22783279418945,-98.74284362792969,-77.75074005126953,82.13019561767578,-93.71007537841797,79.3603286743164,-58.423126220703125,89.95695495605469,-97.70833587646484,93.3313980102539,-78.31556701660156,85.72114562988281,-82.90541076660156,-90.52603149414062,-79.3848648071289,-91.11882019042969,94.98820495605469
2019-01-04,-79.73103332519531,97.55239868164062,93.28759002685547,-93.59230041503906,78.4617919921875,85.3301773071289,-94.18915557861328,97.60778045654297,95.17552947998047,88.09840393066406,84.49573516845703,-67.0869369506836,79.10530853271484,92.64197540283203,-98.18756103515625,-31.802391052246094,85.43672180175781,-62.838077545166016,61.732173919677734,-22.738229751586914,36.22026443481445,-79.68745422363281,53.91244888305664,-79.96353149414062,86.84115600585938,-89.96479034423828,-99.24838256835938,-42.69275665283203,-83.98453521728516,79.64055633544922
2019-01-07,-80.05516815185547,91.20906829833984,93.3918685913086,-90.61835479736328,75.63915252685547,81.89148712158203,-95.61114501953125,95.20626068115234,88.25857543945312,77.57771301269531,47.58151626586914,-57.16055679321289,-95.30339050292969,63.12787628173828,-83.43035125732422,79.38198852539062,97.06449890136719,-1.4335930347442627,-58.336639404296875,-99.28712463378906,-15.909367561340332,-90.43379974365234,97.04659271240234,-88.70872497558594,81.2111587524414,-96.92976379394531,-84.48033905029297,71.52633666992188,-95.78349304199219,88.74492645263672
2019-01-08,-60.13277816772461,94.58365631103516,97.84302520751953,-86.55438995361328,84.24019622802734,61.354278564453125,-92.45281219482422,96.66407012939453,85.62765502929688,59.43031311035156,-50.731910705566406,-65.044189453125,55.34791946411133,-18.08363151550293,-92.69312286376953,-92.08914947509766,91.72184753417969,-18.142913818359375,77.85540771484375,21.532630920410156,-26.630126953125,-39.57483673095703,76.14476776123047,-95.72864532470703,80.31149291992188,-89.5146713256836,-98.48877716064453,-39.657474517822266,-90.23746490478516,92.10697174072266
2019-01-09,-83.73313903808594,96.64280700683594,87.21219635009766,-72.90266418457031,85.01947021484375,93.65215301513672,-94.68292999267578,85.17852020263672,81.03394317626953,42.13909912109375,53.92799377441406,-82.0227279663086,59.548614501953125,55.23042678833008,-98.18476104736328,-97.1246566772461,96.0714340209961,69.68238067626953,55.19659423828125,74.86105346679688,97.9683609008789,-82.1448745727539,98.30908966064453,-92.47252655029297,60.920570373535156,-94.55149841308594,-94.20172882080078,33.2896728515625,-87.35807037353516,92.06310272216797
2019-01-10,-94.87312316894531,97.34405517578125,95.63948822021484,-92.4921875,89.72032165527344,93.53181457519531,-75.74154663085938,97.28958892822266,75.20513916015625,71.82757568359375,96.12065887451172,10.50823974609375,91.68063354492188,-18.603837966918945,-95.74763488769531,-34.621917724609375,96.09618377685547,-65.86819458007812,87.14765167236328,-96.8310775756836,74.51158905029297,-87.02952575683594,91.25621032714844,-81.76622772216797,44.22056579589844,-92.57632446289062,-98.85678100585938,-82.06268310546875,-90.47374725341797,99.31903839111328
2019-01-11,-67.47721862792969,98.48478698730469,85.06095123291016,-87.81837463378906,87.90376281738281,79.40628814697266,-78.62387084960938,99.22666931152344,95.27842712402344,80.60189819335938,70.54430389404297,1.8882155418395996,84.02722930908203,-16.640758514404297,-99.42317199707031,18.804920196533203,70.83457946777344,-74.59253692626953,85.2900161743164,-6.375628471374512,-27.869129180908203,-91.15686798095703,92.27021026611328,-94.16867065429688,70.94313049316406,-95.01001739501953,-96.80962371826172,44.61393356323242,-99.7871322631836,94.84552001953125
2019-01-14,-84.74828338623047,94.48303985595703,92.00753784179688,-89.7398452758789,25.674606323242188,89.24229431152344,-97.21106719970703,89.009521484375,6.921291351318359,91.01023864746094,71.55422973632812,54.11717987060547,15.310514450073242,5.137836933135986,-98.928466796875,-83.5603256225586,83.17377471923828,13.850855827331543,21.26681900024414,-35.30712127685547,85.09619140625,-79.9038314819336,95.35405731201172,-94.0461196899414,85.81150817871094,-93.67798614501953,-96.9958267211914,-47.68401336669922,-94.80146789550781,88.38477325439453
2019-01-15,-15.15192985534668,99.44462585449219,99.68521881103516,-99.08952331542969,97.03850555419922,99.46031188964844,-86.26744842529297,96.8619384765625,70.73458099365234,84.6040267944336,2.8293251991271973,67.04964447021484,58.1431884765625,50.08876419067383,-94.41556549072266,17.719482421875,93.00215148925781,-0.905311107635498,92.06669616699219,-97.50846862792969,14.138233184814453,-93.2084732055664,97.82454681396484,-94.91159057617188,77.63421630859375,-92.83023834228516,-95.7995834350586,89.30294799804688,-97.20426177978516,89.62631225585938
2019-01-16,-75.61756896972656,93.77305603027344,89.7734375,-94.52139282226562,17.875171661376953,95.79158782958984,-90.79678344726562,93.2851333618164,94.12164306640625,64.86692810058594,77.6795883178711,-43.45629119873047,2.923285961151123,52.01552963256836,-98.29412078857422,-28.883886337280273,99.09219360351562,-56.341575622558594,86.7879867553711,-4.734623432159424,57.842681884765625,-92.29498291015625,86.7044448852539,-96.84765625,99.82935333251953,-97.36310577392578,-97.78495788574219,21.967052459716797,-95.43827819824219,98.5759048461914
2019-01-17,-99.0873794555664,96.81732940673828,95.10226440429688,-53.49970626831055,93.76339721679688,88.29934692382812,-88.02310180664062,99.45635986328125,78.673828125,87.56262969970703,95.3729019165039,-73.7194595336914,95.98870086669922,-6.79473876953125,-89.63967895507812,-72.219482421875,67.50247192382812,8.6552734375,71.26697540283203,55.8837776184082,93.42999267578125,-97.30763244628906,97.634033203125,-82.09051513671875,91.78974914550781,-91.53168487548828,-98.61925506591797,70.43724060058594,-72.5203628540039,81.965087890625
2019-01-18,-94.44772338867188,90.75326538085938,98.90825653076172,-93.58660125732422,91.31344604492188,93.39413452148438,-93.89754486083984,99.01355743408203,43.83807373046875,54.24580383300781,98.05329895019531,-62.42960739135742,6.009888648986816,3.1562328338623047,-99.57762145996094,-70.97831726074219,72.65007781982422,-85.57743072509766,29.29140281677246,-47.941768646240234,-62.04493713378906,-84.05731201171875,96.27649688720703,-97.3084716796875,97.30503845214844,-98.03328704833984,-88.6203384399414,72.24771881103516,-74.67977142333984,90.40245819091797
2019-01-22,-62.070091247558594,91.26548767089844,92.35575103759766,-92.4045181274414,98.9996566772461,92.30244445800781,-98.5141372680664,98.43968200683594,88.861083984375,89.072509765625,86.0616226196289,88.21663665771484,87.29728698730469,37.767051696777344,-69.16090393066406,-29.767942428588867,96.31929016113281,-91.65081787109375,69.19717407226562,-48.356998443603516,13.496232032775879,-81.56330871582031,98.57254028320312,-84.58536529541016,83.71155548095703,-81.25997161865234,-95.67304229736328,9.32767391204834,-98.950439453125,97.05412292480469
2019-01-23,-80.7972640991211,94.14156341552734,98.04093933105469,-97.8941650390625,76.86244201660156,96.4344711303711,-96.9422607421875,97.15177917480469,91.14312744140625,69.21221923828125,94.76722717285156,89.73123168945312,76.654052734375,49.06290817260742,-99.86737823486328,-93.11089324951172,99.11407470703125,-38.433815002441406,61.68107986450195,81.27918243408203,27.915084838867188,-92.71922302246094,89.29402923583984,-86.06156921386719,71.73860168457031,-77.9713363647461,-96.29104614257812,-69.86962890625,-99.39985656738281,15.317285537719727
2019-01-24,-96.26884460449219,94.64030456542969,92.40252685546875,-95.75084686279297,88.91534423828125,92.57984161376953,-99.3774642944336,99.27232360839844,95.78340911865234,68.2703857421875,73.22566223144531,-63.29819107055664,97.09415435791016,-41.96919631958008,-91.61708068847656,-61.52321243286133,94.39775848388672,-84.93179321289062,72.5042495727539,-42.771095275878906,21.715879440307617,-40.8913688659668,97.78997039794922,-88.93730163574219,91.92645263671875,44.44742202758789,-94.512939453125,-7.895594596862793,-98.21349334716797,85.8592758178711
2019-01-25,-81.33306884765625,88.02685546875,92.43855285644531,-95.97161102294922,65.58373260498047,97.05403137207031,-66.0353775024414,95.56946563720703,40.20783996582031,71.51166534423828,98.08950805664062,-9.257912635803223,94.04548645019531,59.991859436035156,-81.11077880859375,-59.33511734008789,74.01170349121094,-64.96784973144531,23.90972328186035,-99.69723510742188,-78.25421142578125,73.31587982177734,93.25675964355469,-74.29927062988281,-0.45800209045410156,-48.737464904785156,-91.39555358886719,47.77696228027344,-88.5885009765625,98.48294067382812
2019-01-28,-95.83870697021484,94.755126953125,89.4588623046875,-87.94757080078125,89.51888275146484,95.86223602294922,5.592846870422363,96.3481216430664,82.27877807617188,78.7027587890625,79.5176010131836,84.97161865234375,28.527009963989258,43.67010498046875,-87.03178405761719,-70.79774475097656,93.22946166992188,-66.81959533691406,-12.59186840057373,-97.99527740478516,2.5485992431640625,-27.307723999023438,94.45423889160156,-83.0074691772461,-7.66877555847168,-98.59912109375,-98.60725402832031,44.52296447753906,-95.79212951660156,98.27499389648438
2019-01-29,-92.96932983398438,87.81538391113281,93.59262084960938,-96.81706237792969,89.10869598388672,97.97447967529297,-96.54698944091797,99.17399597167969,90.7551498413086,63.79644775390625,-28.0637149810791,-88.92461395263672,57.931854248046875,34.96967697143555,-97.3143081665039,-31.178468704223633,99.20425415039062,-92.86882781982422,54.5680046081543,-1.1373460292816162,94.02236938476562,85.16159057617188,95.87938690185547,-98.55007934570312,21.678007125854492,-99.3100357055664,-95.0119400024414,-53.15403747558594,-99.89389038085938,94.77826690673828
2019-01-30,-97.90550231933594,81.66468048095703,85.9121322631836,-93.88189697265625,96.82545471191406,97.9032974243164,-81.91722869873047,84.46369171142578,30.261802673339844,78.12348937988281,39.863182067871094,-86.10779571533203,88.64068603515625,33.670021057128906,-24.410104751586914,-52.492576599121094,92.42689514160156,-77.81301879882812,87.46939086914062,-99.99382019042969,97.18494415283203,-48.04386901855469,71.36762237548828,-99.39862823486328,78.55157470703125,-97.92416381835938,-92.8367919921875,-79.11726379394531,-99.47119140625,91.65692138671875
2019-01-31,-96.73429870605469,82.8481216430664,76.1514663696289,-64.56426239013672,90.6025161743164,98.21107482910156,-90.69328308105469,99.44581604003906,67.46732330322266,54.906036376953125,80.3121109008789,58.954978942871094,97.199462890625,62.54048156738281,-94.8297348022461,42.34752655029297,98.07479095458984,-99.20735931396484,74.17403411865234,87.69827270507812,97.49285888671875,-84.38188934326172,95.84474182128906,-69.2981948852539,61.8983039855957,-95.62135314941406,-96.5314712524414,-75.78077697753906,-9.565532684326172,98.38860321044922
2019-02-01,-91.75923156738281,85.10298919677734,89.9603042602539,-95.4373779296875,78.75556945800781,98.268798828125,-71.44229888916016,99.69990539550781,90.5903549194336,81.77079772949219,55.01909255981445,96.67938995361328,97.59676361083984,89.88064575195312,-98.11365509033203,-86.75190734863281,91.77877807617188,98.87345123291016,75.87759399414062,-95.4104232788086,62.87159729003906,-48.47050857543945,94.76163482666016,-99.48749542236328,73.9874267578125,93.20187377929688,-93.60474395751953,-48.69170379638672,-77.33087158203125,99.05177307128906
