date,VIC,REE,VIC
2019-04-24,-97.56511688232422,-99.98405456542969,-99.98101043701172
2019-04-25,100.0,-100.0,-100.0
2019-04-26,98.27117919921875,-100.0,-100.0
2019-05-02,95.6369400024414,-100.0,-99.2742691040039
2019-05-03,76.86724853515625,-100.0,-100.0
2019-05-06,-100.0,-99.9998550415039,100.0
2019-05-07,16.41855239868164,-99.91571044921875,-99.99999237060547
2019-05-08,100.0,-100.0,-100.0
2019-05-09,-99.71586608886719,-99.99884033203125,97.35226440429688
2019-05-10,89.70942687988281,-92.18777465820312,-99.99999237060547
2019-05-13,100.0,-100.0,17.030942916870117
2019-05-14,82.4705581665039,-100.0,-100.0
2019-05-15,99.9634017944336,-100.0,-63.79033279418945
2019-05-16,-84.18903350830078,-100.0,14.200997352600098
2019-05-17,100.0,-100.0,-100.0
2019-05-20,97.19770050048828,-100.0,-99.90668487548828
2019-05-21,99.89620208740234,-100.0,-100.0
2019-05-22,99.82440185546875,-100.0,-100.0
2019-05-23,98.51937103271484,-100.0,-99.99787139892578
2019-05-24,99.39401245117188,-100.0,-100.0
2019-05-27,95.09008026123047,-99.99999237060547,99.90813446044922
2019-05-28,-78.2025146484375,-99.99993133544922,80.19894409179688
2019-05-29,92.1937484741211,-97.43717193603516,99.99774932861328
2019-05-30,-98.48823547363281,-9.136152267456055,-100.0
2019-05-31,100.0,-100.0,-100.0
2019-06-03,69.89869689941406,-98.5947265625,-55.72588348388672
2019-06-04,99.96922302246094,-99.34886169433594,-99.84625244140625
2019-06-05,98.87328338623047,-98.6176528930664,-100.0
2019-06-06,91.89927673339844,-99.97993469238281,99.9704360961914
2019-06-07,92.9646224975586,-100.0,100.0
2019-06-10,85.97216796875,-100.0,-99.99967956542969
2019-06-11,99.20636749267578,-100.0,-99.99999237060547
2019-06-12,96.8128662109375,-100.0,-99.97589111328125
2019-06-13,-99.96469116210938,99.02182006835938,-99.98182678222656
2019-06-14,100.0,-100.0,-100.0
2019-06-17,-99.25411987304688,-99.76374816894531,-99.99940490722656
2019-06-18,100.0,-100.0,-100.0
2019-06-19,-99.69817352294922,-99.90592956542969,99.9888916015625
2019-06-20,2.219116687774658,-99.99683380126953,-100.0
2019-06-21,100.0,-100.0,-100.0
2019-06-24,100.0,-99.99999237060547,-92.33375549316406
2019-06-25,99.7344970703125,-100.0,-94.89056396484375
2019-06-26,98.9693603515625,-100.0,-100.0
2019-06-27,-100.0,-100.0,-99.99999237060547
2019-06-28,100.0,-100.0,-100.0
2019-07-01,98.98774719238281,-100.0,-99.91649627685547
2019-07-02,99.81832885742188,-100.0,99.9999771118164
2019-07-03,97.1464614868164,-100.0,-99.96199798583984
2019-07-04,95.48683166503906,-100.0,99.97511291503906
2019-07-05,86.17098236083984,-100.0,-99.99999237060547
2019-07-08,-18.980348587036133,-100.0,100.0
2019-07-09,89.069580078125,-99.99999237060547,-99.99998474121094
2019-07-10,89.65784454345703,-99.99998474121094,-100.0
2019-07-11,41.889320373535156,-100.0,-100.0
2019-07-12,-82.14801788330078,-100.0,99.99314880371094
2019-07-15,79.83837127685547,-99.99400329589844,49.38360595703125
2019-07-16,24.86482810974121,-99.99990844726562,-99.99998474121094
2019-07-17,100.0,-100.0,-100.0
2019-07-18,-99.9986343383789,-99.99993896484375,-35.98929214477539
2019-07-19,100.0,-100.0,-100.0
2019-07-22,99.88990020751953,-100.0,-98.05471801757812
2019-07-23,99.58381652832031,-100.0,50.392269134521484
2019-07-24,99.9003677368164,-100.0,-80.28466033935547
2019-07-25,92.5257339477539,-100.0,-61.06658172607422
2019-07-26,16.40172004699707,-100.0,-99.0260009765625
2019-07-29,99.79969024658203,-100.0,100.0
2019-07-30,100.0,-99.99998474121094,-99.99999237060547
2019-07-31,99.99995422363281,-99.99993133544922,-90.89957427978516
2019-08-01,-92.96306610107422,-99.99999237060547,-100.0
2019-08-02,100.0,-100.0,-100.0
2019-08-05,52.93888854980469,-100.0,-100.0
2019-08-06,-57.316104888916016,-99.99999237060547,94.37570190429688
2019-08-07,24.238645553588867,-100.0,-99.99999237060547
2019-08-08,100.0,-100.0,-99.99462127685547
2019-08-09,99.7348403930664,-100.0,-100.0
2019-08-12,99.9948959350586,-100.0,-99.9996337890625
2019-08-13,99.99465942382812,-100.0,-99.9998779296875
2019-08-14,99.99185943603516,-100.0,-99.99909973144531
2019-08-15,99.9594955444336,-100.0,6.483793258666992
2019-08-16,99.6337661743164,-100.0,-100.0
2019-08-19,92.05381774902344,-100.0,99.99990844726562
2019-08-20,98.42304992675781,-100.0,-99.99957275390625
2019-08-21,97.92173767089844,-100.0,-31.521724700927734
2019-08-22,98.88894653320312,-100.0,-100.0
2019-08-23,89.02802276611328,-100.0,-99.99999237060547
2019-08-26,99.8464584350586,-100.0,-100.0
2019-08-27,-91.6100845336914,-100.0,-63.07476043701172
2019-08-28,100.0,-100.0,-100.0
2019-08-29,-19.102108001708984,-99.99996185302734,49.77140426635742
2019-08-30,95.46513366699219,-99.9796371459961,-99.99429321289062
2019-09-03,33.88288116455078,-99.99899291992188,-99.99969482421875
2019-09-04,68.79613494873047,-99.9998779296875,-100.0
2019-09-05,-46.5693244934082,-99.99984741210938,100.0
2019-09-06,-98.69068145751953,-99.99881744384766,-86.19790649414062
2019-09-09,100.0,-100.0,-100.0
2019-09-10,6.74901008605957,-100.0,-69.68638610839844
2019-09-11,-26.293039321899414,-100.0,-99.93383026123047
2019-09-12,100.0,-100.0,-99.25340270996094
2019-09-13,99.34878540039062,-100.0,-99.78524017333984
2019-09-16,99.5047836303711,-100.0,99.99945068359375
2019-09-17,98.85775756835938,-100.0,-100.0
2019-09-18,98.29361724853516,-100.0,75.46014404296875
2019-09-19,99.148681640625,-100.0,-80.0936508178711
2019-09-20,98.96290588378906,-100.0,46.47871398925781
2019-09-23,98.43902587890625,-100.0,99.99203491210938
2019-09-24,-100.0,-100.0,-48.905479431152344
2019-09-25,100.0,-100.0,-100.0
2019-09-26,99.64461517333984,-100.0,99.99980926513672
2019-09-27,97.55096435546875,-100.0,-99.99659729003906
2019-09-30,-75.60250091552734,-100.0,58.38353729248047
2019-10-01,100.0,-100.0,-87.46029663085938
2019-10-02,99.76351165771484,-100.0,-100.0
2019-10-03,99.87213897705078,-99.99867248535156,99.62986755371094
2019-10-04,99.83537292480469,-99.9998550415039,99.82901000976562
2019-10-07,98.74703979492188,-99.97050476074219,97.25601959228516
2019-10-08,97.90354919433594,-99.9703140258789,99.99618530273438
2019-10-09,99.11986541748047,-99.99584197998047,99.3093032836914
2019-10-10,97.62918853759766,-99.99600982666016,100.0
2019-10-11,98.385986328125,-99.99701690673828,-60.32886505126953
2019-10-14,95.65608215332031,-99.99999237060547,-91.6673583984375
2019-10-15,99.52767181396484,-99.99710845947266,78.96704864501953
2019-10-16,-23.230695724487305,-99.99783325195312,97.53559875488281
2019-10-17,-99.41643524169922,-99.93399047851562,99.9999771118164
2019-10-18,80.99214935302734,-96.373291015625,-99.8645248413086
2019-10-21,100.0,-100.0,-99.99925231933594
2019-10-22,99.86393737792969,-97.44313049316406,-99.43228149414062
2019-10-23,99.98936462402344,-98.28557586669922,100.0
2019-10-24,91.61212158203125,-100.0,-99.9806137084961
2019-10-25,93.8568344116211,-100.0,-100.0
2019-10-28,99.69637298583984,-100.0,-99.99995422363281
2019-10-29,99.9999771118164,-100.0,-100.0
2019-10-30,99.99998474121094,99.99747467041016,-99.99884033203125
2019-10-31,-99.88343811035156,-100.0,-100.0
2019-11-01,100.0,-100.0,-100.0
2019-11-04,98.89271545410156,-100.0,-99.99998474121094
2019-11-05,99.99141693115234,-100.0,-99.98130798339844
2019-11-06,99.50434875488281,-100.0,-99.42903137207031
2019-11-07,91.01569366455078,-100.0,32.82509994506836
2019-11-08,96.3816146850586,-100.0,-99.0978012084961
2019-11-11,98.37458038330078,-100.0,-74.9736099243164
2019-11-12,99.6999282836914,-100.0,-100.0
2019-11-13,98.06940460205078,-100.0,-99.08179473876953
2019-11-14,99.99432373046875,-99.99983215332031,100.0
2019-11-15,100.0,-99.9835205078125,99.9999771118164
2019-11-18,99.61271667480469,-99.70953369140625,100.0
2019-11-19,99.72966766357422,-99.87359619140625,99.99900817871094
2019-11-20,99.98786163330078,-97.18096923828125,90.03861236572266
2019-11-21,99.99699401855469,-99.02919006347656,99.89060974121094
2019-11-22,99.97342681884766,-99.96711730957031,99.99998474121094
2019-11-25,98.83214569091797,-99.91080474853516,-100.0
2019-11-26,92.06304931640625,-99.73796844482422,100.0
2019-11-27,99.99684143066406,-99.8183364868164,99.99952697753906
2019-11-28,99.97429656982422,-99.91790771484375,-96.06539154052734
2019-11-29,99.89878845214844,-99.88136291503906,100.0
2019-12-02,99.97476196289062,-99.99552154541016,2.457141876220703
2019-12-03,99.99358367919922,-99.99794006347656,92.47763061523438
2019-12-04,99.95751190185547,-99.97786712646484,-99.99767303466797
2019-12-05,99.93319702148438,-99.92516326904297,-99.9389419555664
2019-12-06,99.88777923583984,-99.92198181152344,100.0
2019-12-09,99.2991714477539,-99.85138702392578,99.98081970214844
2019-12-10,99.97396850585938,-99.85935974121094,-46.91788101196289
2019-12-11,99.7335205078125,-99.99999237060547,99.86901092529297
2019-12-12,23.680805206298828,-100.0,-96.81632232666016
2019-12-13,99.98701477050781,-99.984375,99.95748901367188
2019-12-16,99.9999771118164,-39.316184997558594,99.99995422363281
2019-12-17,73.8181381225586,-99.96367645263672,-100.0
2019-12-18,98.92149353027344,-99.95391845703125,99.9990005493164
2019-12-19,99.9399642944336,-99.9834213256836,85.52572631835938
2019-12-20,88.03882598876953,-99.9937744140625,-89.42010498046875
2019-12-23,-99.41574096679688,-99.99870300292969,-99.97703552246094
2019-12-24,100.0,-100.0,-100.0
2019-12-25,5.953168869018555,-100.0,98.47233581542969
2019-12-26,99.98638916015625,98.7793197631836,-100.0
2019-12-27,85.77655792236328,-100.0,100.0
2019-12-30,99.9744873046875,-100.0,-100.0
2019-12-31,99.99600982666016,-100.0,-100.0
2020-01-02,99.99172973632812,-100.0,-100.0
2020-01-03,11.39260482788086,-100.0,-99.99652862548828
2020-01-06,99.98545837402344,-99.99996185302734,-99.995849609375
2020-01-07,99.91493225097656,-98.58674621582031,99.97069549560547
2020-01-08,98.30160522460938,-99.98958587646484,100.0
2020-01-09,99.99983215332031,-99.99982452392578,-99.97630310058594
2020-01-10,-81.43450927734375,-99.99993896484375,97.3017349243164
2020-01-13,71.572021484375,-99.72685241699219,99.99972534179688
2020-01-14,23.37700080871582,-99.00171661376953,99.98452758789062
2020-01-15,-46.005882263183594,-90.89537048339844,-99.999267578125
2020-01-16,100.0,-100.0,-100.0
2020-01-17,-97.35372161865234,-100.0,99.96604919433594
2020-01-20,-99.90570831298828,-99.93360900878906,51.508270263671875
2020-01-21,98.98912811279297,38.20772171020508,90.61158752441406
2020-01-22,99.96443176269531,-56.4967155456543,22.41753387451172
2020-01-30,99.9977798461914,-99.36471557617188,99.99980926513672
2020-01-31,99.9999771118164,-99.9989242553711,100.0
2020-02-03,100.0,-99.99994659423828,100.0
2020-02-04,99.99995422363281,-99.99559783935547,100.0
2020-02-05,99.9990005493164,-99.87548828125,72.16858673095703
2020-02-06,99.99881744384766,-98.0394515991211,100.0
2020-02-07,99.990966796875,-90.91757202148438,100.0
2020-02-10,99.98908233642578,-89.15836334228516,99.99980926513672
2020-02-11,99.9672622680664,-64.19071960449219,-88.00870513916016
2020-02-12,99.85327911376953,-98.94107818603516,-99.90070343017578
2020-02-13,99.98020935058594,-99.99999237060547,99.04812622070312
2020-02-14,94.27079772949219,-93.31739807128906,100.0
2020-02-17,89.11627197265625,99.92958068847656,-99.99996948242188
2020-02-18,-23.917037963867188,-99.99981689453125,-100.0
2020-02-19,100.0,-100.0,93.80730438232422
2020-02-20,-99.7970199584961,-100.0,99.99732971191406
2020-02-21,100.0,-99.27920532226562,-99.96018981933594
2020-02-24,80.07142639160156,-97.04634857177734,100.0
2020-02-25,99.99459075927734,-99.57876586914062,-44.501258850097656
2020-02-26,99.99578094482422,-99.99996185302734,44.071041107177734
2020-02-27,1.2166380882263184,-100.0,-100.0
2020-02-28,99.99105834960938,-91.42203521728516,-99.97461700439453
2020-03-02,99.70518493652344,-100.0,-99.99857330322266
2020-03-03,-99.98426818847656,-99.9746322631836,-99.99907684326172
2020-03-04,100.0,-100.0,-100.0
2020-03-05,94.72821044921875,70.16118621826172,-60.75906753540039
2020-03-06,86.2736587524414,-99.98322296142578,3.864622116088867
2020-03-09,99.99876403808594,-99.9817123413086,99.99798583984375
2020-03-10,99.97293853759766,-99.6580810546875,99.94794464111328
2020-03-11,99.99512481689453,-99.90858459472656,54.63142395019531
2020-03-12,99.99978637695312,-99.9998779296875,-95.4903335571289
2020-03-13,99.99978637695312,-99.99981689453125,-43.6320915222168
2020-03-16,99.99871063232422,-99.99810791015625,100.0
2020-03-17,99.99897766113281,-99.99655151367188,99.97698974609375
2020-03-18,99.9972915649414,-99.95512390136719,-99.92084503173828
2020-03-19,99.9930419921875,-99.9632568359375,100.0
2020-03-20,99.99333953857422,-99.86017608642578,100.0
2020-03-23,99.99675750732422,-99.99726867675781,83.33854675292969
2020-03-24,99.99604034423828,-99.99784088134766,100.0
2020-03-25,99.99652099609375,-99.84585571289062,100.0
2020-03-26,99.94685363769531,-99.96710205078125,100.0
2020-03-27,99.98810577392578,-99.9939193725586,100.0
2020-03-30,99.99906921386719,-99.9995346069336,-99.99972534179688
2020-03-31,99.99158477783203,-99.99641418457031,100.0
2020-04-01,99.99520874023438,-99.96068572998047,75.02484130859375
2020-04-03,99.70061492919922,-99.4226303100586,100.0
2020-04-06,99.91204833984375,-100.0,91.89529418945312
2020-04-07,99.93820190429688,98.3160400390625,-88.9743881225586
2020-04-08,63.3016357421875,-99.91857147216797,-99.99708557128906
2020-04-09,99.36711883544922,99.9999771118164,-99.86978912353516
2020-04-10,-48.55085754394531,-99.99609375,-95.50645446777344
2020-04-13,100.0,-100.0,-99.66422271728516
2020-04-14,99.99978637695312,98.87589263916016,-100.0
2020-04-15,99.99821472167969,-100.0,98.49361419677734
2020-04-16,99.99259948730469,-100.0,-99.97356414794922
2020-04-17,91.73700714111328,-100.0,-99.78616333007812
2020-04-20,99.69561004638672,99.99984741210938,87.1717300415039
2020-04-21,98.88224792480469,-100.0,99.99998474121094
2020-04-22,90.68851470947266,95.00978088378906,-94.10984802246094
2020-04-23,50.63285827636719,-100.0,-100.0
2020-04-24,89.48116302490234,-100.0,-99.71553039550781
2020-04-27,53.377342224121094,-99.99996185302734,92.6751937866211
2020-04-28,-8.360857009887695,11.439573287963867,-73.55896759033203
2020-04-29,99.99923706054688,-100.0,-97.38363647460938
2020-05-04,99.99990844726562,-99.9996566772461,-99.72482299804688
2020-05-05,66.62432861328125,-99.99398803710938,98.7285385131836
2020-05-06,99.19674682617188,-99.69287872314453,-99.97919464111328
2020-05-07,99.63900756835938,-100.0,-99.56148529052734
2020-05-08,97.54426574707031,-100.0,-99.99815368652344
2020-05-11,99.8646469116211,-100.0,97.49185943603516
2020-05-12,95.29633331298828,-100.0,-35.80350875854492
2020-05-13,99.77889251708984,-100.0,-100.0
2020-05-14,99.87602233886719,-100.0,-33.65995788574219
2020-05-15,99.42874908447266,-100.0,-99.99998474121094
2020-05-18,97.17383575439453,-100.0,-99.9894027709961
2020-05-19,97.8679428100586,-100.0,-98.91108703613281
2020-05-20,97.9791488647461,-100.0,94.89898681640625
2020-05-21,91.33403015136719,-100.0,-99.40882873535156
2020-05-22,99.99847412109375,-100.0,-83.49483489990234
2020-05-25,-99.83869171142578,-100.0,99.99995422363281
2020-05-26,-99.1454086303711,-99.97058868408203,-99.91887664794922
2020-05-27,100.0,-100.0,-100.0
2020-05-28,70.94702911376953,-99.9999771118164,-99.89996337890625
2020-05-29,89.1362533569336,-99.99993133544922,99.63257598876953
2020-06-01,92.25735473632812,-99.99993896484375,-99.4960708618164
2020-06-02,-41.01188278198242,-99.99984741210938,94.38546752929688
2020-06-03,19.33126449584961,-99.9957275390625,100.0
2020-06-04,-12.172794342041016,-99.9964599609375,-99.99999237060547
2020-06-05,100.0,-100.0,-99.99996948242188
2020-06-08,-38.5721435546875,-100.0,-100.0
2020-06-09,100.0,-100.0,-99.97126770019531
2020-06-10,95.63329315185547,-99.99974822998047,94.2636947631836
2020-06-11,98.79627227783203,-99.66175079345703,-74.52859497070312
2020-06-12,99.96955108642578,-98.1147232055664,99.28016662597656
2020-06-15,94.64556884765625,-96.70277404785156,17.604541778564453
2020-06-16,99.17240142822266,-92.85470581054688,-99.34947204589844
2020-06-17,99.85208129882812,-83.42477416992188,96.52313995361328
2020-06-18,99.85773468017578,-85.8464126586914,100.0
2020-06-19,98.57247161865234,-95.18919372558594,44.241119384765625
2020-06-22,99.8594741821289,-95.66867065429688,-100.0
2020-06-23,12.573409080505371,-95.30106353759766,-75.26287078857422
2020-06-24,99.973388671875,-99.9348373413086,56.057037353515625
2020-06-25,99.88687133789062,-98.22947692871094,99.99980926513672
2020-06-26,99.8851547241211,-96.99259948730469,100.0
2020-06-29,99.39925384521484,-94.0656509399414,99.9906997680664
2020-06-30,99.93218994140625,-98.70541381835938,-29.090517044067383
2020-07-01,99.83448791503906,-92.11737823486328,-100.0
2020-07-02,99.96916961669922,-89.0564956665039,99.9378890991211
2020-07-03,98.628662109375,-92.56885528564453,-98.9369888305664
2020-07-06,96.83711242675781,-99.12081909179688,-19.847047805786133
2020-07-07,99.99415588378906,-75.139404296875,-98.09370422363281
2020-07-08,19.34095573425293,29.18341064453125,-99.73546600341797
2020-07-09,68.5384750366211,-99.99999237060547,-100.0
2020-07-10,-79.9357681274414,-100.0,-12.373268127441406
2020-07-13,100.0,-100.0,-100.0
2020-07-14,7.121765613555908,-100.0,-100.0
2020-07-15,-83.2601547241211,-100.0,-99.99962615966797
2020-07-16,100.0,-100.0,-100.0
2020-07-17,-89.59956359863281,-100.0,76.23088073730469
2020-07-20,100.0,-100.0,100.0
2020-07-21,-27.967464447021484,-93.90204620361328,-99.99995422363281
2020-07-22,100.0,-100.0,-100.0
2020-07-23,98.79857635498047,-99.99990844726562,82.41615295410156
2020-07-24,96.47753143310547,-96.11302947998047,99.99990844726562
2020-07-27,99.99897766113281,-99.99971008300781,33.06703567504883
2020-07-28,99.98442077636719,-99.89958190917969,99.99434661865234
2020-07-29,99.99520874023438,-99.9959945678711,12.058424949645996
2020-07-30,99.98402404785156,-99.84107208251953,99.88905334472656
2020-07-31,99.9744873046875,-99.96467590332031,-99.99790954589844
2020-08-03,99.87593078613281,-98.94481658935547,-96.1222152709961
2020-08-04,97.22211456298828,-99.99540710449219,-80.94788360595703
2020-08-05,99.98550415039062,-100.0,-100.0
2020-08-06,99.58126831054688,0.4441261291503906,-99.99748229980469
2020-08-07,99.9471206665039,-100.0,99.98033142089844
2020-08-10,99.91194152832031,-99.29685974121094,-99.99998474121094
2020-08-11,96.5687255859375,-99.99982452392578,99.99906158447266
2020-08-12,49.072181701660156,-27.849679946899414,-99.9957275390625
2020-08-13,61.77265548706055,92.53868865966797,-59.16220474243164
2020-08-14,-64.34513092041016,-99.99974060058594,99.76470184326172
2020-08-17,-18.720096588134766,-100.0,-99.95429229736328
2020-08-18,100.0,-100.0,-100.0
2020-08-19,-35.02045822143555,-100.0,-69.40650939941406
2020-08-20,100.0,-100.0,-91.26581573486328
2020-08-21,-85.08644104003906,-100.0,-100.0
2020-08-24,100.0,-100.0,-100.0
2020-08-25,96.4075698852539,-100.0,-99.44898223876953
2020-08-26,99.72760772705078,-100.0,-99.82901763916016
2020-08-27,97.14929962158203,-100.0,-100.0
2020-08-28,99.94210815429688,-100.0,100.0
2020-08-31,96.3736572265625,-100.0,99.88069152832031
2020-09-01,97.64215087890625,-100.0,99.99565887451172
2020-09-03,98.45490264892578,-100.0,99.9744873046875
2020-09-04,76.8749008178711,-100.0,-100.0
2020-09-07,56.89362335205078,-100.0,99.97384643554688
2020-09-08,95.57976531982422,-100.0,-99.9919204711914
2020-09-09,56.75152587890625,-99.99999237060547,99.99976348876953
2020-09-10,-20.832712173461914,-99.99999237060547,-100.0
2020-09-11,100.0,-100.0,-88.82054901123047
2020-09-14,51.948951721191406,-99.99999237060547,-99.7763900756836
2020-09-15,-39.617515563964844,-99.99999237060547,-99.63248443603516
2020-09-16,100.0,-100.0,-99.98906707763672
2020-09-17,8.907818794250488,-100.0,99.99983215332031
2020-09-18,84.20098876953125,-100.0,-99.16336059570312
2020-09-21,84.7176284790039,-100.0,99.99491882324219
2020-09-22,66.37384796142578,-100.0,100.0
2020-09-23,12.766337394714355,-100.0,99.74273681640625
2020-09-24,-66.9019546508789,-99.99999237060547,99.29682922363281
2020-09-25,-71.60649108886719,-99.91282653808594,-97.20293426513672
2020-09-28,100.0,-100.0,-100.0
2020-09-29,-21.219085693359375,-99.99998474121094,-57.52317810058594
2020-09-30,100.0,-100.0,-55.86066436767578
2020-10-01,56.32684326171875,-99.99999237060547,-95.6436767578125
2020-10-02,99.93792724609375,-99.99443054199219,-99.99893188476562
2020-10-05,38.181053161621094,-99.99004364013672,-99.99993133544922
2020-10-06,8.460545539855957,-99.96742248535156,100.0
2020-10-07,-94.88874816894531,-99.99999237060547,-99.89862823486328
2020-10-08,100.0,-100.0,-100.0
2020-10-09,95.38750457763672,-100.0,-99.99930572509766
2020-10-12,-90.44673156738281,-100.0,78.49252319335938
2020-10-13,99.9999771118164,-94.41595458984375,-99.9957275390625
2020-10-14,-95.8091049194336,-100.0,69.8261489868164
2020-10-15,100.0,-100.0,98.42718505859375
2020-10-16,99.46165466308594,-100.0,-99.9988021850586
2020-10-19,99.99928283691406,-100.0,-99.76432037353516
2020-10-20,99.97115325927734,-100.0,-99.99974060058594
2020-10-21,99.92798614501953,-100.0,-100.0
2020-10-22,99.95848846435547,-100.0,-99.98526763916016
2020-10-23,99.93684387207031,-100.0,47.63194274902344
2020-10-26,88.35643768310547,-100.0,99.58660888671875
2020-10-27,-87.43685150146484,-99.99999237060547,-100.0
2020-10-28,100.0,-100.0,-100.0
2020-10-29,81.0100326538086,-99.84661102294922,-100.0
2020-10-30,97.28231811523438,-99.98872375488281,-86.26056671142578
2020-11-02,99.87129974365234,-99.99893951416016,-99.99337768554688
2020-11-03,54.19960021972656,-100.0,99.99772644042969
2020-11-04,71.13494873046875,-100.0,-99.99998474121094
2020-11-05,49.57123947143555,-99.9999771118164,-100.0
2020-11-06,68.54174041748047,-99.99705505371094,99.8539810180664
2020-11-09,60.60204315185547,-100.0,99.94473266601562
2020-11-10,-89.39144897460938,-100.0,-100.0
2020-11-11,100.0,-100.0,-100.0
2020-11-12,99.99819946289062,-100.0,100.0
2020-11-13,78.63105773925781,-100.0,-100.0
2020-11-16,-99.92445373535156,-100.0,99.98412322998047
2020-11-17,-99.75977325439453,-99.9993667602539,-99.9972152709961
2020-11-18,100.0,-100.0,-100.0
2020-11-19,79.64405059814453,-100.0,-100.0
2020-11-20,94.30243682861328,-100.0,-99.99999237060547
2020-11-23,96.17693328857422,-100.0,-100.0
2020-11-24,86.16604614257812,-100.0,-100.0
2020-11-25,89.23875427246094,-100.0,99.24710845947266
2020-11-26,56.628440856933594,-100.0,-100.0
2020-11-27,80.8634262084961,-100.0,99.75556182861328
