date,HPG,REE,REE
2019-07-05,-100.0,100.0,-100.0
2019-07-08,-93.69475555419922,100.0,53.79674530029297
2019-07-09,8.507490158081055,100.0,-99.9926528930664
2019-07-10,-13.551121711730957,100.0,-100.0
2019-07-11,-99.99994659423828,100.0,-99.99922180175781
2019-07-12,99.95466613769531,100.0,-100.0
2019-07-15,-99.9874267578125,100.0,-99.99999237060547
2019-07-16,100.0,100.0,-100.0
2019-07-17,99.97920989990234,100.0,-99.9999771118164
2019-07-18,-99.44525146484375,100.0,-86.51873779296875
2019-07-19,-99.99998474121094,100.0,-99.97225189208984
2019-07-22,-99.79859924316406,100.0,-100.0
2019-07-23,100.0,100.0,-99.99925231933594
2019-07-24,-100.0,100.0,-100.0
2019-07-25,99.98651885986328,100.0,-80.64077758789062
2019-07-26,99.99998474121094,100.0,-100.0
2019-07-29,99.99669647216797,100.0,-73.73181915283203
2019-07-30,-51.37982177734375,100.0,-100.0
2019-07-31,-99.98759460449219,100.0,-99.99864959716797
2019-08-01,-82.00357055664062,100.0,-100.0
2019-08-02,-99.95428466796875,100.0,100.0
2019-08-05,-99.99999237060547,100.0,-100.0
2019-08-06,99.95651245117188,100.0,-100.0
2019-08-07,99.9958724975586,100.0,-35.75886917114258
2019-08-08,99.27168273925781,100.0,-100.0
2019-08-09,-99.99933624267578,100.0,-100.0
2019-08-12,-100.0,100.0,-100.0
2019-08-13,1.6863226890563965,100.0,-100.0
2019-08-14,-99.69448852539062,100.0,-100.0
2019-08-15,-95.19866180419922,100.0,-100.0
2019-08-16,100.0,100.0,-100.0
2019-08-19,-100.0,100.0,-99.99363708496094
2019-08-20,99.8960952758789,100.0,-100.0
2019-08-21,-99.86785888671875,100.0,-98.77438354492188
2019-08-22,-25.88922882080078,100.0,22.31459617614746
2019-08-23,100.0,100.0,-100.0
2019-08-26,99.99954986572266,100.0,-100.0
2019-08-27,-99.9472885131836,100.0,-99.99916076660156
2019-08-28,-99.99993133544922,100.0,-100.0
2019-08-29,100.0,100.0,99.90595245361328
2019-08-30,99.90043640136719,100.0,-99.99903869628906
2019-09-03,90.88542175292969,100.0,-99.99996948242188
2019-09-04,-99.99999237060547,100.0,-99.99996185302734
2019-09-05,100.0,100.0,-100.0
2019-09-06,100.0,100.0,-99.96682739257812
2019-09-09,-93.97638702392578,100.0,-99.99980163574219
2019-09-10,-99.99930572509766,100.0,-99.99998474121094
2019-09-11,99.99874877929688,100.0,-99.99998474121094
2019-09-12,-40.66713333129883,100.0,-99.74507904052734
2019-09-13,99.99959564208984,100.0,-87.92766571044922
2019-09-16,-99.99995422363281,100.0,-99.99996185302734
2019-09-17,99.95844268798828,100.0,-99.90557098388672
2019-09-18,-100.0,100.0,100.0
2019-09-19,69.6745376586914,100.0,-91.35884094238281
2019-09-20,99.99626922607422,100.0,-99.9976577758789
2019-09-23,-99.99996185302734,100.0,-99.99980926513672
2019-09-24,-99.90361022949219,100.0,-100.0
2019-09-25,-95.3551025390625,100.0,-99.99958038330078
2019-09-26,100.0,100.0,-100.0
2019-09-27,-99.97602081298828,100.0,100.0
2019-09-30,100.0,100.0,-88.53290557861328
2019-10-01,86.6169204711914,100.0,-99.99625396728516
2019-10-02,-99.8655776977539,100.0,99.99143981933594
2019-10-03,100.0,100.0,85.62783813476562
2019-10-04,100.0,100.0,-100.0
2019-10-07,90.48097229003906,100.0,-100.0
2019-10-08,88.78409576416016,100.0,-100.0
2019-10-09,19.064353942871094,100.0,-100.0
2019-10-10,100.0,100.0,-99.99979400634766
2019-10-11,99.99995422363281,100.0,-100.0
2019-10-14,-99.90190124511719,100.0,-100.0
2019-10-15,97.81062316894531,100.0,-99.99979400634766
2019-10-16,83.36131286621094,100.0,-100.0
2019-10-17,98.82473754882812,100.0,-99.99066162109375
2019-10-18,28.362714767456055,100.0,-100.0
2019-10-21,98.02702331542969,100.0,-100.0
2019-10-22,99.99461364746094,100.0,-99.99996185302734
2019-10-23,-83.30269622802734,100.0,-99.99996185302734
2019-10-24,100.0,100.0,-100.0
2019-10-25,2.017498016357422,100.0,-99.9985122680664
2019-10-28,99.95500946044922,100.0,-100.0
2019-10-29,-99.99994659423828,100.0,-100.0
2019-10-30,-99.99341583251953,100.0,-100.0
2019-10-31,-96.13774108886719,100.0,-100.0
2019-11-01,99.99037170410156,100.0,-99.99999237060547
2019-11-04,-99.9999771118164,100.0,-100.0
2019-11-05,-100.0,100.0,-99.99993133544922
2019-11-06,-95.76338195800781,100.0,99.99911499023438
2019-11-07,-100.0,100.0,-99.99809265136719
2019-11-08,-88.72482299804688,100.0,-99.99957275390625
2019-11-11,-100.0,100.0,-99.99996948242188
2019-11-12,-99.24816131591797,100.0,-100.0
2019-11-13,99.99995422363281,100.0,-99.7962875366211
2019-11-14,100.0,100.0,-95.81358337402344
2019-11-15,100.0,100.0,-100.0
2019-11-18,-100.0,100.0,-100.0
2019-11-19,-99.97071075439453,100.0,-99.99996948242188
2019-11-20,-99.93627166748047,100.0,-99.99999237060547
2019-11-21,99.9989013671875,100.0,-99.99998474121094
2019-11-22,99.99955749511719,100.0,-99.999755859375
2019-11-25,-99.98081970214844,100.0,-99.9998779296875
2019-11-26,-99.99995422363281,100.0,-99.99993133544922
2019-11-27,99.96153259277344,100.0,-99.99996185302734
2019-11-28,99.85792541503906,100.0,-99.99946594238281
2019-11-29,-100.0,100.0,-99.99986267089844
2019-12-02,100.0,100.0,-99.99951171875
2019-12-03,100.0,100.0,-99.98365020751953
2019-12-04,-69.94972229003906,100.0,-99.99053192138672
2019-12-05,99.95875549316406,100.0,-99.99951171875
2019-12-06,-99.99588775634766,100.0,-99.99235534667969
2019-12-09,99.5112075805664,100.0,-99.9958724975586
2019-12-10,-99.85218811035156,100.0,-99.99828338623047
2019-12-11,99.99993133544922,100.0,-99.9971923828125
2019-12-12,-98.84846496582031,100.0,-99.99993133544922
2019-12-13,-88.05860900878906,100.0,-99.99995422363281
2019-12-16,-99.9998779296875,100.0,-99.99998474121094
2019-12-17,-99.99993133544922,100.0,-99.99983978271484
2019-12-18,-99.9012680053711,100.0,-99.99993133544922
2019-12-19,100.0,100.0,-99.99938201904297
2019-12-20,-99.76309967041016,100.0,-99.99983215332031
2019-12-23,-99.99998474121094,100.0,-99.99993133544922
2019-12-24,73.11325073242188,100.0,-100.0
2019-12-25,99.98757934570312,100.0,-99.9968032836914
2019-12-26,99.91669464111328,100.0,-100.0
2019-12-27,100.0,100.0,-100.0
2019-12-30,100.0,100.0,-100.0
2019-12-31,-100.0,100.0,-100.0
2020-01-02,-99.99820709228516,100.0,-100.0
2020-01-03,99.99998474121094,100.0,-99.99999237060547
2020-01-06,-5.683499336242676,100.0,-99.99996185302734
2020-01-07,99.99974060058594,100.0,-99.99991607666016
2020-01-08,-99.99977111816406,100.0,-100.0
2020-01-09,98.78353881835938,100.0,-100.0
2020-01-10,-98.65889739990234,100.0,-100.0
2020-01-13,-100.0,100.0,-100.0
2020-01-14,99.82530975341797,100.0,-99.99993896484375
2020-01-15,100.0,100.0,-100.0
2020-01-16,-99.97819519042969,100.0,-99.43655395507812
2020-01-17,99.99949645996094,100.0,-99.99691009521484
2020-01-20,99.9998550415039,100.0,-99.99998474121094
2020-01-21,29.81433868408203,100.0,-99.99992370605469
2020-01-22,96.72261810302734,100.0,-99.99601745605469
2020-01-30,99.99732971191406,100.0,-99.82050323486328
2020-01-31,99.95462799072266,100.0,-98.1153335571289
2020-02-03,99.99998474121094,100.0,-51.432621002197266
2020-02-04,99.99952697753906,-99.90254974365234,-99.07804870605469
2020-02-05,-79.41535186767578,100.0,-90.84680938720703
2020-02-06,-99.99998474121094,100.0,-99.99105834960938
2020-02-07,99.99982452392578,100.0,-99.99918365478516
2020-02-10,99.98832702636719,100.0,-99.99726867675781
2020-02-11,99.91941833496094,100.0,-99.9981689453125
2020-02-12,-61.486671447753906,100.0,-99.99871826171875
2020-02-13,-99.0426025390625,100.0,-99.99990844726562
2020-02-14,99.90306091308594,100.0,-99.99987030029297
2020-02-17,100.0,100.0,-99.99996185302734
2020-02-18,-97.72808837890625,100.0,-99.99996948242188
2020-02-19,-99.99974822998047,100.0,-99.99380493164062
2020-02-20,-99.99999237060547,100.0,-100.0
2020-02-21,92.63850402832031,100.0,-99.99996185302734
2020-02-24,99.86785888671875,100.0,-99.99998474121094
2020-02-25,99.6219482421875,100.0,-99.99986267089844
2020-02-26,99.9930419921875,100.0,-100.0
2020-02-27,-99.9996109008789,100.0,-99.99954986572266
2020-02-28,-99.99198913574219,100.0,-99.91451263427734
2020-03-02,99.69151306152344,100.0,-100.0
2020-03-03,100.0,100.0,-100.0
2020-03-04,-98.27405548095703,100.0,-100.0
2020-03-05,89.71996307373047,100.0,-100.0
2020-03-06,-100.0,100.0,-100.0
2020-03-09,53.10535430908203,100.0,-99.99658203125
2020-03-10,-100.0,100.0,-99.99983215332031
2020-03-11,99.54019927978516,100.0,-99.9998779296875
2020-03-12,98.8875961303711,100.0,-99.95170593261719
2020-03-13,-50.486446380615234,100.0,-99.862060546875
2020-03-16,99.99783325195312,100.0,-99.99207305908203
2020-03-17,100.0,100.0,-99.99946594238281
2020-03-18,99.98993682861328,100.0,-99.99901580810547
2020-03-19,94.5490493774414,100.0,-99.99949645996094
2020-03-20,99.80473327636719,100.0,-99.99918365478516
2020-03-23,100.0,100.0,-99.99954223632812
2020-03-24,100.0,100.0,-99.99974060058594
2020-03-25,-99.99903869628906,100.0,-99.99951934814453
2020-03-26,-71.4002914428711,100.0,-99.99981689453125
2020-03-27,99.99925231933594,100.0,-99.99971008300781
2020-03-30,-99.99981689453125,99.9999771118164,-99.99816131591797
2020-03-31,99.5005874633789,100.0,-99.99981689453125
2020-04-01,84.08870697021484,100.0,-99.99976348876953
2020-04-03,65.3101577758789,100.0,-99.99808502197266
2020-04-06,98.68089294433594,100.0,-99.99977111816406
2020-04-07,99.34881591796875,100.0,-99.99990844726562
2020-04-08,-99.97246551513672,100.0,-99.98989868164062
2020-04-09,99.92550659179688,100.0,-100.0
2020-04-10,-99.99999237060547,100.0,-99.99834442138672
2020-04-13,99.9999771118164,100.0,-99.99996185302734
2020-04-14,-99.88165283203125,100.0,-100.0
2020-04-15,-99.99436950683594,100.0,-99.9757308959961
2020-04-16,-100.0,100.0,-100.0
2020-04-17,-98.73687744140625,100.0,-99.99999237060547
2020-04-20,-99.77208709716797,100.0,-100.0
2020-04-21,-99.90451049804688,100.0,-100.0
2020-04-22,-96.15181732177734,100.0,84.96064758300781
2020-04-23,97.70832061767578,100.0,-99.99757385253906
2020-04-24,-99.42183685302734,100.0,99.30156707763672
2020-04-27,-99.99999237060547,100.0,88.94477081298828
2020-04-28,85.94112396240234,100.0,-99.99952697753906
2020-04-29,100.0,100.0,-100.0
2020-05-04,-99.2212142944336,100.0,-100.0
2020-05-05,-99.99996185302734,100.0,99.99995422363281
2020-05-06,-99.9997329711914,100.0,99.88783264160156
2020-05-07,100.0,100.0,-100.0
2020-05-08,-100.0,100.0,-99.99945068359375
2020-05-11,99.99919891357422,100.0,-100.0
2020-05-12,-100.0,100.0,99.98342895507812
2020-05-13,-100.0,100.0,100.0
2020-05-14,-99.95368957519531,100.0,-99.99945831298828
2020-05-15,90.06708526611328,100.0,-100.0
2020-05-18,-99.99737548828125,100.0,-100.0
2020-05-19,-99.95013427734375,100.0,-100.0
2020-05-20,88.87460327148438,100.0,-97.25794219970703
2020-05-21,82.5426254272461,100.0,-42.059349060058594
2020-05-22,-99.99862670898438,100.0,-100.0
2020-05-25,97.77571105957031,100.0,-100.0
2020-05-26,99.99960327148438,100.0,-100.0
2020-05-27,-99.99821472167969,100.0,-100.0
2020-05-28,-100.0,100.0,-99.98990631103516
2020-05-29,100.0,100.0,-99.99998474121094
2020-06-01,-100.0,100.0,-100.0
2020-06-02,76.35243225097656,100.0,-97.70875549316406
2020-06-03,38.85504150390625,100.0,-99.905517578125
2020-06-04,-99.90340423583984,100.0,-99.84761810302734
2020-06-05,-100.0,100.0,-100.0
2020-06-08,-99.61541748046875,100.0,-99.99977111816406
2020-06-09,-86.24275970458984,100.0,-99.98075866699219
2020-06-10,-5.420017242431641,100.0,-100.0
2020-06-11,97.19538879394531,100.0,-100.0
2020-06-12,100.0,100.0,-99.99998474121094
2020-06-15,-100.0,100.0,-100.0
2020-06-16,-99.9129638671875,100.0,-99.99999237060547
2020-06-17,-100.0,100.0,-99.99993133544922
2020-06-18,70.9168930053711,100.0,-99.99987030029297
2020-06-19,99.99980926513672,100.0,-99.99990844726562
2020-06-22,-99.92198944091797,100.0,-99.99971771240234
2020-06-23,100.0,100.0,-99.99998474121094
2020-06-24,100.0,100.0,-99.99993133544922
2020-06-25,100.0,100.0,-99.99994659423828
2020-06-26,-99.99998474121094,100.0,-99.99990844726562
2020-06-29,-99.99913787841797,100.0,-99.99986267089844
2020-06-30,99.99938201904297,100.0,-99.99993133544922
2020-07-01,-99.99993896484375,100.0,-99.99996185302734
2020-07-02,-99.5312271118164,100.0,-99.99988555908203
2020-07-03,100.0,100.0,-99.99993896484375
2020-07-06,-89.00397491455078,100.0,-99.99999237060547
2020-07-07,90.87805938720703,100.0,-100.0
2020-07-08,2.324366569519043,100.0,-99.99995422363281
2020-07-09,94.00916290283203,100.0,-99.59397888183594
2020-07-10,-96.10687255859375,100.0,-99.78175354003906
2020-07-13,99.99332427978516,100.0,-99.46163177490234
2020-07-14,100.0,100.0,-100.0
2020-07-15,-99.98588562011719,100.0,-99.99800109863281
2020-07-16,99.99525451660156,100.0,-99.99988555908203
2020-07-17,100.0,100.0,-99.74122619628906
2020-07-20,100.0,100.0,-100.0
2020-07-21,100.0,100.0,-97.09465789794922
2020-07-22,-100.0,100.0,-100.0
2020-07-23,-100.0,100.0,-99.99627685546875
2020-07-24,-99.9996566772461,100.0,-99.99996948242188
2020-07-27,-99.9619140625,100.0,-99.94100189208984
2020-07-28,-96.2746353149414,100.0,-99.99768829345703
2020-07-29,-99.98877716064453,100.0,-99.99762725830078
2020-07-30,-99.83448028564453,100.0,-99.99915313720703
2020-07-31,-99.76400756835938,100.0,-99.9997329711914
2020-08-03,99.99974060058594,100.0,-99.9991683959961
2020-08-04,-10.494810104370117,100.0,-99.99999237060547
2020-08-05,-99.9993896484375,100.0,-99.99998474121094
2020-08-06,-99.99991607666016,100.0,-100.0
2020-08-07,100.0,100.0,-99.99999237060547
2020-08-10,59.65485382080078,100.0,-99.99674987792969
2020-08-11,97.72417449951172,100.0,-100.0
2020-08-12,99.99996185302734,100.0,-99.9990234375
2020-08-13,-99.63434600830078,100.0,-99.99817657470703
2020-08-14,99.51888275146484,100.0,-100.0
2020-08-17,-99.99996948242188,100.0,-100.0
2020-08-18,94.14834594726562,100.0,-99.98026275634766
2020-08-19,-99.93643951416016,100.0,-100.0
2020-08-20,100.0,100.0,-99.96183776855469
2020-08-21,-100.0,100.0,-99.8563461303711
2020-08-24,-99.68206024169922,100.0,-99.1492919921875
2020-08-25,-71.08737182617188,100.0,-100.0
2020-08-26,-100.0,100.0,-100.0
2020-08-27,-98.71405792236328,100.0,-100.0
2020-08-28,-99.999755859375,100.0,-100.0
2020-08-31,-99.83511352539062,100.0,-99.99999237060547
2020-09-01,-99.9232406616211,100.0,-99.79568481445312
2020-09-03,-99.78407287597656,100.0,-100.0
2020-09-04,91.47891998291016,100.0,-99.9915542602539
2020-09-07,100.0,100.0,-100.0
2020-09-08,100.0,100.0,-99.99999237060547
2020-09-09,-100.0,100.0,-100.0
2020-09-10,-99.32586669921875,100.0,-100.0
2020-09-11,-81.3557357788086,100.0,-100.0
2020-09-14,100.0,100.0,-99.97979736328125
2020-09-15,-45.535491943359375,100.0,-98.31517791748047
2020-09-16,-99.9861068725586,100.0,96.16143798828125
2020-09-17,-90.83121490478516,100.0,-100.0
2020-09-18,99.95568084716797,100.0,99.99976348876953
2020-09-21,99.09288787841797,100.0,93.79586791992188
2020-09-22,95.88029479980469,100.0,-100.0
2020-09-23,-99.98400115966797,100.0,-100.0
2020-09-24,99.99995422363281,100.0,-100.0
2020-09-25,100.0,100.0,-100.0
2020-09-28,99.58987426757812,100.0,98.86788177490234
2020-09-29,-99.94969177246094,100.0,-39.79117965698242
2020-09-30,100.0,100.0,-100.0
2020-10-01,100.0,100.0,-100.0
2020-10-02,100.0,100.0,-99.9998779296875
2020-10-05,-99.99767303466797,100.0,-99.99999237060547
2020-10-06,-92.917724609375,100.0,-92.23344421386719
2020-10-07,95.14524841308594,100.0,-99.99983215332031
2020-10-08,-62.21885681152344,100.0,-100.0
2020-10-09,-100.0,100.0,-99.99999237060547
2020-10-12,-36.860294342041016,100.0,-99.95494079589844
2020-10-13,100.0,100.0,-98.18189239501953
2020-10-14,100.0,100.0,-99.99993133544922
2020-10-15,-100.0,100.0,-100.0
2020-10-16,-100.0,100.0,-98.61552429199219
2020-10-19,-99.63424682617188,100.0,-100.0
2020-10-20,-100.0,100.0,99.9999771118164
2020-10-21,99.52671813964844,100.0,-99.99945068359375
2020-10-22,-99.2498779296875,100.0,-99.99999237060547
2020-10-23,-87.97351837158203,100.0,-99.99888610839844
2020-10-26,99.99974060058594,100.0,-99.99995422363281
2020-10-27,-99.99964904785156,100.0,-100.0
2020-10-28,73.2610092163086,100.0,-100.0
2020-10-29,-99.99978637695312,100.0,-99.99999237060547
2020-10-30,100.0,100.0,-100.0
2020-11-02,-94.9708251953125,100.0,-99.95924377441406
2020-11-03,-99.99983978271484,100.0,-99.99998474121094
2020-11-04,99.99976348876953,100.0,-99.99999237060547
2020-11-05,-55.67006301879883,100.0,-99.97003936767578
2020-11-06,99.99713897705078,100.0,-99.26679992675781
2020-11-09,99.99996185302734,100.0,99.99998474121094
2020-11-10,96.36520385742188,100.0,-99.9996337890625
2020-11-11,99.99959564208984,100.0,-69.68704223632812
2020-11-12,99.99993896484375,100.0,-100.0
2020-11-13,-99.99993133544922,100.0,-99.99991607666016
2020-11-16,-99.999755859375,100.0,-76.54438018798828
2020-11-17,-24.02871322631836,100.0,-99.97000122070312
2020-11-18,-92.34669494628906,100.0,-100.0
2020-11-19,100.0,100.0,-99.99972534179688
2020-11-20,-100.0,100.0,98.05315399169922
2020-11-23,-99.9822998046875,100.0,100.0
2020-11-24,-99.9988784790039,100.0,-99.9996337890625
2020-11-25,10.449433326721191,100.0,99.88157653808594
2020-11-26,99.97605895996094,100.0,99.99654388427734
2020-11-27,-100.0,100.0,87.6982421875
