date,FPT,SSI,SSI
2019-04-23,-99.99999237060547,100.0,100.0
2019-04-24,-100.0,100.0,100.0
2019-04-25,-100.0,100.0,100.0
2019-04-26,-100.0,100.0,100.0
2019-05-02,-100.0,100.0,100.0
2019-05-03,-100.0,100.0,100.0
2019-05-06,-100.0,100.0,-99.99993896484375
2019-05-07,-100.0,100.0,100.0
2019-05-08,-100.0,100.0,100.0
2019-05-09,-100.0,100.0,100.0
2019-05-10,-100.0,100.0,100.0
2019-05-13,-100.0,100.0,100.0
2019-05-14,-100.0,100.0,100.0
2019-05-15,-99.99999237060547,100.0,100.0
2019-05-16,-100.0,100.0,95.55842590332031
2019-05-17,-100.0,100.0,99.9999771118164
2019-05-20,-100.0,100.0,17.26645278930664
2019-05-21,-100.0,100.0,99.99972534179688
2019-05-22,-99.99999237060547,100.0,100.0
2019-05-23,-99.99999237060547,100.0,100.0
2019-05-24,-100.0,100.0,100.0
2019-05-27,-99.99999237060547,100.0,100.0
2019-05-28,-100.0,100.0,100.0
2019-05-29,-100.0,100.0,100.0
2019-05-30,-100.0,100.0,100.0
2019-05-31,-100.0,100.0,100.0
2019-06-03,-100.0,100.0,99.99966430664062
2019-06-04,-100.0,100.0,100.0
2019-06-05,-100.0,100.0,99.99983215332031
2019-06-06,-100.0,100.0,100.0
2019-06-07,-100.0,100.0,99.9999771118164
2019-06-10,-100.0,100.0,100.0
2019-06-11,-100.0,100.0,99.997802734375
2019-06-12,-100.0,100.0,100.0
2019-06-13,-99.99999237060547,100.0,100.0
2019-06-14,-99.99998474121094,100.0,100.0
2019-06-17,-99.99996948242188,99.99925994873047,100.0
2019-06-18,-99.99999237060547,99.99996185302734,99.99998474121094
2019-06-19,-100.0,100.0,100.0
2019-06-20,-100.0,100.0,100.0
2019-06-21,-100.0,100.0,100.0
2019-06-24,-99.99999237060547,99.99998474121094,100.0
2019-06-25,-100.0,100.0,99.99971008300781
2019-06-26,-100.0,100.0,99.9867935180664
2019-06-27,-100.0,100.0,100.0
2019-06-28,-100.0,100.0,100.0
2019-07-01,-100.0,100.0,100.0
2019-07-02,-99.99996948242188,99.99958038330078,99.99979400634766
2019-07-03,-99.99999237060547,99.99995422363281,100.0
2019-07-04,-99.99999237060547,99.99995422363281,100.0
2019-07-05,-100.0,100.0,100.0
2019-07-08,-100.0,100.0,99.99976348876953
2019-07-09,-100.0,99.9999771118164,99.97098541259766
2019-07-10,-100.0,99.9999771118164,100.0
2019-07-11,-100.0,99.99991607666016,-99.99994659423828
2019-07-12,-100.0,99.99990844726562,100.0
2019-07-15,-99.99999237060547,99.99987030029297,99.99974060058594
2019-07-16,-100.0,99.99993896484375,99.85493469238281
2019-07-17,-100.0,100.0,100.0
2019-07-18,-100.0,99.99998474121094,100.0
2019-07-19,-99.99998474121094,99.9999771118164,99.99232482910156
2019-07-22,-100.0,99.9999771118164,100.0
2019-07-23,-100.0,100.0,100.0
2019-07-24,-100.0,100.0,100.0
2019-07-25,-100.0,100.0,100.0
2019-07-26,-100.0,100.0,100.0
2019-07-29,-100.0,100.0,100.0
2019-07-30,-100.0,100.0,100.0
2019-07-31,-100.0,100.0,100.0
2019-08-01,-100.0,100.0,100.0
2019-08-02,-100.0,100.0,100.0
2019-08-05,-100.0,100.0,100.0
2019-08-06,-100.0,100.0,100.0
2019-08-07,-100.0,100.0,99.99990844726562
2019-08-08,-100.0,100.0,99.99995422363281
2019-08-09,-100.0,100.0,100.0
2019-08-12,-100.0,100.0,100.0
2019-08-13,-100.0,100.0,100.0
2019-08-14,-100.0,100.0,100.0
2019-08-15,-100.0,100.0,100.0
2019-08-16,-100.0,100.0,99.99029541015625
2019-08-19,-100.0,100.0,100.0
2019-08-20,-100.0,100.0,100.0
2019-08-21,-100.0,100.0,100.0
2019-08-22,-100.0,100.0,100.0
2019-08-23,-100.0,100.0,100.0
2019-08-26,-100.0,100.0,100.0
2019-08-27,-100.0,100.0,99.99983215332031
2019-08-28,-100.0,100.0,99.99932861328125
2019-08-29,-100.0,100.0,100.0
2019-08-30,-100.0,100.0,100.0
2019-09-03,-100.0,100.0,100.0
2019-09-04,-99.99999237060547,100.0,100.0
2019-09-05,-99.99999237060547,100.0,100.0
2019-09-06,-99.99999237060547,100.0,100.0
2019-09-09,-100.0,100.0,100.0
2019-09-10,-100.0,100.0,100.0
2019-09-11,-100.0,100.0,99.99713897705078
2019-09-12,-100.0,100.0,99.9990005493164
2019-09-13,-100.0,100.0,99.9665756225586
2019-09-16,-100.0,100.0,99.99993133544922
2019-09-17,-99.99999237060547,100.0,100.0
2019-09-18,-100.0,100.0,100.0
2019-09-19,-100.0,100.0,99.99942779541016
2019-09-20,-100.0,100.0,100.0
2019-09-23,-100.0,100.0,100.0
2019-09-24,-100.0,100.0,100.0
2019-09-25,-100.0,100.0,99.9999771118164
2019-09-26,-99.99999237060547,100.0,100.0
2019-09-27,-99.99999237060547,100.0,100.0
2019-09-30,-99.99998474121094,100.0,100.0
2019-10-01,-99.99998474121094,100.0,100.0
2019-10-02,-99.99996948242188,99.9998550415039,100.0
2019-10-03,-99.99999237060547,100.0,-47.73146057128906
2019-10-04,-99.99998474121094,99.99998474121094,99.9970932006836
2019-10-07,-99.99998474121094,99.95977783203125,100.0
2019-10-08,-100.0,99.99955749511719,100.0
2019-10-09,-100.0,99.99983215332031,99.99737548828125
2019-10-10,-100.0,99.99995422363281,100.0
2019-10-11,-100.0,100.0,72.76361083984375
2019-10-14,-100.0,100.0,100.0
2019-10-15,-100.0,100.0,45.091522216796875
2019-10-16,-100.0,100.0,100.0
2019-10-17,-100.0,100.0,97.26719665527344
2019-10-18,-99.99999237060547,100.0,100.0
2019-10-21,-100.0,100.0,100.0
2019-10-22,-99.99999237060547,100.0,100.0
2019-10-23,-100.0,100.0,99.99972534179688
2019-10-24,-99.99999237060547,100.0,-99.27033996582031
2019-10-25,-99.99999237060547,100.0,100.0
2019-10-28,-99.99998474121094,100.0,100.0
2019-10-29,-99.99998474121094,99.99998474121094,100.0
2019-10-30,-99.99998474121094,99.99866485595703,100.0
2019-10-31,-99.99999237060547,99.97257995605469,100.0
2019-11-01,-99.99999237060547,99.9998779296875,99.99871063232422
2019-11-04,-99.99999237060547,-99.9993667602539,99.98893737792969
2019-11-05,-99.99745178222656,76.3407211303711,99.99998474121094
2019-11-06,-99.98883819580078,99.72516632080078,99.99959564208984
2019-11-07,-99.97753143310547,99.94688415527344,100.0
2019-11-08,-99.99005889892578,76.43482971191406,100.0
2019-11-11,-99.98963165283203,100.0,83.4194564819336
2019-11-12,-99.99507904052734,100.0,100.0
2019-11-13,-99.99459075927734,99.95246124267578,99.62322998046875
2019-11-14,-99.99800872802734,99.99758911132812,100.0
2019-11-15,-99.98410034179688,99.99968719482422,100.0
2019-11-18,-99.99459075927734,98.75560760498047,100.0
2019-11-19,-99.99198150634766,99.93260192871094,100.0
2019-11-20,-99.9972915649414,99.99756622314453,100.0
2019-11-21,-99.99935913085938,99.99716186523438,100.0
2019-11-22,-99.99331665039062,100.0,95.50895690917969
2019-11-25,-99.97476959228516,99.99903106689453,-31.76815414428711
2019-11-26,-99.99960327148438,100.0,100.0
2019-11-27,-99.99991607666016,99.99722290039062,-100.0
2019-11-28,-100.0,-99.9979019165039,-52.70229721069336
2019-11-29,-100.0,100.0,-99.71495056152344
2019-12-02,-99.99999237060547,99.99385070800781,99.99745178222656
2019-12-03,-99.99999237060547,99.99237060546875,99.99980926513672
2019-12-04,-100.0,99.94733428955078,-56.49985122680664
2019-12-05,-100.0,99.99911499023438,100.0
2019-12-06,-99.99999237060547,99.9756088256836,100.0
2019-12-09,-99.99999237060547,99.97787475585938,99.99993133544922
2019-12-10,-100.0,99.91378784179688,80.09688568115234
2019-12-11,-99.99999237060547,99.9999771118164,80.729248046875
2019-12-12,-99.99998474121094,99.99991607666016,99.99897766113281
2019-12-13,-99.99998474121094,99.76422882080078,78.48677825927734
2019-12-16,-99.99999237060547,99.9918441772461,99.99984741210938
2019-12-17,-99.9999771118164,99.9970703125,100.0
2019-12-18,-99.99998474121094,100.0,100.0
2019-12-19,-99.99998474121094,100.0,94.34925079345703
2019-12-20,-99.99998474121094,99.99671173095703,100.0
2019-12-23,-100.0,99.99347686767578,100.0
2019-12-24,-100.0,99.99906158447266,100.0
2019-12-25,-100.0,99.9999771118164,99.99925994873047
2019-12-26,-100.0,100.0,99.99983215332031
2019-12-27,-100.0,100.0,75.32572937011719
2019-12-30,-100.0,99.99998474121094,100.0
2019-12-31,-100.0,99.99739837646484,99.99623107910156
2020-01-02,-100.0,100.0,100.0
2020-01-03,-100.0,100.0,100.0
2020-01-06,-99.99999237060547,100.0,100.0
2020-01-07,-99.99996185302734,100.0,100.0
2020-01-08,-99.99996185302734,99.99993133544922,100.0
2020-01-09,-99.99995422363281,99.99883270263672,100.0
2020-01-10,-99.99998474121094,99.99995422363281,99.99894714355469
2020-01-13,-99.99995422363281,99.99238586425781,100.0
2020-01-14,-99.9999771118164,99.99940490722656,100.0
2020-01-15,-99.99996185302734,99.99925994873047,99.99928283691406
2020-01-16,-99.99994659423828,99.99946594238281,100.0
2020-01-17,-99.99993133544922,99.99980926513672,99.89994812011719
2020-01-20,-99.99998474121094,99.99828338623047,100.0
2020-01-21,-99.99999237060547,99.99982452392578,100.0
2020-01-22,-99.99999237060547,100.0,80.37090301513672
2020-01-30,-100.0,100.0,100.0
2020-01-31,-100.0,-100.0,100.0
2020-02-03,-99.99981689453125,99.9998779296875,100.0
2020-02-04,-99.99938201904297,93.42339324951172,99.99687957763672
2020-02-05,-99.99806213378906,-43.32412338256836,99.99929809570312
2020-02-06,-99.96797180175781,100.0,100.0
2020-02-07,-99.97930908203125,96.95079040527344,-89.61628723144531
2020-02-10,-99.99972534179688,100.0,100.0
2020-02-11,-99.99968719482422,99.99984741210938,100.0
2020-02-12,-99.99980163574219,-99.99998474121094,99.99730682373047
2020-02-13,-99.99903869628906,100.0,-99.99986267089844
2020-02-14,-99.99998474121094,99.38737487792969,100.0
2020-02-17,-99.99991607666016,98.92533111572266,99.99998474121094
2020-02-18,-99.9998779296875,56.248783111572266,-98.95021057128906
2020-02-19,-99.99998474121094,99.99993896484375,100.0
2020-02-20,-99.99999237060547,100.0,-89.46853637695312
2020-02-21,-99.99999237060547,-78.96873474121094,-6.042737007141113
2020-02-24,-100.0,100.0,100.0
2020-02-25,-99.9996566772461,98.6917724609375,-99.99983978271484
2020-02-26,-100.0,99.97783660888672,100.0
2020-02-27,-100.0,99.9999771118164,100.0
2020-02-28,-100.0,99.99876403808594,100.0
2020-03-02,-100.0,99.9996337890625,100.0
2020-03-03,-100.0,99.99923706054688,99.97696685791016
2020-03-04,-100.0,99.9998550415039,99.73714447021484
2020-03-05,-100.0,99.99991607666016,100.0
2020-03-06,-100.0,99.9999771118164,100.0
2020-03-09,-100.0,99.9999771118164,100.0
2020-03-10,-99.99999237060547,99.9999771118164,100.0
2020-03-11,-100.0,99.9999771118164,100.0
2020-03-12,-100.0,100.0,99.9486312866211
2020-03-13,-100.0,100.0,100.0
2020-03-16,-99.99999237060547,100.0,100.0
2020-03-17,-99.99999237060547,100.0,100.0
2020-03-18,-99.99999237060547,100.0,100.0
2020-03-19,-100.0,100.0,100.0
2020-03-20,-100.0,100.0,100.0
2020-03-23,-100.0,100.0,100.0
2020-03-24,-100.0,100.0,100.0
2020-03-25,-99.99998474121094,100.0,99.9999771118164
2020-03-26,-99.99999237060547,100.0,100.0
2020-03-27,-100.0,100.0,100.0
2020-03-30,-100.0,100.0,99.99947357177734
2020-03-31,-100.0,100.0,100.0
2020-04-01,-100.0,100.0,99.27916717529297
2020-04-03,-100.0,100.0,99.97532653808594
2020-04-06,-100.0,100.0,100.0
2020-04-07,-100.0,100.0,100.0
2020-04-08,-100.0,100.0,93.46173095703125
2020-04-09,-100.0,100.0,100.0
2020-04-10,-100.0,100.0,100.0
2020-04-13,-100.0,100.0,-98.69526672363281
2020-04-14,-99.99999237060547,100.0,100.0
2020-04-15,-99.99998474121094,100.0,99.99818420410156
2020-04-16,-99.99998474121094,100.0,100.0
2020-04-17,-99.99999237060547,100.0,100.0
2020-04-20,-99.99999237060547,100.0,99.9986801147461
2020-04-21,-99.99999237060547,100.0,100.0
2020-04-22,-100.0,100.0,100.0
2020-04-23,-100.0,100.0,99.9980239868164
2020-04-24,-100.0,100.0,100.0
2020-04-27,-100.0,100.0,100.0
2020-04-28,-100.0,100.0,99.99996185302734
2020-04-29,-100.0,100.0,100.0
2020-05-04,-100.0,100.0,100.0
2020-05-05,-100.0,100.0,100.0
2020-05-06,-100.0,100.0,100.0
2020-05-07,-100.0,100.0,99.99974060058594
2020-05-08,-100.0,100.0,100.0
2020-05-11,-99.99999237060547,100.0,100.0
2020-05-12,-100.0,100.0,99.99897766113281
2020-05-13,-100.0,100.0,99.99984741210938
2020-05-14,-100.0,100.0,99.99054718017578
2020-05-15,-99.99999237060547,100.0,100.0
2020-05-18,-99.99998474121094,100.0,100.0
2020-05-19,-99.99998474121094,100.0,100.0
2020-05-20,-99.99999237060547,100.0,100.0
2020-05-21,-99.99999237060547,100.0,93.42825317382812
2020-05-22,-100.0,100.0,100.0
2020-05-25,-100.0,100.0,100.0
2020-05-26,-100.0,100.0,100.0
2020-05-27,-100.0,100.0,99.99461364746094
2020-05-28,-100.0,100.0,100.0
2020-05-29,-100.0,100.0,100.0
2020-06-01,-100.0,100.0,100.0
2020-06-02,-100.0,100.0,99.9999771118164
2020-06-03,-100.0,100.0,100.0
2020-06-04,-100.0,100.0,100.0
2020-06-05,-100.0,100.0,100.0
2020-06-08,-100.0,100.0,100.0
2020-06-09,-99.99999237060547,100.0,99.9999771118164
2020-06-10,-99.99998474121094,100.0,100.0
2020-06-11,-99.99995422363281,99.99945068359375,100.0
2020-06-12,-99.99998474121094,99.99995422363281,-97.34963989257812
2020-06-15,-100.0,100.0,100.0
2020-06-16,-100.0,100.0,100.0
2020-06-17,-100.0,100.0,100.0
2020-06-18,-99.99999237060547,99.99998474121094,100.0
2020-06-19,-100.0,100.0,100.0
2020-06-22,-100.0,100.0,100.0
2020-06-23,-100.0,100.0,100.0
2020-06-24,-100.0,100.0,100.0
2020-06-25,-99.99999237060547,100.0,100.0
2020-06-26,-99.99995422363281,99.99972534179688,100.0
2020-06-29,-99.99998474121094,99.99990844726562,99.99974060058594
2020-06-30,-99.99999237060547,99.99990844726562,-91.98089599609375
2020-07-01,-100.0,100.0,100.0
2020-07-02,-100.0,100.0,100.0
2020-07-03,-100.0,99.9999771118164,100.0
2020-07-06,-100.0,99.9999771118164,100.0
2020-07-07,-99.99999237060547,99.9998779296875,98.54376220703125
2020-07-08,-99.99999237060547,99.9998779296875,99.99996185302734
2020-07-09,-99.99999237060547,99.99984741210938,100.0
2020-07-10,-100.0,99.99991607666016,-99.96707153320312
2020-07-13,-100.0,100.0,100.0
2020-07-14,-100.0,99.99998474121094,100.0
2020-07-15,-99.9999771118164,99.9999771118164,99.99949645996094
2020-07-16,-100.0,99.9999771118164,100.0
2020-07-17,-100.0,100.0,99.99964141845703
2020-07-20,-100.0,100.0,100.0
2020-07-21,-100.0,100.0,100.0
2020-07-22,-100.0,100.0,99.96199798583984
2020-07-23,-100.0,100.0,100.0
2020-07-24,-100.0,100.0,100.0
2020-07-27,-100.0,100.0,99.99853515625
2020-07-28,-100.0,100.0,100.0
2020-07-29,-100.0,100.0,100.0
2020-07-30,-100.0,100.0,100.0
2020-07-31,-100.0,100.0,100.0
2020-08-03,-100.0,100.0,100.0
2020-08-04,-100.0,100.0,100.0
2020-08-05,-100.0,100.0,99.99951171875
2020-08-06,-100.0,100.0,100.0
2020-08-07,-100.0,100.0,100.0
2020-08-10,-100.0,100.0,100.0
2020-08-11,-100.0,100.0,100.0
2020-08-12,-100.0,100.0,100.0
2020-08-13,-99.99999237060547,100.0,99.99995422363281
2020-08-14,-100.0,100.0,100.0
2020-08-17,-100.0,100.0,100.0
2020-08-18,-100.0,100.0,100.0
2020-08-19,-100.0,100.0,100.0
2020-08-20,-100.0,100.0,100.0
2020-08-21,-100.0,100.0,100.0
2020-08-24,-100.0,100.0,100.0
2020-08-25,-100.0,100.0,99.99995422363281
2020-08-26,-100.0,100.0,100.0
2020-08-27,-100.0,100.0,100.0
2020-08-28,-99.99999237060547,100.0,100.0
2020-08-31,-99.99999237060547,100.0,100.0
2020-09-01,-99.99998474121094,100.0,100.0
2020-09-03,-99.99999237060547,100.0,99.99866485595703
2020-09-04,-100.0,100.0,100.0
2020-09-07,-100.0,100.0,-99.37525939941406
2020-09-08,-100.0,100.0,100.0
2020-09-09,-100.0,100.0,99.995849609375
2020-09-10,-100.0,100.0,100.0
2020-09-11,-99.99999237060547,100.0,90.29090118408203
2020-09-14,-100.0,100.0,100.0
2020-09-15,-100.0,100.0,97.17495727539062
2020-09-16,-100.0,100.0,100.0
2020-09-17,-100.0,100.0,100.0
2020-09-18,-100.0,100.0,100.0
2020-09-21,-99.99999237060547,100.0,100.0
2020-09-22,-99.99999237060547,100.0,100.0
2020-09-23,-99.99999237060547,100.0,100.0
2020-09-24,-99.99998474121094,100.0,99.9999771118164
2020-09-25,-99.99998474121094,100.0,99.99990844726562
2020-09-28,-99.99996948242188,99.99990844726562,100.0
2020-09-29,-99.99999237060547,94.040283203125,100.0
2020-09-30,-99.99998474121094,99.9033203125,81.8400650024414
2020-10-01,-99.99998474121094,99.72716522216797,100.0
2020-10-02,-100.0,99.99959564208984,100.0
2020-10-05,-100.0,99.9998550415039,100.0
2020-10-06,-100.0,99.99995422363281,-92.10717010498047
2020-10-07,-100.0,100.0,100.0
2020-10-08,-100.0,100.0,100.0
2020-10-09,-100.0,100.0,99.9914321899414
2020-10-12,-100.0,100.0,100.0
2020-10-13,-100.0,100.0,99.9847183227539
2020-10-14,-99.99999237060547,100.0,100.0
2020-10-15,-99.99999237060547,100.0,100.0
2020-10-16,-99.99999237060547,100.0,100.0
2020-10-19,-99.99999237060547,100.0,99.99356079101562
2020-10-20,-99.99999237060547,100.0,100.0
2020-10-21,-99.99999237060547,100.0,100.0
2020-10-22,-99.99998474121094,100.0,-100.0
2020-10-23,-99.99998474121094,99.99998474121094,100.0
2020-10-26,-99.9999771118164,99.99120330810547,99.9986801147461
2020-10-27,-99.99998474121094,99.98383331298828,100.0
2020-10-28,-99.99999237060547,99.99995422363281,100.0
2020-10-29,-99.99999237060547,-99.95945739746094,100.0
2020-10-30,-99.99826049804688,100.0,99.9999771118164
2020-11-02,-99.9925537109375,99.93358612060547,100.0
2020-11-03,-99.98397827148438,-99.94096374511719,100.0
2020-11-04,-99.89427185058594,99.99944305419922,99.90465545654297
2020-11-05,-99.94514465332031,99.99415588378906,99.99990844726562
2020-11-06,-99.95088195800781,-99.99998474121094,100.0
2020-11-09,2.1439552307128906,-99.9999771118164,100.0
2020-11-10,97.891845703125,100.0,99.99995422363281
2020-11-11,98.39358520507812,100.0,100.0
2020-11-12,96.3937759399414,100.0,100.0
2020-11-13,98.89271545410156,86.94284057617188,99.1355209350586
2020-11-16,98.08070373535156,100.0,99.99989318847656
2020-11-17,98.57685852050781,-99.13546752929688,100.0
2020-11-18,99.42467498779297,-95.55147552490234,100.0
2020-11-19,96.30297088623047,100.0,100.0
2020-11-20,-71.8006591796875,-99.35857391357422,93.85176086425781
2020-11-23,-99.9996109008789,-99.19319915771484,99.9985580444336
2020-11-24,99.9999771118164,99.99929809570312,37.75472640991211
2020-11-25,89.6518325805664,99.99966430664062,100.0
2020-11-26,99.95011901855469,-99.99999237060547,100.0
2020-11-27,91.53506469726562,-99.57969665527344,100.0
