date,SSI,STB,FPT
2019-05-02,100.0,-100.0,-99.99969482421875
2019-05-03,100.0,-100.0,-100.0
2019-05-06,100.0,-100.0,49.144874572753906
2019-05-07,99.99993133544922,-100.0,-100.0
2019-05-08,-100.0,-99.99999237060547,-99.99980163574219
2019-05-09,-100.0,100.0,-100.0
2019-05-10,-100.0,100.0,-100.0
2019-05-13,-99.9995346069336,100.0,-100.0
2019-05-14,-99.99999237060547,100.0,-100.0
2019-05-15,100.0,100.0,-100.0
2019-05-16,100.0,100.0,-100.0
2019-05-17,100.0,-100.0,-100.0
2019-05-20,100.0,-100.0,-100.0
2019-05-21,100.0,-100.0,-100.0
2019-05-22,100.0,-100.0,-100.0
2019-05-23,99.99854278564453,-100.0,-100.0
2019-05-24,100.0,-100.0,-100.0
2019-05-27,97.04751586914062,-99.99999237060547,-100.0
2019-05-28,99.99984741210938,-99.99998474121094,-99.99991607666016
2019-05-29,-99.7950439453125,-99.99036407470703,-100.0
2019-05-30,-100.0,100.0,-100.0
2019-05-31,-52.661617279052734,100.0,-100.0
2019-06-03,-99.99989318847656,100.0,-100.0
2019-06-04,100.0,100.0,-100.0
2019-06-05,100.0,-99.99885559082031,-100.0
2019-06-06,99.99699401855469,-99.99968719482422,-100.0
2019-06-07,98.662841796875,-99.99998474121094,100.0
2019-06-10,96.48263549804688,-99.99984741210938,-100.0
2019-06-11,-100.0,-99.67445373535156,-99.99999237060547
2019-06-12,-99.99807739257812,100.0,-100.0
2019-06-13,-100.0,100.0,-100.0
2019-06-14,-100.0,100.0,-100.0
2019-06-17,-100.0,100.0,-100.0
2019-06-18,-90.83352661132812,100.0,-100.0
2019-06-19,-99.95436096191406,100.0,-100.0
2019-06-20,100.0,100.0,-100.0
2019-06-21,100.0,-99.99998474121094,-100.0
2019-06-24,100.0,-99.99999237060547,-100.0
2019-06-25,100.0,-100.0,-100.0
2019-06-26,100.0,-100.0,-100.0
2019-06-27,100.0,-100.0,-100.0
2019-06-28,-33.85017013549805,-99.9998779296875,-100.0
2019-07-01,-71.20179748535156,100.0,-100.0
2019-07-02,-100.0,100.0,-100.0
2019-07-03,98.94676208496094,100.0,-100.0
2019-07-04,100.0,-100.0,-100.0
2019-07-05,100.0,-100.0,-100.0
2019-07-08,100.0,-99.99999237060547,-99.99993896484375
2019-07-09,-97.71517944335938,-99.99996948242188,-99.99998474121094
2019-07-10,-100.0,100.0,-100.0
2019-07-11,-100.0,100.0,-100.0
2019-07-12,-100.0,100.0,-100.0
2019-07-15,-100.0,100.0,-100.0
2019-07-16,-100.0,100.0,-100.0
2019-07-17,-99.99999237060547,100.0,-100.0
2019-07-18,91.65737915039062,100.0,-100.0
2019-07-19,100.0,-100.0,-100.0
2019-07-22,100.0,-100.0,-100.0
2019-07-23,100.0,-100.0,-100.0
2019-07-24,100.0,-100.0,-100.0
2019-07-25,99.99998474121094,-100.0,-100.0
2019-07-26,99.8902816772461,-100.0,-100.0
2019-07-29,99.81329345703125,-100.0,-99.99999237060547
2019-07-30,-100.0,-99.99998474121094,-99.96176147460938
2019-07-31,-99.94744873046875,100.0,-100.0
2019-08-01,-99.99999237060547,100.0,-100.0
2019-08-02,-100.0,100.0,-100.0
2019-08-05,-100.0,100.0,-100.0
2019-08-06,-100.0,100.0,-100.0
2019-08-07,-100.0,100.0,-100.0
2019-08-08,100.0,100.0,-100.0
2019-08-09,100.0,-100.0,-100.0
2019-08-12,100.0,-100.0,-100.0
2019-08-13,100.0,-100.0,-100.0
2019-08-14,100.0,-100.0,-100.0
2019-08-15,100.0,-100.0,-100.0
2019-08-16,-99.99960327148438,-100.0,-100.0
2019-08-19,-100.0,100.0,-100.0
2019-08-20,-99.63285064697266,100.0,-100.0
2019-08-21,-100.0,100.0,-100.0
2019-08-22,-100.0,100.0,-100.0
2019-08-23,-25.76904296875,100.0,-100.0
2019-08-26,100.0,100.0,-100.0
2019-08-27,100.0,-100.0,-100.0
2019-08-28,100.0,-100.0,-100.0
2019-08-29,100.0,-100.0,-99.99999237060547
2019-08-30,99.96881103515625,-100.0,-100.0
2019-09-03,100.0,-100.0,-99.99999237060547
2019-09-04,100.0,-99.99999237060547,-100.0
2019-09-05,99.99952697753906,-99.99970245361328,-100.0
2019-09-06,100.0,-99.99979400634766,-100.0
2019-09-09,99.9989013671875,-99.9999771118164,-100.0
2019-09-10,-99.9831771850586,-99.99999237060547,-100.0
2019-09-11,-100.0,100.0,-100.0
2019-09-12,-100.0,100.0,-100.0
2019-09-13,-100.0,100.0,-100.0
2019-09-16,-99.99490356445312,100.0,-100.0
2019-09-17,-100.0,100.0,-100.0
2019-09-18,-100.0,100.0,-100.0
2019-09-19,99.9999771118164,100.0,-100.0
2019-09-20,100.0,-100.0,-100.0
2019-09-23,100.0,-100.0,-100.0
2019-09-24,100.0,-100.0,-100.0
2019-09-25,100.0,-100.0,-100.0
2019-09-26,100.0,-100.0,-100.0
2019-09-27,99.9999771118164,-100.0,-99.99991607666016
2019-09-30,100.0,-100.0,-99.9999771118164
2019-10-01,44.17717361450195,-100.0,-99.99999237060547
2019-10-02,-88.21211242675781,-99.99999237060547,-100.0
2019-10-03,-98.40733337402344,100.0,-100.0
2019-10-04,-100.0,100.0,-100.0
2019-10-07,-100.0,100.0,-100.0
2019-10-08,-100.0,100.0,-100.0
2019-10-09,-100.0,100.0,-100.0
2019-10-10,100.0,100.0,-100.0
2019-10-11,99.95413970947266,97.55621337890625,-100.0
2019-10-14,99.99816131591797,-100.0,-100.0
2019-10-15,100.0,-100.0,-100.0
2019-10-16,100.0,-99.99999237060547,-100.0
2019-10-17,99.32937622070312,-99.99999237060547,-100.0
2019-10-18,98.23258209228516,-99.99981689453125,-100.0
2019-10-21,-99.28750610351562,-99.9952163696289,-99.99752044677734
2019-10-22,-100.0,100.0,-100.0
2019-10-23,-100.0,100.0,-100.0
2019-10-24,99.99652099609375,100.0,-100.0
2019-10-25,100.0,100.0,-100.0
2019-10-28,100.0,-100.0,-100.0
2019-10-29,100.0,-100.0,44.97085952758789
2019-10-30,99.90766143798828,-99.99998474121094,-100.0
2019-10-31,-99.99990844726562,-99.9999771118164,-100.0
2019-11-01,-99.9998779296875,100.0,-100.0
2019-11-04,-100.0,100.0,-100.0
2019-11-05,-99.97889709472656,100.0,-100.0
2019-11-06,-100.0,100.0,-100.0
2019-11-07,-99.99769592285156,100.0,-100.0
2019-11-08,100.0,100.0,-100.0
2019-11-11,100.0,99.92303466796875,-100.0
2019-11-12,100.0,-100.0,-100.0
2019-11-13,100.0,-100.0,-100.0
2019-11-14,100.0,-100.0,-100.0
2019-11-15,99.99868774414062,-99.99999237060547,-100.0
2019-11-18,99.88200378417969,-99.9986801147461,-100.0
2019-11-19,100.0,-99.98455047607422,-99.98650360107422
2019-11-20,-99.99925994873047,-99.97089385986328,-100.0
2019-11-21,-99.99999237060547,90.34683990478516,-100.0
2019-11-22,99.93074035644531,99.9998779296875,-100.0
2019-11-25,100.0,-99.99990844726562,-99.99999237060547
2019-11-26,-100.0,-99.99394226074219,-8.802318572998047
2019-11-27,-99.99994659423828,100.0,-100.0
2019-11-28,-99.99079895019531,100.0,-100.0
2019-11-29,-57.96825408935547,100.0,-100.0
2019-12-02,-75.80281829833984,100.0,-100.0
2019-12-03,-36.04091262817383,100.0,-100.0
2019-12-04,100.0,100.0,-100.0
2019-12-05,100.0,-99.99998474121094,-100.0
2019-12-06,100.0,-100.0,-100.0
2019-12-09,100.0,-100.0,-100.0
2019-12-10,-63.449649810791016,-99.99992370605469,-99.99996948242188
2019-12-11,-100.0,100.0,-100.0
2019-12-12,99.97340393066406,100.0,-100.0
2019-12-13,100.0,-99.99996948242188,-100.0
2019-12-16,99.9999771118164,-99.9998779296875,-100.0
2019-12-17,100.0,-99.9994888305664,-100.0
2019-12-18,99.9989013671875,-99.99881744384766,-100.0
2019-12-19,62.19427490234375,-99.99652862548828,-100.0
2019-12-20,-100.0,-99.99913024902344,-88.06900024414062
2019-12-23,97.87757110595703,99.99711608886719,-100.0
2019-12-24,-99.80875396728516,-99.99706268310547,-100.0
2019-12-25,-100.0,100.0,-100.0
2019-12-26,-100.0,100.0,-100.0
2019-12-27,-99.99987030029297,100.0,-100.0
2019-12-30,-100.0,100.0,-100.0
2019-12-31,99.41012573242188,100.0,-100.0
2020-01-02,100.0,100.0,-100.0
2020-01-03,100.0,-100.0,-100.0
2020-01-06,100.0,-100.0,-100.0
2020-01-07,100.0,-99.99999237060547,-99.99989318847656
2020-01-08,99.99327850341797,-99.99999237060547,-100.0
2020-01-09,88.03833770751953,-99.99991607666016,98.1373519897461
2020-01-10,-99.99691772460938,-99.99639129638672,-86.75654602050781
2020-01-13,-100.0,100.0,-100.0
2020-01-14,-100.0,100.0,-100.0
2020-01-15,-100.0,100.0,-100.0
2020-01-16,57.083702087402344,100.0,-100.0
2020-01-17,100.0,100.0,-100.0
2020-01-20,100.0,-100.0,-100.0
2020-01-21,100.0,-99.99999237060547,-100.0
2020-01-22,100.0,-99.99999237060547,-99.99998474121094
2020-01-30,99.42972564697266,-100.0,93.49031066894531
2020-01-31,99.943115234375,99.98472595214844,-99.67463684082031
2020-02-03,99.98970031738281,-100.0,-99.8034896850586
2020-02-04,26.130306243896484,-99.99990844726562,-100.0
2020-02-05,98.95064544677734,-100.0,-99.99980926513672
2020-02-06,-99.99999237060547,-99.99353790283203,-100.0
2020-02-07,-100.0,-1.5183687210083008,-100.0
2020-02-10,-100.0,100.0,-100.0
2020-02-11,-99.99999237060547,100.0,-100.0
2020-02-12,-99.99949645996094,100.0,-100.0
2020-02-13,99.98326110839844,100.0,-100.0
2020-02-14,100.0,99.9925765991211,-100.0
2020-02-17,99.56278991699219,-99.99993133544922,-64.54984283447266
2020-02-18,99.99991607666016,-99.99932861328125,-93.19620513916016
2020-02-19,99.99993133544922,-99.99971008300781,-99.99996948242188
2020-02-20,-100.0,-99.99864196777344,-99.9993667602539
2020-02-21,-100.0,100.0,-100.0
2020-02-24,99.98590850830078,100.0,-100.0
2020-02-25,99.9717025756836,-97.28050994873047,-99.99971771240234
2020-02-26,99.99995422363281,-99.95380401611328,-99.99964141845703
2020-02-27,99.63595581054688,-99.99981689453125,-100.0
2020-02-28,-99.998779296875,-99.99967193603516,-100.0
2020-03-02,-100.0,99.99991607666016,-100.0
2020-03-03,100.0,100.0,-100.0
2020-03-04,-62.679683685302734,-99.99967193603516,-100.0
2020-03-05,99.99978637695312,100.0,-100.0
2020-03-06,100.0,-99.9958724975586,-99.99948120117188
2020-03-09,-22.56573486328125,-99.66439056396484,-100.0
2020-03-10,-100.0,-78.57987976074219,-100.0
2020-03-11,99.99934387207031,99.99993133544922,-100.0
2020-03-12,99.9993896484375,-100.0,-99.79862213134766
2020-03-13,100.0,-99.99998474121094,-99.87982940673828
2020-03-16,-99.99723052978516,-100.0,-100.0
2020-03-17,99.9983901977539,-99.99920654296875,-100.0
2020-03-18,-90.8260498046875,-99.99861907958984,-99.94781494140625
2020-03-19,100.0,-99.98268127441406,-99.99999237060547
2020-03-20,-97.50678253173828,-99.99607849121094,-100.0
2020-03-23,99.96497344970703,-99.99990844726562,-100.0
2020-03-24,-99.99993133544922,-99.53140258789062,-100.0
2020-03-25,-97.81634521484375,-97.3464584350586,-100.0
2020-03-26,-100.0,99.12230682373047,-100.0
2020-03-27,-100.0,99.78716278076172,-100.0
2020-03-30,99.99993133544922,99.86610412597656,-100.0
2020-03-31,100.0,-99.99176788330078,-100.0
2020-04-01,100.0,-99.92739868164062,-99.99996948242188
2020-04-03,91.91067504882812,-99.9962158203125,-99.15281677246094
2020-04-06,100.0,-99.8961410522461,-95.77027893066406
2020-04-07,-99.99485778808594,-99.99977111816406,99.99998474121094
2020-04-08,99.90813446044922,-99.99658203125,97.4204330444336
2020-04-09,-21.591318130493164,-99.99825286865234,-99.99610137939453
2020-04-10,-100.0,99.99150085449219,-100.0
2020-04-13,95.30010223388672,100.0,-100.0
2020-04-14,100.0,-99.99984741210938,-100.0
2020-04-15,99.996826171875,-99.99990844726562,-100.0
2020-04-16,99.9998550415039,-99.99998474121094,-100.0
2020-04-17,99.02047729492188,-100.0,-97.17122650146484
2020-04-20,-97.23863220214844,-100.0,2.265441417694092
2020-04-21,-99.96934509277344,99.9998550415039,-100.0
2020-04-22,-99.99999237060547,100.0,-100.0
2020-04-23,-99.99903869628906,100.0,-100.0
2020-04-24,-99.90855407714844,100.0,-100.0
2020-04-27,49.4745979309082,100.0,-100.0
2020-04-28,100.0,100.0,-100.0
2020-04-29,100.0,-99.99999237060547,-100.0
2020-05-04,100.0,-99.99999237060547,-100.0
2020-05-05,100.0,-99.99998474121094,-100.0
2020-05-06,99.9767074584961,-100.0,99.9612808227539
2020-05-07,-100.0,-100.0,-100.0
2020-05-08,-99.9999771118164,100.0,-100.0
2020-05-11,-100.0,100.0,-100.0
2020-05-12,-11.59968376159668,100.0,-100.0
2020-05-13,-99.99542999267578,100.0,-100.0
2020-05-14,99.9980239868164,100.0,-100.0
2020-05-15,100.0,-100.0,-100.0
2020-05-18,100.0,-100.0,-100.0
2020-05-19,100.0,-100.0,-100.0
2020-05-20,99.99968719482422,-100.0,-100.0
2020-05-21,99.9998550415039,-100.0,-99.99987030029297
2020-05-22,-48.39712905883789,-99.99999237060547,98.41729736328125
2020-05-25,-99.99929809570312,-99.99998474121094,-99.95540618896484
2020-05-26,-100.0,100.0,-100.0
2020-05-27,-100.0,100.0,-100.0
2020-05-28,-99.99981689453125,100.0,-100.0
2020-05-29,-100.0,100.0,-100.0
2020-06-01,99.47126007080078,100.0,-100.0
2020-06-02,100.0,99.9989242553711,-100.0
2020-06-03,100.0,-100.0,-100.0
2020-06-04,100.0,-100.0,-100.0
2020-06-05,100.0,-100.0,-99.99991607666016
2020-06-08,99.96702575683594,-100.0,-100.0
2020-06-09,99.99925994873047,-99.99993133544922,-99.92688751220703
2020-06-10,100.0,-99.99993133544922,-100.0
2020-06-11,-99.99240112304688,-99.98541259765625,-84.23145294189453
2020-06-12,-100.0,99.78807067871094,-100.0
2020-06-15,-100.0,99.99947357177734,-100.0
2020-06-16,99.9119873046875,99.99996185302734,-100.0
2020-06-17,96.66364288330078,-99.99993896484375,-99.99996948242188
2020-06-18,99.99998474121094,-99.99984741210938,-100.0
2020-06-19,100.0,-99.99827575683594,-100.0
2020-06-22,-70.00189971923828,-99.99641418457031,-100.0
2020-06-23,-99.80817413330078,97.54085540771484,-100.0
2020-06-24,-99.99903869628906,99.99266052246094,-100.0
2020-06-25,-99.97003936767578,99.99983215332031,-100.0
2020-06-26,-37.98523712158203,100.0,-100.0
2020-06-29,100.0,98.96388244628906,-100.0
2020-06-30,100.0,-100.0,-100.0
2020-07-01,99.97893524169922,-99.99996948242188,-99.99994659423828
2020-07-02,99.87529754638672,-99.99984741210938,-100.0
2020-07-03,-99.99996185302734,-99.99716186523438,-99.99930572509766
2020-07-06,-99.98350524902344,100.0,-100.0
2020-07-07,76.24551391601562,100.0,-100.0
2020-07-08,99.97582244873047,97.89198303222656,-100.0
2020-07-09,97.68700408935547,-100.0,-100.0
2020-07-10,-16.429943084716797,-99.9994125366211,-100.0
2020-07-13,-100.0,100.0,-100.0
2020-07-14,-100.0,100.0,-100.0
2020-07-15,-100.0,100.0,-100.0
2020-07-16,92.50575256347656,100.0,-100.0
2020-07-17,100.0,-99.99999237060547,-100.0
2020-07-20,99.99966430664062,-99.99999237060547,-100.0
2020-07-21,81.67283630371094,-99.99982452392578,-99.39199829101562
2020-07-22,99.99971008300781,-99.99342346191406,-100.0
2020-07-23,-99.90065002441406,-99.99723815917969,-99.99999237060547
2020-07-24,-99.96212005615234,97.88743591308594,-100.0
2020-07-27,-99.97249603271484,-99.79641723632812,-100.0
2020-07-28,-100.0,100.0,-100.0
2020-07-29,-16.845989227294922,100.0,-100.0
2020-07-30,-99.99768829345703,100.0,-100.0
2020-07-31,99.99885559082031,100.0,-100.0
2020-08-03,-23.350292205810547,99.99711608886719,-100.0
2020-08-04,99.88996124267578,99.91824340820312,-100.0
2020-08-05,100.0,-99.99999237060547,-100.0
2020-08-06,90.44869232177734,-99.99999237060547,-100.0
2020-08-07,100.0,-99.9999771118164,-100.0
2020-08-10,100.0,-99.99995422363281,-99.19577026367188
2020-08-11,99.99268341064453,-99.9996109008789,-100.0
2020-08-12,-94.45780181884766,-99.9986343383789,-100.0
2020-08-13,-100.0,100.0,-100.0
2020-08-14,-100.0,100.0,-100.0
2020-08-17,-99.99998474121094,100.0,-100.0
2020-08-18,99.99968719482422,100.0,-100.0
2020-08-19,99.9969482421875,99.99996185302734,-100.0
2020-08-20,100.0,-100.0,-100.0
2020-08-21,100.0,-99.99998474121094,-100.0
2020-08-24,100.0,-100.0,-100.0
2020-08-25,99.99565887451172,-100.0,-100.0
2020-08-26,99.9999771118164,-100.0,-100.0
2020-08-27,-100.0,-100.0,-100.0
2020-08-28,-99.99989318847656,100.0,-100.0
2020-08-31,-100.0,100.0,-100.0
2020-09-01,-99.99720764160156,100.0,-100.0
2020-09-03,-99.99998474121094,100.0,-100.0
2020-09-04,99.99990844726562,100.0,-100.0
2020-09-07,100.0,98.79093170166016,-100.0
2020-09-08,100.0,-100.0,-100.0
2020-09-09,99.99052429199219,-100.0,-100.0
2020-09-10,100.0,-100.0,-100.0
2020-09-11,41.60417175292969,-99.9999771118164,-99.99999237060547
2020-09-14,99.85778045654297,-94.58210754394531,-100.0
2020-09-15,-100.0,-99.9999771118164,-100.0
2020-09-16,-99.97318267822266,100.0,-100.0
2020-09-17,-100.0,100.0,-100.0
2020-09-18,-100.0,100.0,-100.0
2020-09-21,100.0,100.0,-100.0
2020-09-22,100.0,-99.9925765991211,-100.0
2020-09-23,99.99993133544922,-100.0,-100.0
2020-09-24,67.52249908447266,-99.99999237060547,-100.0
2020-09-25,100.0,-99.9999771118164,-100.0
2020-09-28,-100.0,-100.0,-100.0
2020-09-29,-99.99995422363281,100.0,-100.0
2020-09-30,-99.02281188964844,100.0,-100.0
2020-10-01,99.99995422363281,100.0,-100.0
2020-10-02,99.99982452392578,-99.99999237060547,-99.82051086425781
2020-10-05,100.0,-99.99989318847656,-100.0
2020-10-06,-99.54890441894531,-99.99722290039062,-100.0
2020-10-07,-100.0,100.0,-100.0
2020-10-08,-100.0,100.0,-100.0
2020-10-09,-100.0,100.0,-100.0
2020-10-12,-100.0,100.0,-100.0
2020-10-13,60.44132614135742,100.0,-100.0
2020-10-14,100.0,99.99957275390625,-100.0
2020-10-15,100.0,-100.0,-100.0
2020-10-16,100.0,-100.0,-100.0
2020-10-19,100.0,-100.0,-100.0
2020-10-20,99.99980926513672,-100.0,-100.0
2020-10-21,100.0,-100.0,-100.0
2020-10-22,100.0,-100.0,-97.94075012207031
2020-10-23,100.0,-100.0,-99.2359619140625
2020-10-26,-99.95185089111328,-100.0,95.51836395263672
2020-10-27,-99.9997787475586,-99.99996185302734,-99.9975357055664
2020-10-28,-100.0,100.0,-100.0
2020-10-29,-100.0,100.0,-100.0
2020-10-30,69.50592803955078,100.0,-100.0
2020-11-02,99.99710083007812,100.0,-100.0
2020-11-03,100.0,-99.99999237060547,-100.0
2020-11-04,100.0,-99.99999237060547,-100.0
2020-11-05,99.96257019042969,-99.99995422363281,-99.99989318847656
2020-11-06,99.99959564208984,-99.99785614013672,-100.0
2020-11-09,-87.2647933959961,-99.99999237060547,-100.0
2020-11-10,100.0,100.0,-100.0
2020-11-11,99.9166488647461,-99.99979400634766,-99.9984359741211
2020-11-12,-99.9931411743164,-99.99998474121094,-74.19126892089844
2020-11-13,-100.0,100.0,-100.0
2020-11-16,-100.0,100.0,-100.0
2020-11-17,-99.99980163574219,100.0,-100.0
2020-11-18,-100.0,100.0,-100.0
2020-11-19,-14.90471363067627,100.0,-100.0
2020-11-20,99.88467407226562,100.0,-100.0
2020-11-23,100.0,-100.0,-100.0
2020-11-24,100.0,-100.0,-100.0
2020-11-25,99.97982788085938,-100.0,-100.0
2020-11-26,100.0,-100.0,-100.0
2020-11-27,100.0,-100.0,-100.0
