date,FPT,HPG,STB
2019-07-18,-100.0,-98.66740417480469,94.58694458007812
2019-07-19,-100.0,-31.54534149169922,-99.99998474121094
2019-07-22,-100.0,22.87750244140625,-99.99746704101562
2019-07-23,-100.0,66.29759979248047,100.0
2019-07-24,-100.0,-85.10516357421875,100.0
2019-07-25,-100.0,2.677428722381592,99.99984741210938
2019-07-26,-100.0,-75.59984588623047,99.9847183227539
2019-07-29,-100.0,-98.98176574707031,-100.0
2019-07-30,-100.0,-99.0696029663086,-100.0
2019-07-31,-100.0,-97.68333435058594,50.362159729003906
2019-08-01,-100.0,-97.09114837646484,-93.13758850097656
2019-08-02,-100.0,-81.13087463378906,-99.99667358398438
2019-08-05,-100.0,43.10977554321289,100.0
2019-08-06,-100.0,-98.33663940429688,97.94771575927734
2019-08-07,-100.0,-65.75260925292969,-100.0
2019-08-08,-100.0,74.72080993652344,100.0
2019-08-09,-100.0,-77.03325653076172,-71.42550659179688
2019-08-12,-100.0,98.45748901367188,0.2876162528991699
2019-08-13,-99.99998474121094,-68.35072326660156,98.3982925415039
2019-08-14,-100.0,71.87478637695312,100.0
2019-08-15,99.71961975097656,-99.23828887939453,-100.0
2019-08-16,99.98851776123047,-96.85306549072266,-77.69527435302734
2019-08-19,95.15533447265625,-99.06346130371094,-100.0
2019-08-20,97.49317169189453,-99.90692901611328,-100.0
2019-08-21,86.26528930664062,-99.98818969726562,-100.0
2019-08-22,-95.8396224975586,-99.99715423583984,-100.0
2019-08-23,-100.0,74.90071105957031,100.0
2019-08-26,-100.0,-63.296730041503906,100.0
2019-08-27,-100.0,-57.53154754638672,-99.99999237060547
2019-08-28,-100.0,-93.18110656738281,100.0
2019-08-29,-100.0,-88.56185150146484,-94.25159454345703
2019-08-30,-100.0,-43.6422004699707,99.99921417236328
2019-09-03,-100.0,-6.287318229675293,99.9970932006836
2019-09-04,-100.0,-76.06401824951172,-99.37566375732422
2019-09-05,-100.0,-87.070556640625,99.99737548828125
2019-09-06,-100.0,-96.45256042480469,100.0
2019-09-09,-100.0,-77.33482360839844,86.08390045166016
2019-09-10,-100.0,-82.99486541748047,-99.99996185302734
2019-09-11,-100.0,-80.92781066894531,-99.99993896484375
2019-09-12,-100.0,83.68466186523438,-100.0
2019-09-13,-100.0,33.515037536621094,-97.27244567871094
2019-09-16,-100.0,-40.139793395996094,100.0
2019-09-17,-100.0,70.8548812866211,100.0
2019-09-18,-100.0,-99.6240234375,99.99876403808594
2019-09-19,-100.0,-34.30172348022461,-98.47994232177734
2019-09-20,-100.0,93.32286071777344,88.334228515625
2019-09-23,-100.0,-99.89604187011719,-99.96019744873047
2019-09-24,-100.0,-90.5900650024414,-100.0
2019-09-25,-100.0,10.379815101623535,-99.99772644042969
2019-09-26,-100.0,5.890083312988281,100.0
2019-09-27,-100.0,70.92623901367188,-99.99977111816406
2019-09-30,-100.0,-87.5695571899414,-99.80753326416016
2019-10-01,-100.0,24.281047821044922,96.95523834228516
2019-10-02,-100.0,-84.17390441894531,96.16677856445312
2019-10-03,-100.0,-85.24528503417969,-99.5303726196289
2019-10-04,-100.0,-93.72889709472656,100.0
2019-10-07,-100.0,-99.6187973022461,-99.9998779296875
2019-10-08,-100.0,-99.73104858398438,-97.61028289794922
2019-10-09,-100.0,-99.43769836425781,100.0
2019-10-10,-100.0,-97.93233489990234,99.9999771118164
2019-10-11,-100.0,-97.13258361816406,99.2155532836914
2019-10-14,-100.0,-46.24848175048828,100.0
2019-10-15,-100.0,-82.0765609741211,-100.0
2019-10-16,-100.0,-56.222469329833984,-100.0
2019-10-17,-100.0,-97.47926330566406,-100.0
2019-10-18,-100.0,-96.6361312866211,72.58673095703125
2019-10-21,-100.0,-99.61096954345703,100.0
2019-10-22,-100.0,-99.99506378173828,-98.1203384399414
2019-10-23,-100.0,-99.98047637939453,-100.0
2019-10-24,-100.0,-26.861804962158203,99.97682189941406
2019-10-25,-100.0,67.99655151367188,65.79501342773438
2019-10-28,-100.0,-88.0966567993164,99.99976348876953
2019-10-29,-100.0,-54.745025634765625,-99.93675994873047
2019-10-30,-100.0,-59.80168533325195,-99.99998474121094
2019-10-31,-100.0,31.483768463134766,100.0
2019-11-01,-100.0,-48.03181838989258,100.0
2019-11-04,-100.0,98.63944244384766,100.0
2019-11-05,-99.99968719482422,-78.15357208251953,96.97051239013672
2019-11-06,-100.0,4.429745674133301,99.99990844726562
2019-11-07,40.61927795410156,97.47250366210938,-100.0
2019-11-08,-97.92263793945312,-61.20137023925781,-99.9991683959961
2019-11-11,-100.0,30.905961990356445,-99.91366577148438
2019-11-12,-100.0,64.00601959228516,99.85084533691406
2019-11-13,-21.26706314086914,-73.62004852294922,-100.0
2019-11-14,-100.0,-99.94917297363281,99.99990844726562
2019-11-15,-100.0,-99.83104705810547,99.99166870117188
2019-11-18,-100.0,-99.97358703613281,86.84449005126953
2019-11-19,-100.0,-99.92170715332031,97.6986312866211
2019-11-20,-99.99988555908203,99.99996185302734,-100.0
2019-11-21,-99.99998474121094,99.9999771118164,-99.9999771118164
2019-11-22,-100.0,99.99959564208984,-99.99786376953125
2019-11-25,-100.0,99.96813201904297,-99.7264175415039
2019-11-26,-100.0,99.53736877441406,-99.16361999511719
2019-11-27,-100.0,99.14984893798828,98.26142883300781
2019-11-28,-100.0,99.99089050292969,99.83832550048828
2019-11-29,-100.0,99.97687530517578,85.10570526123047
2019-12-02,-100.0,99.99966430664062,-98.46898651123047
2019-12-03,-100.0,99.99976348876953,-99.99999237060547
2019-12-04,-100.0,99.9888916015625,-99.57002258300781
2019-12-05,-100.0,95.67401123046875,-99.99996948242188
2019-12-06,-100.0,99.37415313720703,-100.0
2019-12-09,-100.0,-99.0504379272461,-98.4716567993164
2019-12-10,-100.0,-100.0,99.99998474121094
2019-12-11,-100.0,-99.99999237060547,99.95577239990234
2019-12-12,-100.0,-99.99860382080078,99.83859252929688
2019-12-13,-100.0,-99.90901184082031,39.95069122314453
2019-12-16,-100.0,-99.6273422241211,79.4626235961914
2019-12-17,-100.0,-99.90951538085938,99.99982452392578
2019-12-18,-100.0,-99.95157623291016,-100.0
2019-12-19,-100.0,-99.79365539550781,-100.0
2019-12-20,-100.0,-99.08061981201172,99.94223022460938
2019-12-23,-100.0,-99.63553619384766,99.92928314208984
2019-12-24,-100.0,-99.84599304199219,-92.34635162353516
2019-12-25,-100.0,-88.84530639648438,-99.3970718383789
2019-12-26,-100.0,-13.202804565429688,-99.99163055419922
2019-12-27,-100.0,-60.91180419921875,100.0
2019-12-30,-100.0,83.32301330566406,100.0
2019-12-31,-100.0,-96.46818542480469,-99.73992919921875
2020-01-02,-100.0,84.77568817138672,100.0
2020-01-03,-100.0,-99.64323425292969,52.71472930908203
2020-01-06,-100.0,-99.63113403320312,-38.5904426574707
2020-01-07,-100.0,-90.70764923095703,99.99849700927734
2020-01-08,-100.0,-99.67486572265625,-99.23471069335938
2020-01-09,-100.0,-97.35555267333984,-100.0
2020-01-10,-100.0,-93.076416015625,98.51217651367188
2020-01-13,-100.0,-99.1787338256836,-97.44319915771484
2020-01-14,-100.0,-98.61690521240234,-80.93317413330078
2020-01-15,-100.0,-99.47960662841797,99.61693572998047
2020-01-16,-100.0,-56.95500946044922,97.73805236816406
2020-01-17,-100.0,-87.72087097167969,100.0
2020-01-20,-100.0,-96.31156158447266,26.334619522094727
2020-01-21,-100.0,-99.98036193847656,-100.0
2020-01-22,-100.0,-99.96516418457031,-100.0
2020-01-30,-100.0,-99.99900817871094,-100.0
2020-01-31,-100.0,-99.99998474121094,99.99987030029297
2020-02-03,-100.0,-99.99996185302734,-99.99846649169922
2020-02-04,-100.0,-99.9990005493164,-99.26587677001953
2020-02-05,-100.0,-99.99817657470703,34.89616012573242
2020-02-06,-100.0,-99.97341918945312,99.84974670410156
2020-02-07,-100.0,-99.83473205566406,99.96102905273438
2020-02-10,-100.0,-99.82654571533203,-100.0
2020-02-11,-100.0,-99.6540756225586,96.14122772216797
2020-02-12,-100.0,-99.6787338256836,-99.7271957397461
2020-02-13,-100.0,-99.5216064453125,-99.90176391601562
2020-02-14,-100.0,-99.64606475830078,99.99968719482422
2020-02-17,-100.0,-99.56207275390625,-18.673526763916016
2020-02-18,-100.0,-99.44454956054688,100.0
2020-02-19,-100.0,-99.57395935058594,36.552284240722656
2020-02-20,-100.0,-99.59093475341797,98.95391845703125
2020-02-21,-100.0,-99.91033935546875,-99.99996185302734
2020-02-24,-100.0,-99.97399139404297,-99.99603271484375
2020-02-25,-100.0,-99.5872573852539,99.99658966064453
2020-02-26,-100.0,-99.45909881591797,99.99993133544922
2020-02-27,-100.0,-99.43317413330078,-99.99995422363281
2020-02-28,-100.0,-99.60924530029297,87.15393829345703
2020-03-02,-100.0,-99.42204284667969,1.6059398651123047
2020-03-03,-100.0,-96.39346313476562,-100.0
2020-03-04,-100.0,-99.30654907226562,100.0
2020-03-05,-100.0,-99.67852020263672,-100.0
2020-03-06,-100.0,-99.91744995117188,99.95598602294922
2020-03-09,-100.0,-99.99358367919922,-96.76237487792969
2020-03-10,-100.0,-99.98760986328125,-100.0
2020-03-11,-100.0,-99.98884582519531,99.97991180419922
2020-03-12,-100.0,-99.998291015625,-100.0
2020-03-13,-100.0,-99.9975814819336,84.97257232666016
2020-03-16,-100.0,-99.97543334960938,-99.99860382080078
2020-03-17,-100.0,-99.98030090332031,-98.95146179199219
2020-03-18,-100.0,-99.9721908569336,-99.99302673339844
2020-03-19,-100.0,-99.99768829345703,-99.99769592285156
2020-03-20,-100.0,-99.99933624267578,99.99978637695312
2020-03-23,-100.0,-99.99913024902344,-99.99832153320312
2020-03-24,-100.0,-99.99980926513672,-31.95263671875
2020-03-25,-100.0,-99.99923706054688,4.801630973815918
2020-03-26,-100.0,-99.9996337890625,98.93472290039062
2020-03-27,-100.0,-99.99761199951172,98.81684875488281
2020-03-30,-100.0,-99.99456024169922,-99.98968505859375
2020-03-31,-100.0,-99.99884033203125,99.99771118164062
2020-04-01,-100.0,-99.98043823242188,95.82695770263672
2020-04-03,-100.0,-99.92290496826172,-98.93331909179688
2020-04-06,-100.0,-99.85807800292969,99.62374877929688
2020-04-07,-100.0,-99.83500671386719,94.96326446533203
2020-04-08,-100.0,-99.91670989990234,-100.0
2020-04-09,-100.0,-99.92689514160156,100.0
2020-04-10,-100.0,-99.9417495727539,100.0
2020-04-13,-100.0,-99.97734069824219,-16.351245880126953
2020-04-14,-100.0,-99.91390228271484,-93.70259094238281
2020-04-15,-100.0,-96.70042419433594,99.994384765625
2020-04-16,-100.0,-99.18638610839844,-100.0
2020-04-17,-100.0,-86.9631118774414,-65.89168548583984
2020-04-20,-100.0,-41.60958480834961,99.60142517089844
2020-04-21,-100.0,-99.48052978515625,-99.94497680664062
2020-04-22,-100.0,-88.38433837890625,-99.99988555908203
2020-04-23,-100.0,-58.232666015625,100.0
2020-04-24,-100.0,-85.3303451538086,-99.99999237060547
2020-04-27,-100.0,-88.20390319824219,100.0
2020-04-28,-100.0,-96.2264175415039,99.99309539794922
2020-04-29,-100.0,-97.07896423339844,100.0
2020-05-04,-100.0,-99.65697479248047,45.356178283691406
2020-05-05,-100.0,-99.64057922363281,-92.66188049316406
2020-05-06,-100.0,-85.52515411376953,100.0
2020-05-07,-100.0,-87.05070495605469,18.647241592407227
2020-05-08,-100.0,-78.08440399169922,99.9990234375
2020-05-11,-100.0,-97.47520446777344,-99.99968719482422
2020-05-12,-100.0,-85.43608856201172,99.9892807006836
2020-05-13,-100.0,-26.22869110107422,-99.99951934814453
2020-05-14,-100.0,43.663753509521484,-100.0
2020-05-15,-100.0,-59.025733947753906,87.17255401611328
2020-05-18,-100.0,-33.26869201660156,-100.0
2020-05-19,-100.0,69.19612884521484,99.97882843017578
2020-05-20,-100.0,-96.29339599609375,99.69022369384766
2020-05-21,-100.0,-63.73583221435547,-99.74098205566406
2020-05-22,-100.0,-61.99315643310547,80.07335662841797
2020-05-25,-100.0,-92.01070404052734,-99.94756317138672
2020-05-26,-100.0,-78.37730407714844,-79.18844604492188
2020-05-27,-100.0,-84.83013916015625,100.0
2020-05-28,-100.0,-90.92919158935547,-100.0
2020-05-29,-100.0,-95.06538391113281,94.52338409423828
2020-06-01,-100.0,-92.50135803222656,-29.84430694580078
2020-06-02,-100.0,-91.84696197509766,100.0
2020-06-03,-100.0,-86.70450592041016,-99.99952697753906
2020-06-04,-100.0,-77.35520935058594,-62.70685958862305
2020-06-05,-100.0,-84.72681427001953,96.97160339355469
2020-06-08,-100.0,-36.55262756347656,-100.0
2020-06-09,-100.0,-52.232177734375,-99.98995971679688
2020-06-10,-100.0,-72.31047821044922,99.97579956054688
2020-06-11,-100.0,-99.98587036132812,-98.89240264892578
2020-06-12,-100.0,-99.96056365966797,99.97634887695312
2020-06-15,-100.0,-99.99334716796875,-88.35490417480469
2020-06-16,-100.0,-99.99496459960938,99.99411010742188
2020-06-17,-100.0,-99.99786376953125,100.0
2020-06-18,-100.0,-99.996337890625,98.85883331298828
2020-06-19,-100.0,-99.99472045898438,-99.9092788696289
2020-06-22,-100.0,-99.99559783935547,99.65331268310547
2020-06-23,-100.0,-99.87601470947266,-100.0
2020-06-24,-100.0,-99.94278717041016,-100.0
2020-06-25,-100.0,-99.991455078125,-100.0
2020-06-26,-100.0,-99.98760223388672,99.89163970947266
2020-06-29,-100.0,-99.99954986572266,64.24496459960938
2020-06-30,-100.0,-99.99845886230469,-100.0
2020-07-01,-100.0,-99.99684143066406,-99.99998474121094
2020-07-02,-100.0,-99.99554443359375,-100.0
2020-07-03,-100.0,-99.99394989013672,99.99983215332031
2020-07-06,-100.0,-99.96087646484375,99.9125747680664
2020-07-07,-100.0,-97.90347290039062,100.0
2020-07-08,-100.0,-98.4024429321289,-100.0
2020-07-09,-100.0,-77.69068145751953,100.0
2020-07-10,-100.0,-98.41487884521484,-99.99999237060547
2020-07-13,-100.0,-63.49066925048828,-99.2854232788086
2020-07-14,-100.0,-5.5711565017700195,99.99958038330078
2020-07-15,-100.0,-49.347530364990234,1.0804533958435059
2020-07-16,-100.0,-56.83917999267578,99.99935913085938
2020-07-17,-100.0,-95.05439758300781,90.77941131591797
2020-07-20,-100.0,-99.94790649414062,-100.0
2020-07-21,-100.0,-99.71495819091797,-99.99962615966797
2020-07-22,-100.0,-99.68737030029297,99.9999771118164
2020-07-23,-100.0,-99.76087951660156,-99.99998474121094
2020-07-24,-100.0,-99.95018005371094,-100.0
2020-07-27,-100.0,-99.99948120117188,-99.99977111816406
2020-07-28,-100.0,-99.98014831542969,100.0
2020-07-29,-100.0,-99.99543762207031,-99.99427795410156
2020-07-30,-100.0,-99.98014831542969,-98.55933380126953
2020-07-31,-100.0,-99.99832916259766,100.0
2020-08-03,-100.0,-99.73853302001953,100.0
2020-08-04,-100.0,-98.81062316894531,99.9869384765625
2020-08-05,-100.0,-99.08494567871094,99.99983215332031
2020-08-06,-100.0,-99.72439575195312,-100.0
2020-08-07,-100.0,-99.45408630371094,-99.99911499023438
2020-08-10,-100.0,-98.32299041748047,-99.9588851928711
2020-08-11,-100.0,-99.25513458251953,99.95816040039062
2020-08-12,-100.0,-98.27857208251953,100.0
2020-08-13,-100.0,-97.9965591430664,98.68563079833984
2020-08-14,-100.0,-99.07323455810547,99.7577896118164
2020-08-17,-100.0,-99.80652618408203,-100.0
2020-08-18,-100.0,-98.7119369506836,-100.0
2020-08-19,-100.0,-98.65733337402344,100.0
2020-08-20,-100.0,-97.00558471679688,46.830238342285156
2020-08-21,-100.0,-96.5114974975586,-99.90235900878906
2020-08-24,-100.0,42.65711212158203,99.04353332519531
2020-08-25,-100.0,-55.37541580200195,100.0
2020-08-26,-100.0,-92.37773132324219,-98.12149810791016
2020-08-27,-100.0,70.76986694335938,99.99961853027344
2020-08-28,99.91595458984375,-99.84661102294922,-99.99998474121094
2020-08-31,97.10275268554688,-89.57455444335938,-99.84310913085938
2020-09-01,98.16849517822266,-99.27461242675781,-99.33808135986328
2020-09-03,86.39884948730469,-99.93384552001953,-100.0
2020-09-04,16.220056533813477,-99.99275970458984,-100.0
2020-09-07,-80.65339660644531,-99.99006652832031,-98.97467041015625
2020-09-08,-100.0,-95.87000274658203,100.0
2020-09-09,-100.0,-92.2696304321289,-99.10137176513672
2020-09-10,-100.0,-93.60916900634766,100.0
2020-09-11,-100.0,-95.95243835449219,100.0
2020-09-14,-100.0,-66.55362701416016,-83.58577728271484
2020-09-15,-100.0,21.687698364257812,100.0
2020-09-16,-100.0,71.53358459472656,99.56481170654297
2020-09-17,-100.0,-93.2446517944336,-43.639530181884766
2020-09-18,-100.0,93.05132293701172,100.0
2020-09-21,-100.0,-77.62329864501953,99.97491455078125
2020-09-22,-100.0,-51.09797668457031,99.0447769165039
2020-09-23,-100.0,-80.0562973022461,-52.26286697387695
2020-09-24,-100.0,-93.77641296386719,-100.0
2020-09-25,-100.0,-80.83891296386719,100.0
2020-09-28,-100.0,-72.66474914550781,-100.0
2020-09-29,-100.0,-94.01226043701172,-100.0
2020-09-30,-100.0,-98.83628845214844,97.09672546386719
2020-10-01,-100.0,-80.54707336425781,-99.9769515991211
2020-10-02,-100.0,-97.67505645751953,100.0
2020-10-05,-100.0,-96.46376037597656,-100.0
2020-10-06,-100.0,-92.82035064697266,-99.99993133544922
2020-10-07,-100.0,-95.8722152709961,99.45246887207031
2020-10-08,-100.0,-55.03315353393555,94.9159164428711
2020-10-09,-100.0,-86.15083312988281,100.0
2020-10-12,-100.0,-95.98789978027344,-99.99942779541016
2020-10-13,-100.0,-97.07257080078125,100.0
2020-10-14,-100.0,-94.52191925048828,-99.99994659423828
2020-10-15,-100.0,-74.19252014160156,-100.0
2020-10-16,-100.0,99.73790740966797,100.0
2020-10-19,99.99530029296875,88.58685302734375,-22.653507232666016
2020-10-20,99.9825439453125,-99.99990844726562,-99.99996185302734
2020-10-21,99.92216491699219,33.8608512878418,-100.0
2020-10-22,5.332553386688232,-99.7226333618164,-99.9996337890625
2020-10-23,9.606313705444336,-91.20885467529297,-98.24606323242188
2020-10-26,-100.0,-96.7169189453125,99.62592315673828
2020-10-27,-100.0,-94.27360534667969,99.99998474121094
2020-10-28,-100.0,-99.95731353759766,-100.0
2020-10-29,-100.0,-99.98442840576172,-99.72968292236328
2020-10-30,-100.0,-99.99366760253906,25.005483627319336
2020-11-02,-100.0,-99.95206451416016,99.99249267578125
2020-11-03,-100.0,-78.27365112304688,99.99993133544922
2020-11-04,-100.0,23.73824119567871,99.99957275390625
2020-11-05,-100.0,-96.48693084716797,-97.98953247070312
2020-11-06,-100.0,-89.95016479492188,-97.07109832763672
2020-11-09,-100.0,2.113187313079834,100.0
2020-11-10,-100.0,42.19541549682617,99.98995208740234
2020-11-11,-100.0,-91.0497817993164,99.74674224853516
2020-11-12,-100.0,-48.83767318725586,-89.56038665771484
2020-11-13,-100.0,23.8461971282959,-93.9371337890625
2020-11-16,-100.0,-13.49804401397705,96.134521484375
2020-11-17,-100.0,12.445974349975586,99.9643783569336
2020-11-18,-100.0,-13.593912124633789,100.0
2020-11-19,-100.0,73.84774780273438,-7.100629806518555
2020-11-20,96.41324615478516,99.44715881347656,-99.96660614013672
2020-11-23,98.73313903808594,99.99930572509766,-99.80986022949219
2020-11-24,99.53072357177734,84.54899597167969,-100.0
2020-11-25,99.30398559570312,98.07086181640625,-99.7804946899414
2020-11-26,93.34528350830078,13.428199768066406,-100.0
2020-11-27,85.42977905273438,53.296424865722656,-100.0
