date,VNM,REE,STB
2019-08-20,100.0,-98.86944580078125,-100.0
2019-08-21,100.0,-99.99999237060547,-99.99999237060547
2019-08-22,99.99897766113281,-99.72238159179688,-99.99998474121094
2019-08-23,99.99996185302734,72.24629211425781,-99.99984741210938
2019-08-26,-99.99999237060547,-99.86351013183594,-100.0
2019-08-27,100.0,100.0,-100.0
2019-08-28,-2.663910388946533,-99.99908447265625,-99.99974060058594
2019-08-29,100.0,100.0,-100.0
2019-08-30,99.01459503173828,-99.99879455566406,-94.20597839355469
2019-09-03,99.99995422363281,-99.99998474121094,-99.9988784790039
2019-09-04,100.0,42.27901840209961,-99.99991607666016
2019-09-05,-66.07190704345703,-40.00624465942383,-99.99419403076172
2019-09-06,100.0,100.0,-100.0
2019-09-09,100.0,-99.96114349365234,-99.99935913085938
2019-09-10,100.0,-100.0,-99.99140167236328
2019-09-11,99.99957275390625,-99.9999771118164,-99.9898681640625
2019-09-12,100.0,-99.73458862304688,-99.99999237060547
2019-09-13,99.9766616821289,-100.0,-100.0
2019-09-16,100.0,-100.0,-99.9998779296875
2019-09-17,100.0,99.99983215332031,-100.0
2019-09-18,100.0,-99.99995422363281,-100.0
2019-09-19,99.98340606689453,-99.99998474121094,-100.0
2019-09-20,100.0,-99.99982452392578,-100.0
2019-09-23,100.0,-99.9931640625,-100.0
2019-09-24,94.23876953125,-73.02105712890625,-99.99935913085938
2019-09-25,-99.32962799072266,100.0,-99.99838256835938
2019-09-26,99.99856567382812,100.0,-100.0
2019-09-27,100.0,-100.0,-100.0
2019-09-30,100.0,-99.70610809326172,-100.0
2019-10-01,68.46141815185547,-98.68803405761719,-99.99999237060547
2019-10-02,96.352294921875,-100.0,-99.1070785522461
2019-10-03,99.9999771118164,-100.0,-98.99226379394531
2019-10-04,-99.91521453857422,99.98538208007812,-99.86736297607422
2019-10-07,100.0,100.0,-100.0
2019-10-08,99.99938201904297,91.59638977050781,-99.99947357177734
2019-10-09,99.99972534179688,-99.9976806640625,99.9999771118164
2019-10-10,77.17268371582031,-82.99510192871094,99.60426330566406
2019-10-11,99.99663543701172,-99.94966125488281,-99.65000915527344
2019-10-14,99.9999771118164,-99.99940490722656,-99.65838623046875
2019-10-15,-99.99979400634766,-64.44109344482422,-99.9350814819336
2019-10-16,100.0,100.0,-100.0
2019-10-17,100.0,99.79981231689453,-53.052391052246094
2019-10-18,99.61605072021484,-99.99988555908203,-100.0
2019-10-21,-99.99998474121094,-100.0,-89.71229553222656
2019-10-22,100.0,100.0,-100.0
2019-10-23,-97.51808166503906,-99.99459838867188,97.10040283203125
2019-10-24,100.0,100.0,-100.0
2019-10-25,100.0,-61.580997467041016,-99.99952697753906
2019-10-28,100.0,-99.26827239990234,-99.99933624267578
2019-10-29,100.0,-96.04154968261719,-99.99998474121094
2019-10-30,59.3750114440918,97.09188842773438,-99.96298217773438
2019-10-31,99.9999771118164,96.44906616210938,-99.98849487304688
2019-11-01,100.0,-99.02645111083984,-100.0
2019-11-04,100.0,-100.0,-99.99998474121094
2019-11-05,-93.06524658203125,-99.99922180175781,-100.0
2019-11-06,100.0,100.0,-100.0
2019-11-07,99.9989242553711,99.99978637695312,-100.0
2019-11-08,-99.14459228515625,-100.0,-100.0
2019-11-11,100.0,100.0,-100.0
2019-11-12,100.0,-99.997314453125,-100.0
2019-11-13,100.0,-100.0,-100.0
2019-11-14,-100.0,-100.0,-99.8639907836914
2019-11-15,100.0,100.0,-100.0
2019-11-18,100.0,57.04724884033203,-98.3399429321289
2019-11-19,-65.90071868896484,-83.69058990478516,-99.61299133300781
2019-11-20,100.0,100.0,-100.0
2019-11-21,100.0,-99.99954986572266,3.3191680908203125
2019-11-22,-80.6297836303711,-99.99712371826172,28.02393341064453
2019-11-25,100.0,100.0,-100.0
2019-11-26,100.0,-99.99978637695312,-84.6436767578125
2019-11-27,72.63777160644531,-100.0,-91.0606689453125
2019-11-28,100.0,-99.9996109008789,-81.48668670654297
2019-11-29,-99.99974060058594,-99.99980926513672,-63.809478759765625
2019-12-02,100.0,100.0,-100.0
2019-12-03,-67.36756896972656,-100.0,-98.64391326904297
2019-12-04,100.0,100.0,-100.0
2019-12-05,-99.98429107666016,-76.4911117553711,-96.23208618164062
2019-12-06,100.0,100.0,-100.0
2019-12-09,-91.04574584960938,63.419578552246094,-99.15475463867188
2019-12-10,-88.40324401855469,92.47759246826172,-100.0
2019-12-11,99.9726791381836,-78.53860473632812,-100.0
2019-12-12,99.98774719238281,-99.89332580566406,-100.0
2019-12-13,-100.0,-99.99884796142578,-99.956298828125
2019-12-16,100.0,100.0,-100.0
2019-12-17,-99.14862823486328,79.49002838134766,-83.05805969238281
2019-12-18,-84.7051773071289,100.0,-100.0
2019-12-19,99.99945068359375,-99.99452209472656,99.99085998535156
2019-12-20,99.99635314941406,-99.99982452392578,-99.99080657958984
2019-12-23,-100.0,-100.0,-97.77096557617188
2019-12-24,100.0,100.0,-100.0
2019-12-25,100.0,-20.067142486572266,-100.0
2019-12-26,100.0,99.86493682861328,-100.0
2019-12-27,-99.99995422363281,-99.38319396972656,-100.0
2019-12-30,100.0,100.0,-100.0
2019-12-31,100.0,99.97787475585938,-100.0
2020-01-02,100.0,-100.0,-100.0
2020-01-03,100.0,-99.85163116455078,-99.7757339477539
2020-01-06,99.99993896484375,94.88780212402344,-99.98612213134766
2020-01-07,100.0,-100.0,-99.99974060058594
2020-01-08,99.99609375,-100.0,-99.7538833618164
2020-01-09,99.80606842041016,99.91898345947266,-99.99397277832031
2020-01-10,88.02117919921875,-99.9999771118164,-99.95130920410156
2020-01-13,100.0,99.99906921386719,-98.85724639892578
2020-01-14,91.52685546875,-48.87755584716797,-99.86338806152344
2020-01-15,-32.66804885864258,-45.804203033447266,-99.91510009765625
2020-01-16,100.0,100.0,-100.0
2020-01-17,99.9998550415039,99.9500503540039,-99.99968719482422
2020-01-20,100.0,-100.0,99.99711608886719
2020-01-21,50.81846618652344,-99.97244262695312,26.159990310668945
2020-01-22,99.99930572509766,-55.47700500488281,83.75489807128906
2020-01-30,-55.50571823120117,-100.0,-37.882320404052734
2020-01-31,100.0,100.0,-100.0
2020-02-03,100.0,-100.0,-99.99633026123047
2020-02-04,99.34800720214844,-86.37516784667969,-95.45269775390625
2020-02-05,-99.9752426147461,-100.0,-87.2023696899414
2020-02-06,100.0,100.0,-100.0
2020-02-07,100.0,-99.88179779052734,-82.03732299804688
2020-02-10,100.0,-99.9710693359375,-54.097103118896484
2020-02-11,99.9999771118164,-100.0,87.36203002929688
2020-02-12,-99.9874038696289,-99.7389144897461,58.26776123046875
2020-02-13,100.0,100.0,-100.0
2020-02-14,99.27227783203125,-96.34711456298828,-4.010957717895508
2020-02-17,99.99995422363281,-99.9996109008789,90.67533111572266
2020-02-18,99.7752685546875,-99.9908447265625,-95.83411407470703
2020-02-19,99.53784942626953,-99.99984741210938,-97.27130126953125
2020-02-20,99.99993133544922,-99.99639129638672,-96.5670166015625
2020-02-21,100.0,-99.99600982666016,-89.98448944091797
2020-02-24,-99.99998474121094,-99.99972534179688,56.12747573852539
2020-02-25,100.0,100.0,-100.0
2020-02-26,99.9999771118164,-99.99968719482422,-99.884521484375
2020-02-27,96.6971664428711,-99.99999237060547,-99.86434936523438
2020-02-28,-99.9996337890625,-100.0,-99.31934356689453
2020-03-02,100.0,100.0,-100.0
2020-03-03,100.0,-99.99801635742188,-100.0
2020-03-04,-87.76863098144531,-100.0,-99.60748291015625
2020-03-05,100.0,100.0,-100.0
2020-03-06,-97.53010559082031,99.99930572509766,99.97734069824219
2020-03-09,99.9999771118164,99.84648132324219,-99.43563842773438
2020-03-10,99.99363708496094,-99.9961166381836,-69.47461700439453
2020-03-11,-96.10739135742188,-97.19253540039062,-1.1895179748535156
2020-03-12,100.0,100.0,-100.0
2020-03-13,100.0,-100.0,-99.77615356445312
2020-03-16,100.0,-99.96568298339844,-84.28340911865234
2020-03-17,-99.9188232421875,-99.97472381591797,-49.47652816772461
2020-03-18,100.0,100.0,-100.0
2020-03-19,-66.169677734375,-99.60234832763672,-97.50184631347656
2020-03-20,-99.99977111816406,100.0,-100.0
2020-03-23,89.49141693115234,100.0,-100.0
2020-03-24,99.94971466064453,-99.9693832397461,-99.56985473632812
2020-03-25,9.23668098449707,-90.56817626953125,-89.40242767333984
2020-03-26,99.9977798461914,-99.70765686035156,-100.0
2020-03-27,100.0,-99.99958038330078,43.004310607910156
2020-03-30,99.99998474121094,-99.99990844726562,10.189652442932129
2020-03-31,-8.671575546264648,-99.99845123291016,23.95370101928711
2020-04-01,99.98202514648438,-99.9897232055664,-99.99932861328125
2020-04-03,99.9999771118164,-99.99943542480469,-30.847131729125977
2020-04-06,99.99726104736328,96.67012786865234,-72.07086944580078
2020-04-07,99.98583984375,-99.88200378417969,26.32257843017578
2020-04-08,99.99995422363281,-99.99998474121094,78.20706176757812
2020-04-09,99.99065399169922,-97.65522766113281,37.019493103027344
2020-04-10,100.0,-71.67485046386719,-60.256587982177734
2020-04-13,98.34086608886719,-98.23516845703125,-62.06560134887695
2020-04-14,99.99425506591797,97.24695587158203,-95.30011749267578
2020-04-15,100.0,-38.37777328491211,-99.99649047851562
2020-04-16,100.0,97.01509094238281,-99.98505401611328
2020-04-17,100.0,-98.91566467285156,-99.99949645996094
2020-04-20,100.0,-99.99998474121094,-99.99891662597656
2020-04-21,100.0,-100.0,-100.0
2020-04-22,99.99491882324219,-93.7562255859375,-99.99979400634766
2020-04-23,100.0,-43.77162551879883,-99.99999237060547
2020-04-24,100.0,99.93345642089844,-99.9996566772461
2020-04-27,99.99991607666016,94.74551391601562,-99.9999771118164
2020-04-28,100.0,-99.9996566772461,-99.99437713623047
2020-04-29,99.94473266601562,99.99982452392578,-87.50125885009766
2020-05-04,100.0,100.0,-99.99999237060547
2020-05-05,100.0,29.4196720123291,-99.91890716552734
2020-05-06,99.87943267822266,-100.0,-99.99979400634766
2020-05-07,99.97444152832031,-79.73880004882812,-99.99988555908203
2020-05-08,99.99215698242188,99.89950561523438,-99.99927520751953
2020-05-11,-99.99996185302734,-100.0,-99.93222045898438
2020-05-12,100.0,100.0,-100.0
2020-05-13,100.0,-100.0,-100.0
2020-05-14,99.99909210205078,98.38928985595703,-99.99999237060547
2020-05-15,97.76983642578125,49.914432525634766,-99.99581909179688
2020-05-18,99.81621551513672,-99.99999237060547,-99.9999008178711
2020-05-19,99.67784881591797,-97.70541381835938,-100.0
2020-05-20,100.0,-99.91084289550781,-99.99994659423828
2020-05-21,100.0,-100.0,-99.9999771118164
2020-05-22,99.22029876708984,-100.0,-99.99980926513672
2020-05-25,99.99987030029297,-99.92865753173828,-99.99933624267578
2020-05-26,99.30538940429688,99.97425079345703,-99.99983978271484
2020-05-27,100.0,-97.33397674560547,-99.48641967773438
2020-05-28,-99.99913787841797,-2.2691667079925537,-99.99352264404297
2020-05-29,100.0,100.0,-100.0
2020-06-01,56.953285217285156,96.96991729736328,-100.0
2020-06-02,91.95940399169922,-99.98896789550781,100.0
2020-06-03,100.0,-100.0,-99.42745971679688
2020-06-04,100.0,-100.0,-99.84701538085938
2020-06-05,-100.0,-82.41580963134766,-99.98129272460938
2020-06-08,100.0,100.0,-100.0
2020-06-09,100.0,99.95560455322266,-99.99740600585938
2020-06-10,84.70823669433594,98.77406311035156,99.78194427490234
2020-06-11,-99.99999237060547,-100.0,-99.64734649658203
2020-06-12,100.0,100.0,-100.0
2020-06-15,23.143661499023438,59.3369255065918,45.579933166503906
2020-06-16,94.91810607910156,99.9998550415039,-99.99761962890625
2020-06-17,81.8759536743164,-99.94995880126953,-70.19963836669922
2020-06-18,-99.28849029541016,-99.99913787841797,-81.27884674072266
2020-06-19,100.0,100.0,-100.0
2020-06-22,-97.38724517822266,-96.7267074584961,-88.59039306640625
2020-06-23,100.0,100.0,-100.0
2020-06-24,-18.119966506958008,-100.0,100.0
2020-06-25,99.99995422363281,100.0,-100.0
2020-06-26,-99.99968719482422,-99.99996185302734,-97.12962341308594
2020-06-29,100.0,100.0,-100.0
2020-06-30,99.9999771118164,-99.83940124511719,75.81681823730469
2020-07-01,100.0,-99.98985290527344,19.287443161010742
2020-07-02,99.9999771118164,-99.61622619628906,59.21330261230469
2020-07-03,99.99516296386719,-99.95755004882812,60.92646026611328
2020-07-06,99.9947280883789,-32.85562515258789,-76.89478302001953
2020-07-07,100.0,-99.99982452392578,-98.22477722167969
2020-07-08,100.0,-99.68509674072266,-99.47640228271484
2020-07-09,99.99978637695312,-99.99983978271484,-99.89892578125
2020-07-10,-19.068967819213867,-100.0,-99.71772766113281
2020-07-13,100.0,100.0,-100.0
2020-07-14,-99.99979400634766,99.99894714355469,-99.99999237060547
2020-07-15,99.99995422363281,100.0,-100.0
2020-07-16,100.0,-99.9915542602539,-100.0
2020-07-17,99.87593078613281,-97.98795318603516,-99.99999237060547
2020-07-20,-99.73881530761719,-100.0,-99.99119567871094
2020-07-21,100.0,100.0,-100.0
2020-07-22,99.74138641357422,-99.99906158447266,-88.34305572509766
2020-07-23,-99.4481430053711,-99.99983978271484,-99.83136749267578
2020-07-24,100.0,100.0,-100.0
2020-07-27,100.0,-99.97915649414062,-97.88850402832031
2020-07-28,-93.5086669921875,-99.9986801147461,-89.95257568359375
2020-07-29,100.0,100.0,-100.0
2020-07-30,100.0,-99.99995422363281,-65.48662567138672
2020-07-31,100.0,-99.99992370605469,-51.60586929321289
2020-08-03,100.0,-99.96200561523438,67.49925231933594
2020-08-04,99.97329711914062,-99.25382232666016,-81.41155242919922
2020-08-05,-99.08158874511719,99.9999771118164,-94.76689910888672
2020-08-06,100.0,100.0,-100.0
2020-08-07,99.99900817871094,-9.645259857177734,-100.0
2020-08-10,99.99982452392578,-98.85384368896484,-99.06790924072266
2020-08-11,9.074592590332031,-99.99983978271484,100.0
2020-08-12,99.99946594238281,98.27027130126953,-100.0
2020-08-13,100.0,84.88593292236328,-99.98889923095703
2020-08-14,-99.97161102294922,-99.99951934814453,-99.98367309570312
2020-08-17,100.0,100.0,-100.0
2020-08-18,10.023153305053711,-99.90934753417969,-100.0
2020-08-19,100.0,100.0,-100.0
2020-08-20,100.0,-99.8022232055664,99.99993133544922
2020-08-21,39.92919921875,-99.97870635986328,-99.99605560302734
2020-08-24,99.99345397949219,-99.99992370605469,-100.0
2020-08-25,99.9959487915039,95.69430541992188,-100.0
2020-08-26,99.88276672363281,71.34168243408203,-99.99983978271484
2020-08-27,-99.99906158447266,-99.8427734375,-99.78750610351562
2020-08-28,100.0,100.0,-100.0
2020-08-31,100.0,-100.0,-100.0
2020-09-01,99.99791717529297,-100.0,-100.0
2020-09-03,100.0,-99.99982452392578,-99.99999237060547
2020-09-04,-97.99032592773438,-99.99998474121094,-100.0
2020-09-07,100.0,100.0,-100.0
2020-09-08,-45.22666931152344,-100.0,-100.0
2020-09-09,100.0,100.0,-100.0
2020-09-10,100.0,-99.98060607910156,-100.0
2020-09-11,-87.4398422241211,-99.74390411376953,-99.88905334472656
2020-09-14,100.0,100.0,-100.0
2020-09-15,-99.99999237060547,-99.99992370605469,-100.0
2020-09-16,100.0,100.0,-100.0
2020-09-17,88.68936157226562,-100.0,-100.0
2020-09-18,99.97954559326172,-100.0,-99.99998474121094
2020-09-21,99.99959564208984,-99.98390197753906,-99.9976577758789
2020-09-22,99.98843383789062,-100.0,-99.99967193603516
2020-09-23,100.0,-99.43710327148438,-99.99998474121094
2020-09-24,100.0,99.91338348388672,-99.99996185302734
2020-09-25,-41.43050765991211,-29.20217514038086,-99.94096374511719
2020-09-28,100.0,100.0,-100.0
2020-09-29,99.9989013671875,-100.0,-99.89354705810547
2020-09-30,99.67693328857422,-99.99999237060547,-99.89140319824219
2020-10-01,72.17972564697266,-63.059051513671875,-99.9984359741211
2020-10-02,-97.6187744140625,27.497339248657227,-99.80042266845703
2020-10-05,100.0,100.0,-100.0
2020-10-06,98.71648406982422,-99.99999237060547,-87.08305358886719
2020-10-07,5.893731117248535,-99.94879150390625,-99.92525482177734
2020-10-08,-100.0,-99.98262786865234,-100.0
2020-10-09,100.0,100.0,-100.0
2020-10-12,100.0,-16.669464111328125,-100.0
2020-10-13,-99.9947509765625,-99.99998474121094,-99.99979400634766
2020-10-14,100.0,100.0,-100.0
2020-10-15,99.48656463623047,-12.374216079711914,-100.0
2020-10-16,99.99980926513672,-100.0,-100.0
2020-10-19,100.0,-97.79576110839844,-100.0
2020-10-20,-99.99189758300781,-100.0,-99.99952697753906
2020-10-21,100.0,100.0,-100.0
2020-10-22,99.99998474121094,-100.0,-100.0
2020-10-23,99.43515014648438,-99.99844360351562,-100.0
2020-10-26,99.98121643066406,99.80123901367188,-100.0
2020-10-27,-100.0,66.48614501953125,-99.28363037109375
2020-10-28,100.0,100.0,-100.0
2020-10-29,98.7833251953125,-100.0,-12.95497989654541
2020-10-30,100.0,-99.99999237060547,-99.94099426269531
2020-11-02,86.98811340332031,-99.99696350097656,-99.77017974853516
2020-11-03,98.36785888671875,98.24806213378906,-99.9870376586914
2020-11-04,100.0,98.19304656982422,-99.9991455078125
2020-11-05,-100.0,-99.97579956054688,-99.99834442138672
2020-11-06,100.0,100.0,-100.0
2020-11-09,99.99995422363281,-82.29315948486328,-70.90501403808594
2020-11-10,99.57533264160156,99.96572875976562,-99.99864196777344
2020-11-11,100.0,100.0,-99.99500274658203
2020-11-12,-99.99992370605469,-100.0,-99.99805450439453
2020-11-13,100.0,100.0,-100.0
2020-11-16,99.96903228759766,-100.0,-100.0
2020-11-17,97.63505554199219,-100.0,-99.99581909179688
2020-11-18,100.0,-99.88306427001953,-99.9999771118164
2020-11-19,99.70574188232422,-100.0,-100.0
2020-11-20,99.99707794189453,-100.0,-100.0
2020-11-23,100.0,-99.9891128540039,-99.94168090820312
2020-11-24,100.0,-100.0,-99.50236511230469
2020-11-25,100.0,-100.0,-100.0
2020-11-26,100.0,-100.0,-100.0
2020-11-27,100.0,-100.0,-100.0
