,date,account_value
0,2019-01-02,10000.0
1,2019-01-03,9865.1017
2,2019-01-04,9897.1352
3,2019-01-07,9933.1512
4,2019-01-08,9777.15673
5,2019-01-09,9935.665730000002
6,2019-01-10,10001.653730000002
7,2019-01-11,9902.320730000001
8,2019-01-14,9831.63973
9,2019-01-15,9861.539730000002
10,2019-01-16,9894.533730000003
11,2019-01-17,9743.187730000001
12,2019-01-18,9824.476730000002
13,2019-01-21,10036.24673
14,2019-01-22,10040.315730000002
15,2019-01-23,10281.361730000002
16,2019-01-24,10252.08573
17,2019-01-25,10248.640730000003
18,2019-01-28,10244.922730000002
19,2019-01-29,10203.790730000002
20,2019-01-30,10004.500730000002
21,2019-01-31,9807.082730000002
22,2019-02-01,9748.530730000002
23,2019-02-11,10266.437730000001
24,2019-02-12,10414.065730000002
25,2019-02-13,10722.945730000001
26,2019-02-14,10730.108730000002
27,2019-02-15,10877.736730000002
28,2019-02-18,11029.082730000002
29,2019-02-19,10840.049730000002
30,2019-02-20,10980.163730000002
31,2019-02-21,11120.628730000002
32,2019-02-22,11400.93473
33,2019-02-25,11554.750730000002
34,2019-02-26,11458.862730000003
35,2019-02-27,11406.849730000002
36,2019-02-28,11110.345730000001
37,2019-03-01,11358.554730000002
38,2019-03-04,11659.48590645337
39,2019-03-05,11565.927123561434
40,2019-03-06,11545.192987190583
41,2019-03-07,11308.133296303133
42,2019-03-08,11240.163550819734
43,2019-03-11,11191.418114448885
44,2019-03-12,11224.202423561432
45,2019-03-13,11379.097296303133
46,2019-03-14,11361.639041786531
47,2019-03-15,10700.88560541568
48,2019-03-18,10673.906732673982
49,2019-03-19,10669.598423561432
50,2019-03-20,10795.565296303133
51,2019-03-21,10673.044678078035
52,2019-03-22,10664.838114448885
53,2019-03-25,10470.901496223787
54,2019-03-26,10528.295686157304
55,2019-03-27,10745.156396072465
56,2019-03-28,10756.283556411821
57,2019-03-29,10683.686266326982
58,2019-04-01,10611.740908987627
59,2019-04-02,10650.733069326983
60,2019-04-03,10652.883779242144
61,2019-04-04,10749.222489157302
62,2019-04-05,10778.634779242144
63,2019-04-08,10747.071779242142
64,2019-04-09,10652.883779242144
65,2019-04-10,10598.836649496661
66,2019-04-11,10596.685939581499
67,2019-04-12,10630.39964949666
68,2019-04-16,10529.751783697193
69,2019-04-17,10480.213783697192
70,2019-04-18,10380.610783697191
71,2019-04-19,10480.213783697192
72,2019-04-22,10562.952783697192
73,2019-04-23,10579.816783697192
74,2019-04-24,11060.967783697191
75,2019-04-25,10977.701783697192
76,2019-04-26,11143.706783697191
77,2019-05-02,11276.510783697191
78,2019-05-03,11326.048783697192
79,2019-05-06,11094.16878369719
80,2019-05-07,11110.505783697192
81,2019-05-08,10994.565783697191
82,2019-05-09,10911.299783697192
83,2019-05-10,10894.96278369719
84,2019-05-13,10629.354783697192
85,2019-05-14,10745.29478369719
86,2019-05-15,10745.29478369719
87,2019-05-16,10712.093783697192
88,2019-05-17,10695.756783697192
89,2019-05-20,10878.09878369719
90,2019-05-21,10911.299783697192
91,2019-05-22,10944.50078369719
92,2019-05-23,10861.761783697191
93,2019-05-24,10662.555783697191
94,2019-05-27,10678.892783697192
95,2019-05-28,10629.354783697192
96,2019-05-29,10778.495783697193
97,2019-05-30,10613.017783697192
98,2019-05-31,10646.218783697192
99,2019-06-03,10447.012783697191
100,2019-06-04,10477.051783697192
101,2019-06-05,10274.806390415943
102,2019-06-06,9821.821784245289
103,2019-06-07,9933.364961643969
104,2019-06-10,9915.45677402953
105,2019-06-11,9955.442265439135
106,2019-06-12,9996.98308362761
107,2019-06-13,9953.622851358325
108,2019-06-14,9933.298520784288
109,2019-06-17,9717.918977151783
110,2019-06-18,9967.620182649523
111,2019-06-19,10308.561137887866
112,2019-06-20,10206.035627977282
113,2019-06-21,10247.58814616576
114,2019-06-24,10104.027878740224
115,2019-06-25,9996.98308362761
116,2019-06-26,9909.358762048634
117,2019-06-27,9757.663781259447
118,2019-06-28,10160.867681627185
119,2019-07-01,9952.718994317918
120,2019-07-02,9781.603539995105
121,2019-07-03,9589.259898057848
122,2019-07-04,9654.752174981983
123,2019-07-05,9653.848317941576
124,2019-07-08,9420.85601485625
125,2019-07-09,9250.126656900318
126,2019-07-10,9251.93437098113
127,2019-07-11,9337.750978479296
128,2019-07-12,9484.022817026049
129,2019-07-15,9292.583032129198
130,2019-07-16,9357.171452012926
131,2019-07-17,9253.742085061938
132,2019-07-18,9084.434344819932
133,2019-07-19,8939.066363313588
134,2019-07-22,8999.135497995287
135,2019-07-23,9401.435541322619
136,2019-07-24,9335.039407358081
137,2019-07-25,9692.171504335314
138,2019-07-26,9754.952210138232
139,2019-07-29,9560.800854120165
140,2019-07-30,9304.772649339588
141,2019-07-31,9746.817496774585
142,2019-08-01,9764.430256227404
143,2019-08-02,9702.553407464893
144,2019-08-05,9572.990471330553
145,2019-08-06,9403.682731088551
146,2019-08-07,9550.858426675706
147,2019-08-08,10060.20326511565
148,2019-08-09,9973.482800577074
149,2019-08-12,10185.246916047961
150,2019-08-13,10118.850782083424
151,2019-08-14,10117.946925043017
152,2019-08-15,10037.167363420398
153,2019-08-16,9951.350755922227
154,2019-08-19,9950.446898881823
155,2019-08-20,9887.666193078907
156,2019-08-21,10014.131461725146
157,2019-08-22,9951.350755922227
158,2019-08-23,10107.178925546557
159,2019-08-26,9850.246863725572
160,2019-08-27,9678.613648729235
161,2019-08-28,9613.639132478625
162,2019-08-29,9571.182757249742
163,2019-08-30,9593.31480190459
164,2019-09-03,9356.707070657641
165,2019-09-04,9334.575026002794
166,2019-09-05,9377.031401231676
167,2019-09-06,9249.662275545032
168,2019-09-09,9164.363428720386
169,2019-09-10,9205.91594690886
170,2019-09-11,9523.30323977843
171,2019-09-12,9738.795289984193
172,2019-09-13,9760.433477598635
173,2019-09-16,9782.071665213076
174,2019-09-17,9803.709852827516
175,2019-09-18,9933.011217840638
176,2019-09-19,9911.373030226197
177,2019-09-20,9782.071665213076
178,2019-09-23,9501.302986898867
179,2019-09-24,9566.217549742189
180,2019-09-25,9458.026611669984
181,2019-09-26,9609.49392497107
182,2019-09-27,9566.217549742189
183,2019-09-30,9479.664799284426
184,2019-10-01,9458.026611669984
185,2019-10-02,9393.639809500184
