date,HPG,VIC,FPT
2019-07-05,-100.0,-100.0,100.0
2019-07-08,-99.99998474121094,-100.0,99.9989013671875
2019-07-09,-99.806884765625,99.99268341064453,-99.99610900878906
2019-07-10,-99.63081359863281,96.01873016357422,-99.60147094726562
2019-07-11,-99.94608306884766,26.21331214904785,26.780532836914062
2019-07-12,-99.93766021728516,51.16155242919922,-79.67415618896484
2019-07-15,-99.88890075683594,-46.415740966796875,-99.99835205078125
2019-07-16,-100.0,-100.0,100.0
2019-07-17,-100.0,-100.0,100.0
2019-07-18,-99.99999237060547,-100.0,100.0
2019-07-19,-99.96612548828125,99.83544158935547,-99.99958038330078
2019-07-22,-99.50042724609375,66.85737609863281,-99.97268676757812
2019-07-23,-99.955810546875,-79.46061706542969,-99.98495483398438
2019-07-24,-100.0,-100.0,100.0
2019-07-25,-100.0,-100.0,100.0
2019-07-26,-100.0,-100.0,99.7414321899414
2019-07-29,-99.66622924804688,99.94902801513672,-99.9991683959961
2019-07-30,-99.94172668457031,99.99966430664062,-99.54362487792969
2019-07-31,-99.94499969482422,99.33424377441406,-89.79133605957031
2019-08-01,-99.9154052734375,-30.85174560546875,-94.07720184326172
2019-08-02,-100.0,-100.0,100.0
2019-08-05,-100.0,-100.0,100.0
2019-08-06,-100.0,-100.0,-99.316650390625
2019-08-07,-100.0,-100.0,100.0
2019-08-08,-100.0,-100.0,-99.99996185302734
2019-08-09,-100.0,-100.0,100.0
2019-08-12,-100.0,-100.0,100.0
2019-08-13,-99.15205383300781,-67.27749633789062,-100.0
2019-08-14,-100.0,-100.0,100.0
2019-08-15,-99.73424530029297,-18.43444061279297,-99.99998474121094
2019-08-16,-100.0,-100.0,100.0
2019-08-19,-99.60543060302734,99.99308776855469,-99.99998474121094
2019-08-20,-99.5435791015625,70.46983337402344,-99.99999237060547
2019-08-21,-99.83374786376953,-27.18982696533203,-99.96894836425781
2019-08-22,-100.0,-100.0,100.0
2019-08-23,-100.0,-100.0,100.0
2019-08-26,-99.99999237060547,-100.0,99.9937744140625
2019-08-27,-99.18326568603516,99.99974822998047,-99.99913024902344
2019-08-28,-99.5747299194336,99.99949645996094,93.57403564453125
2019-08-29,-99.76084899902344,99.99976348876953,-99.67937469482422
2019-08-30,-99.92532348632812,98.2840576171875,-99.94957733154297
2019-09-03,-99.96964263916016,13.735175132751465,64.37899780273438
2019-09-04,-99.96415710449219,15.878093719482422,-63.618064880371094
2019-09-05,-99.84925079345703,41.13917541503906,11.55252456665039
2019-09-06,-99.8543472290039,23.33490753173828,-90.30770874023438
2019-09-09,-99.9867172241211,50.251651763916016,65.48553466796875
2019-09-10,-99.99705505371094,29.084836959838867,-63.36223602294922
2019-09-11,-99.99388122558594,55.685543060302734,12.280774116516113
2019-09-12,-99.99009704589844,-77.13490295410156,-22.547245025634766
2019-09-13,-100.0,-100.0,100.0
2019-09-16,-100.0,-100.0,100.0
2019-09-17,-99.99996948242188,-99.99993133544922,100.0
2019-09-18,-99.71146392822266,95.0535659790039,-99.99883270263672
2019-09-19,-99.89265441894531,-22.700023651123047,-99.90577697753906
2019-09-20,-100.0,-100.0,99.99987030029297
2019-09-23,-100.0,-100.0,100.0
2019-09-24,-99.68939208984375,99.99945068359375,-99.96598052978516
2019-09-25,-99.95195007324219,99.79338836669922,-99.407470703125
2019-09-26,-99.91765594482422,54.97140884399414,-96.54378509521484
2019-09-27,-99.97591400146484,-39.462425231933594,99.99620819091797
2019-09-30,-99.93516540527344,96.86531829833984,-99.6823501586914
2019-10-01,-99.9850082397461,5.216884613037109,78.05266571044922
2019-10-02,-99.9663314819336,0.9579658508300781,-92.44572448730469
2019-10-03,-99.93843841552734,69.77689361572266,48.29523468017578
2019-10-04,-99.82276153564453,48.096038818359375,-69.86394500732422
2019-10-07,-97.49922943115234,-99.916259765625,95.5738525390625
2019-10-08,-100.0,-100.0,100.0
2019-10-09,-99.99503326416016,-100.0,100.0
2019-10-10,-99.27102661132812,99.99990844726562,58.484195709228516
2019-10-11,-99.4439926147461,99.99067687988281,-99.99264526367188
2019-10-14,-99.98723602294922,99.92396545410156,99.9969253540039
2019-10-15,-99.9817886352539,99.9836654663086,-84.20889282226562
2019-10-16,-99.99573516845703,93.6056137084961,41.407310485839844
2019-10-17,-99.74581909179688,99.97840118408203,20.39736557006836
2019-10-18,-99.91930389404297,99.75379943847656,93.66188049316406
2019-10-21,-96.91549682617188,99.6755142211914,94.03054809570312
2019-10-22,78.99574279785156,99.99868774414062,95.20172882080078
2019-10-23,44.24739074707031,100.0,100.0
2019-10-24,-99.9986572265625,85.7070541381836,-44.051658630371094
2019-10-25,-99.99037170410156,-46.278011322021484,62.0508918762207
2019-10-28,-100.0,-100.0,99.99480438232422
2019-10-29,-100.0,-100.0,99.9998779296875
2019-10-30,-99.95482635498047,99.99726104736328,-99.89533996582031
2019-10-31,-99.98895263671875,99.73265075683594,-97.8615493774414
2019-11-01,-99.99398040771484,45.39112854003906,-99.99959564208984
2019-11-04,99.9994125366211,-99.54258728027344,99.99974060058594
2019-11-05,-100.0,-100.0,-100.0
2019-11-06,-100.0,-100.0,100.0
2019-11-07,-100.0,-100.0,100.0
2019-11-08,-99.99866485595703,-99.99932861328125,-100.0
2019-11-11,-100.0,-100.0,100.0
2019-11-12,-99.99964141845703,-99.98943328857422,99.95431518554688
2019-11-13,-99.8431625366211,92.57566833496094,-99.99978637695312
2019-11-14,-99.94195556640625,99.99925994873047,-39.25938415527344
2019-11-15,-99.87476348876953,89.16454315185547,99.99861907958984
2019-11-18,-88.16999816894531,-99.89839935302734,97.1670150756836
2019-11-19,-99.99895477294922,-100.0,100.0
2019-11-20,57.01734924316406,100.0,99.96604919433594
2019-11-21,99.00428009033203,100.0,100.0
2019-11-22,98.7354965209961,100.0,99.99993133544922
2019-11-25,94.82498168945312,100.0,99.9998550415039
2019-11-26,17.95929718017578,99.99800109863281,99.99991607666016
2019-11-27,-29.88202667236328,-99.98031616210938,99.99989318847656
2019-11-28,92.53785705566406,-99.79976654052734,44.65176010131836
2019-11-29,72.25108337402344,-65.67998504638672,-99.99889373779297
2019-12-02,-94.16488647460938,-100.0,100.0
2019-12-03,98.1603775024414,99.42982482910156,100.0
2019-12-04,81.95137786865234,100.0,100.0
2019-12-05,57.98232650756836,-44.49595642089844,-100.0
2019-12-06,-99.7036361694336,-100.0,100.0
2019-12-09,-59.84178161621094,99.01544189453125,29.449892044067383
2019-12-10,-88.15528869628906,99.96306610107422,99.98995971679688
2019-12-11,-99.95925903320312,-24.604337692260742,-98.0002212524414
2019-12-12,-99.99998474121094,-100.0,100.0
2019-12-13,-99.99919891357422,99.98240661621094,-47.69813919067383
2019-12-16,-99.99591827392578,100.0,100.0
2019-12-17,-92.35767364501953,99.9989242553711,99.72254180908203
2019-12-18,-65.51896667480469,99.98707580566406,-84.4401626586914
2019-12-19,-74.29740142822266,-99.99971008300781,22.072065353393555
2019-12-20,-99.99998474121094,-100.0,100.0
2019-12-23,-99.99031829833984,99.9736099243164,-93.65328216552734
2019-12-24,-99.83636474609375,-100.0,99.7526626586914
2019-12-25,-99.9964599609375,99.99046325683594,-99.73604583740234
2019-12-26,-99.98868560791016,99.20394134521484,-98.2943115234375
2019-12-27,-99.99292755126953,1.3477802276611328,94.21624755859375
2019-12-30,-99.99974060058594,-99.52387237548828,-99.82270050048828
2019-12-31,-100.0,-100.0,100.0
2020-01-02,-100.0,-100.0,100.0
2020-01-03,-99.99990844726562,-99.99128723144531,99.99627685546875
2020-01-06,-99.4454574584961,99.99974060058594,99.43216705322266
2020-01-07,-99.89955139160156,99.99205780029297,-98.97818756103516
2020-01-08,-99.36016845703125,99.99304962158203,30.709314346313477
2020-01-09,-99.62460327148438,99.99525451660156,99.47712707519531
2020-01-10,-99.6043472290039,99.98822021484375,30.67789077758789
2020-01-13,-99.12993621826172,99.99824523925781,99.77555084228516
2020-01-14,-98.37783813476562,99.98885345458984,-83.22821044921875
2020-01-15,-96.88008117675781,99.99897766113281,99.99616241455078
2020-01-16,-99.95791625976562,66.30474090576172,-64.6454086303711
2020-01-17,-99.98683166503906,-26.366966247558594,-40.81450653076172
2020-01-20,-99.99999237060547,-100.0,100.0
2020-01-21,-99.99998474121094,-100.0,100.0
2020-01-22,-94.02950286865234,-99.99810791015625,-96.01676177978516
2020-01-30,-99.8231201171875,-100.0,100.0
2020-01-31,99.62944793701172,-100.0,100.0
2020-02-03,99.99959564208984,100.0,99.15754699707031
2020-02-04,99.92086029052734,100.0,100.0
2020-02-05,98.64575958251953,99.99957275390625,100.0
2020-02-06,75.3379135131836,100.0,99.99906921386719
2020-02-07,13.633990287780762,100.0,99.88057708740234
2020-02-10,29.66609001159668,99.99699401855469,100.0
2020-02-11,-91.45490264892578,100.0,100.0
2020-02-12,-99.81303405761719,100.0,100.0
2020-02-13,-99.98085021972656,-99.88980102539062,-99.93707275390625
2020-02-14,-99.99993133544922,-100.0,16.951143264770508
2020-02-17,-99.99983215332031,-100.0,100.0
2020-02-18,-99.99942016601562,99.73201751708984,-23.082660675048828
2020-02-19,-99.99935150146484,99.94625091552734,37.39539337158203
2020-02-20,-99.999267578125,99.95614624023438,-73.9914321899414
2020-02-21,-99.97911071777344,99.99968719482422,99.28868103027344
2020-02-24,81.81101989746094,99.88739776611328,71.01913452148438
2020-02-25,-60.16122055053711,99.99851989746094,97.96914672851562
2020-02-26,-99.83418273925781,99.97775268554688,59.27436447143555
2020-02-27,-99.99314880371094,99.94988250732422,70.15461730957031
2020-02-28,-99.95472717285156,99.71546936035156,92.5797119140625
2020-03-02,-99.99071502685547,99.94515991210938,-61.80694580078125
2020-03-03,-99.99457550048828,96.73373413085938,-87.5138931274414
2020-03-04,-99.9781494140625,65.18156433105469,99.99699401855469
2020-03-05,-99.91673278808594,92.21827697753906,73.86124420166016
2020-03-06,-93.17206573486328,99.99756622314453,99.99856567382812
2020-03-09,99.98731994628906,99.84918975830078,99.99980926513672
2020-03-10,99.72100067138672,93.47908782958984,99.99635314941406
2020-03-11,99.80104064941406,99.98613739013672,-98.74396514892578
2020-03-12,99.992919921875,99.00027465820312,99.99623107910156
2020-03-13,99.95191192626953,-100.0,100.0
2020-03-16,-22.60860824584961,-100.0,100.0
2020-03-17,99.22987365722656,99.99989318847656,-54.183815002441406
2020-03-18,98.00654602050781,-97.4091567993164,-7.703036308288574
2020-03-19,-96.67391967773438,-100.0,99.98936462402344
2020-03-20,72.81327056884766,99.9998779296875,97.27149200439453
2020-03-23,98.88587951660156,100.0,99.9837875366211
2020-03-24,98.46070098876953,96.34942626953125,98.35546112060547
2020-03-25,71.14457702636719,100.0,95.09334564208984
2020-03-26,91.27555084228516,100.0,99.97129821777344
2020-03-27,93.95625305175781,-99.58465576171875,87.46592712402344
2020-03-30,98.59239959716797,99.99980926513672,-73.74562072753906
2020-03-31,98.85883331298828,100.0,98.68211364746094
2020-04-01,94.5435791015625,99.9998779296875,-91.6902847290039
2020-04-03,72.29920959472656,99.99650573730469,95.0532455444336
2020-04-06,-85.43978881835938,99.33991241455078,92.3155517578125
2020-04-07,-99.76235961914062,-92.78468322753906,-99.99645233154297
2020-04-08,-100.0,-100.0,100.0
2020-04-09,-99.99999237060547,-100.0,100.0
2020-04-10,-99.97509765625,-99.99797821044922,99.80818939208984
2020-04-13,-99.99088287353516,99.99964141845703,-16.661035537719727
2020-04-14,-99.99810791015625,99.96049499511719,30.360567092895508
2020-04-15,-99.96270751953125,99.91717529296875,-98.83895874023438
2020-04-16,-99.98299407958984,98.74309539794922,-53.912837982177734
2020-04-17,-99.98420715332031,65.98294830322266,-99.21720886230469
2020-04-20,-99.97933959960938,-63.48326873779297,90.96808624267578
2020-04-21,-100.0,-100.0,79.37240600585938
2020-04-22,-100.0,-100.0,99.01371002197266
2020-04-23,-99.67012023925781,98.41649627685547,-99.9921646118164
2020-04-24,-99.9190902709961,99.11558532714844,-93.61272430419922
2020-04-27,-99.75535583496094,47.41783142089844,-72.27762603759766
2020-04-28,-99.80048370361328,-21.05225372314453,-78.90708923339844
2020-04-29,-99.99999237060547,-100.0,100.0
2020-05-04,-100.0,-100.0,100.0
2020-05-05,-99.99888610839844,-100.0,48.99885559082031
2020-05-06,-99.97217559814453,99.63401794433594,-99.99388122558594
2020-05-07,-99.95701599121094,89.21858978271484,-99.06707763671875
2020-05-08,-99.7435302734375,-47.22063446044922,66.61836242675781
2020-05-11,-99.99990844726562,-99.99915313720703,100.0
2020-05-12,-99.99954223632812,-100.0,-99.99058532714844
2020-05-13,-100.0,-100.0,100.0
2020-05-14,-99.99930572509766,-100.0,-99.99620056152344
2020-05-15,-100.0,-100.0,100.0
2020-05-18,-99.99921417236328,97.78480529785156,-99.9998779296875
2020-05-19,-99.89903259277344,-81.1173324584961,-99.43971252441406
2020-05-20,-100.0,-100.0,100.0
2020-05-21,-100.0,-100.0,100.0
2020-05-22,-99.99633026123047,-99.03375244140625,-80.52165222167969
2020-05-25,-100.0,-100.0,-0.3205299377441406
2020-05-26,-100.0,-100.0,100.0
2020-05-27,-96.99605560302734,99.99980926513672,-99.96195983886719
2020-05-28,-99.63549041748047,99.9944839477539,-85.70021057128906
2020-05-29,-99.10629272460938,94.35356903076172,-71.62346649169922
2020-06-01,-99.67076110839844,18.326950073242188,-88.69633483886719
2020-06-02,-99.338623046875,26.599430084228516,-88.73892974853516
2020-06-03,-99.9244613647461,26.3949031829834,-65.61041259765625
2020-06-04,-99.86244201660156,18.30474090576172,-85.49571990966797
2020-06-05,-99.94325256347656,44.23379898071289,-21.405595779418945
2020-06-08,-99.96941375732422,25.064098358154297,-71.12176513671875
2020-06-09,-99.93253326416016,4.197216033935547,-49.8453369140625
2020-06-10,-99.92156982421875,55.88970184326172,-67.72900390625
2020-06-11,-51.028465270996094,99.99423217773438,-51.70512771606445
2020-06-12,-29.505247116088867,99.9778060913086,99.99998474121094
2020-06-15,59.37569046020508,-93.0794448852539,68.90921783447266
2020-06-16,-99.99291229248047,-100.0,62.63290786743164
2020-06-17,-99.98323059082031,-100.0,100.0
2020-06-18,95.52590942382812,100.0,99.99859619140625
2020-06-19,44.131587982177734,97.08146667480469,-86.69157409667969
2020-06-22,87.0553970336914,99.7629165649414,99.99928283691406
2020-06-23,-94.61827087402344,99.37442779541016,94.6451187133789
2020-06-24,-85.93276977539062,100.0,93.31462097167969
2020-06-25,79.61406707763672,-99.99805450439453,99.74484252929688
2020-06-26,-9.028678894042969,21.420787811279297,97.37317657470703
2020-06-29,99.47554779052734,100.0,99.99446868896484
2020-06-30,99.7842788696289,100.0,98.45392608642578
2020-07-01,97.39462280273438,99.97418212890625,100.0
2020-07-02,95.68627166748047,-99.99803161621094,-99.89895629882812
2020-07-03,-99.82926177978516,-100.0,100.0
2020-07-06,-75.0998306274414,69.84398651123047,71.91722106933594
2020-07-07,-99.96054077148438,-98.55216979980469,28.763151168823242
2020-07-08,-99.99272155761719,99.99551391601562,-61.12971496582031
2020-07-09,-99.99746704101562,99.8240966796875,-96.74855041503906
2020-07-10,-99.9923324584961,95.58995819091797,-66.27972412109375
2020-07-13,-99.9829330444336,-6.703287124633789,-70.13492584228516
2020-07-14,-99.99885559082031,-100.0,96.26893615722656
2020-07-15,-100.0,-100.0,100.0
2020-07-16,-99.9996109008789,99.99861907958984,99.97952270507812
2020-07-17,-99.88519287109375,99.98985290527344,-99.89859008789062
2020-07-20,-99.47528076171875,99.99618530273438,-9.709871292114258
2020-07-21,-99.64178466796875,99.98770141601562,99.95710754394531
2020-07-22,-96.26458740234375,99.96466827392578,71.08738708496094
2020-07-23,-97.5715103149414,99.93231201171875,68.95610046386719
2020-07-24,98.51934814453125,100.0,99.9888916015625
2020-07-27,99.99830627441406,100.0,99.99935913085938
2020-07-28,99.83594512939453,99.99745178222656,99.99041748046875
2020-07-29,99.98838806152344,-99.72227478027344,100.0
2020-07-30,96.44591522216797,100.0,99.18647766113281
2020-07-31,98.27236938476562,99.99700927734375,99.99955749511719
2020-08-03,-18.19689178466797,-99.19456481933594,-97.61649322509766
2020-08-04,-99.99993133544922,-100.0,100.0
2020-08-05,-99.99200439453125,91.5546875,99.99993133544922
2020-08-06,-99.96839904785156,99.99730682373047,11.208354949951172
2020-08-07,-99.97364044189453,99.99110412597656,-61.50331497192383
2020-08-10,-99.98854064941406,99.95963287353516,71.89724731445312
2020-08-11,-99.9858627319336,99.9513168334961,87.54374694824219
2020-08-12,-99.99534606933594,99.93849182128906,76.40851593017578
2020-08-13,-99.99606323242188,99.76036834716797,-46.771095275878906
2020-08-14,-99.99083709716797,98.89600372314453,58.074642181396484
2020-08-17,-99.99234008789062,99.0722427368164,76.50190734863281
2020-08-18,-99.97985076904297,98.99444580078125,-7.614463806152344
2020-08-19,-99.97348022460938,99.39005279541016,-88.19366455078125
2020-08-20,-99.9580307006836,19.354808807373047,-20.352088928222656
2020-08-21,-99.95455932617188,11.84380054473877,-99.98924255371094
2020-08-24,-99.90934753417969,-78.87155151367188,97.82876586914062
2020-08-25,-100.0,-100.0,99.90715789794922
2020-08-26,-99.7224349975586,73.3740005493164,-99.98554229736328
2020-08-27,-99.88868713378906,-98.35667419433594,-99.99627685546875
2020-08-28,-100.0,-100.0,100.0
2020-08-31,-100.0,-100.0,100.0
2020-09-01,-99.32349395751953,42.5919303894043,-99.99791717529297
2020-09-03,-99.99822998046875,-100.0,-72.16495513916016
2020-09-04,-100.0,-100.0,100.0
2020-09-07,-100.0,-100.0,24.786483764648438
2020-09-08,-99.99999237060547,-100.0,-100.0
2020-09-09,-100.0,-100.0,100.0
2020-09-10,-99.99998474121094,-100.0,99.91779327392578
2020-09-11,-98.28416442871094,99.99952697753906,-97.11518859863281
2020-09-14,-99.50544738769531,99.9517593383789,-15.493631362915039
2020-09-15,-99.94483184814453,97.55835723876953,-99.61842346191406
2020-09-16,-99.94747924804688,-37.777687072753906,-55.07680892944336
2020-09-17,-100.0,-100.0,80.63850402832031
2020-09-18,-100.0,-100.0,100.0
2020-09-21,-99.99555969238281,-99.98404693603516,99.98283386230469
2020-09-22,-99.89295959472656,93.35074615478516,-99.97407531738281
2020-09-23,-99.95439910888672,27.184879302978516,-94.23213958740234
2020-09-24,-99.99998474121094,-99.63441467285156,100.0
2020-09-25,-100.0,-100.0,100.0
2020-09-28,-99.8862533569336,99.71995544433594,-99.97871398925781
2020-09-29,-99.18634033203125,99.88484191894531,-25.767236709594727
2020-09-30,-97.56315612792969,99.98440551757812,-99.23124694824219
2020-10-01,-99.96977233886719,-23.451459884643555,-13.246381759643555
2020-10-02,-99.99990844726562,-100.0,100.0
2020-10-05,-100.0,-100.0,100.0
2020-10-06,-99.79215240478516,99.99818420410156,-99.47789001464844
2020-10-07,-99.81521606445312,99.94184112548828,88.67771911621094
2020-10-08,-99.95257568359375,84.10074615478516,-9.366911888122559
2020-10-09,-99.92225646972656,92.44446563720703,-68.98604583740234
2020-10-12,-99.96359252929688,-11.433320999145508,67.35284423828125
2020-10-13,-99.9706039428711,87.6214828491211,58.56897735595703
2020-10-14,-99.99323272705078,58.50923156738281,15.74195671081543
2020-10-15,-99.99537658691406,13.567960739135742,-89.7470474243164
2020-10-16,-99.99614715576172,-89.32060241699219,-35.88077926635742
2020-10-19,-100.0,-100.0,100.0
2020-10-20,-100.0,-100.0,99.97956848144531
2020-10-21,-98.48938751220703,-97.7343978881836,-99.99408721923828
2020-10-22,-100.0,-100.0,100.0
2020-10-23,-99.6515884399414,-91.98667907714844,-99.51155853271484
2020-10-26,-100.0,-100.0,100.0
2020-10-27,-99.9353256225586,99.99932861328125,-99.89094543457031
2020-10-28,-78.620849609375,99.9933090209961,-99.8981704711914
2020-10-29,-44.33854675292969,99.99979400634766,90.42046356201172
2020-10-30,-84.29785919189453,-82.03067779541016,43.2734489440918
2020-11-02,-100.0,-100.0,100.0
2020-11-03,-99.99998474121094,-100.0,100.0
2020-11-04,-99.82386779785156,99.96995544433594,-99.91124725341797
2020-11-05,-99.85533905029297,99.94303894042969,39.63432312011719
2020-11-06,-99.93061065673828,99.90255737304688,42.38356399536133
2020-11-09,-99.99797821044922,74.49190521240234,-16.660457611083984
2020-11-10,-99.99195098876953,88.088134765625,-45.332122802734375
2020-11-11,-99.99488067626953,69.83903503417969,-23.39398193359375
2020-11-12,-99.99378204345703,43.350303649902344,90.88948822021484
2020-11-13,-99.99584197998047,-31.43291473388672,-99.46516418457031
2020-11-16,-100.0,-100.0,100.0
2020-11-17,-100.0,-100.0,100.0
2020-11-18,-99.97039794921875,98.81074523925781,-99.98387908935547
2020-11-19,-99.56173706054688,-87.75009155273438,-98.94426727294922
2020-11-20,-100.0,-100.0,100.0
2020-11-23,-100.0,-100.0,100.0
2020-11-24,-99.69512939453125,-36.03711700439453,-99.99687957763672
2020-11-25,-100.0,-100.0,100.0
