date,FPT,HPG,REE
2019-01-02,38.4318962097168,20.56200408935547,99.9959716796875
2019-01-03,75.18306732177734,22.793270111083984,100.0
2019-01-04,40.880680084228516,30.96632957458496,-99.9991455078125
2019-01-07,92.89419555664062,92.28604125976562,-99.99998474121094
2019-01-08,10.917318344116211,94.74287414550781,-99.70050811767578
2019-01-09,-23.09817123413086,-66.9439697265625,99.99243927001953
2019-01-10,5.354881286621094,64.21446990966797,-100.0
2019-01-11,51.68754959106445,-2.0259976387023926,99.96007537841797
2019-01-14,70.35150146484375,-30.978906631469727,99.99987030029297
2019-01-15,49.040855407714844,41.46533203125,99.9886474609375
2019-01-16,96.95167541503906,-97.91217803955078,100.0
2019-01-17,49.12018585205078,-72.15422058105469,-99.99226379394531
2019-01-18,84.54265594482422,-30.243576049804688,99.99993133544922
2019-01-21,86.97776794433594,-95.28754425048828,-99.99742126464844
2019-01-22,96.9124526977539,-83.1454086303711,99.95503234863281
2019-01-23,40.46150588989258,-28.14242935180664,-84.0728759765625
2019-01-24,97.7386474609375,-67.4701919555664,-100.0
2019-01-25,56.495811462402344,-99.99810028076172,99.99989318847656
2019-01-28,72.85490417480469,-88.21971893310547,-100.0
2019-01-29,99.95685577392578,-92.4685287475586,28.425037384033203
2019-01-30,68.88215637207031,-96.12545776367188,-96.02436065673828
2019-01-31,6.888723373413086,-61.67799377441406,99.99957275390625
2019-02-01,27.82306671142578,-91.75345611572266,-100.0
2019-02-11,98.89097595214844,-41.11235809326172,-99.99595642089844
2019-02-12,1.1459708213806152,48.895965576171875,-99.99999237060547
2019-02-13,97.11933135986328,73.63972473144531,-100.0
2019-02-14,85.53974914550781,-93.52901458740234,100.0
2019-02-15,99.41448211669922,-87.31285858154297,-100.0
2019-02-18,99.82726287841797,62.23278045654297,100.0
2019-02-19,99.97257995605469,-94.325439453125,100.0
2019-02-20,61.70506286621094,-99.62832641601562,99.99982452392578
2019-02-21,99.98045349121094,76.14584350585938,100.0
2019-02-22,54.23736572265625,95.31433868408203,99.68824768066406
2019-02-25,99.58231353759766,-33.99348449707031,-100.0
2019-02-26,93.54014587402344,-94.98810577392578,99.99925994873047
2019-02-27,-2.7072131633758545,-66.41461944580078,99.72710418701172
2019-02-28,-89.01695251464844,14.35079574584961,99.98770141601562
2019-03-01,94.34757232666016,-86.76007080078125,-100.0
2019-03-04,-99.99835968017578,61.414573669433594,-93.78608703613281
2019-03-05,79.21533203125,-29.705692291259766,76.87858581542969
2019-03-06,-59.70252227783203,68.92356872558594,99.86262512207031
2019-03-07,4.291296005249023,26.11969757080078,98.4964599609375
2019-03-08,91.69145965576172,-66.8220443725586,-96.91680908203125
2019-03-11,88.5854721069336,-21.461374282836914,100.0
2019-03-12,55.22441864013672,70.37720489501953,-99.9994125366211
2019-03-13,96.62096405029297,-14.1892671585083,-99.99676513671875
2019-03-14,76.60787963867188,-76.06489562988281,-100.0
2019-03-15,72.20295715332031,-14.232170104980469,-99.99808502197266
2019-03-18,96.37200927734375,13.886690139770508,-99.99998474121094
2019-03-19,69.11759185791016,-11.627685546875,-99.99873352050781
2019-03-20,21.39632797241211,-45.53861618041992,-99.99996185302734
2019-03-21,71.23539733886719,-3.9789915084838867,100.0
2019-03-22,-10.615205764770508,-85.06158447265625,99.99998474121094
2019-03-25,89.01734161376953,88.85538482666016,99.9972915649414
2019-03-26,12.27530288696289,65.73248291015625,-100.0
2019-03-27,-21.780336380004883,-99.70693969726562,83.50408935546875
2019-03-28,73.88522338867188,90.51490020751953,99.99222564697266
2019-03-29,60.296485900878906,88.215087890625,-100.0
2019-04-01,-6.210404396057129,32.656551361083984,99.9998550415039
2019-04-02,33.05821228027344,81.65448760986328,-97.80439758300781
2019-04-03,-80.31046295166016,71.9625015258789,-45.18116760253906
2019-04-04,-31.17119026184082,71.59097290039062,99.81947326660156
2019-04-05,-59.857879638671875,99.97639465332031,99.99993896484375
2019-04-08,-30.936176300048828,-100.0,99.99523162841797
2019-04-09,-76.78382110595703,-68.42560577392578,-100.0
2019-04-10,-86.7049331665039,-91.55886840820312,-100.0
2019-04-11,98.27389526367188,-25.537418365478516,39.11399841308594
2019-04-12,99.92154693603516,90.87638854980469,-99.86278533935547
2019-04-16,93.40074157714844,-93.59437561035156,72.94390106201172
2019-04-17,-12.93940544128418,95.39444732666016,-99.99999237060547
2019-04-18,41.36247634887695,-96.93595123291016,-99.99229431152344
2019-04-19,66.56678009033203,-93.77559661865234,99.9999771118164
2019-04-22,20.608116149902344,-95.2161636352539,-68.13021850585938
2019-04-23,32.31739807128906,-99.58959197998047,77.83260345458984
2019-04-24,-26.238643646240234,44.43057632446289,-99.99998474121094
2019-04-25,16.85234260559082,-73.74884796142578,-100.0
2019-04-26,43.29623031616211,95.46365356445312,-99.99971771240234
2019-05-02,73.5960693359375,-25.383817672729492,100.0
2019-05-03,93.79219818115234,47.633445739746094,-99.99991607666016
2019-05-06,21.978866577148438,-97.83910369873047,-12.800127029418945
2019-05-07,73.03278350830078,99.90255737304688,99.99952697753906
2019-05-08,-38.07957077026367,34.80789566040039,-100.0
2019-05-09,37.99301528930664,-93.29804992675781,-93.96224975585938
2019-05-10,-74.21879577636719,-40.30168533325195,-99.587646484375
2019-05-13,25.002490997314453,-49.89066696166992,91.28475189208984
2019-05-14,-56.87974166870117,-46.494911193847656,-99.99149322509766
2019-05-15,61.098575592041016,-90.11417388916016,-79.52188110351562
2019-05-16,24.235713958740234,56.57408142089844,100.0
2019-05-17,14.374292373657227,98.25806427001953,-99.9997329711914
2019-05-20,-32.84587097167969,-20.755935668945312,-100.0
2019-05-21,-5.275649070739746,65.93177032470703,-99.99903106689453
2019-05-22,59.44430923461914,73.208251953125,100.0
2019-05-23,31.298267364501953,-10.501850128173828,99.99998474121094
2019-05-24,45.33283615112305,40.30324172973633,98.27611541748047
2019-05-27,-46.488059997558594,-0.7354915142059326,-100.0
2019-05-28,17.170774459838867,-78.86234283447266,99.90475463867188
2019-05-29,75.01251983642578,-24.338275909423828,-99.99775695800781
2019-05-30,37.575077056884766,-58.396087646484375,-100.0
2019-05-31,-70.15452575683594,-35.16544723510742,-100.0
2019-06-03,94.70458221435547,-97.8960952758789,-100.0
2019-06-04,68.19290161132812,-36.68754577636719,100.0
2019-06-05,73.42849731445312,-90.92111206054688,94.480224609375
2019-06-06,97.8856430053711,93.17677307128906,-26.901031494140625
2019-06-07,-69.30821228027344,90.75155639648438,-99.99978637695312
2019-06-10,46.4885368347168,16.529834747314453,5.729258060455322
2019-06-11,-58.8906364440918,-45.858238220214844,-97.51555633544922
2019-06-12,99.98982238769531,17.035507202148438,87.62702941894531
2019-06-13,-22.21723747253418,-62.825775146484375,-99.99998474121094
2019-06-14,75.66511535644531,-20.380794525146484,-100.0
2019-06-17,87.03730010986328,-51.571815490722656,-100.0
2019-06-18,45.276580810546875,-47.49406433105469,100.0
2019-06-19,6.524336338043213,98.5086669921875,42.53881072998047
2019-06-20,-61.45616149902344,-47.28227233886719,-96.94648742675781
2019-06-21,61.75465393066406,67.4036636352539,18.30184555053711
2019-06-24,38.02947998046875,15.647244453430176,99.99998474121094
2019-06-25,35.374759674072266,58.24364471435547,99.99756622314453
2019-06-26,69.46475219726562,-14.884943008422852,-98.6956787109375
2019-06-27,14.25487995147705,-66.9871597290039,-100.0
2019-06-28,95.08963775634766,-9.055036544799805,-100.0
2019-07-01,62.97542953491211,-88.6097412109375,99.82791900634766
2019-07-02,-59.252166748046875,-92.02584075927734,-99.81373596191406
2019-07-03,93.85352325439453,-85.68538665771484,100.0
2019-07-04,17.939842224121094,42.660606384277344,-93.5593490600586
2019-07-05,-53.99418640136719,55.09832000732422,-99.81562042236328
2019-07-08,60.847068786621094,-84.77062225341797,98.4053726196289
2019-07-09,88.3329849243164,-30.628305435180664,-88.94984436035156
2019-07-10,15.305709838867188,33.42247009277344,-99.51021575927734
2019-07-11,68.81413269042969,-30.630720138549805,-99.99542999267578
2019-07-12,85.99883270263672,-65.6458969116211,-99.10223388671875
2019-07-15,-40.943443298339844,-0.7998347282409668,99.99995422363281
2019-07-16,21.628379821777344,33.21764373779297,-99.99222564697266
2019-07-17,58.01081848144531,59.577178955078125,-99.99971771240234
2019-07-18,90.72718811035156,-89.16241455078125,-99.93584442138672
2019-07-19,77.04448699951172,66.17257690429688,-100.0
2019-07-22,94.9376449584961,-55.07566452026367,-100.0
2019-07-23,-82.03887939453125,-5.955994129180908,99.99762725830078
2019-07-24,-73.50016784667969,-29.52704429626465,100.0
2019-07-25,97.50108337402344,-100.0,-97.76590728759766
2019-07-26,-58.30497741699219,-88.31916809082031,100.0
2019-07-29,87.53733825683594,95.14501190185547,95.77307891845703
2019-07-30,-18.630552291870117,97.00353240966797,99.9998779296875
2019-07-31,34.05890655517578,61.00262451171875,87.81352233886719
2019-08-01,-91.76922607421875,99.99966430664062,34.444068908691406
2019-08-02,-17.36818504333496,-8.113741874694824,-99.8409652709961
2019-08-05,88.6423568725586,2.9814839363098145,90.79357147216797
2019-08-06,-75.53861999511719,-98.54804229736328,-100.0
2019-08-07,99.997802734375,43.88465881347656,-99.99456787109375
2019-08-08,48.46659851074219,-27.87860107421875,-99.99978637695312
2019-08-09,42.673099517822266,-87.30169677734375,-99.546630859375
2019-08-12,96.24967956542969,-85.53130340576172,-100.0
2019-08-13,63.62016296386719,-85.47809600830078,99.82366943359375
2019-08-14,81.66542053222656,-39.269004821777344,-99.97508239746094
2019-08-15,71.95616912841797,15.968799591064453,-100.0
2019-08-16,-6.955963134765625,-95.14410400390625,99.99894714355469
2019-08-19,51.72505187988281,-20.797561645507812,-76.57398223876953
2019-08-20,-61.93284225463867,34.44755172729492,-97.12718963623047
2019-08-21,-26.560670852661133,-88.91448974609375,-99.97224426269531
2019-08-22,90.1778564453125,-81.12276458740234,-99.91404724121094
2019-08-23,-14.06240463256836,-99.9698486328125,96.0307846069336
2019-08-26,-23.84263801574707,-98.43551635742188,-87.12968444824219
2019-08-27,60.78078842163086,-91.00083923339844,-100.0
2019-08-28,23.221302032470703,-30.78923797607422,87.71176147460938
2019-08-29,47.773956298828125,98.5352783203125,-100.0
2019-08-30,5.540049076080322,-99.8390121459961,-99.03581237792969
2019-09-03,0.421750545501709,71.2433090209961,99.99971008300781
2019-09-04,-18.016576766967773,-84.45526123046875,99.98495483398438
2019-09-05,27.24106216430664,90.49951934814453,99.9928207397461
2019-09-06,42.94369125366211,-99.71458435058594,-46.2900390625
2019-09-09,57.73038864135742,-45.9315299987793,-99.99554443359375
2019-09-10,36.966312408447266,19.376670837402344,-98.65802764892578
2019-09-11,83.99700164794922,-26.774824142456055,-99.99996948242188
2019-09-12,36.37738037109375,-50.81841278076172,-99.99674987792969
2019-09-13,86.14503479003906,-79.00772094726562,99.7950439453125
2019-09-16,95.5476303100586,98.73974609375,99.36306762695312
2019-09-17,36.157798767089844,-47.49842834472656,-92.60211181640625
2019-09-18,30.659793853759766,-4.682308197021484,-13.21280574798584
2019-09-19,37.826358795166016,-96.8199462890625,99.35450744628906
2019-09-20,52.546058654785156,39.50779342651367,-98.5995864868164
2019-09-23,87.72184753417969,-45.97073745727539,-100.0
2019-09-24,-33.49903869628906,-70.3769760131836,99.98922729492188
2019-09-25,29.436159133911133,83.43891906738281,-99.78927612304688
2019-09-26,-33.54119110107422,95.73612213134766,-99.3082504272461
2019-09-27,18.467498779296875,50.81565475463867,99.99932861328125
2019-09-30,19.17285919189453,88.11044311523438,-99.9942855834961
2019-10-01,55.50305938720703,-30.304866790771484,100.0
2019-10-02,79.30484008789062,-99.55014038085938,-70.35734558105469
2019-10-03,99.82074737548828,-97.26808166503906,-100.0
2019-10-04,97.02265167236328,-68.26652526855469,99.99742126464844
2019-10-07,99.87786102294922,-39.96744155883789,95.15460968017578
2019-10-08,41.43062973022461,-26.16896629333496,-99.53857421875
2019-10-09,95.02877807617188,-63.94058609008789,95.2712631225586
2019-10-10,-98.84765625,60.58201599121094,99.97175598144531
2019-10-11,64.55790710449219,99.84870147705078,100.0
2019-10-14,80.33727264404297,98.73973083496094,-99.99992370605469
2019-10-15,84.33860778808594,-13.046526908874512,-98.11909484863281
2019-10-16,-24.448240280151367,99.97039031982422,-100.0
2019-10-17,-76.84060668945312,-99.99988555908203,100.0
2019-10-18,88.35194396972656,-34.83598327636719,-99.9996337890625
2019-10-21,87.29644012451172,-66.53663635253906,100.0
2019-10-22,58.20722579956055,59.41941833496094,-86.59963989257812
2019-10-23,-3.109997510910034,-90.06962585449219,15.511619567871094
