date,FPT,SBT,REE
2019-03-19,82.96245574951172,-99.921142578125,99.99649810791016
2019-03-20,100.0,-99.99755096435547,98.75001525878906
2019-03-21,100.0,-98.68012237548828,30.554210662841797
2019-03-22,99.94470977783203,-85.23595428466797,-79.95275115966797
2019-03-25,81.80709075927734,99.82759857177734,-99.99996948242188
2019-03-26,98.24026489257812,-100.0,-99.99790954589844
2019-03-27,100.0,99.99961853027344,-94.52055358886719
2019-03-28,-60.315956115722656,-100.0,94.545654296875
2019-03-29,89.36689758300781,-99.98861694335938,99.26636505126953
2019-04-01,62.802337646484375,-99.99977111816406,99.97918701171875
2019-04-02,96.87106323242188,94.64382934570312,99.99771118164062
2019-04-03,99.97041320800781,-95.36332702636719,100.0
2019-04-04,99.97096252441406,-100.0,99.99998474121094
2019-04-05,99.91669464111328,98.27957153320312,100.0
2019-04-08,99.98548889160156,-99.9841537475586,99.99990844726562
2019-04-09,99.22025299072266,-99.90255737304688,99.99876403808594
2019-04-10,26.73536491394043,-99.99876403808594,99.96408081054688
2019-04-11,70.84200286865234,-100.0,99.95515441894531
2019-04-12,99.92308807373047,-99.69961547851562,99.99998474121094
2019-04-16,98.87114715576172,-99.9856185913086,99.99991607666016
2019-04-17,99.9176025390625,-93.40091705322266,99.9988784790039
2019-04-18,99.8271713256836,-99.98839569091797,99.99968719482422
2019-04-19,98.92202758789062,-99.99984741210938,99.99649810791016
2019-04-22,25.121044158935547,-96.55877685546875,99.68229675292969
2019-04-23,-80.2620849609375,-100.0,99.43246459960938
2019-04-24,89.55209350585938,-99.9898910522461,99.97452545166016
2019-04-25,96.49634552001953,-99.90552520751953,99.99766540527344
2019-04-26,99.70332336425781,-36.12975311279297,99.9999771118164
2019-05-02,99.80451965332031,-99.42247009277344,100.0
2019-05-03,99.39415740966797,-98.86481475830078,99.99995422363281
2019-05-06,99.93407440185547,-99.99669647216797,90.48143768310547
2019-05-07,-11.203325271606445,99.97020721435547,99.99726104736328
2019-05-08,97.25761413574219,-99.96271514892578,99.99222564697266
2019-05-09,-5.7919206619262695,-99.99998474121094,66.75173950195312
2019-05-10,-95.41557312011719,-99.6829605102539,76.3941879272461
2019-05-13,100.0,-87.06688690185547,94.64595031738281
2019-05-14,-99.80509948730469,-99.99946594238281,99.99945068359375
2019-05-15,-64.62599182128906,-99.9992904663086,99.99995422363281
2019-05-16,-99.9893569946289,-99.9970703125,99.99283599853516
2019-05-17,100.0,-90.1780014038086,99.98957824707031
2019-05-20,99.23828887939453,-96.64987182617188,99.99972534179688
2019-05-21,15.443038940429688,99.99976348876953,100.0
2019-05-22,99.99993133544922,-99.99376678466797,99.99995422363281
2019-05-23,28.193641662597656,-9.679245948791504,99.99993133544922
2019-05-24,95.646240234375,-99.92366790771484,99.99996185302734
2019-05-27,100.0,-99.99075317382812,99.99256134033203
2019-05-28,16.871559143066406,-99.99944305419922,98.53544616699219
2019-05-29,-99.99615478515625,-100.0,-98.46293640136719
2019-05-30,100.0,100.0,99.99728393554688
2019-05-31,75.97306060791016,-100.0,-99.82200622558594
2019-06-03,100.0,100.0,-66.33860778808594
2019-06-04,-99.98768615722656,90.61215209960938,-99.9848403930664
2019-06-05,100.0,100.0,100.0
2019-06-06,66.3447494506836,-99.9998779296875,-93.30652618408203
2019-06-07,100.0,100.0,100.0
2019-06-10,96.51119995117188,-100.0,99.98690032958984
2019-06-11,68.06197357177734,-98.12834930419922,99.90160369873047
2019-06-12,88.81240844726562,-99.99922943115234,99.79541015625
2019-06-13,-100.0,-97.61064910888672,-78.11135864257812
2019-06-14,100.0,100.0,100.0
2019-06-17,99.6376953125,-99.99996185302734,-99.99806213378906
2019-06-18,100.0,99.65937042236328,-99.9986572265625
2019-06-19,-88.08902740478516,-100.0,92.20841217041016
2019-06-20,100.0,-99.07548522949219,93.6650619506836
2019-06-21,99.01900482177734,-100.0,99.99701690673828
2019-06-24,88.8916015625,-99.99896240234375,99.83704376220703
2019-06-25,97.97718811035156,-84.49760437011719,100.0
2019-06-26,99.95401000976562,-89.94725799560547,99.9999771118164
2019-06-27,-18.987274169921875,-100.0,99.50394439697266
2019-06-28,99.30634307861328,-91.62505340576172,95.76234436035156
2019-07-01,99.78268432617188,-100.0,100.0
2019-07-02,99.83594512939453,-96.906005859375,99.99998474121094
2019-07-03,99.4803466796875,-99.99996185302734,99.99974060058594
2019-07-04,99.77662658691406,-99.98687744140625,99.99993133544922
2019-07-05,99.12743377685547,-99.92618560791016,99.99589538574219
2019-07-08,63.939273834228516,-99.99990844726562,99.75209045410156
2019-07-09,97.90997314453125,-99.99981689453125,99.97382354736328
2019-07-10,84.66014862060547,-84.89302062988281,99.99960327148438
2019-07-11,95.13876342773438,-99.99720764160156,99.99840545654297
2019-07-12,95.92716979980469,-92.28929901123047,99.98614501953125
2019-07-15,96.50433349609375,-99.99333190917969,99.99893951416016
2019-07-16,97.64109802246094,-99.99694061279297,99.9969711303711
2019-07-17,66.2202377319336,-100.0,99.73085021972656
2019-07-18,99.65729522705078,-99.99999237060547,79.53321075439453
2019-07-19,97.12911987304688,-99.3667221069336,99.99995422363281
2019-07-22,99.52619171142578,-99.99678802490234,99.9999771118164
2019-07-23,99.82557678222656,-96.41366577148438,99.9999771118164
2019-07-24,99.87449645996094,-99.9930191040039,99.99983215332031
2019-07-25,99.87973022460938,-99.53325653076172,99.99935913085938
2019-07-26,99.32145690917969,-91.38449096679688,99.99930572509766
2019-07-29,97.81375885009766,-99.94965362548828,99.99673461914062
2019-07-30,1.6693115234375,-99.83183288574219,90.34211730957031
2019-07-31,66.88008117675781,-99.99998474121094,99.75794219970703
2019-08-01,-26.520544052124023,-100.0,99.90518951416016
2019-08-02,87.68732452392578,-99.81903076171875,99.97978210449219
2019-08-05,99.63340759277344,-99.99948120117188,99.99960327148438
2019-08-06,97.59478759765625,-99.99992370605469,99.96187591552734
2019-08-07,99.5332260131836,-94.52161407470703,99.99998474121094
2019-08-08,99.9541015625,42.784786224365234,100.0
2019-08-09,99.99609375,22.32646942138672,100.0
2019-08-12,99.99938201904297,-99.36875915527344,100.0
2019-08-13,99.99949645996094,-99.99996185302734,100.0
2019-08-14,99.99966430664062,99.99108123779297,100.0
2019-08-15,99.9969253540039,36.32017517089844,100.0
2019-08-16,99.99897766113281,10.414278030395508,100.0
2019-08-19,99.94442749023438,-99.89960479736328,99.99971008300781
2019-08-20,99.99253845214844,-99.87837982177734,100.0
2019-08-21,99.98016357421875,-99.9959945678711,100.0
2019-08-22,99.73511505126953,-99.99803924560547,99.99978637695312
2019-08-23,99.61774444580078,-99.99514770507812,99.99998474121094
2019-08-26,99.1270523071289,-99.97795104980469,99.9990005493164
2019-08-27,96.94451904296875,-99.99999237060547,99.52581024169922
2019-08-28,-93.2507095336914,-83.27189636230469,10.543012619018555
2019-08-29,100.0,100.0,100.0
2019-08-30,100.0,-74.19609069824219,99.1740951538086
2019-09-03,-99.99979400634766,99.41810607910156,99.82695770263672
2019-09-04,-17.517459869384766,-100.0,99.7081527709961
2019-09-05,-99.95770263671875,-99.66151428222656,69.89627838134766
2019-09-06,-99.65635681152344,-100.0,83.70948791503906
2019-09-09,-100.0,-99.98453521728516,99.9480972290039
2019-09-10,100.0,93.93706512451172,99.99263000488281
2019-09-11,-99.99845886230469,-99.76052856445312,99.99141693115234
2019-09-12,-96.37994384765625,-99.99788665771484,99.99996185302734
2019-09-13,100.0,-100.0,99.99980926513672
2019-09-16,99.99272918701172,-100.0,100.0
2019-09-17,-99.9893569946289,99.24269104003906,100.0
2019-09-18,-87.3626480102539,-99.99999237060547,99.9999771118164
2019-09-19,99.99978637695312,-99.99952697753906,100.0
2019-09-20,99.99976348876953,99.954833984375,100.0
2019-09-23,46.15998077392578,-98.99537658691406,99.99838256835938
2019-09-24,100.0,-81.98867797851562,99.89276123046875
2019-09-25,99.99983215332031,-99.59437561035156,99.9825439453125
2019-09-26,-95.88381958007812,-99.99998474121094,99.99853515625
2019-09-27,100.0,-99.07460021972656,100.0
2019-09-30,100.0,-99.95286560058594,99.900146484375
2019-10-01,-99.9670639038086,-99.99805450439453,99.99163055419922
2019-10-02,-96.62726593017578,-98.59569549560547,98.21331787109375
2019-10-03,99.99961853027344,-99.99984741210938,84.77983093261719
2019-10-04,99.99996185302734,-100.0,30.082988739013672
2019-10-07,-100.0,-99.95848083496094,-99.75507354736328
2019-10-08,100.0,100.0,-27.399635314941406
2019-10-09,-74.86088562011719,-99.99967193603516,-98.78794860839844
2019-10-10,100.0,100.0,100.0
2019-10-11,-95.88680267333984,49.501014709472656,-98.31990051269531
2019-10-14,100.0,100.0,100.0
2019-10-15,93.70096588134766,-97.12849426269531,64.96758270263672
2019-10-16,99.71571350097656,-99.99634552001953,77.83656311035156
2019-10-17,100.0,25.73674964904785,-98.35067749023438
2019-10-18,99.77314758300781,-100.0,-35.11290740966797
2019-10-21,-99.98492431640625,99.3927001953125,-73.66748809814453
2019-10-22,100.0,100.0,100.0
2019-10-23,-99.9771728515625,-100.0,-99.99686431884766
2019-10-24,100.0,100.0,100.0
2019-10-25,98.19168853759766,-99.99993133544922,99.9959945678711
2019-10-28,92.30064392089844,-100.0,99.98779296875
2019-10-29,-99.0481185913086,-96.585205078125,99.47178649902344
2019-10-30,100.0,-99.82994842529297,-99.12203979492188
2019-10-31,-60.29972839355469,-85.49990844726562,99.7376937866211
2019-11-01,100.0,-99.9925308227539,99.9989242553711
2019-11-04,100.0,-100.0,100.0
2019-11-05,100.0,100.0,100.0
2019-11-06,-99.9332046508789,76.4495849609375,100.0
2019-11-07,99.9972915649414,-99.99999237060547,99.99990844726562
2019-11-08,-99.99990844726562,-99.7889633178711,99.99995422363281
2019-11-11,-3.4334540367126465,-100.0,99.99873352050781
2019-11-12,-57.788330078125,100.0,100.0
2019-11-13,-100.0,-99.99449157714844,100.0
2019-11-14,-99.94499969482422,-85.13934326171875,41.360843658447266
2019-11-15,-99.67708587646484,99.99796295166016,-70.1651611328125
2019-11-18,100.0,100.0,-99.99910736083984
2019-11-19,-99.99928283691406,-76.12346649169922,-99.4420166015625
2019-11-20,100.0,100.0,100.0
2019-11-21,-99.93946075439453,-100.0,-99.99998474121094
2019-11-22,100.0,100.0,100.0
2019-11-25,-99.68976593017578,-99.99999237060547,-99.99979400634766
2019-11-26,100.0,100.0,100.0
2019-11-27,99.0385513305664,-99.99998474121094,-99.98430633544922
2019-11-28,99.99690246582031,-99.58071899414062,-99.99960327148438
2019-11-29,99.9977798461914,-2.152395248413086,-99.99211120605469
2019-12-02,-99.9994125366211,-99.9840316772461,-93.39059448242188
2019-12-03,100.0,100.0,100.0
2019-12-04,-99.99531555175781,-100.0,-99.82550048828125
2019-12-05,100.0,100.0,100.0
2019-12-06,-99.9588394165039,78.78337097167969,-99.9639892578125
2019-12-09,100.0,100.0,100.0
2019-12-10,66.28096008300781,-100.0,-99.98961639404297
2019-12-11,100.0,100.0,100.0
2019-12-12,21.93540382385254,100.0,79.54938507080078
2019-12-13,23.810911178588867,-100.0,80.54716491699219
2019-12-16,-95.63520050048828,-52.08879852294922,-83.6007080078125
2019-12-17,100.0,100.0,100.0
2019-12-18,-45.624507904052734,-100.0,-99.9991455078125
2019-12-19,100.0,100.0,100.0
2019-12-20,-63.69103240966797,99.90917205810547,-98.45584869384766
2019-12-23,100.0,100.0,100.0
2019-12-24,98.93944549560547,-99.53559112548828,-95.68077087402344
2019-12-25,99.99967956542969,-99.9940185546875,99.9970932006836
2019-12-26,98.13203430175781,-100.0,99.99864959716797
2019-12-27,48.4701042175293,-99.76500701904297,99.99639892578125
2019-12-30,99.36644744873047,-99.9559326171875,100.0
2019-12-31,99.90775299072266,95.3703384399414,99.99990844726562
2020-01-02,99.92132568359375,-99.99998474121094,99.99993133544922
2020-01-03,-38.21638107299805,-80.87020111083984,99.97085571289062
2020-01-06,-100.0,-99.99996185302734,-64.4770736694336
2020-01-07,100.0,100.0,100.0
2020-01-08,-100.0,-99.99960327148438,-99.03795623779297
2020-01-09,100.0,100.0,100.0
2020-01-10,99.95401000976562,-99.99955749511719,-66.73632049560547
2020-01-13,99.81757354736328,-100.0,-97.32735443115234
2020-01-14,100.0,-99.99992370605469,-94.52906036376953
2020-01-15,-99.9999771118164,-100.0,-87.78681945800781
2020-01-16,100.0,100.0,100.0
2020-01-17,-95.01239013671875,-94.15747833251953,92.10684204101562
2020-01-20,100.0,100.0,99.97431945800781
2020-01-21,-99.99949645996094,71.54468536376953,-99.99998474121094
2020-01-22,100.0,100.0,100.0
2020-01-30,-99.9998779296875,-100.0,-100.0
2020-01-31,100.0,100.0,100.0
2020-02-03,-100.0,-99.99616241455078,-100.0
2020-02-04,100.0,100.0,100.0
2020-02-05,-99.99938201904297,-16.221248626708984,-99.99998474121094
2020-02-06,100.0,100.0,100.0
2020-02-07,-98.07990264892578,-100.0,-99.99993133544922
2020-02-10,100.0,100.0,100.0
2020-02-11,38.749481201171875,-100.0,-99.99114990234375
2020-02-12,100.0,100.0,100.0
2020-02-13,52.637935638427734,-100.0,-99.7485122680664
2020-02-14,100.0,100.0,100.0
2020-02-17,-88.91370391845703,-99.99698638916016,-99.67965698242188
2020-02-18,100.0,100.0,100.0
2020-02-19,65.53820037841797,-98.10647583007812,-28.286588668823242
2020-02-20,81.0108642578125,-100.0,52.96782302856445
2020-02-21,-100.0,-99.95881652832031,-94.58504486083984
2020-02-24,100.0,100.0,100.0
2020-02-25,-99.93173217773438,-99.56613159179688,-99.9957046508789
2020-02-26,100.0,100.0,100.0
2020-02-27,-99.87621307373047,-100.0,86.58275604248047
2020-02-28,100.0,100.0,100.0
2020-03-02,99.99606323242188,-100.0,99.26187896728516
2020-03-03,-99.99993133544922,96.85747528076172,99.97675323486328
2020-03-04,-100.0,-98.48700714111328,98.22001647949219
2020-03-05,98.81380462646484,-16.459590911865234,63.2512321472168
2020-03-06,98.48611450195312,99.99369049072266,-99.13748931884766
2020-03-09,-100.0,51.528621673583984,-100.0
2020-03-10,100.0,100.0,100.0
2020-03-11,13.249707221984863,-100.0,-99.99996948242188
2020-03-12,100.0,100.0,100.0
2020-03-13,-100.0,-100.0,-99.99992370605469
2020-03-16,100.0,100.0,100.0
2020-03-17,-100.0,-99.56350708007812,-99.99993133544922
2020-03-18,100.0,100.0,100.0
2020-03-19,-99.99352264404297,-99.99827575683594,-99.99996185302734
2020-03-20,100.0,100.0,100.0
2020-03-23,-100.0,-99.64743041992188,-100.0
2020-03-24,100.0,100.0,100.0
2020-03-25,-99.9997329711914,99.77366638183594,-99.9995346069336
2020-03-26,100.0,100.0,100.0
2020-03-27,-99.99993133544922,-100.0,-99.99993896484375
2020-03-30,100.0,100.0,100.0
2020-03-31,-99.99992370605469,-100.0,-99.9999008178711
2020-04-01,100.0,100.0,100.0
2020-04-03,-97.9036865234375,-100.0,-99.95891571044922
2020-04-06,100.0,100.0,100.0
2020-04-07,42.27082824707031,-99.99996185302734,-74.19410705566406
2020-04-08,100.0,99.99995422363281,99.99957275390625
2020-04-09,-98.69823455810547,-99.1904296875,-97.22895812988281
2020-04-10,100.0,100.0,100.0
2020-04-13,-84.5168228149414,-75.8651351928711,-98.72732543945312
2020-04-14,100.0,100.0,100.0
2020-04-15,-62.15225601196289,-100.0,97.3643569946289
2020-04-16,100.0,95.45201110839844,90.32654571533203
2020-04-17,99.83403778076172,-37.86883544921875,99.99952697753906
2020-04-20,97.80239868164062,-98.56748962402344,99.9998779296875
2020-04-21,100.0,-100.0,99.77576446533203
2020-04-22,100.0,-99.91960144042969,99.99913024902344
2020-04-23,99.1780014038086,-87.56153869628906,99.99976348876953
2020-04-24,99.91395568847656,82.3599853515625,99.99894714355469
2020-04-27,-99.99980926513672,99.99932098388672,99.99716186523438
2020-04-28,-97.8093032836914,-99.98169708251953,99.794921875
2020-04-29,100.0,91.802001953125,99.99227905273438
2020-05-04,99.96380615234375,-99.99848937988281,99.83707427978516
2020-05-05,-100.0,-99.9999771118164,99.98037719726562
2020-05-06,99.99998474121094,99.039794921875,99.99911499023438
2020-05-07,-88.8708267211914,97.53893280029297,100.0
2020-05-08,87.22758483886719,-31.135833740234375,99.9999771118164
2020-05-11,-10.586076736450195,-94.3480224609375,99.99995422363281
2020-05-12,72.992919921875,98.59700012207031,99.99987030029297
2020-05-13,100.0,94.95599365234375,100.0
2020-05-14,99.99996185302734,-95.82244873046875,100.0
2020-05-15,98.8801498413086,-100.0,100.0
2020-05-18,11.80819320678711,-99.96923828125,100.0
2020-05-19,99.69778442382812,-99.96754455566406,99.99983215332031
2020-05-20,68.8475112915039,31.297588348388672,99.99974822998047
2020-05-21,99.83753967285156,-99.1134262084961,100.0
2020-05-22,99.99993133544922,-99.65748596191406,99.99830627441406
2020-05-25,-99.99996185302734,-100.0,99.98861694335938
2020-05-26,-29.305278778076172,50.87936019897461,99.98526763916016
2020-05-27,-100.0,-99.79219055175781,98.39070129394531
2020-05-28,98.954345703125,-99.96178436279297,90.82476043701172
2020-05-29,100.0,-96.41264343261719,62.045921325683594
2020-06-01,-99.99961853027344,91.58221435546875,95.67894744873047
2020-06-02,-99.9999008178711,-99.99805450439453,75.35591125488281
2020-06-03,96.22919464111328,99.99995422363281,99.76234436035156
2020-06-04,100.0,-99.96908569335938,99.50701141357422
2020-06-05,13.962697982788086,99.95233917236328,99.70667266845703
2020-06-08,99.99998474121094,99.99324035644531,99.96246337890625
2020-06-09,-99.98847198486328,-98.70274353027344,99.66799926757812
2020-06-10,100.0,74.16513061523438,97.830322265625
2020-06-11,84.43893432617188,-100.0,-99.99205780029297
2020-06-12,-99.99994659423828,96.43325805664062,-99.99943542480469
2020-06-15,100.0,100.0,100.0
2020-06-16,-100.0,-99.99984741210938,-99.99011993408203
2020-06-17,100.0,100.0,100.0
2020-06-18,99.99728393554688,-96.8354721069336,-99.99891662597656
2020-06-19,-99.99996948242188,92.83792877197266,-99.9986343383789
2020-06-22,100.0,100.0,100.0
2020-06-23,98.22527313232422,-99.99998474121094,-94.45022583007812
2020-06-24,-15.66571044921875,-100.0,-97.3642578125
2020-06-25,100.0,100.0,100.0
2020-06-26,45.0733642578125,-99.99999237060547,-99.98309326171875
2020-06-29,100.0,100.0,99.98484802246094
2020-06-30,-99.8904800415039,29.724002838134766,-99.99462127685547
2020-07-01,100.0,100.0,100.0
2020-07-02,-81.39897918701172,-99.9999771118164,-99.99949645996094
2020-07-03,100.0,100.0,100.0
2020-07-06,63.93507766723633,-100.0,-99.92156219482422
2020-07-07,100.0,99.99851989746094,99.99993896484375
2020-07-08,79.12623596191406,-100.0,99.956298828125
2020-07-09,93.96485137939453,-99.9999008178711,99.99836730957031
2020-07-10,99.77903747558594,-99.98541259765625,99.61132049560547
2020-07-13,99.70999145507812,-99.99439239501953,99.99758911132812
2020-07-14,99.64036560058594,-99.89680480957031,99.9959487915039
2020-07-15,99.3139877319336,-99.90213012695312,99.99726104736328
2020-07-16,98.95369720458984,-99.80935668945312,99.99652099609375
2020-07-17,68.7021713256836,-99.99981689453125,99.61154174804688
2020-07-20,-99.99977111816406,99.99977111816406,-93.26019287109375
2020-07-21,100.0,100.0,100.0
2020-07-22,-99.95166778564453,63.223148345947266,-99.59535217285156
2020-07-23,100.0,100.0,100.0
2020-07-24,-36.166358947753906,-99.99919128417969,-99.99981689453125
2020-07-27,100.0,100.0,100.0
2020-07-28,-97.5905990600586,-100.0,-99.99991607666016
2020-07-29,100.0,100.0,100.0
2020-07-30,-97.30618286132812,-99.99999237060547,-99.99996948242188
2020-07-31,100.0,100.0,100.0
2020-08-03,65.54302978515625,-95.36439514160156,-99.98870849609375
2020-08-04,100.0,-99.99999237060547,100.0
2020-08-05,-18.246042251586914,95.88542175292969,51.85976028442383
2020-08-06,91.35830688476562,-99.9999771118164,78.73271942138672
2020-08-07,-28.774309158325195,-99.99976348876953,96.94087219238281
2020-08-10,100.0,99.80430603027344,49.48483657836914
2020-08-11,100.0,-100.0,-59.5811653137207
2020-08-12,-80.49066925048828,-99.99956512451172,96.99728393554688
2020-08-13,100.0,-99.99977111816406,95.63385009765625
2020-08-14,99.99949645996094,-72.7310791015625,95.0625991821289
2020-08-17,-100.0,-29.037094116210938,94.63182830810547
2020-08-18,100.0,81.148193359375,72.08891296386719
2020-08-19,99.85322570800781,98.61573791503906,98.75984191894531
2020-08-20,-99.999755859375,99.98980712890625,99.7902603149414
2020-08-21,99.9919204711914,99.44434356689453,99.94034576416016
2020-08-24,99.992431640625,99.97613525390625,99.99996185302734
2020-08-25,-99.65570831298828,-100.0,99.99998474121094
2020-08-26,-99.99974060058594,-99.97667694091797,99.99972534179688
2020-08-27,-99.99998474121094,99.99961853027344,100.0
2020-08-28,83.56436157226562,99.9822769165039,100.0
2020-08-31,92.86998748779297,-99.9917984008789,99.99980926513672
2020-09-01,99.99998474121094,-72.57278442382812,99.99993133544922
2020-09-03,100.0,88.63065338134766,99.9999771118164
2020-09-04,100.0,83.31940460205078,99.99945068359375
2020-09-07,100.0,-99.9999008178711,90.52560424804688
2020-09-08,99.99976348876953,-99.99988555908203,99.69539642333984
2020-09-09,99.98974609375,-99.99853515625,96.8327865600586
2020-09-10,-99.81689453125,-90.38479614257812,98.07889556884766
2020-09-11,-34.92165756225586,-99.9985122680664,58.743072509765625
2020-09-14,100.0,-99.9592514038086,96.82273864746094
2020-09-15,-100.0,-97.43511962890625,99.98490905761719
2020-09-16,-84.05525970458984,-99.99999237060547,99.9999771118164
2020-09-17,100.0,92.7527084350586,99.84147644042969
2020-09-18,100.0,-43.03669357299805,99.99989318847656
2020-09-21,18.162059783935547,87.42139434814453,99.99854278564453
2020-09-22,99.99735260009766,-77.38168334960938,99.99964141845703
2020-09-23,100.0,-99.99868774414062,99.99987030029297
2020-09-24,70.72020721435547,-99.66075897216797,99.8244400024414
2020-09-25,-99.97867584228516,19.87433433532715,99.92259979248047
2020-09-28,-99.90825653076172,-82.55300903320312,99.99764251708984
2020-09-29,-99.99996948242188,-99.99864959716797,44.693912506103516
2020-09-30,-99.99356842041016,-100.0,-95.01653289794922
2020-10-01,100.0,100.0,99.996826171875
2020-10-02,99.9999771118164,-98.25956726074219,-96.9296646118164
2020-10-05,99.99995422363281,-99.9877700805664,-67.38584899902344
2020-10-06,-49.1572265625,-99.20159912109375,99.45112609863281
2020-10-07,39.119815826416016,-99.99994659423828,43.989871978759766
2020-10-08,80.08568572998047,-99.78527069091797,99.98770141601562
2020-10-09,99.30684661865234,-99.99740600585938,99.8597412109375
2020-10-12,99.47903442382812,-100.0,99.86222076416016
2020-10-13,-100.0,-67.39472198486328,93.59190368652344
2020-10-14,100.0,-12.181509017944336,-99.89102172851562
2020-10-15,99.9594955444336,-99.91429138183594,99.82154083251953
2020-10-16,99.99952697753906,-83.31741333007812,100.0
2020-10-19,99.99993133544922,-99.8059310913086,99.98033142089844
2020-10-20,99.99878692626953,-98.29383850097656,100.0
2020-10-21,99.99947357177734,-99.15431213378906,100.0
2020-10-22,99.99883270263672,-99.99996185302734,100.0
2020-10-23,99.99828338623047,67.20311737060547,99.9999771118164
2020-10-26,99.33414459228516,-98.74421691894531,99.97557067871094
2020-10-27,99.63985443115234,-100.0,80.2918930053711
2020-10-28,-100.0,-100.0,-99.997314453125
2020-10-29,100.0,100.0,100.0
2020-10-30,-99.99992370605469,95.34834289550781,-99.96195220947266
2020-11-02,100.0,100.0,100.0
2020-11-03,99.14572143554688,-99.99966430664062,98.45292663574219
2020-11-04,95.84858703613281,-99.13024139404297,99.82329559326172
2020-11-05,-99.99948120117188,99.63885498046875,-64.8182601928711
2020-11-06,100.0,100.0,100.0
2020-11-09,99.71576690673828,-99.9999771118164,99.98748016357422
2020-11-10,99.9573974609375,-97.34373474121094,97.1403579711914
2020-11-11,70.88260650634766,98.57209014892578,78.43255615234375
2020-11-12,100.0,-100.0,98.89693450927734
2020-11-13,-99.6666488647461,-54.88473129272461,99.99224853515625
2020-11-16,-99.9957275390625,-9.674924850463867,99.86280059814453
2020-11-17,100.0,-100.0,99.99493408203125
2020-11-18,99.9999771118164,99.90917205810547,99.99995422363281
2020-11-19,99.83132934570312,-99.99999237060547,99.9999771118164
2020-11-20,9.632099151611328,-99.98844909667969,100.0
2020-11-23,-82.8905029296875,-100.0,100.0
2020-11-24,60.38441467285156,-94.3417739868164,99.9999771118164
2020-11-25,99.99807739257812,-92.5628890991211,99.99978637695312
2020-11-26,65.62068176269531,-99.2691650390625,99.99998474121094
2020-11-27,94.44669342041016,-99.99847412109375,100.0
