date,VNM,SSI,REE
2019-06-18,99.47286987304688,31.26329231262207,73.48056030273438
2019-06-19,99.9454116821289,-99.81230163574219,-99.43864440917969
2019-06-20,99.9989242553711,83.19351959228516,-99.9927978515625
2019-06-21,99.99979400634766,-18.927162170410156,-99.9999771118164
2019-06-24,99.9989013671875,-97.88774108886719,-99.99998474121094
2019-06-25,100.0,-98.13941955566406,-100.0
2019-06-26,100.0,99.92985534667969,-100.0
2019-06-27,99.99887084960938,70.61515045166016,-100.0
2019-06-28,99.99667358398438,91.09228515625,-100.0
2019-07-01,100.0,98.33113098144531,-100.0
2019-07-02,100.0,67.0505142211914,-99.88597106933594
2019-07-03,100.0,98.3479232788086,-100.0
2019-07-04,100.0,-98.1037368774414,-100.0
2019-07-05,99.99993896484375,-45.30679702758789,-100.0
2019-07-08,99.99978637695312,5.485713481903076,-100.0
2019-07-09,99.99968719482422,94.76840209960938,-100.0
2019-07-10,99.99996185302734,-11.087120056152344,-100.0
2019-07-11,99.99993133544922,-90.68932342529297,-99.54483795166016
2019-07-12,99.99993133544922,4.327642917633057,-100.0
2019-07-15,99.99995422363281,99.5616226196289,-98.68634033203125
2019-07-16,99.9999771118164,77.80046081542969,-99.99993133544922
2019-07-17,99.99970245361328,14.956259727478027,-60.52845764160156
2019-07-18,99.99766540527344,64.80435180664062,-99.99996185302734
2019-07-19,99.99998474121094,99.7650375366211,-100.0
2019-07-22,100.0,98.27995300292969,-99.99996185302734
2019-07-23,100.0,89.71538543701172,-100.0
2019-07-24,100.0,-99.75845336914062,-99.98453521728516
2019-07-25,100.0,5.887806415557861,-99.99647521972656
2019-07-26,100.0,-98.76953887939453,-100.0
2019-07-29,99.9999771118164,99.90693664550781,-100.0
2019-07-30,99.99878692626953,44.30049514770508,-98.58057403564453
2019-07-31,99.99940490722656,66.61708068847656,-100.0
2019-08-01,99.99971008300781,-44.92974090576172,-100.0
2019-08-02,99.99993133544922,-73.94247436523438,-100.0
2019-08-05,100.0,33.370994567871094,-100.0
2019-08-06,99.9998550415039,81.61277770996094,-100.0
2019-08-07,99.99998474121094,-99.96350860595703,-100.0
2019-08-08,100.0,-64.40036010742188,-99.99998474121094
2019-08-09,100.0,-12.720006942749023,-100.0
2019-08-12,100.0,99.97899627685547,-100.0
2019-08-13,100.0,99.90978240966797,-100.0
2019-08-14,100.0,-99.95439910888672,-99.9957275390625
2019-08-15,100.0,-92.41100311279297,-100.0
2019-08-16,100.0,99.9999771118164,-100.0
2019-08-19,100.0,61.60865020751953,-100.0
2019-08-20,100.0,100.0,-100.0
2019-08-21,100.0,100.0,-100.0
2019-08-22,100.0,67.95732879638672,-99.9782943725586
2019-08-23,100.0,99.99826049804688,-100.0
2019-08-26,100.0,99.9430923461914,-100.0
2019-08-27,99.99978637695312,85.81206512451172,-99.99999237060547
2019-08-28,99.99771118164062,-29.03673553466797,91.93854522705078
2019-08-29,99.99915313720703,-52.378021240234375,-100.0
2019-08-30,99.99960327148438,24.64083480834961,-100.0
2019-09-03,99.9998550415039,-97.15042114257812,-99.99768829345703
2019-09-04,99.99974060058594,81.02314758300781,-100.0
2019-09-05,99.99830627441406,-63.83639144897461,-100.0
2019-09-06,99.9991455078125,95.81035614013672,-100.0
2019-09-09,99.99974060058594,86.06838989257812,-53.956268310546875
2019-09-10,99.9998779296875,99.94933319091797,-100.0
2019-09-11,99.9998550415039,-94.25914764404297,-100.0
2019-09-12,100.0,99.99993133544922,-100.0
2019-09-13,100.0,-100.0,-100.0
2019-09-16,100.0,-99.99922180175781,-100.0
2019-09-17,100.0,-99.9620132446289,-100.0
2019-09-18,100.0,99.84083557128906,-100.0
2019-09-19,100.0,-100.0,-100.0
2019-09-20,100.0,100.0,-100.0
2019-09-23,99.9999771118164,-99.81827545166016,-100.0
2019-09-24,99.99968719482422,13.38343620300293,-100.0
2019-09-25,99.99990844726562,-98.7481460571289,-100.0
2019-09-26,99.99996185302734,99.96317291259766,-99.99967956542969
2019-09-27,99.99998474121094,-13.390100479125977,-99.99999237060547
2019-09-30,99.9999771118164,50.04289245605469,-100.0
2019-10-01,99.9999771118164,48.5377082824707,-91.26358795166016
2019-10-02,99.99947357177734,-97.34001159667969,-100.0
2019-10-03,99.99930572509766,-61.574493408203125,-100.0
2019-10-04,99.9993896484375,-77.23194122314453,96.57965850830078
2019-10-07,99.9892578125,100.0,-100.0
2019-10-08,99.98497009277344,-47.654300689697266,99.99991607666016
2019-10-09,99.998046875,81.7829360961914,-99.99048614501953
2019-10-10,99.99797058105469,-54.60494613647461,-99.987548828125
2019-10-11,99.99803161621094,99.99722290039062,-99.99678802490234
2019-10-14,99.99968719482422,-39.33242416381836,-99.86287689208984
2019-10-15,99.99957275390625,95.00682067871094,-100.0
2019-10-16,99.99974060058594,99.99968719482422,-100.0
2019-10-17,99.99616241455078,-51.739646911621094,-100.0
2019-10-18,99.99681854248047,99.9886245727539,-100.0
2019-10-21,99.96464538574219,84.2995376586914,95.18474578857422
2019-10-22,98.69268035888672,90.7461166381836,-100.0
2019-10-23,99.0956802368164,99.93133544921875,-99.99884033203125
2019-10-24,99.99974060058594,-87.14344787597656,-99.87665557861328
2019-10-25,99.99995422363281,83.78240966796875,-100.0
2019-10-28,99.9999771118164,92.8415756225586,-100.0
2019-10-29,99.9998779296875,98.96297454833984,-99.93800354003906
2019-10-30,99.99949645996094,61.00239562988281,-100.0
2019-10-31,99.99990844726562,99.9665756225586,-100.0
2019-11-01,99.99995422363281,24.64969253540039,-100.0
2019-11-04,100.0,99.99947357177734,-100.0
2019-11-05,100.0,99.82636260986328,-100.0
2019-11-06,100.0,84.39125061035156,-100.0
2019-11-07,100.0,-1.8903017044067383,-99.9997329711914
2019-11-08,100.0,-92.04251861572266,-100.0
2019-11-11,100.0,34.554649353027344,-100.0
2019-11-12,100.0,99.9868392944336,-100.0
2019-11-13,100.0,99.13086700439453,-100.0
2019-11-14,99.99322509765625,39.67005157470703,-100.0
2019-11-15,99.9906997680664,99.67789459228516,-99.99961853027344
2019-11-18,99.95649719238281,97.64591217041016,-100.0
2019-11-19,99.97859191894531,-93.46630859375,95.76910400390625
2019-11-20,99.90296173095703,-99.9999771118164,-99.99999237060547
2019-11-21,99.99046325683594,-99.97730255126953,98.52873229980469
2019-11-22,99.9836196899414,-98.9700927734375,99.996826171875
2019-11-25,99.95598602294922,99.9999771118164,-99.99987030029297
2019-11-26,99.86097717285156,100.0,99.99942779541016
2019-11-27,99.7621078491211,-99.97187042236328,-99.99951171875
2019-11-28,99.98633575439453,98.892333984375,99.30415344238281
2019-11-29,99.91006469726562,-99.99635314941406,-99.9999771118164
2019-12-02,99.99945068359375,-92.42459869384766,-100.0
2019-12-03,99.9999771118164,-97.44462585449219,-99.99984741210938
2019-12-04,99.99930572509766,-99.99858093261719,-94.34854125976562
2019-12-05,99.9969253540039,98.33592224121094,-99.99140167236328
2019-12-06,99.96876525878906,99.9999771118164,-100.0
2019-12-09,99.65336608886719,99.92857360839844,19.83751106262207
2019-12-10,99.3250732421875,99.99957275390625,95.66085052490234
2019-12-11,96.74799346923828,-100.0,-56.250579833984375
2019-12-12,99.89334106445312,99.30653381347656,-100.0
2019-12-13,99.94857025146484,-100.0,-100.0
2019-12-16,99.81549835205078,-99.99071502685547,-100.0
2019-12-17,99.1119613647461,99.99949645996094,99.92774963378906
2019-12-18,99.21369934082031,99.62715911865234,-99.99925231933594
2019-12-19,99.40132904052734,-86.62858581542969,-100.0
2019-12-20,99.89490509033203,-99.90243530273438,-99.99932098388672
2019-12-23,99.93347930908203,-39.39676284790039,-100.0
2019-12-24,99.95748901367188,-100.0,-100.0
2019-12-25,99.99952697753906,60.19605255126953,-100.0
2019-12-26,99.9998550415039,85.43959045410156,-99.85782623291016
2019-12-27,99.99971008300781,72.45199584960938,-100.0
2019-12-30,100.0,-47.47639465332031,-100.0
2019-12-31,100.0,13.855278015136719,-100.0
2020-01-02,100.0,-87.03465270996094,-100.0
2020-01-03,99.99990844726562,82.05413818359375,-100.0
2020-01-06,99.99134826660156,14.519667625427246,-100.0
2020-01-07,99.9994888305664,76.288818359375,-99.99998474121094
2020-01-08,99.99075317382812,-99.13803100585938,-100.0
2020-01-09,99.99723815917969,32.01067352294922,-100.0
2020-01-10,99.9969253540039,-61.84442138671875,-100.0
2020-01-13,99.9977798461914,-62.936241149902344,-100.0
2020-01-14,99.9968032836914,99.95113372802734,-95.76008605957031
2020-01-15,99.98601531982422,86.11399841308594,-99.21595001220703
2020-01-16,99.99887084960938,-71.8556900024414,-99.99990844726562
2020-01-17,99.99919891357422,85.67755126953125,99.9827651977539
2020-01-20,99.99758911132812,-64.48434448242188,-100.0
2020-01-21,99.8905029296875,-85.30560302734375,-100.0
2020-01-22,99.97749328613281,-99.99969482421875,-100.0
2020-01-30,99.99998474121094,-100.0,-99.96214294433594
2020-01-31,100.0,-99.4500732421875,99.9999771118164
2020-02-03,100.0,-99.99932861328125,-99.98734283447266
2020-02-04,100.0,99.99665832519531,100.0
2020-02-05,99.99996185302734,100.0,-99.9978256225586
2020-02-06,99.99690246582031,-100.0,98.17304992675781
2020-02-07,99.97380828857422,-99.289306640625,82.82901000976562
2020-02-10,99.98967742919922,100.0,-99.99868774414062
2020-02-11,99.50227355957031,77.32572937011719,-100.0
2020-02-12,97.29466247558594,-99.99993133544922,-99.99964141845703
2020-02-13,98.201904296875,-100.0,-100.0
2020-02-14,99.11942291259766,100.0,-99.96778869628906
2020-02-17,99.19192504882812,-99.6355209350586,-100.0
2020-02-18,99.98757934570312,99.2723617553711,-90.5687484741211
2020-02-19,99.99215698242188,100.0,-99.9972915649414
2020-02-20,99.99440002441406,99.99845123291016,-99.99980926513672
2020-02-21,99.93960571289062,-99.98738098144531,-100.0
2020-02-24,99.8829116821289,-99.99996185302734,-99.99870300292969
2020-02-25,99.40096282958984,-98.48961639404297,-99.32227325439453
2020-02-26,99.90278625488281,-99.9999771118164,97.97990417480469
2020-02-27,99.9980697631836,99.0845947265625,96.90721130371094
2020-02-28,99.98208618164062,99.099853515625,-99.94768524169922
2020-03-02,99.99788665771484,-69.18742370605469,-99.996337890625
2020-03-03,99.99930572509766,96.57969665527344,-100.0
2020-03-04,99.9930648803711,-99.99993133544922,-100.0
2020-03-05,99.98918914794922,64.15850830078125,-99.99990844726562
2020-03-06,99.79586791992188,-99.91915893554688,-7.903223991394043
2020-03-09,99.99966430664062,100.0,-100.0
2020-03-10,99.98796844482422,92.70038604736328,-73.1886978149414
2020-03-11,99.99442291259766,-100.0,-100.0
2020-03-12,100.0,-68.04447174072266,-99.97564697265625
2020-03-13,100.0,-99.59636688232422,99.99826049804688
2020-03-16,99.99993133544922,95.2138442993164,99.89569091796875
2020-03-17,99.99993133544922,43.638729095458984,-99.67861938476562
2020-03-18,99.99739837646484,100.0,99.92313385009766
2020-03-19,99.99842834472656,-100.0,100.0
2020-03-20,99.99544525146484,-100.0,-100.0
2020-03-23,99.99990844726562,-100.0,-99.99993133544922
2020-03-24,99.99993133544922,-99.97633361816406,-100.0
2020-03-25,99.99766540527344,-90.1080551147461,-39.54646682739258
2020-03-26,99.99861907958984,7.344233989715576,-36.49160385131836
2020-03-27,99.99811553955078,100.0,99.96250915527344
2020-03-30,99.9998550415039,66.17310333251953,-83.20082092285156
2020-03-31,99.99809265136719,97.12155151367188,-99.9996337890625
2020-04-01,99.99164581298828,74.5492935180664,-99.99978637695312
2020-04-03,99.6836929321289,-91.45928955078125,-100.0
2020-04-06,97.00431823730469,-99.99993133544922,99.99652099609375
2020-04-07,98.9968032836914,-93.73992919921875,99.27533721923828
2020-04-08,98.8912582397461,100.0,-99.99967193603516
2020-04-09,99.68083190917969,-99.82901000976562,-99.99993133544922
2020-04-10,99.5748062133789,99.99506378173828,-100.0
2020-04-13,99.66199493408203,-99.99456024169922,-100.0
2020-04-14,99.99669647216797,100.0,-100.0
2020-04-15,99.99919128417969,99.47306823730469,-99.99288940429688
2020-04-16,99.99860382080078,-83.86653137207031,-99.99993896484375
2020-04-17,99.99968719482422,-99.73344421386719,-100.0
2020-04-20,99.99983215332031,-4.506289958953857,-100.0
2020-04-21,99.99711608886719,67.95680236816406,-98.86628723144531
2020-04-22,99.99951171875,-10.794221878051758,-100.0
2020-04-23,99.99961853027344,72.47054290771484,-100.0
2020-04-24,99.99928283691406,87.12681579589844,-100.0
2020-04-27,99.99885559082031,-98.45399475097656,-100.0
2020-04-28,99.99880981445312,-50.60784912109375,-99.99998474121094
2020-04-29,99.99925994873047,-44.73558807373047,-100.0
2020-05-04,99.9980697631836,-92.50918579101562,36.81497573852539
2020-05-05,99.99768829345703,-26.357566833496094,-100.0
2020-05-06,99.99960327148438,-52.83617401123047,-100.0
2020-05-07,99.99993133544922,99.99935913085938,-100.0
2020-05-08,99.99998474121094,63.72869110107422,-100.0
2020-05-11,99.9999771118164,77.21455383300781,-100.0
2020-05-12,99.9999771118164,98.01325988769531,-99.99968719482422
2020-05-13,100.0,-99.99689483642578,-100.0
2020-05-14,100.0,99.97109985351562,-100.0
2020-05-15,100.0,99.9999771118164,-100.0
2020-05-18,100.0,98.40328979492188,-99.98727416992188
2020-05-19,100.0,100.0,-99.99995422363281
2020-05-20,100.0,99.99935913085938,-100.0
2020-05-21,100.0,-56.87349319458008,-100.0
2020-05-22,99.99995422363281,96.63436126708984,-99.2210922241211
2020-05-25,99.99983215332031,2.344214916229248,-100.0
2020-05-26,99.99979400634766,-76.35888671875,-73.7420883178711
2020-05-27,99.99932098388672,35.79301834106445,-100.0
2020-05-28,99.99739837646484,-92.08024597167969,-99.9965591430664
2020-05-29,99.99922180175781,-72.08539581298828,-100.0
2020-06-01,99.99932861328125,-97.25677490234375,-99.99906158447266
2020-06-02,99.99945068359375,-96.6011734008789,-99.89838409423828
2020-06-03,99.99954986572266,-93.16976928710938,38.37529373168945
2020-06-04,99.99894714355469,-58.32463455200195,-100.0
2020-06-05,99.99940490722656,-96.51801300048828,99.95250701904297
2020-06-08,99.9998779296875,92.77552032470703,-99.9961166381836
2020-06-09,99.99961853027344,-40.18070602416992,-100.0
2020-06-10,99.99935913085938,-99.99627685546875,-99.99986267089844
2020-06-11,99.81340026855469,-99.99977111816406,73.8627700805664
2020-06-12,98.51317596435547,41.53660583496094,-100.0
2020-06-15,98.44776153564453,-99.97893524169922,-99.99536895751953
2020-06-16,99.48785400390625,-98.55231475830078,-100.0
2020-06-17,99.8099594116211,99.99917602539062,4.7032952308654785
2020-06-18,99.73759460449219,97.61197662353516,100.0
2020-06-19,98.17168426513672,-100.0,-95.74569702148438
2020-06-22,99.23291015625,-99.75311279296875,-100.0
2020-06-23,99.42308807373047,99.97217559814453,-99.97725677490234
2020-06-24,98.62736511230469,100.0,99.93582916259766
2020-06-25,98.00341033935547,-88.71085357666016,-100.0
2020-06-26,99.0814208984375,-99.9564208984375,-99.99983978271484
2020-06-29,99.95181274414062,-100.0,100.0
2020-06-30,99.97734832763672,99.99913024902344,-100.0
2020-07-01,99.863037109375,-99.99491119384766,93.98780059814453
2020-07-02,99.6419906616211,-99.99999237060547,-100.0
2020-07-03,99.77519226074219,-99.80233001708984,99.9999771118164
2020-07-06,99.22623443603516,99.9999771118164,-100.0
2020-07-07,99.98757934570312,84.0065689086914,-100.0
2020-07-08,99.99766540527344,32.25461196899414,-100.0
2020-07-09,99.99974822998047,99.99993896484375,-99.42112731933594
2020-07-10,99.99896240234375,99.98838806152344,-100.0
2020-07-13,99.9998779296875,99.99906158447266,-89.64275360107422
2020-07-14,99.99993133544922,-89.49932861328125,-99.99739837646484
2020-07-15,99.99990844726562,15.228867530822754,-100.0
2020-07-16,99.99993133544922,98.27478790283203,-99.97086334228516
2020-07-17,99.99942779541016,-52.07756805419922,96.88482666015625
2020-07-20,99.99143981933594,46.8806037902832,90.8262710571289
2020-07-21,99.99430084228516,-55.602516174316406,-99.99999237060547
2020-07-22,99.99764251708984,-100.0,-100.0
2020-07-23,99.99842834472656,-99.99494934082031,-99.99922180175781
2020-07-24,99.94418334960938,-97.70934295654297,-99.96177673339844
2020-07-27,100.0,-100.0,-100.0
2020-07-28,99.9995346069336,-99.99739837646484,-99.99998474121094
2020-07-29,99.9999771118164,-99.99996948242188,-99.99993896484375
2020-07-30,99.99919128417969,-98.69107055664062,-100.0
2020-07-31,99.99968719482422,-100.0,-100.0
2020-08-03,99.89856719970703,-100.0,99.80448150634766
2020-08-04,99.9381332397461,-99.99181365966797,-88.47904968261719
2020-08-05,99.98412322998047,97.11888122558594,99.25257110595703
2020-08-06,99.98037719726562,-99.92703247070312,-99.9998779296875
2020-08-07,99.9937515258789,-99.99993133544922,-99.68587493896484
2020-08-10,99.99623107910156,-86.5636978149414,-100.0
2020-08-11,99.99126434326172,100.0,-100.0
2020-08-12,99.99718475341797,99.4842758178711,-100.0
2020-08-13,99.99952697753906,52.2847900390625,-97.01399230957031
2020-08-14,99.99944305419922,-99.9350814819336,68.89082336425781
2020-08-17,99.99935913085938,-53.0736198425293,-99.99971008300781
2020-08-18,99.99925994873047,96.36006164550781,-99.99998474121094
2020-08-19,99.99879455566406,-99.99407196044922,-100.0
2020-08-20,99.99954986572266,99.35328674316406,-100.0
2020-08-21,99.99979400634766,82.88641357421875,-100.0
2020-08-24,100.0,-99.97734069824219,-100.0
2020-08-25,100.0,-98.78880310058594,-100.0
2020-08-26,99.9999771118164,97.56321716308594,-96.83828735351562
2020-08-27,100.0,99.998046875,58.3714485168457
2020-08-28,100.0,70.50609588623047,-99.99905395507812
2020-08-31,100.0,-99.71907043457031,-100.0
2020-09-01,100.0,98.26426696777344,-100.0
2020-09-03,100.0,99.92872619628906,-100.0
2020-09-04,99.99998474121094,98.40419006347656,-100.0
2020-09-07,99.99625396728516,13.393009185791016,-100.0
2020-09-08,99.99856567382812,51.34000778198242,-99.95503997802734
2020-09-09,99.997802734375,-67.22816467285156,-99.99998474121094
2020-09-10,99.99935913085938,-99.05307006835938,-100.0
2020-09-11,99.99921417236328,92.44271850585938,-100.0
2020-09-14,99.99835205078125,1.6867637634277344,-99.9733657836914
2020-09-15,99.9998550415039,29.400707244873047,-100.0
2020-09-16,99.9999771118164,99.9502182006836,-99.99996948242188
2020-09-17,99.99989318847656,86.91816711425781,-45.57295608520508
2020-09-18,100.0,-66.18010711669922,-100.0
2020-09-21,100.0,83.00211334228516,-100.0
2020-09-22,99.99998474121094,99.55902099609375,-99.9983901977539
2020-09-23,100.0,-38.61324691772461,-100.0
2020-09-24,99.9998550415039,-58.24535369873047,96.90975952148438
2020-09-25,99.99976348876953,98.98947143554688,-99.55276489257812
2020-09-28,99.99995422363281,26.847816467285156,99.77102661132812
2020-09-29,99.99739837646484,-58.116756439208984,-100.0
2020-09-30,99.99868774414062,100.0,-100.0
2020-10-01,99.99927520751953,54.71055603027344,-100.0
2020-10-02,99.99667358398438,-99.3025894165039,-98.43081665039062
2020-10-05,99.9991683959961,-16.048086166381836,-100.0
2020-10-06,99.99935913085938,-96.78485107421875,-100.0
2020-10-07,99.99883270263672,-99.1199951171875,-100.0
2020-10-08,99.99983215332031,-79.86904907226562,-100.0
2020-10-09,99.99982452392578,76.20775604248047,-100.0
2020-10-12,99.9998550415039,9.318674087524414,-100.0
2020-10-13,99.99929809570312,99.57489776611328,-100.0
2020-10-14,99.99987030029297,-47.70796203613281,-100.0
2020-10-15,99.99991607666016,-15.155542373657227,-100.0
2020-10-16,100.0,99.99400329589844,-100.0
2020-10-19,100.0,96.67546844482422,-100.0
2020-10-20,100.0,97.9207763671875,-100.0
2020-10-21,100.0,97.58177185058594,-100.0
2020-10-22,100.0,99.6764907836914,-100.0
2020-10-23,100.0,-99.99996185302734,-99.99819946289062
2020-10-26,100.0,71.35550689697266,-99.68939208984375
2020-10-27,99.99930572509766,-35.754249572753906,-100.0
2020-10-28,99.96984100341797,-100.0,48.478580474853516
2020-10-29,99.90107727050781,-99.99999237060547,-88.96633911132812
2020-10-30,99.98104858398438,-98.0135726928711,-100.0
2020-11-02,99.99606323242188,91.18267059326172,-99.9948501586914
2020-11-03,99.99947357177734,-82.43333435058594,-100.0
2020-11-04,99.99983215332031,-53.7006721496582,-99.99927520751953
2020-11-05,99.99949645996094,-39.120792388916016,99.84049987792969
2020-11-06,99.99868774414062,9.778499603271484,-98.0608139038086
2020-11-09,99.99991607666016,-61.59899139404297,-100.0
2020-11-10,99.99995422363281,-90.61421966552734,-100.0
2020-11-11,99.99990844726562,93.6623306274414,-100.0
2020-11-12,99.99993896484375,88.53001403808594,-100.0
2020-11-13,99.9999771118164,-76.94017028808594,-100.0
2020-11-16,99.99993896484375,-98.75093841552734,-100.0
2020-11-17,99.9999771118164,-84.95939636230469,-99.48660278320312
2020-11-18,99.9999771118164,99.99649810791016,-100.0
2020-11-19,100.0,99.76050567626953,-100.0
2020-11-20,100.0,94.38645935058594,-100.0
2020-11-23,100.0,-72.01110076904297,-100.0
2020-11-24,100.0,97.59961700439453,-100.0
2020-11-25,100.0,-95.82595825195312,-100.0
2020-11-26,100.0,-15.56991958618164,-89.44499969482422
2020-11-27,100.0,-99.99546813964844,-99.99977111816406
