,date,account_value
0,2019-01-02,10000.0
1,2019-01-03,9948.84
2,2019-01-04,9957.73
3,2019-01-07,9991.615556581879
4,2019-01-08,9960.465325411225
5,2019-01-09,9964.33186750641
6,2019-01-10,9963.195748596194
7,2019-01-11,9962.055762425232
8,2019-01-14,9920.525335246279
9,2019-01-15,9949.61422826996
10,2019-01-16,9948.489318321994
11,2019-01-17,9917.009128364563
12,2019-01-18,9926.076093162537
13,2019-01-21,10005.75955758238
14,2019-01-22,10018.475792306042
15,2019-01-23,10088.755209944822
16,2019-01-24,10091.484898385908
17,2019-01-25,10090.523071117308
18,2019-01-28,10084.293071117309
19,2019-01-29,10063.068071117308
20,2019-01-30,10016.853071117308
21,2019-01-31,10075.735203441527
22,2019-02-01,10104.531378695587
23,2019-02-11,10213.46131538687
24,2019-02-12,10238.32488871241
25,2019-02-13,10236.405790111068
26,2019-02-14,10213.723358644469
27,2019-02-15,10229.944388753982
28,2019-02-18,10275.514535894485
29,2019-02-19,10162.827140133377
30,2019-02-20,10208.684609908767
31,2019-02-21,10245.951874068924
32,2019-02-22,10268.849236320206
33,2019-02-25,10179.962072427079
34,2019-02-26,10130.282290235611
35,2019-02-27,10090.612218299575
36,2019-02-28,9895.78186063356
37,2019-03-01,10028.920529244708
38,2019-03-04,10059.540153358552
39,2019-03-05,10037.51900393686
40,2019-03-06,10020.50190058603
41,2019-03-07,10051.511939186188
42,2019-03-08,9987.202412172028
43,2019-03-11,9965.185023484895
44,2019-03-12,10040.848511040207
45,2019-03-13,10100.828573009203
46,2019-03-14,10202.046551707932
47,2019-03-15,10180.12205715532
48,2019-03-18,10127.578068050096
49,2019-03-19,10054.112632456108
50,2019-03-20,10091.606715936945
51,2019-03-21,9944.034465494438
52,2019-03-22,9962.167689314174
53,2019-03-25,9857.909722794626
54,2019-03-26,9878.705741627786
55,2019-03-27,9894.409891369913
56,2019-03-28,9845.438292401406
57,2019-03-29,9860.341397968576
58,2019-04-01,9902.546006580636
59,2019-04-02,9837.881397968576
60,2019-04-03,9857.51755012159
61,2019-04-04,9884.050964627704
62,2019-04-05,9856.744742326358
63,2019-04-08,9852.383334486163
64,2019-04-09,9849.850094144376
65,2019-04-10,9767.828758718191
66,2019-04-11,9745.493112743567
67,2019-04-12,9769.502119642066
68,2019-04-16,9733.845355045822
69,2019-04-17,9656.64383733548
70,2019-04-18,9547.24284594461
71,2019-04-19,9544.578173413436
72,2019-04-22,9466.209068521879
73,2019-04-23,9646.706448252859
74,2019-04-24,9645.501559860983
75,2019-04-25,9532.404982138814
76,2019-04-26,9597.181696414937
77,2019-05-02,9558.006118704978
78,2019-05-03,9859.376964941122
79,2019-05-06,9674.538652817635
80,2019-05-07,9700.503616364955
81,2019-05-08,9731.18985601263
82,2019-05-09,9589.867898478984
83,2019-05-10,9654.836562228678
84,2019-05-13,9615.557381247996
85,2019-05-14,9581.283171061992
86,2019-05-15,9676.823264369488
87,2019-05-16,9648.680974273204
88,2019-05-17,9625.54368417692
89,2019-05-20,9624.34868417692
90,2019-05-21,9686.886571664334
91,2019-05-22,9685.681572767544
92,2019-05-23,9652.619748750973
93,2019-05-24,9543.734030138301
94,2019-05-27,9542.55802057867
95,2019-05-28,9541.378023099423
96,2019-05-29,9518.289367646694
97,2019-05-30,9534.023023099422
98,2019-05-31,9510.934367646694
99,2019-06-03,9459.033401288509
100,2019-06-04,9457.873401288509
101,2019-06-05,9463.622967074489
102,2019-06-06,9438.639178355312
103,2019-06-07,9505.121751480388
104,2019-06-10,9525.856144695568
105,2019-06-11,9472.235389309215
106,2019-06-12,9449.772288463115
107,2019-06-13,9432.314180123805
108,2019-06-14,9452.434165685178
109,2019-06-17,9386.159593488217
110,2019-06-18,9326.404693217755
111,2019-06-19,9358.767233352948
112,2019-06-20,9444.601022598554
113,2019-06-21,9416.7100791667
114,2019-06-24,9524.26979632597
115,2019-06-25,9499.533659223081
116,2019-06-26,9410.935974543287
117,2019-06-27,9313.199682768536
118,2019-06-28,9341.216288781263
119,2019-07-01,9436.66896826811
120,2019-07-02,9377.220162382793
121,2019-07-03,9327.78135649748
122,2019-07-04,9384.90087954092
123,2019-07-05,9359.631131859114
124,2019-07-08,9358.491132207015
125,2019-07-09,9334.973424286938
126,2019-07-10,9369.242578682995
127,2019-07-11,9390.799639410689
128,2019-07-12,9348.291491932585
129,2019-07-15,9331.079885895444
130,2019-07-16,9351.018133227826
131,2019-07-17,9427.87661329451
132,2019-07-18,9426.724542386915
133,2019-07-19,9502.838428857709
134,2019-07-22,9418.726605076887
135,2019-07-23,9434.964085121443
136,2019-07-24,9359.461818344196
137,2019-07-25,9282.448273765493
138,2019-07-26,9251.37356277274
139,2019-07-29,9107.195014031857
140,2019-07-30,9044.630392182797
141,2019-07-31,8966.340959409206
142,2019-08-01,8852.790408656187
143,2019-08-02,8899.004542948787
144,2019-08-05,8842.155960788601
145,2019-08-06,8826.232871943352
146,2019-08-07,8795.948631372958
147,2019-08-08,8818.402222967652
148,2019-08-09,8746.691498869659
149,2019-08-12,8744.540171010254
150,2019-08-13,8655.715913059716
151,2019-08-14,8623.54439849582
152,2019-08-15,8747.939242498353
153,2019-08-16,8665.290162002253
154,2019-08-19,8663.15236968924
155,2019-08-20,8814.554001676417
156,2019-08-21,8755.644163689241
157,2019-08-22,8691.915726676416
158,2019-08-23,8791.933032012766
159,2019-08-26,8717.502312305698
160,2019-08-27,8679.516836651957
161,2019-08-28,8656.31549704224
162,2019-08-29,8655.28049704224
163,2019-08-30,8665.564261680187
164,2019-09-03,8599.487352452434
165,2019-09-04,8577.208298091664
166,2019-09-05,8576.199635104527
167,2019-09-06,8575.184661743322
168,2019-09-09,8547.879492146649
169,2019-09-10,8516.415680132832
170,2019-09-11,8515.41068051621
171,2019-09-12,8555.594420286336
172,2019-09-13,8618.844155094166
173,2019-09-16,8622.022913427852
174,2019-09-17,8576.211337319188
175,2019-09-18,8610.114614205471
176,2019-09-19,8785.354978343541
177,2019-09-20,8697.017931680924
178,2019-09-23,8738.178067649553
179,2019-09-24,8716.012319355661
180,2019-09-25,8745.278716437864
181,2019-09-26,8767.46278992753
182,2019-09-27,8749.725937459421
183,2019-09-30,8712.624488870293
184,2019-10-01,8704.770599962108
185,2019-10-02,8680.18946225346
186,2019-10-03,8708.539749267033
187,2019-10-04,8687.665239140919
188,2019-10-07,8716.454680354527
189,2019-10-08,8814.55194873946
190,2019-10-09,8803.409810496738
191,2019-10-10,8782.251385365893
192,2019-10-11,8841.308231297138
193,2019-10-14,8880.206838381411
194,2019-10-15,8854.101849296214
195,2019-10-16,8852.996849296214
196,2019-10-17,8806.906882040623
197,2019-10-18,8785.826903870227
198,2019-10-21,8825.915944075039
199,2019-10-22,8843.445269708089
200,2019-10-23,8842.36594598525
201,2019-10-24,8832.547637274198
202,2019-10-25,8817.735741268376
203,2019-10-28,8821.03382899333
204,2019-10-29,8730.686323583494
205,2019-10-30,8746.63204774445
206,2019-10-31,8769.58215074242
207,2019-11-01,8804.510925812097
208,2019-11-04,8802.85686261631
209,2019-11-05,8839.055735772965
210,2019-11-06,8870.13212767135
211,2019-11-07,8809.511905185664
212,2019-11-08,8775.170507726443
213,2019-11-11,8749.264900218503
214,2019-11-12,8737.094506837526
215,2019-11-13,8723.45514497285
216,2019-11-14,8677.300019438335
217,2019-11-15,8675.11810592375
218,2019-11-18,8610.338091318417
219,2019-11-19,8609.417539723874
220,2019-11-20,8446.095634213163
221,2019-11-21,8283.328328702451
222,2019-11-22,8321.145720457997
223,2019-11-25,8288.70049368714
224,2019-11-26,8360.243902549093
225,2019-11-27,8331.144889349363
226,2019-11-28,8331.134789349364
227,2019-11-29,8388.329789349362
228,2019-12-02,8379.523024435803
229,2019-12-03,8459.043868914603
230,2019-12-04,8497.546519577803
231,2019-12-05,8370.618361966177
232,2019-12-06,8641.694190557086
233,2019-12-09,8768.106190557084
234,2019-12-10,8822.388918166935
235,2019-12-11,8819.387718320286
236,2019-12-12,8802.941021385868
237,2019-12-13,8770.918195916156
238,2019-12-16,8769.680393212688
239,2019-12-17,8768.881793845547
240,2019-12-18,8710.763971817576
241,2019-12-19,8705.57789692744
242,2019-12-20,8726.929421158397
243,2019-12-23,8809.759942703808
244,2019-12-24,8756.83276377772
