date,VIC,VIC,REE
2019-05-24,-100.0,20.222747802734375,-96.53430938720703
2019-05-27,100.0,-100.0,-100.0
2019-05-28,99.6485824584961,-79.30375671386719,94.8592300415039
2019-05-29,99.90388488769531,-98.55258178710938,99.96099853515625
2019-05-30,99.99748229980469,-96.8077392578125,99.65300750732422
2019-05-31,96.39019775390625,-98.48456573486328,99.97162628173828
2019-06-03,99.99979400634766,-87.51395416259766,99.99854278564453
2019-06-04,99.79696655273438,-92.98661804199219,99.9990234375
2019-06-05,99.98688507080078,-91.76091003417969,99.99652099609375
2019-06-06,99.99716186523438,-94.9708251953125,99.45738220214844
2019-06-07,-99.50494384765625,19.46519660949707,-77.1736831665039
2019-06-10,100.0,-100.0,-100.0
2019-06-11,-100.0,-24.289018630981445,-92.21829223632812
2019-06-12,100.0,-100.0,-100.0
2019-06-13,99.99463653564453,-92.13211059570312,98.46784973144531
2019-06-14,98.111083984375,-97.88255310058594,99.16419982910156
2019-06-17,99.47838592529297,-93.64971160888672,99.98304748535156
2019-06-18,99.99960327148438,-93.07955169677734,99.99322509765625
2019-06-19,99.71463775634766,-94.6158218383789,99.38027954101562
2019-06-20,99.95710754394531,-17.975229263305664,-81.7829818725586
2019-06-21,99.99945068359375,12.172662734985352,-99.87738037109375
2019-06-24,94.06636047363281,-31.960451126098633,-98.71996307373047
2019-06-25,99.9674301147461,37.89218521118164,-99.94768524169922
2019-06-26,-75.67327880859375,34.72127914428711,-99.99187469482422
2019-06-27,100.0,-100.0,-100.0
2019-06-28,-99.99858856201172,-39.26407241821289,-51.865474700927734
2019-07-01,100.0,-100.0,-100.0
2019-07-02,-15.701216697692871,98.20120239257812,-96.45452880859375
2019-07-03,99.99813842773438,61.69502639770508,-99.98941802978516
2019-07-04,-99.72892761230469,66.02041625976562,-99.97613525390625
2019-07-05,100.0,-100.0,-100.0
2019-07-08,-89.88090515136719,-20.568954467773438,-95.99943542480469
2019-07-09,100.0,-100.0,-100.0
2019-07-10,-99.9999771118164,48.634517669677734,-99.99195861816406
2019-07-11,100.0,-100.0,-100.0
2019-07-12,-99.99996185302734,-8.848344802856445,-72.38581085205078
2019-07-15,100.0,-100.0,-100.0
2019-07-16,91.40928649902344,-26.907258987426758,-95.13074493408203
2019-07-17,-82.06890106201172,-54.55870819091797,-95.523193359375
2019-07-18,100.0,-100.0,-100.0
2019-07-19,99.95174407958984,52.648460388183594,-98.98040771484375
2019-07-22,-67.4462661743164,69.12814331054688,-95.43346405029297
2019-07-23,-91.26671600341797,91.09357452392578,-99.8965835571289
2019-07-24,-95.60452270507812,-57.3636360168457,-99.89088439941406
2019-07-25,100.0,-100.0,-100.0
2019-07-26,-18.181055068969727,12.24970817565918,-95.6943130493164
2019-07-29,99.99800109863281,-99.9980239868164,-100.0
2019-07-30,100.0,-77.63117218017578,85.77336120605469
2019-07-31,-99.99998474121094,-41.040496826171875,-46.17799377441406
2019-08-01,100.0,-100.0,-100.0
2019-08-02,-99.73082733154297,-49.768672943115234,-99.06149291992188
2019-08-05,100.0,-100.0,-100.0
2019-08-06,-31.045209884643555,-5.440491676330566,-80.75167846679688
2019-08-07,100.0,-100.0,-100.0
2019-08-08,-97.14495849609375,70.97500610351562,-99.90137481689453
2019-08-09,100.0,-100.0,-100.0
2019-08-12,-100.0,88.58265686035156,-99.99964904785156
2019-08-13,99.99767303466797,-99.64824676513672,-100.0
2019-08-14,-99.95057678222656,85.75196075439453,-99.99752044677734
2019-08-15,100.0,-99.99915313720703,-100.0
2019-08-16,99.94844055175781,-88.73995208740234,-99.97936248779297
2019-08-19,100.0,-84.9453353881836,-99.27096557617188
2019-08-20,82.24612426757812,-60.900760650634766,-99.96746063232422
2019-08-21,-99.99998474121094,-85.40921783447266,-99.64688873291016
2019-08-22,100.0,-100.0,-100.0
2019-08-23,94.9626235961914,-64.14655303955078,-99.673583984375
2019-08-26,67.01231384277344,-80.9419937133789,-97.23648071289062
2019-08-27,94.72074890136719,-93.98374938964844,-86.837158203125
2019-08-28,99.57991027832031,-98.32718658447266,37.74919509887695
2019-08-29,99.99897766113281,-95.38495635986328,93.32830810546875
2019-08-30,99.71701049804688,-83.8013916015625,22.638463973999023
2019-09-03,-96.51237487792969,-81.97098541259766,-24.850881576538086
2019-09-04,100.0,-100.0,-100.0
2019-09-05,89.12183380126953,-97.94641876220703,99.71055603027344
2019-09-06,97.00749206542969,-96.49099731445312,99.09489440917969
2019-09-09,99.43515014648438,-89.92919158935547,23.64314842224121
2019-09-10,99.81131744384766,-83.8609390258789,-37.20964813232422
2019-09-11,99.98929595947266,-83.12725067138672,-73.78733825683594
2019-09-12,-77.11634826660156,19.74886703491211,-90.49259948730469
2019-09-13,100.0,-100.0,-100.0
2019-09-16,-99.9988784790039,-5.268460273742676,-99.99305725097656
2019-09-17,100.0,-100.0,-100.0
2019-09-18,-95.2027587890625,-29.092676162719727,-98.9090805053711
2019-09-19,100.0,-100.0,-100.0
2019-09-20,97.90599060058594,-20.25008201599121,-99.95501708984375
2019-09-23,99.99993133544922,-82.98726654052734,-93.57789611816406
2019-09-24,-99.95794677734375,-93.72576141357422,-78.87995910644531
2019-09-25,100.0,-100.0,-100.0
2019-09-26,-99.99998474121094,-87.8724365234375,-95.3520278930664
2019-09-27,100.0,-100.0,-100.0
2019-09-30,-99.51048278808594,-83.22191619873047,42.35988998413086
2019-10-01,100.0,-100.0,-100.0
2019-10-02,-99.9330062866211,-97.49768829345703,97.01643371582031
2019-10-03,100.0,-100.0,-100.0
2019-10-04,99.9160385131836,-99.3446044921875,99.79158782958984
2019-10-07,99.9969711303711,-99.80496215820312,99.99559020996094
2019-10-08,99.52640533447266,-99.7264633178711,99.98431396484375
2019-10-09,94.60124969482422,-99.60960388183594,99.91590881347656
2019-10-10,95.88684844970703,-99.48981475830078,99.89585876464844
2019-10-11,99.9938735961914,-99.65525817871094,99.892578125
2019-10-14,-91.77112579345703,-92.64515686035156,14.601397514343262
2019-10-15,100.0,-100.0,-100.0
2019-10-16,-93.01717376708984,-96.79564666748047,-53.060699462890625
2019-10-17,100.0,-100.0,-100.0
2019-10-18,56.94358444213867,-99.56001281738281,89.32833862304688
2019-10-21,100.0,-99.70743560791016,99.92961883544922
2019-10-22,97.70135498046875,-98.9989013671875,99.99894714355469
2019-10-23,99.96583557128906,-99.01228332519531,99.99864196777344
2019-10-24,99.97816467285156,-90.57206726074219,-70.39813995361328
2019-10-25,38.158843994140625,-57.12269592285156,-96.25704956054688
2019-10-28,-99.97029876708984,-53.66488265991211,-69.93853759765625
2019-10-29,100.0,-100.0,-100.0
2019-10-30,99.8636474609375,-96.7789306640625,66.6736831665039
2019-10-31,99.99923706054688,-88.81694793701172,24.238454818725586
2019-11-01,-97.83776092529297,-57.362850189208984,-49.6190299987793
2019-11-04,100.0,-100.0,-100.0
2019-11-05,91.70401000976562,11.251413345336914,-99.9968490600586
2019-11-06,-97.87914276123047,-59.679569244384766,-99.68865203857422
2019-11-07,100.0,-100.0,-100.0
2019-11-08,-92.20687103271484,-55.99732971191406,-83.48767852783203
2019-11-11,100.0,-100.0,-100.0
2019-11-12,-99.79339599609375,-28.16629981994629,-99.9709243774414
2019-11-13,100.0,-100.0,-100.0
2019-11-14,99.99777221679688,-99.05339813232422,98.2986068725586
2019-11-15,93.53518676757812,-99.68301391601562,99.82655334472656
2019-11-18,99.99457550048828,-99.71394348144531,99.99546813964844
2019-11-19,-78.17609405517578,-99.71310424804688,99.97028350830078
2019-11-20,100.0,-100.0,-100.0
2019-11-21,100.0,-99.53268432617188,99.99945068359375
2019-11-22,99.99993896484375,-95.23345184326172,99.99993133544922
2019-11-25,99.98774719238281,-95.51902770996094,99.99980926513672
2019-11-26,99.99998474121094,-97.93115997314453,99.9990234375
2019-11-27,100.0,-98.36569213867188,99.99897766113281
2019-11-28,99.7080078125,-93.88372039794922,99.99993133544922
2019-11-29,70.952880859375,-96.03669738769531,99.99977111816406
2019-12-02,99.95038604736328,-96.08386993408203,99.99998474121094
2019-12-03,99.99661254882812,-98.13529968261719,99.99976348876953
2019-12-04,99.99707794189453,-96.81202697753906,99.99639892578125
2019-12-05,99.98929595947266,-96.28436279296875,99.99954986572266
2019-12-06,99.73571014404297,-96.8460464477539,99.99957275390625
2019-12-09,99.16613006591797,-97.49208068847656,99.9989013671875
2019-12-10,99.99983215332031,-98.32682037353516,99.99838256835938
2019-12-11,98.21436309814453,-99.68524169921875,99.83482360839844
2019-12-12,-99.41703796386719,-98.95852661132812,97.99160766601562
2019-12-13,100.0,-100.0,-100.0
2019-12-16,-67.19013977050781,-99.5038833618164,99.87943267822266
2019-12-17,100.0,-100.0,-100.0
2019-12-18,99.9998550415039,-98.50126647949219,99.99821472167969
2019-12-19,99.99923706054688,-98.92675018310547,99.9958724975586
2019-12-20,98.14595031738281,-99.62690734863281,99.87907409667969
2019-12-23,99.99655151367188,-99.61822509765625,99.92904663085938
2019-12-24,99.98819732666016,-99.68739318847656,99.82664489746094
2019-12-25,-100.0,-55.38520812988281,-60.027156829833984
2019-12-26,100.0,-100.0,-100.0
2019-12-27,100.0,2.4869203567504883,-95.0880126953125
2019-12-30,-99.71527862548828,89.92203521728516,-100.0
2019-12-31,-38.56526565551758,38.944114685058594,-100.0
2020-01-02,-93.98668670654297,94.12298583984375,-99.90990447998047
2020-01-03,87.82975769042969,-65.34664916992188,-31.547164916992188
2020-01-06,99.99625396728516,-99.5215835571289,96.50531768798828
2020-01-07,99.9999771118164,-56.48808288574219,38.95063400268555
2020-01-08,99.99432373046875,-99.29955291748047,99.89104461669922
2020-01-09,99.99220275878906,-96.14327239990234,96.83198547363281
2020-01-10,97.15837097167969,-97.31959533691406,98.79857635498047
2020-01-13,99.22722625732422,-99.06784057617188,99.93827056884766
2020-01-14,99.98418426513672,-99.44546508789062,99.97702026367188
2020-01-15,99.99978637695312,-99.54545593261719,99.98893737792969
2020-01-16,99.9998779296875,-90.51392364501953,83.4604721069336
2020-01-17,100.0,-97.77669525146484,87.61553955078125
2020-01-20,-8.64275074005127,-99.2471923828125,98.6387939453125
2020-01-21,99.98088073730469,-95.43191528320312,99.99976348876953
2020-01-22,99.92395782470703,-98.5133285522461,99.99351501464844
2020-01-30,99.99555206298828,-99.69647979736328,99.9989242553711
2020-01-31,99.99942779541016,-99.98944091796875,99.99995422363281
2020-02-03,99.9999771118164,-99.99908447265625,99.99995422363281
2020-02-04,99.996826171875,-99.84266662597656,99.99938201904297
2020-02-05,99.98388671875,-98.79293060302734,99.9974136352539
2020-02-06,99.95894622802734,-97.76309967041016,99.99090576171875
2020-02-07,99.92826080322266,-97.53285217285156,99.99675750732422
2020-02-10,99.87481689453125,-97.40080261230469,99.99896240234375
2020-02-11,99.96187591552734,-98.95620727539062,99.99234771728516
2020-02-12,-96.93163299560547,-99.51284790039062,99.94392395019531
2020-02-13,100.0,-100.0,-100.0
2020-02-14,99.8280029296875,-99.69625854492188,99.44747924804688
2020-02-17,99.94926452636719,-99.65631103515625,99.77233123779297
2020-02-18,-99.99998474121094,-98.7397689819336,64.1845474243164
2020-02-19,100.0,-100.0,-100.0
2020-02-20,97.04179382324219,-94.38180541992188,18.937158584594727
2020-02-21,98.64126586914062,-99.3810806274414,99.32064819335938
2020-02-24,99.9998550415039,-94.56710815429688,99.99989318847656
2020-02-25,99.99111938476562,-97.97461700439453,99.99565887451172
2020-02-26,99.9999771118164,-99.53356170654297,99.74842071533203
2020-02-27,-91.59300231933594,-87.38390350341797,-43.682403564453125
2020-02-28,100.0,-100.0,-100.0
2020-03-02,93.35806274414062,-89.11344909667969,-94.90531921386719
2020-03-03,-99.99988555908203,-75.23129272460938,-98.46798706054688
2020-03-04,100.0,-100.0,-100.0
2020-03-05,-90.27741241455078,-99.02395629882812,98.4193115234375
2020-03-06,100.0,-100.0,-100.0
2020-03-09,99.99991607666016,-99.12995910644531,99.99995422363281
2020-03-10,99.99978637695312,-95.2814712524414,99.99976348876953
2020-03-11,99.9990234375,-94.47769165039062,99.9998550415039
2020-03-12,99.99679565429688,-99.81394958496094,99.99990844726562
2020-03-13,99.99568176269531,-99.42022705078125,99.99968719482422
2020-03-16,99.99762725830078,-98.11302185058594,99.99971008300781
2020-03-17,99.9918441772461,-97.47978973388672,99.99959564208984
2020-03-18,99.99518585205078,-93.76704406738281,99.99982452392578
2020-03-19,99.99871063232422,-94.48955535888672,99.99987030029297
2020-03-20,99.9044189453125,-92.0705337524414,99.99980926513672
2020-03-23,99.99966430664062,-99.0254135131836,99.9999771118164
2020-03-24,99.52595520019531,-98.77759552001953,99.99995422363281
2020-03-25,99.99870300292969,-88.34466552734375,99.99949645996094
2020-03-26,-3.230637311935425,-93.72871398925781,99.99993896484375
2020-03-27,100.0,-96.67337799072266,99.99993133544922
2020-03-30,99.99995422363281,-99.17863464355469,99.99990844726562
2020-03-31,99.99868774414062,-96.24051666259766,99.99971008300781
2020-04-01,99.97856903076172,-88.68580627441406,99.99930572509766
2020-04-03,76.72388458251953,-92.08364868164062,99.99224853515625
2020-04-06,-3.3062219619750977,-98.15714263916016,97.34113311767578
2020-04-07,24.82560920715332,-98.5542984008789,97.50459289550781
2020-04-08,100.0,-99.03044891357422,99.43374633789062
2020-04-09,99.99989318847656,-98.7063980102539,98.28921508789062
2020-04-10,94.16122436523438,-98.83820343017578,99.5006332397461
2020-04-13,-100.0,-98.8083267211914,99.14398193359375
2020-04-14,100.0,-100.0,-100.0
2020-04-15,-99.99990844726562,-41.032264709472656,-99.86864471435547
2020-04-16,100.0,-100.0,-100.0
2020-04-17,99.42774963378906,49.07560348510742,-99.9866714477539
2020-04-20,99.99991607666016,49.562801361083984,-99.9996109008789
2020-04-21,99.99959564208984,-30.856000900268555,-98.59422302246094
2020-04-22,91.24302673339844,32.39824676513672,-100.0
2020-04-23,-95.72972869873047,54.94189453125,-98.73453521728516
2020-04-24,100.0,-100.0,-100.0
2020-04-27,99.99900817871094,-16.239261627197266,-99.89122772216797
2020-04-28,99.97688293457031,-57.702667236328125,-98.81220245361328
2020-04-29,99.99224853515625,-60.80363845825195,-97.28466033935547
2020-05-04,100.0,-86.38217163085938,-98.83868408203125
2020-05-05,-99.36386108398438,-66.52923583984375,-98.79156494140625
2020-05-06,100.0,-100.0,-100.0
2020-05-07,-84.62370300292969,24.095272064208984,-99.9794692993164
2020-05-08,100.0,-100.0,-100.0
2020-05-11,-99.42654418945312,-42.062747955322266,99.99840545654297
2020-05-12,100.0,-100.0,-100.0
2020-05-13,62.313114166259766,30.345703125,-99.98455810546875
2020-05-14,-99.99991607666016,-12.1485595703125,-99.01800537109375
2020-05-15,100.0,-100.0,-100.0
2020-05-18,88.28549194335938,-11.674869537353516,-97.60650634765625
2020-05-19,-71.33329772949219,24.70580291748047,-14.257264137268066
2020-05-20,100.0,-100.0,-100.0
2020-05-21,99.89105224609375,-57.032657623291016,-98.28309631347656
2020-05-22,-99.96612548828125,-89.58861541748047,-66.88957214355469
2020-05-25,100.0,-100.0,-100.0
2020-05-26,-99.4127426147461,-90.53522491455078,-34.21751403808594
2020-05-27,100.0,-100.0,-100.0
2020-05-28,99.99966430664062,-99.64057159423828,86.6761703491211
2020-05-29,88.46096801757812,-99.33319091796875,99.72331237792969
2020-06-01,99.99031829833984,-98.79026794433594,98.26588439941406
2020-06-02,99.99213409423828,-99.35846710205078,99.6570816040039
2020-06-03,99.92630767822266,-98.2772216796875,82.43609619140625
2020-06-04,99.99980926513672,-98.93157958984375,93.81857299804688
2020-06-05,-30.142467498779297,-98.9523696899414,65.78185272216797
2020-06-08,99.9999771118164,-100.0,-100.0
2020-06-09,99.96003723144531,-99.32096099853516,-17.924530029296875
2020-06-10,98.75614929199219,-99.51407623291016,23.071348190307617
2020-06-11,99.98895263671875,-99.3477554321289,99.9993667602539
2020-06-12,96.10228729248047,-98.3761978149414,99.99809265136719
2020-06-15,99.95417785644531,-96.45122528076172,99.99873352050781
2020-06-16,97.7916030883789,-97.95053100585938,99.99883270263672
2020-06-17,98.49691772460938,-98.06983947753906,99.99919891357422
2020-06-18,99.9998550415039,-98.17317962646484,99.99900817871094
2020-06-19,99.91548156738281,-98.1581039428711,99.99822235107422
2020-06-22,99.37197875976562,-98.3262939453125,99.99835205078125
2020-06-23,99.9980239868164,-99.44448852539062,99.93519592285156
2020-06-24,99.99797058105469,-99.19390106201172,99.9825210571289
2020-06-25,97.5035171508789,-98.6269760131836,99.99819946289062
2020-06-26,99.91694641113281,-98.25379180908203,99.99919128417969
2020-06-29,99.97297668457031,-98.54598236083984,99.99968719482422
2020-06-30,99.99998474121094,-98.71432495117188,99.99966430664062
2020-07-01,99.99232482910156,-97.415283203125,99.99909210205078
2020-07-02,100.0,-96.86161041259766,99.99921417236328
2020-07-03,40.0634765625,-96.57613372802734,99.99854278564453
2020-07-06,91.7685546875,-98.15785217285156,99.98976135253906
2020-07-07,-82.45880889892578,-99.4892807006836,97.15777587890625
2020-07-08,100.0,-100.0,-100.0
2020-07-09,99.9943618774414,-92.4266357421875,-89.89946746826172
2020-07-10,-100.0,-97.99701690673828,-21.0808162689209
2020-07-13,100.0,-100.0,-100.0
2020-07-14,100.0,-88.99230194091797,-93.75686645507812
2020-07-15,-100.0,-87.96186065673828,-92.78221130371094
2020-07-16,100.0,-100.0,-100.0
2020-07-17,-99.35692596435547,-97.93846130371094,-13.285911560058594
2020-07-20,100.0,-100.0,-100.0
2020-07-21,98.33767700195312,-99.10345458984375,99.34456634521484
2020-07-22,99.98480224609375,-99.73238372802734,99.9552001953125
2020-07-23,97.0296859741211,-98.7979736328125,99.668212890625
2020-07-24,98.91575622558594,-94.80049896240234,99.99982452392578
2020-07-27,99.99641418457031,-99.86473083496094,99.99995422363281
2020-07-28,99.97638702392578,-96.91484832763672,99.9994888305664
2020-07-29,99.98323822021484,-99.33733367919922,99.9998779296875
2020-07-30,99.89886474609375,-95.97787475585938,99.99976348876953
2020-07-31,99.9974136352539,-97.04041290283203,99.99993133544922
2020-08-03,94.15528869628906,-97.68892669677734,99.99798583984375
2020-08-04,99.99940490722656,-99.57936096191406,99.8022232055664
2020-08-05,37.12002182006836,-99.70560455322266,96.89700317382812
2020-08-06,87.46704864501953,-99.54359436035156,92.45183563232422
2020-08-07,-99.99742889404297,-97.49090576171875,47.90924835205078
2020-08-10,100.0,-100.0,-100.0
2020-08-11,-99.46159362792969,-98.73605346679688,73.08091735839844
2020-08-12,100.0,-100.0,-100.0
2020-08-13,99.9999771118164,-86.65835571289062,-79.59259796142578
2020-08-14,99.99960327148438,-94.32173919677734,-92.47518157958984
2020-08-17,-99.9970703125,-94.45770263671875,-67.27349090576172
2020-08-18,100.0,-100.0,-100.0
2020-08-19,-99.99702453613281,-96.46083068847656,-58.99871063232422
2020-08-20,100.0,-100.0,-100.0
2020-08-21,-99.99877166748047,-82.89747619628906,-99.57940673828125
2020-08-24,100.0,-100.0,-100.0
2020-08-25,99.880126953125,-32.09793472290039,-99.97926330566406
2020-08-26,99.9958724975586,-79.49874877929688,-98.99358367919922
2020-08-27,-99.9835433959961,-49.619346618652344,-99.99630737304688
2020-08-28,100.0,-100.0,-100.0
2020-08-31,97.60517883300781,-94.21133422851562,-99.93859100341797
2020-09-01,99.99966430664062,-91.4774398803711,-99.79784393310547
2020-09-03,18.06236457824707,-83.07427215576172,-99.82257843017578
2020-09-04,-99.92350006103516,-92.36931610107422,-98.49040222167969
2020-09-07,100.0,-100.0,-100.0
2020-09-08,93.54219055175781,-98.04315185546875,16.040754318237305
2020-09-09,99.83186340332031,-98.56819152832031,97.68750762939453
2020-09-10,99.95845794677734,-98.54901885986328,95.46682739257812
2020-09-11,99.97781372070312,-99.24227905273438,99.55179595947266
2020-09-14,99.99995422363281,-98.36759948730469,97.62596893310547
2020-09-15,97.98401641845703,-93.76471710205078,-7.613992691040039
2020-09-16,100.0,-94.0027084350586,-84.52283477783203
2020-09-17,-99.99871826171875,-98.80322265625,-58.325992584228516
2020-09-18,100.0,-100.0,-100.0
2020-09-21,-100.0,-93.12834167480469,-99.91897583007812
2020-09-22,100.0,-100.0,-100.0
2020-09-23,-99.9980697631836,-95.10099029541016,-92.39190673828125
2020-09-24,100.0,-100.0,-100.0
2020-09-25,100.0,-98.24876403808594,-83.71298217773438
2020-09-28,-100.0,-95.56216430664062,-78.4990234375
2020-09-29,100.0,-100.0,-100.0
2020-09-30,99.82357025146484,-99.88642883300781,99.25513458251953
2020-10-01,99.77510070800781,-97.6507568359375,74.2137680053711
2020-10-02,7.565772533416748,-99.80371856689453,98.63836669921875
2020-10-05,99.72712707519531,-99.28369140625,75.08966064453125
2020-10-06,99.99339294433594,-98.36383056640625,61.78205108642578
2020-10-07,20.92502212524414,-99.61660766601562,81.39989471435547
2020-10-08,-90.51160430908203,-71.92901611328125,-38.18072509765625
2020-10-09,100.0,-100.0,-100.0
2020-10-12,99.99995422363281,-90.77203369140625,-86.73497772216797
2020-10-13,-99.95826721191406,-99.14139556884766,-2.9986917972564697
2020-10-14,100.0,-100.0,-100.0
2020-10-15,-32.71178436279297,-91.44415283203125,-97.2083511352539
2020-10-16,100.0,-100.0,-100.0
2020-10-19,-98.12081146240234,-19.21636962890625,-99.9998779296875
2020-10-20,100.0,-100.0,-100.0
2020-10-21,-61.7148323059082,-77.10548400878906,-98.11202239990234
2020-10-22,100.0,-100.0,-100.0
2020-10-23,-99.36727142333984,-79.849609375,-99.99652099609375
2020-10-26,100.0,-100.0,-100.0
2020-10-27,99.61263275146484,-99.09674072265625,90.53662109375
2020-10-28,99.96382904052734,-99.86478424072266,99.99938201904297
2020-10-29,99.89492797851562,-98.4641342163086,99.9991455078125
2020-10-30,99.42012786865234,-99.48666381835938,99.99406433105469
2020-11-02,99.67484283447266,-99.7866439819336,99.98033142089844
2020-11-03,99.8719482421875,-95.2254867553711,84.48479461669922
2020-11-04,99.968505859375,-92.51797485351562,42.67780685424805
2020-11-05,99.99205017089844,-99.23562622070312,99.0110855102539
2020-11-06,99.94227600097656,-99.42652893066406,96.90771484375
2020-11-09,-54.156803131103516,-82.31158447265625,-9.115642547607422
2020-11-10,100.0,-100.0,-100.0
2020-11-11,-100.0,-99.4341049194336,-15.583395957946777
2020-11-12,100.0,-100.0,-100.0
