date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2019-01-02,-87.05628204345703,45.95259475708008,91.29242706298828,-82.31937408447266,-99.42084503173828,83.18839263916016,-6.2438249588012695,-98.24871826171875,-58.99766540527344,95.41716766357422,91.2189712524414,66.12284088134766,97.86650085449219,-98.25205993652344,-95.42190551757812,49.357486724853516,44.62900161743164,-78.29122924804688,91.96516418457031,-95.82701110839844,25.626707077026367,-72.74179077148438,-87.24153900146484,89.57707977294922,-60.42643737792969,99.23493957519531,-94.95095825195312,98.0224838256836,96.110595703125,-18.151920318603516
2019-01-03,-95.98629760742188,-69.20732879638672,97.24860382080078,-41.472232818603516,-96.25411987304688,91.93985748291016,20.04178810119629,-99.36072540283203,-61.144317626953125,60.82978057861328,93.20602416992188,88.73772430419922,93.7601547241211,-98.27394104003906,-96.99545288085938,-37.49974822998047,44.67425537109375,-88.6092529296875,93.5159912109375,-96.7376708984375,-91.44689178466797,-93.96483612060547,-92.42479705810547,93.97959899902344,-87.13554382324219,97.90446472167969,-71.97945404052734,96.09656524658203,91.21670532226562,75.1895751953125
2019-01-04,-92.60116577148438,-7.815342903137207,99.25074768066406,-67.17449188232422,-72.15935516357422,91.40286254882812,-20.957881927490234,-85.69095611572266,12.763177871704102,95.2362060546875,97.68920135498047,83.49995422363281,99.3407974243164,-93.07151794433594,-91.70533752441406,-82.45494842529297,74.1161117553711,-89.26041412353516,98.2267837524414,-99.32418060302734,-42.824005126953125,-79.8345947265625,-96.36742401123047,83.2233657836914,-72.64266204833984,96.89321899414062,-82.47036743164062,98.94994354248047,61.357139587402344,63.44561767578125
2019-01-07,-80.82484436035156,-39.67305374145508,86.39797973632812,-81.85150909423828,-96.86735534667969,98.69234466552734,-31.479358673095703,-96.35008239746094,96.3734359741211,94.15232849121094,83.86030578613281,76.2765884399414,98.00093078613281,-92.74916076660156,-94.5062484741211,-84.15416717529297,70.53508758544922,-80.63999938964844,95.49943542480469,-97.6656265258789,-86.07198333740234,-22.73578643798828,-96.14808654785156,97.58097839355469,-19.659828186035156,89.7104721069336,-93.71554565429688,94.9668197631836,93.05654907226562,39.60886001586914
2019-01-08,-91.97026824951172,51.766441345214844,94.80512237548828,-81.33750915527344,-97.67359161376953,68.99237823486328,-22.697751998901367,-93.65008544921875,-78.57192993164062,96.11795043945312,96.7281723022461,38.39939880371094,88.6860122680664,-98.36470794677734,-94.23843383789062,-89.44696044921875,36.15375900268555,27.37555503845215,97.1943130493164,-97.59648132324219,84.03437042236328,-54.74256134033203,-58.88987350463867,81.00745391845703,-12.508403778076172,87.8984603881836,-68.6913833618164,96.21827697753906,20.49005126953125,47.32168960571289
2019-01-09,-97.27659606933594,93.18682861328125,99.2542724609375,-88.47167205810547,-97.00472259521484,93.40267181396484,36.07611846923828,-98.98473358154297,61.95967102050781,46.31416702270508,94.59688568115234,21.199703216552734,94.8677749633789,-89.3265609741211,-99.53567504882812,26.490951538085938,-85.75666809082031,53.972877502441406,98.38411712646484,-99.5815658569336,-99.5278091430664,-93.7455825805664,-86.46440887451172,88.70655059814453,-67.68034362792969,98.2761001586914,-75.3919677734375,97.5637435913086,76.88554382324219,84.25253295898438
2019-01-10,-79.44923400878906,37.561370849609375,97.8995361328125,-81.74327850341797,-84.4219741821289,99.13041687011719,59.3118896484375,-95.76390075683594,-98.08021545410156,89.70689392089844,99.2955551147461,96.44894409179688,93.80001831054688,-95.43932342529297,-90.37904357910156,-83.08356475830078,94.30315399169922,52.67634582519531,81.63282775878906,-97.85464477539062,-6.2030134201049805,-90.6683349609375,-90.8589859008789,13.939046859741211,-37.99221420288086,98.0660400390625,-40.334068298339844,96.72209167480469,86.07878875732422,10.081445693969727
2019-01-11,-93.54414367675781,10.005044937133789,97.91642761230469,-90.43256378173828,-97.17192077636719,97.49307250976562,-20.458877563476562,-96.2456283569336,9.112512588500977,96.72599029541016,41.55143356323242,98.6678237915039,96.99678039550781,-95.24205017089844,-96.32917785644531,-36.96706771850586,84.07601928710938,-95.72457885742188,98.49789428710938,-92.81595611572266,-63.984405517578125,-75.39885711669922,-87.38533782958984,89.97071838378906,-92.99333953857422,84.53820037841797,-96.76005554199219,87.03186798095703,83.87503814697266,52.16493606567383
2019-01-14,-81.13732147216797,98.63599395751953,97.19661712646484,-86.34342956542969,-94.71542358398438,92.3218002319336,62.431217193603516,-96.75968933105469,-99.01862335205078,74.37562561035156,90.35781860351562,-11.750185012817383,88.12682342529297,-99.2347412109375,-95.4198989868164,91.40658569335938,85.7014389038086,66.34004211425781,93.5267333984375,-96.92731475830078,-25.717567443847656,-39.13739776611328,-96.67658996582031,-42.77656173706055,-92.84780883789062,99.45944213867188,-66.67097473144531,85.71205139160156,93.4233169555664,89.16060638427734
2019-01-15,-58.498573303222656,-84.33062744140625,99.36211395263672,-35.64775085449219,-93.80084991455078,98.22943115234375,96.83409118652344,-99.32947540283203,-16.774351119995117,96.90776062011719,95.15612030029297,57.566429138183594,99.47993469238281,-97.62067413330078,-92.73799896240234,26.37087059020996,-6.062829494476318,-72.2342300415039,86.87958526611328,-88.40389251708984,12.160480499267578,-61.933074951171875,-99.73491668701172,95.91664123535156,-96.80988311767578,96.92913055419922,-18.138526916503906,92.93304443359375,77.80354309082031,95.40681457519531
2019-01-16,-95.1353988647461,55.74977493286133,98.80352020263672,-93.88738250732422,-96.32857513427734,98.18882751464844,39.70766067504883,-87.15887451171875,74.83592224121094,93.06156921386719,98.53761291503906,54.32145690917969,98.64220428466797,-88.95381927490234,-97.16337585449219,76.37572479248047,76.76605987548828,-60.49978256225586,93.94795989990234,-98.55921936035156,-92.93087768554688,-92.89361572265625,-95.34735870361328,96.79396057128906,-90.51266479492188,96.68820190429688,-88.31482696533203,99.4291763305664,91.41769409179688,99.49828338623047
2019-01-17,-84.60899353027344,97.4628677368164,91.1478042602539,-97.13531494140625,-97.61004638671875,98.48749542236328,-87.83287811279297,-92.96935272216797,-87.02510070800781,73.04544067382812,89.09661865234375,2.150249481201172,94.69265747070312,-76.67932891845703,-86.359375,-34.64497756958008,70.30883026123047,-51.04216384887695,98.19755554199219,-99.65376281738281,49.8026008605957,-58.97674560546875,-97.09623718261719,95.22563171386719,-79.37924194335938,98.18170166015625,-76.68221282958984,99.5687484741211,67.73931121826172,46.46433639526367
2019-01-18,-98.60124969482422,46.24638366699219,93.98193359375,-98.98756408691406,-99.01314544677734,87.33966064453125,-82.26131439208984,-99.14743041992188,-85.77448272705078,75.67255401611328,98.51811981201172,87.02080535888672,82.09056854248047,-88.33553314208984,-99.46649932861328,-5.99234676361084,82.7414779663086,74.79112243652344,84.35726165771484,-97.27438354492188,-1.2085199356079102,-69.27420043945312,-83.37924194335938,98.49900817871094,-49.15314865112305,97.444580078125,-92.61448669433594,86.24839782714844,51.83599090576172,58.727882385253906
2019-01-22,-83.67816162109375,91.0909652709961,95.57501220703125,-93.98131561279297,-93.76225280761719,93.45993041992188,10.85362434387207,-97.15509033203125,35.91847229003906,92.27589416503906,96.81768798828125,31.015289306640625,96.96044921875,-97.99337768554688,-92.65743255615234,-80.52716827392578,80.13455963134766,-67.66172790527344,97.86978912353516,-99.27762603759766,-84.80646514892578,-89.94039916992188,-95.22368621826172,86.74168395996094,-97.31525421142578,84.52266693115234,-88.26571655273438,98.3687973022461,86.29438781738281,31.21514320373535
2019-01-23,-85.83912658691406,21.049285888671875,97.20497131347656,-75.17183685302734,-96.14446258544922,97.91533660888672,46.11484909057617,-95.33161926269531,13.090002059936523,28.610206604003906,68.50160217285156,66.90945434570312,96.16580200195312,-76.62934875488281,-99.40644073486328,34.28928756713867,48.007347106933594,-3.734809160232544,97.08523559570312,-97.43859100341797,7.257378101348877,-97.75849151611328,-96.30264282226562,95.52487182617188,-49.07577133178711,90.0534896850586,-94.4374771118164,88.0218734741211,91.90399932861328,92.52295684814453
2019-01-24,-86.83404541015625,1.8569111824035645,89.10677337646484,-92.6644515991211,-96.7611312866211,99.28685760498047,-66.59375762939453,-98.37621307373047,-98.35789489746094,86.7290267944336,40.436397552490234,4.34720516204834,98.52778625488281,-84.21834564208984,-98.39350891113281,-61.698299407958984,13.09248161315918,91.2271728515625,97.87049102783203,-82.84902954101562,-82.16480255126953,-98.91671752929688,-80.52128601074219,96.225830078125,-58.727699279785156,99.69694519042969,-96.769287109375,88.7384033203125,76.73445129394531,99.13339233398438
2019-01-25,-97.89291381835938,46.21602249145508,93.62568664550781,-78.67195892333984,-60.44343185424805,95.16625213623047,46.96743392944336,-98.03116607666016,-50.833045959472656,93.97270965576172,90.81828308105469,-47.14533233642578,96.98517608642578,-94.71634674072266,-98.71578979492188,-92.25043487548828,52.51896286010742,-73.23953247070312,95.82767486572266,-96.09119415283203,65.9615249633789,-92.4084701538086,-65.29822540283203,84.73487091064453,-82.5943374633789,99.66546630859375,-93.43412780761719,98.19100189208984,87.00279998779297,65.39478302001953
2019-01-28,-98.34310913085938,18.39019012451172,89.08610534667969,-43.44615936279297,-99.12408447265625,95.1004638671875,-77.63359069824219,-97.11787414550781,-14.999985694885254,81.87686157226562,96.46441650390625,45.25830841064453,98.51726531982422,-89.98072814941406,-92.78032684326172,-37.259422302246094,86.57563018798828,-24.13385009765625,98.48158264160156,-82.33800506591797,43.565513610839844,-86.59163665771484,-88.2812271118164,97.67799377441406,-73.24353790283203,96.99021911621094,-92.17857360839844,96.81036376953125,57.18157196044922,63.87260055541992
2019-01-29,-92.96846008300781,0.8386373519897461,95.51875305175781,-80.57874298095703,-93.94989013671875,87.95945739746094,77.70697784423828,-95.84697723388672,-81.4214859008789,98.43318176269531,72.28236389160156,79.65481567382812,97.2566146850586,-92.5291748046875,-98.37299346923828,-83.65019989013672,60.70125198364258,61.479164123535156,70.08512878417969,-98.71987915039062,-70.81119537353516,-16.500293731689453,-92.562255859375,97.78900146484375,-97.0098876953125,95.27456665039062,-96.19348907470703,97.37421417236328,80.8070068359375,94.61030578613281
2019-01-30,-89.28067779541016,85.4837646484375,99.49974822998047,-95.5231704711914,-93.42327117919922,98.32949829101562,-72.16471862792969,-94.13937377929688,-95.20103454589844,80.3792953491211,85.9527816772461,61.050987243652344,99.83141326904297,-97.6358413696289,-93.68437957763672,33.710182189941406,90.37094116210938,-7.054293155670166,96.61886596679688,-97.99835968017578,-95.30068969726562,-91.11961364746094,-69.94422912597656,88.7766342163086,-75.3228988647461,99.28400421142578,-92.09333801269531,90.11526489257812,93.28532409667969,82.62647247314453
2019-01-31,-94.485107421875,-3.2229363918304443,96.8296890258789,-83.49658203125,-95.32537078857422,97.7514877319336,-74.48050689697266,-97.6983642578125,-93.89067077636719,95.63301849365234,73.14226531982422,57.80143737792969,98.64128875732422,-90.18306732177734,-98.2967529296875,-77.2347640991211,73.56200408935547,-76.09664154052734,99.28260803222656,-98.59586334228516,-80.61812591552734,-76.18148040771484,-89.15504455566406,93.828369140625,-85.94596099853516,97.52318572998047,-97.41967010498047,81.82563781738281,77.02413940429688,94.6531753540039
2019-02-01,-93.94576263427734,-32.07290267944336,92.34619140625,-92.14929962158203,-98.01790618896484,98.63783264160156,-17.008893966674805,-99.36012268066406,-67.55464172363281,90.37801361083984,98.00436401367188,70.72991943359375,91.89576721191406,-90.8564224243164,-85.55996704101562,59.42234802246094,95.6578369140625,-74.59049224853516,98.03782653808594,-98.77576446533203,-89.7147445678711,13.2948637008667,-84.9590072631836,91.21934509277344,-30.900836944580078,99.56927490234375,-75.01512145996094,99.18579864501953,35.226070404052734,83.13102722167969
