date,STB,HPG,VNM
2019-04-23,100.0,100.0,-93.6388931274414
2019-04-24,91.66588592529297,100.0,-99.93162536621094
2019-04-25,100.0,100.0,-99.99418640136719
2019-04-26,100.0,100.0,-99.99996185302734
2019-05-02,99.9998779296875,100.0,-99.99996948242188
2019-05-03,100.0,100.0,-99.99998474121094
2019-05-06,100.0,100.0,-99.38938903808594
2019-05-07,-95.21241760253906,100.0,-99.99929809570312
2019-05-08,-99.99993133544922,100.0,-99.99887084960938
2019-05-09,99.9999771118164,100.0,-92.58842468261719
2019-05-10,-91.80989074707031,99.99998474121094,-84.56758880615234
2019-05-13,100.0,100.0,-99.41744995117188
2019-05-14,100.0,100.0,-99.99481201171875
2019-05-15,100.0,100.0,-99.99972534179688
2019-05-16,100.0,100.0,-99.76949310302734
2019-05-17,100.0,100.0,-99.93238067626953
2019-05-20,-98.1258544921875,100.0,-99.9999771118164
2019-05-21,100.0,100.0,-100.0
2019-05-22,99.26683807373047,100.0,-99.99986267089844
2019-05-23,100.0,100.0,-99.99995422363281
2019-05-24,99.97164154052734,100.0,-99.99984741210938
2019-05-27,100.0,100.0,-99.92816162109375
2019-05-28,99.9979019165039,100.0,-87.58184051513672
2019-05-29,13.729619979858398,99.989990234375,98.14720153808594
2019-05-30,100.0,99.99295806884766,94.40926361083984
2019-05-31,-99.99990844726562,99.93917846679688,99.51527404785156
2019-06-03,-99.97001647949219,72.55181884765625,99.99832916259766
2019-06-04,100.0,-29.23932647705078,99.99987030029297
2019-06-05,99.98772430419922,77.74673461914062,99.9991683959961
2019-06-06,100.0,99.99175262451172,98.87621307373047
2019-06-07,100.0,100.0,-99.91191101074219
2019-06-10,-32.92285919189453,100.0,-99.96617889404297
2019-06-11,99.96461486816406,100.0,-99.979736328125
2019-06-12,99.99976348876953,100.0,-99.92102813720703
2019-06-13,99.9998779296875,99.99968719482422,-37.33899688720703
2019-06-14,99.99983215332031,99.99830627441406,65.37699890136719
2019-06-17,100.0,99.63188171386719,99.75729370117188
2019-06-18,100.0,97.99568939208984,99.96435546875
2019-06-19,99.99871063232422,99.99082946777344,93.34440612792969
2019-06-20,63.46363830566406,100.0,-99.52015686035156
2019-06-21,100.0,100.0,-99.99549102783203
2019-06-24,99.99990844726562,100.0,-99.8348617553711
2019-06-25,100.0,100.0,-99.99999237060547
2019-06-26,99.9998779296875,100.0,-99.99999237060547
2019-06-27,99.99883270263672,100.0,-99.91770935058594
2019-06-28,100.0,100.0,-99.523681640625
2019-07-01,99.97197723388672,100.0,-100.0
2019-07-02,97.1452865600586,100.0,-100.0
2019-07-03,100.0,100.0,-99.99998474121094
2019-07-04,88.62986755371094,100.0,-99.99999237060547
2019-07-05,99.99996185302734,100.0,-99.99967956542969
2019-07-08,100.0,100.0,-99.97098541259766
2019-07-09,100.0,100.0,-99.99624633789062
2019-07-10,100.0,100.0,-99.99993133544922
2019-07-11,99.9996566772461,100.0,-99.99954986572266
2019-07-12,100.0,100.0,-99.99662780761719
2019-07-15,100.0,100.0,-99.99972534179688
2019-07-16,100.0,100.0,-99.99916076660156
2019-07-17,100.0,100.0,-99.9257583618164
2019-07-18,100.0,100.0,-94.5155258178711
2019-07-19,100.0,100.0,-99.99994659423828
2019-07-22,100.0,100.0,-99.9999771118164
2019-07-23,95.5911865234375,100.0,-100.0
2019-07-24,100.0,100.0,-99.99994659423828
2019-07-25,100.0,100.0,-99.99982452392578
2019-07-26,99.97854614257812,100.0,-99.9998779296875
2019-07-29,99.99982452392578,100.0,-99.99919891357422
2019-07-30,97.47755432128906,100.0,-98.29508972167969
2019-07-31,100.0,100.0,-99.80065155029297
2019-08-01,100.0,100.0,-99.80369567871094
2019-08-02,90.00070190429688,100.0,-99.97515869140625
2019-08-05,100.0,100.0,-99.9989242553711
2019-08-06,100.0,100.0,-99.9806137084961
2019-08-07,100.0,100.0,-99.99999237060547
2019-08-08,100.0,100.0,-100.0
2019-08-09,100.0,100.0,-100.0
2019-08-12,100.0,100.0,-100.0
2019-08-13,99.99991607666016,100.0,-100.0
2019-08-14,100.0,100.0,-100.0
2019-08-15,100.0,100.0,-100.0
2019-08-16,100.0,100.0,-99.99999237060547
2019-08-19,100.0,100.0,-99.9998550415039
2019-08-20,100.0,100.0,-99.99999237060547
2019-08-21,100.0,100.0,-99.99996948242188
2019-08-22,100.0,100.0,-99.9989242553711
2019-08-23,100.0,100.0,-99.99994659423828
2019-08-26,100.0,100.0,-99.99845123291016
2019-08-27,100.0,100.0,-99.58457946777344
2019-08-28,100.0,100.0,-61.97001266479492
2019-08-29,99.99996185302734,100.0,-74.76493072509766
2019-08-30,99.8731460571289,100.0,-97.65216064453125
2019-09-03,100.0,100.0,-99.8336181640625
2019-09-04,100.0,100.0,-96.57211303710938
2019-09-05,100.0,99.99998474121094,-1.811915636062622
2019-09-06,99.99995422363281,99.9999771118164,-16.04064178466797
2019-09-09,100.0,100.0,-99.5524673461914
2019-09-10,99.99976348876953,100.0,-99.97808837890625
2019-09-11,-78.62171173095703,100.0,-99.99124145507812
2019-09-12,100.0,100.0,-99.99999237060547
2019-09-13,100.0,100.0,-100.0
2019-09-16,100.0,100.0,-100.0
2019-09-17,100.0,100.0,-100.0
2019-09-18,99.99990844726562,100.0,-99.99996948242188
2019-09-19,100.0,100.0,-100.0
2019-09-20,99.99935913085938,100.0,-100.0
2019-09-23,100.0,100.0,-99.99439239501953
2019-09-24,100.0,100.0,-98.72235107421875
2019-09-25,99.99333953857422,100.0,-99.90477752685547
2019-09-26,100.0,100.0,-99.90440368652344
2019-09-27,-99.93509674072266,100.0,-99.99952697753906
2019-09-30,100.0,100.0,-99.55274963378906
2019-10-01,100.0,100.0,-99.95134735107422
2019-10-02,100.0,100.0,-77.21533966064453
2019-10-03,99.99718475341797,99.9999771118164,-2.4295687675476074
2019-10-04,100.0,99.99993133544922,75.80097961425781
2019-10-07,-99.99991607666016,99.9847412109375,99.90160369873047
2019-10-08,100.0,99.97698974609375,99.78387451171875
2019-10-09,100.0,99.99519348144531,99.14033508300781
2019-10-10,-79.71029663085938,99.99667358398438,98.86144256591797
2019-10-11,100.0,99.99685668945312,98.48780822753906
2019-10-14,-99.99994659423828,100.0,-87.02418518066406
2019-10-15,100.0,100.0,-88.07552337646484
2019-10-16,100.0,100.0,-98.21887969970703
2019-10-17,99.9998550415039,99.99974060058594,59.96487045288086
2019-10-18,99.57344818115234,99.99990844726562,1.932358741760254
2019-10-21,100.0,99.99461364746094,98.11859130859375
2019-10-22,100.0,98.575927734375,99.99658966064453
2019-10-23,99.98204803466797,98.79220581054688,99.99349212646484
2019-10-24,100.0,100.0,-99.14344024658203
2019-10-25,-99.82083129882812,100.0,-99.96894836425781
2019-10-28,100.0,100.0,-99.9867172241211
2019-10-29,100.0,100.0,-99.73841857910156
2019-10-30,-93.43527221679688,100.0,-97.95347595214844
2019-10-31,88.56980895996094,100.0,-99.81085968017578
2019-11-01,100.0,100.0,-99.99739837646484
2019-11-04,100.0,100.0,-100.0
2019-11-05,100.0,100.0,-100.0
2019-11-06,99.98173522949219,100.0,-99.9999771118164
2019-11-07,100.0,100.0,-99.99859619140625
2019-11-08,99.99993896484375,100.0,-99.9965591430664
2019-11-11,100.0,100.0,-99.99982452392578
2019-11-12,100.0,100.0,-99.99999237060547
2019-11-13,100.0,100.0,-99.99992370605469
2019-11-14,99.99847412109375,99.99995422363281,-4.41896915435791
2019-11-15,99.99970245361328,99.99866485595703,87.87481689453125
2019-11-18,100.0,99.86039733886719,99.9232177734375
2019-11-19,100.0,99.97126007080078,99.69268798828125
2019-11-20,88.50337219238281,83.69096374511719,99.99968719482422
2019-11-21,94.86685180664062,-44.82261657714844,100.0
2019-11-22,100.0,-29.968059539794922,100.0
2019-11-25,99.99978637695312,51.44324493408203,99.9999771118164
2019-11-26,-24.859560012817383,94.65949249267578,99.9996566772461
2019-11-27,99.99974060058594,97.84043884277344,99.99880981445312
2019-11-28,100.0,52.69768142700195,99.9999771118164
2019-11-29,-99.939208984375,79.03317260742188,99.99989318847656
2019-12-02,100.0,-64.79862976074219,100.0
2019-12-03,100.0,-84.3239517211914,100.0
2019-12-04,99.99761962890625,66.2780532836914,99.99989318847656
2019-12-05,99.99966430664062,85.13427734375,99.99993896484375
2019-12-06,100.0,90.7333984375,99.99987030029297
2019-12-09,99.99993133544922,98.24303436279297,99.99942779541016
2019-12-10,99.99955749511719,99.43826293945312,99.99856567382812
2019-12-11,99.9984359741211,99.992431640625,99.62167358398438
2019-12-12,99.9983901977539,99.99964141845703,78.81963348388672
2019-12-13,99.99823760986328,99.9998779296875,45.88813781738281
2019-12-16,99.99894714355469,99.99970245361328,97.45948028564453
2019-12-17,99.99568176269531,99.9598388671875,99.99791717529297
2019-12-18,100.0,99.82292938232422,99.99949645996094
2019-12-19,99.03557586669922,99.94778442382812,99.99718475341797
2019-12-20,99.98410034179688,99.99871063232422,99.80001831054688
2019-12-23,99.99998474121094,99.99864196777344,99.9166030883789
2019-12-24,99.99966430664062,99.99932861328125,99.68323516845703
2019-12-25,99.9999771118164,100.0,-93.89472961425781
2019-12-26,100.0,100.0,-99.93878936767578
2019-12-27,100.0,100.0,-99.99935150146484
2019-12-30,100.0,100.0,-100.0
2019-12-31,100.0,100.0,-99.99999237060547
2020-01-02,100.0,100.0,-100.0
2020-01-03,100.0,100.0,-99.99858093261719
2020-01-06,100.0,100.0,-83.76875305175781
2020-01-07,100.0,100.0,-99.98030853271484
2020-01-08,-99.91000366210938,99.99998474121094,62.02392578125
2020-01-09,99.99989318847656,99.9999771118164,40.29673385620117
2020-01-10,100.0,99.99993133544922,71.53722381591797
2020-01-13,99.99995422363281,99.9984359741211,98.5202407836914
2020-01-14,99.99995422363281,99.99246215820312,99.74505615234375
2020-01-15,100.0,99.9581069946289,99.94642639160156
2020-01-16,100.0,100.0,-39.24561309814453
2020-01-17,99.99987030029297,99.99996185302734,-32.11919021606445
2020-01-20,100.0,99.99991607666016,46.93370056152344
2020-01-21,100.0,80.3763427734375,99.99983215332031
2020-01-22,100.0,88.72926330566406,99.99906921386719
2020-01-30,100.0,-93.08657836914062,100.0
2020-01-31,99.9998779296875,-99.9275131225586,100.0
2020-02-03,99.9800796508789,-99.2609634399414,-75.28389739990234
2020-02-04,100.0,100.0,-93.7155532836914
2020-02-05,100.0,100.0,100.0
2020-02-06,100.0,-32.748435974121094,99.99370574951172
2020-02-07,100.0,48.864078521728516,99.97028350830078
2020-02-10,100.0,-0.9899735450744629,99.98810577392578
2020-02-11,100.0,99.26528930664062,99.89389038085938
2020-02-12,100.0,99.9979248046875,97.26283264160156
2020-02-13,100.0,99.99942779541016,91.01028442382812
2020-02-14,100.0,99.9998779296875,69.3857650756836
2020-02-17,100.0,99.99993133544922,73.46053314208984
2020-02-18,100.0,100.0,-92.23491668701172
2020-02-19,100.0,100.0,-97.22348022460938
2020-02-20,100.0,100.0,-98.51729583740234
2020-02-21,100.0,100.0,1.4348864555358887
2020-02-24,100.0,96.91797637939453,99.99896240234375
2020-02-25,100.0,99.94668579101562,99.87318420410156
2020-02-26,100.0,99.9999771118164,78.97689056396484
2020-02-27,100.0,100.0,-96.90692138671875
2020-02-28,100.0,100.0,-74.82235717773438
2020-03-02,100.0,100.0,-98.44364166259766
2020-03-03,100.0,100.0,-99.90653991699219
2020-03-04,100.0,100.0,-96.89701843261719
2020-03-05,10.53764820098877,100.0,-76.3583755493164
2020-03-06,100.0,99.99995422363281,97.86372375488281
2020-03-09,100.0,-94.97920989990234,99.9999771118164
2020-03-10,100.0,70.82256317138672,3.045666217803955
2020-03-11,100.0,24.736713409423828,99.99998474121094
2020-03-12,100.0,-96.49966430664062,100.0
2020-03-13,99.9999771118164,-47.875343322753906,-99.90074920654297
2020-03-16,100.0,100.0,97.8724136352539
2020-03-17,100.0,-46.67848205566406,99.52144622802734
2020-03-18,100.0,99.83956909179688,100.0
2020-03-19,100.0,99.74646759033203,99.29349517822266
2020-03-20,100.0,99.93696594238281,99.9999771118164
2020-03-23,100.0,74.8240737915039,99.99995422363281
2020-03-24,100.0,80.75093078613281,-44.76116180419922
2020-03-25,100.0,99.96817016601562,-100.0
2020-03-26,100.0,99.37007141113281,100.0
2020-03-27,100.0,95.8558349609375,99.98372650146484
2020-03-30,100.0,38.041473388671875,-99.99986267089844
2020-03-31,100.0,97.53544616699219,-27.386749267578125
2020-04-01,100.0,99.91605377197266,81.23178100585938
2020-04-03,100.0,99.99993133544922,99.73294830322266
2020-04-06,100.0,100.0,100.0
2020-04-07,100.0,100.0,-100.0
2020-04-08,100.0,100.0,-98.86939239501953
2020-04-09,100.0,100.0,-99.56043243408203
2020-04-10,100.0,100.0,-96.92678833007812
2020-04-13,100.0,100.0,-100.0
2020-04-14,100.0,100.0,-100.0
2020-04-15,100.0,100.0,-99.99946594238281
2020-04-16,100.0,100.0,-99.99742889404297
2020-04-17,100.0,100.0,-99.99942779541016
2020-04-20,100.0,100.0,-99.99962615966797
2020-04-21,100.0,100.0,-99.99683380126953
2020-04-22,100.0,100.0,-99.99816131591797
2020-04-23,100.0,100.0,-99.99925231933594
2020-04-24,100.0,100.0,-99.9985580444336
2020-04-27,100.0,100.0,-99.9964370727539
2020-04-28,100.0,100.0,-99.99176025390625
2020-04-29,100.0,100.0,-99.98664855957031
2020-05-04,100.0,100.0,-99.97306823730469
2020-05-05,100.0,100.0,-99.98527526855469
2020-05-06,100.0,100.0,-99.9919204711914
2020-05-07,100.0,100.0,-99.99793243408203
2020-05-08,100.0,100.0,-99.9976806640625
2020-05-11,100.0,100.0,-99.99701690673828
2020-05-12,100.0,100.0,-99.99742889404297
2020-05-13,100.0,100.0,-99.99945831298828
2020-05-14,100.0,100.0,-99.9994888305664
2020-05-15,100.0,100.0,-99.99855041503906
2020-05-18,100.0,100.0,-99.997802734375
2020-05-19,100.0,100.0,-99.99906158447266
2020-05-20,100.0,100.0,-99.9970932006836
2020-05-21,100.0,100.0,-99.99710083007812
2020-05-22,100.0,100.0,-99.99442291259766
2020-05-25,100.0,100.0,-99.98826599121094
2020-05-26,100.0,100.0,-99.98454284667969
2020-05-27,100.0,100.0,-99.9250259399414
2020-05-28,100.0,100.0,-99.85804748535156
2020-05-29,100.0,100.0,-99.83488464355469
2020-06-01,100.0,100.0,-99.84186553955078
2020-06-02,100.0,100.0,-99.79713439941406
2020-06-03,100.0,100.0,-99.88812255859375
2020-06-04,100.0,100.0,-99.92691040039062
2020-06-05,100.0,100.0,-99.92587280273438
2020-06-08,100.0,100.0,-99.9318618774414
2020-06-09,100.0,100.0,-99.94743347167969
2020-06-10,100.0,100.0,-99.95003509521484
2020-06-11,100.0,100.0,-99.99998474121094
2020-06-12,100.0,100.0,-17.83574867248535
2020-06-15,100.0,100.0,99.9980697631836
2020-06-16,100.0,99.99998474121094,77.2703628540039
2020-06-17,100.0,99.99993133544922,79.47999572753906
2020-06-18,100.0,99.99990844726562,73.53715515136719
2020-06-19,100.0,100.0,-99.14798736572266
2020-06-22,100.0,100.0,-87.84048461914062
2020-06-23,100.0,100.0,99.99885559082031
2020-06-24,100.0,100.0,99.83329772949219
2020-06-25,100.0,99.99998474121094,99.96388244628906
2020-06-26,100.0,99.99998474121094,-99.99999237060547
2020-06-29,100.0,99.99928283691406,-99.99971008300781
2020-06-30,100.0,99.99427795410156,-49.80760192871094
2020-07-01,100.0,99.99967956542969,-99.99952697753906
2020-07-02,100.0,99.99983215332031,-99.92153930664062
2020-07-03,100.0,99.99996185302734,-100.0
2020-07-06,100.0,100.0,-99.92459106445312
2020-07-07,100.0,100.0,-100.0
2020-07-08,100.0,100.0,-99.74095153808594
2020-07-09,100.0,100.0,-99.98792266845703
2020-07-10,100.0,100.0,-99.91405487060547
2020-07-13,100.0,100.0,-99.99070739746094
2020-07-14,100.0,100.0,-99.99470520019531
2020-07-15,100.0,100.0,-99.99613189697266
2020-07-16,100.0,100.0,-99.99363708496094
2020-07-17,100.0,100.0,-99.98007202148438
2020-07-20,100.0,100.0,-99.99720764160156
2020-07-21,100.0,100.0,-99.99946594238281
2020-07-22,100.0,100.0,-99.61906433105469
2020-07-23,100.0,100.0,-98.95938110351562
2020-07-24,100.0,99.99871063232422,100.0
2020-07-27,100.0,18.86813735961914,99.92938232421875
2020-07-28,100.0,99.91338348388672,99.96513366699219
2020-07-29,100.0,92.48184967041016,-100.0
2020-07-30,100.0,99.93574523925781,-99.99946594238281
2020-07-31,100.0,99.54154205322266,-100.0
2020-08-03,100.0,99.99989318847656,0.703728199005127
2020-08-04,100.0,100.0,99.92387390136719
2020-08-05,100.0,100.0,-99.99999237060547
2020-08-06,100.0,100.0,99.73606872558594
2020-08-07,100.0,100.0,-99.99998474121094
2020-08-10,100.0,100.0,-99.99998474121094
2020-08-11,100.0,100.0,-100.0
2020-08-12,100.0,100.0,-99.99996185302734
2020-08-13,100.0,100.0,-99.99993896484375
2020-08-14,100.0,100.0,-99.98318481445312
2020-08-17,100.0,100.0,-99.99797058105469
2020-08-18,100.0,100.0,-99.99491882324219
2020-08-19,100.0,100.0,-99.99554443359375
2020-08-20,100.0,100.0,-99.9871826171875
2020-08-21,100.0,100.0,-99.99750518798828
2020-08-24,100.0,100.0,-99.99800109863281
2020-08-25,100.0,100.0,-99.99891662597656
2020-08-26,100.0,100.0,-99.99751281738281
2020-08-27,100.0,100.0,-99.99939727783203
2020-08-28,100.0,100.0,-99.99958038330078
2020-08-31,100.0,100.0,-99.99483489990234
2020-09-01,100.0,100.0,-99.9927749633789
2020-09-03,100.0,100.0,-99.99473571777344
2020-09-04,100.0,100.0,-99.99134826660156
2020-09-07,100.0,100.0,-99.94990539550781
2020-09-08,100.0,100.0,-99.9678726196289
2020-09-09,97.4455337524414,100.0,-99.88404846191406
2020-09-10,99.98644256591797,100.0,-99.8846206665039
2020-09-11,99.9968032836914,100.0,-99.96388244628906
2020-09-14,100.0,100.0,-99.93180847167969
2020-09-15,100.0,100.0,-99.94602966308594
2020-09-16,100.0,100.0,-99.96343994140625
2020-09-17,100.0,100.0,-99.9625244140625
2020-09-18,100.0,100.0,-99.98260498046875
2020-09-21,100.0,100.0,-99.98860168457031
2020-09-22,100.0,100.0,-99.99407196044922
2020-09-23,100.0,100.0,-99.9922866821289
2020-09-24,100.0,100.0,-99.98664093017578
2020-09-25,100.0,100.0,-99.98749542236328
2020-09-28,100.0,100.0,-99.9826889038086
2020-09-29,100.0,100.0,-99.90147399902344
2020-09-30,100.0,100.0,-97.59441375732422
2020-10-01,100.0,100.0,-99.9448471069336
2020-10-02,100.0,100.0,-100.0
2020-10-05,100.0,100.0,-99.9766616821289
2020-10-06,100.0,100.0,-99.99105072021484
2020-10-07,100.0,100.0,-99.99466705322266
2020-10-08,100.0,100.0,-99.98303985595703
2020-10-09,100.0,100.0,-99.99034881591797
2020-10-12,100.0,100.0,-99.99118041992188
2020-10-13,100.0,100.0,-99.99864959716797
2020-10-14,100.0,100.0,-99.9806137084961
2020-10-15,100.0,100.0,-99.99248504638672
2020-10-16,100.0,100.0,-99.99807739257812
2020-10-19,100.0,100.0,-99.9986801147461
2020-10-20,100.0,100.0,-99.99800109863281
2020-10-21,100.0,100.0,-99.99669647216797
2020-10-22,100.0,100.0,-99.99813079833984
2020-10-23,100.0,100.0,-99.99854278564453
2020-10-26,100.0,100.0,-99.9817886352539
2020-10-27,100.0,100.0,-99.96473693847656
2020-10-28,100.0,100.0,57.58469009399414
2020-10-29,100.0,99.9999771118164,-99.99832153320312
2020-10-30,100.0,100.0,-99.99989318847656
2020-11-02,100.0,100.0,-100.0
2020-11-03,100.0,100.0,-99.97017669677734
2020-11-04,100.0,100.0,-99.90088653564453
2020-11-05,100.0,100.0,-99.98118591308594
2020-11-06,100.0,100.0,-99.9981689453125
2020-11-09,100.0,100.0,-99.98343658447266
2020-11-10,100.0,100.0,-99.98605346679688
2020-11-11,100.0,100.0,-99.96987915039062
2020-11-12,100.0,100.0,-99.98703002929688
2020-11-13,100.0,100.0,-99.99469757080078
2020-11-16,100.0,100.0,-99.98162078857422
2020-11-17,100.0,100.0,-99.9891357421875
2020-11-18,100.0,100.0,-99.99115753173828
2020-11-19,100.0,100.0,-99.98866271972656
2020-11-20,100.0,100.0,-99.9930419921875
2020-11-23,100.0,100.0,-99.99593353271484
2020-11-24,100.0,100.0,-99.9947509765625
2020-11-25,100.0,100.0,-99.97651672363281
2020-11-26,100.0,100.0,-99.9825668334961
2020-11-27,100.0,100.0,-99.99295806884766
