date,FPT,STB,VNM
2019-06-26,-100.0,100.0,100.0
2019-06-27,-94.11965942382812,-87.28873443603516,-99.13937377929688
2019-06-28,-92.5618896484375,100.0,100.0
2019-07-01,-99.99971008300781,-99.99937438964844,-99.99783325195312
2019-07-02,-99.99998474121094,100.0,100.0
2019-07-03,-99.98824310302734,-99.97834777832031,-99.9946060180664
2019-07-04,-100.0,100.0,100.0
2019-07-05,-99.58666229248047,-97.8382568359375,-99.98066711425781
2019-07-08,-100.0,100.0,100.0
2019-07-09,-98.51785278320312,-95.86970520019531,-99.76570892333984
2019-07-10,-99.99999237060547,100.0,100.0
2019-07-11,-99.76107788085938,-69.02632141113281,-99.95478057861328
2019-07-12,-99.87908172607422,100.0,100.0
2019-07-15,-99.76617431640625,-99.98634338378906,-99.72698974609375
2019-07-16,-100.0,100.0,100.0
2019-07-17,-93.08910369873047,-99.99996185302734,-98.97074127197266
2019-07-18,-100.0,100.0,100.0
2019-07-19,-99.97136688232422,-99.27750396728516,-99.8239517211914
2019-07-22,-61.49260330200195,100.0,100.0
2019-07-23,-99.9974594116211,91.67523193359375,-99.99263763427734
2019-07-24,-100.0,100.0,100.0
2019-07-25,-99.77941131591797,-99.85242462158203,-98.60665893554688
2019-07-26,-100.0,100.0,100.0
2019-07-29,-98.90290069580078,95.65906524658203,-97.3336181640625
2019-07-30,-100.0,100.0,100.0
2019-07-31,-99.56722259521484,-97.19964599609375,30.976699829101562
2019-08-01,-99.99928283691406,-87.43226623535156,-61.720977783203125
2019-08-02,-100.0,100.0,100.0
2019-08-05,-99.96717071533203,99.30057525634766,-99.97891998291016
2019-08-06,31.244766235351562,100.0,100.0
2019-08-07,-99.66629791259766,79.3070297241211,-96.70645141601562
2019-08-08,-100.0,100.0,100.0
2019-08-09,-99.99435424804688,-69.37336730957031,-99.96971130371094
2019-08-12,-100.0,100.0,100.0
2019-08-13,-99.99994659423828,-99.58917236328125,-99.9993896484375
2019-08-14,-100.0,100.0,100.0
2019-08-15,-99.99989318847656,-96.81818389892578,-99.9980697631836
2019-08-16,-100.0,100.0,100.0
2019-08-19,-99.97526550292969,81.35556030273438,-99.56421661376953
2019-08-20,-100.0,100.0,100.0
2019-08-21,-99.97911834716797,-59.51483917236328,-96.102294921875
2019-08-22,-100.0,100.0,100.0
2019-08-23,-99.93415069580078,96.7662582397461,-85.703369140625
2019-08-26,92.3436279296875,100.0,100.0
2019-08-27,-99.93352508544922,-35.239898681640625,6.262016296386719
2019-08-28,99.99796295166016,-84.39510345458984,63.671897888183594
2019-08-29,-99.96942901611328,54.877437591552734,-75.18748474121094
2019-08-30,46.77646255493164,100.0,100.0
2019-09-03,-99.95543670654297,-96.76509857177734,61.07475662231445
2019-09-04,-99.90769958496094,99.9991455078125,-87.90111541748047
2019-09-05,-99.99186706542969,100.0,100.0
2019-09-06,-98.9479751586914,65.5964126586914,26.359378814697266
2019-09-09,-98.73292541503906,34.62395477294922,94.29812622070312
2019-09-10,-98.85155487060547,48.68552780151367,85.85173797607422
2019-09-11,-98.76781463623047,94.75357818603516,86.24456787109375
2019-09-12,-99.91556549072266,97.07917785644531,-57.52809143066406
2019-09-13,-99.99998474121094,100.0,100.0
2019-09-16,-99.99687957763672,26.955175399780273,-98.57356262207031
2019-09-17,-100.0,100.0,100.0
2019-09-18,-99.99365997314453,86.68868255615234,-73.52272033691406
2019-09-19,91.15995025634766,100.0,100.0
2019-09-20,-99.98394775390625,99.49906158447266,-30.353700637817383
2019-09-23,-99.99999237060547,99.9998779296875,100.0
2019-09-24,41.12334442138672,99.99726867675781,99.99966430664062
2019-09-25,-28.85778045654297,100.0,99.99911499023438
2019-09-26,-59.64159393310547,-98.9632568359375,99.99656677246094
2019-09-27,-99.40143585205078,99.40825653076172,99.32638549804688
2019-09-30,-94.50381469726562,-100.0,99.71974182128906
2019-10-01,-99.52611541748047,-64.09110260009766,95.78158569335938
2019-10-02,-99.9997329711914,99.99957275390625,94.36344909667969
2019-10-03,-89.81077575683594,-99.95055389404297,97.63495635986328
2019-10-04,-99.99543762207031,100.0,-45.43123245239258
2019-10-07,96.38099670410156,100.0,100.0
2019-10-08,-99.97868347167969,81.1041030883789,99.97200775146484
2019-10-09,-97.4817886352539,-4.063653945922852,99.90254974365234
2019-10-10,-98.26226043701172,-100.0,99.87322998046875
2019-10-11,-99.99691009521484,-99.9999008178711,20.62811851501465
2019-10-14,-99.91463470458984,-76.98518371582031,47.78536605834961
2019-10-15,-98.99449920654297,-100.0,23.941957473754883
2019-10-16,-99.88066864013672,-96.5678939819336,40.097164154052734
2019-10-17,-97.51393127441406,67.82264709472656,52.083160400390625
2019-10-18,-98.27155303955078,99.9999771118164,68.16194152832031
2019-10-21,-99.5179672241211,-99.99998474121094,65.96660614013672
2019-10-22,-98.9639892578125,100.0,91.81194305419922
2019-10-23,-99.81780242919922,99.9988784790039,93.59207153320312
2019-10-24,-99.75938415527344,-99.99435424804688,-1.711362600326538
2019-10-25,-99.99999237060547,-91.8478775024414,99.99301147460938
2019-10-28,-99.9875259399414,-99.7469482421875,-99.5497055053711
2019-10-29,-100.0,100.0,100.0
2019-10-30,-99.43301391601562,-100.0,-76.0013427734375
2019-10-31,-99.99999237060547,100.0,100.0
2019-11-01,-99.91865539550781,-100.0,-99.41241455078125
2019-11-04,-100.0,100.0,100.0
2019-11-05,-99.99992370605469,-99.98311614990234,-99.99940490722656
2019-11-06,-100.0,100.0,100.0
2019-11-07,-99.97069549560547,-99.95069122314453,-99.96862030029297
2019-11-08,-99.99996948242188,100.0,100.0
2019-11-11,-99.99817657470703,-99.11891174316406,-99.97895050048828
2019-11-12,-100.0,100.0,100.0
2019-11-13,-99.99822235107422,-99.9999008178711,-99.85417938232422
2019-11-14,-99.99991607666016,100.0,100.0
2019-11-15,-99.53724670410156,-100.0,-51.97247314453125
2019-11-18,-100.0,100.0,100.0
2019-11-19,-99.87480926513672,-99.99998474121094,-43.032718658447266
2019-11-20,99.99957275390625,100.0,100.0
2019-11-21,-99.853759765625,100.0,98.32869720458984
2019-11-22,-99.75138854980469,-100.0,98.8569107055664
2019-11-25,-99.8134994506836,-97.29051208496094,98.07891845703125
2019-11-26,-99.93869018554688,99.99983215332031,81.34937286376953
2019-11-27,-99.6383285522461,-100.0,72.5271224975586
2019-11-28,-99.59524536132812,98.9446792602539,98.31170654296875
2019-11-29,-99.69758605957031,-53.215702056884766,98.50383758544922
2019-12-02,-97.6114730834961,99.99966430664062,99.870849609375
2019-12-03,-16.163848876953125,100.0,99.96644592285156
2019-12-04,-72.22927856445312,100.0,99.5688705444336
2019-12-05,-91.42337799072266,100.0,99.2320556640625
2019-12-06,-89.34838104248047,-99.99992370605469,99.08831024169922
2019-12-09,-95.47369384765625,99.94387817382812,99.13997650146484
2019-12-10,-92.05982971191406,-99.95464324951172,99.41067504882812
2019-12-11,-88.40311431884766,-83.7789077758789,99.72257995605469
2019-12-12,-53.86101150512695,-60.03293991088867,98.18924713134766
2019-12-13,-45.93877029418945,-99.99999237060547,96.68061828613281
2019-12-16,-71.12858581542969,-99.98933410644531,98.88346099853516
2019-12-17,-94.44278717041016,-99.83576202392578,98.73404693603516
2019-12-18,-96.11754608154297,-99.99752044677734,95.74708557128906
2019-12-19,-97.79964447021484,41.80498123168945,91.80667114257812
2019-12-20,-94.35733032226562,99.99652099609375,93.15853118896484
2019-12-23,-95.5048828125,99.99510955810547,59.26628112792969
2019-12-24,-98.01024627685547,97.96517944335938,75.77440643310547
2019-12-25,-99.57083892822266,99.9999771118164,-92.19930267333984
2019-12-26,-100.0,100.0,100.0
2019-12-27,-98.42465209960938,87.86563873291016,-97.40438842773438
2019-12-30,-100.0,100.0,100.0
2019-12-31,-99.81847381591797,-50.00501251220703,-99.86688232421875
2020-01-02,82.30772399902344,100.0,100.0
2020-01-03,-99.92427825927734,-86.68773651123047,-99.02696990966797
2020-01-06,-100.0,100.0,100.0
2020-01-07,-98.61717987060547,-99.99979400634766,-96.94886779785156
2020-01-08,-100.0,100.0,100.0
2020-01-09,-99.10042572021484,-99.99995422363281,-98.48672485351562
2020-01-10,-100.0,100.0,100.0
2020-01-13,-99.91250610351562,-65.04551696777344,-99.63346862792969
2020-01-14,-100.0,100.0,100.0
2020-01-15,-99.99736785888672,-99.99998474121094,-99.2645263671875
2020-01-16,-100.0,100.0,100.0
2020-01-17,-99.34471893310547,-99.99724578857422,-83.60847473144531
2020-01-20,99.92514038085938,100.0,100.0
2020-01-21,-96.87918090820312,-100.0,23.27053451538086
2020-01-22,-88.65562438964844,99.9958724975586,98.33312225341797
2020-01-30,45.08277130126953,99.99959564208984,99.98357391357422
2020-01-31,99.93614196777344,100.0,99.99968719482422
2020-02-03,99.99675750732422,100.0,99.99935913085938
2020-02-04,99.748779296875,100.0,99.99148559570312
2020-02-05,67.72992706298828,100.0,99.95963287353516
2020-02-06,-33.45454788208008,100.0,99.64131164550781
2020-02-07,-70.70648193359375,99.55319213867188,99.4284896850586
2020-02-10,-41.83078384399414,99.99747467041016,99.63658142089844
2020-02-11,-68.26044464111328,99.56562805175781,99.2677230834961
2020-02-12,-81.4766616821289,100.0,99.64137268066406
2020-02-13,-42.141265869140625,-75.7947998046875,99.859130859375
2020-02-14,-8.394187927246094,100.0,99.83955383300781
2020-02-17,-23.29224395751953,-98.7652816772461,99.8564224243164
2020-02-18,37.395118713378906,100.0,97.03858184814453
2020-02-19,-25.716703414916992,-83.51549530029297,89.65922546386719
2020-02-20,-41.023433685302734,-83.52853393554688,81.13846588134766
2020-02-21,-79.05733489990234,-99.90813446044922,87.51878356933594
2020-02-24,-20.965129852294922,-95.96112823486328,73.941650390625
2020-02-25,-96.56411743164062,99.00332641601562,97.76547241210938
2020-02-26,-89.56627655029297,96.3337173461914,92.15929412841797
2020-02-27,-94.03611755371094,100.0,15.515195846557617
2020-02-28,-87.56798553466797,-100.0,60.973812103271484
2020-03-02,-93.57395935058594,-99.99382781982422,-29.24405288696289
2020-03-03,-99.9998779296875,100.0,100.0
2020-03-04,-91.32882690429688,89.1620864868164,18.650245666503906
2020-03-05,-92.39559173583984,99.9959487915039,-5.3243279457092285
2020-03-06,-99.49456024169922,-99.98658752441406,83.24551391601562
2020-03-09,4.85910177230835,99.99993896484375,99.94485473632812
2020-03-10,-84.23670196533203,99.99993133544922,99.6830825805664
2020-03-11,-83.01869201660156,99.99513244628906,99.74829864501953
2020-03-12,98.84334564208984,99.99998474121094,99.99700927734375
2020-03-13,98.40066528320312,99.97772979736328,99.98846435546875
2020-03-16,90.03744506835938,100.0,99.97689819335938
2020-03-17,87.27311706542969,-99.9987564086914,99.9547119140625
2020-03-18,32.05352020263672,-99.99725341796875,99.21903991699219
2020-03-19,83.79733276367188,25.141239166259766,99.46570587158203
2020-03-20,55.789039611816406,-99.99510955810547,99.44824981689453
2020-03-23,96.25332641601562,92.31245422363281,99.93104553222656
2020-03-24,79.87039184570312,100.0,99.95276641845703
2020-03-25,-22.87864112854004,-97.43826293945312,98.71959686279297
2020-03-26,8.862042427062988,100.0,98.8526611328125
2020-03-27,22.012447357177734,36.11148452758789,99.82403564453125
2020-03-30,95.0926284790039,99.82344818115234,99.97742462158203
2020-03-31,51.41870880126953,99.99178314208984,99.88699340820312
2020-04-01,-53.483158111572266,-35.24034118652344,99.2543716430664
2020-04-03,-60.408084869384766,98.97166442871094,96.62857055664062
2020-04-06,-28.29653549194336,100.0,98.573974609375
2020-04-07,19.176435470581055,99.9481201171875,98.61573791503906
2020-04-08,50.83396530151367,43.81256103515625,99.55418395996094
2020-04-09,67.04554748535156,-97.40161895751953,99.28755950927734
2020-04-10,81.16629028320312,99.90018463134766,99.54725646972656
2020-04-13,46.256649017333984,99.54360961914062,99.4569320678711
2020-04-14,26.865137100219727,-100.0,83.91047668457031
2020-04-15,-96.19866943359375,-100.0,-94.32577514648438
2020-04-16,-99.99983978271484,100.0,100.0
2020-04-17,-99.39076232910156,91.54300689697266,-99.89411163330078
2020-04-20,-100.0,100.0,100.0
2020-04-21,-75.99920654296875,46.94762420654297,-98.25721740722656
2020-04-22,-46.09917449951172,100.0,100.0
2020-04-23,-97.48906707763672,41.050052642822266,-99.51700592041016
2020-04-24,-99.99949645996094,100.0,100.0
2020-04-27,-99.4036865234375,50.183998107910156,-76.51071166992188
2020-04-28,-100.0,100.0,100.0
2020-04-29,-71.22355651855469,99.99060821533203,15.705072402954102
2020-05-04,-94.78620147705078,71.12016296386719,58.36963653564453
2020-05-05,-98.603515625,99.736572265625,59.68479919433594
2020-05-06,-98.10906219482422,45.67896270751953,44.20671463012695
2020-05-07,-99.34069061279297,98.5604248046875,38.96072006225586
2020-05-08,-99.79004669189453,67.18904876708984,-32.06608200073242
2020-05-11,-99.83209228515625,99.9999771118164,100.0
2020-05-12,-93.98994445800781,99.6287612915039,92.85763549804688
2020-05-13,-99.94975280761719,99.63105010986328,-33.90559387207031
2020-05-14,-100.0,99.9999771118164,100.0
2020-05-15,-98.41647338867188,98.78633117675781,97.46659088134766
2020-05-18,-99.86388397216797,-94.17610931396484,99.54232025146484
2020-05-19,-99.92312622070312,99.3744125366211,-0.41512250900268555
2020-05-20,-99.19905853271484,85.34696197509766,89.78803253173828
2020-05-21,-99.33971405029297,20.77838134765625,94.78543090820312
2020-05-22,-92.86375427246094,99.9999771118164,98.84381103515625
2020-05-25,-81.87690734863281,99.99816131591797,99.70516967773438
2020-05-26,-89.27233123779297,-99.95463562011719,99.61685943603516
2020-05-27,100.0,-99.9980697631836,96.27965545654297
2020-05-28,-99.9999008178711,-95.78768920898438,1.0826349258422852
2020-05-29,-100.0,100.0,100.0
2020-06-01,-99.96870422363281,-100.0,-92.03285217285156
2020-06-02,-100.0,100.0,100.0
2020-06-03,-99.91012573242188,94.14189147949219,-79.51249694824219
2020-06-04,-99.99998474121094,100.0,100.0
2020-06-05,-99.6898193359375,-70.88616943359375,80.55704498291016
2020-06-08,-99.99453735351562,-99.99774932861328,-39.751007080078125
2020-06-09,-99.99931335449219,100.0,100.0
2020-06-10,-99.41836547851562,98.65203094482422,-38.29023361206055
2020-06-11,99.8472900390625,100.0,100.0
2020-06-12,-98.02886962890625,-99.60137939453125,99.95782470703125
2020-06-15,-99.77196502685547,-99.28616333007812,57.25269317626953
2020-06-16,-94.19075012207031,-100.0,93.77570343017578
2020-06-17,-60.10192108154297,91.56490325927734,98.47642517089844
2020-06-18,-99.14684295654297,99.99971008300781,99.41124725341797
2020-06-19,-99.54428100585938,-99.87767028808594,98.88069915771484
2020-06-22,-93.87239074707031,99.99739837646484,98.30248260498047
2020-06-23,-99.09269714355469,-99.99905395507812,98.23108673095703
2020-06-24,-95.6034164428711,-100.0,98.93538665771484
2020-06-25,-96.33558654785156,-91.32438659667969,99.2859115600586
2020-06-26,-92.864013671875,-99.69044494628906,97.01811981201172
2020-06-29,-57.793426513671875,-73.24789428710938,99.34883117675781
2020-06-30,73.38053894042969,100.0,99.65798950195312
2020-07-01,-99.61195373535156,-99.99944305419922,99.2531509399414
2020-07-02,-97.41878509521484,100.0,97.79258728027344
2020-07-03,-99.8073501586914,97.84402465820312,97.64642333984375
2020-07-06,-99.66293334960938,100.0,91.57568359375
2020-07-07,-98.28569793701172,98.73284912109375,92.51863861083984
2020-07-08,-98.6131820678711,99.99970245361328,91.2461166381836
2020-07-09,-99.74307250976562,99.3936996459961,-69.17227935791016
2020-07-10,-99.99993133544922,100.0,100.0
2020-07-13,-98.92129516601562,91.19673156738281,-24.559938430786133
2020-07-14,-100.0,99.99885559082031,100.0
2020-07-15,-98.23916625976562,20.408416748046875,83.65876770019531
2020-07-16,-98.98623657226562,94.25636291503906,89.32120513916016
2020-07-17,-97.173583984375,62.277244567871094,96.16305541992188
2020-07-20,-99.82669830322266,-99.91868591308594,99.42158508300781
2020-07-21,-98.6854248046875,99.98333740234375,-40.67929458618164
2020-07-22,99.03729248046875,100.0,100.0
2020-07-23,-99.21224975585938,99.99832916259766,99.44281768798828
2020-07-24,9.993600845336914,-97.7245101928711,99.9999771118164
2020-07-27,66.9159164428711,-99.97346496582031,99.9999771118164
2020-07-28,-70.98931121826172,100.0,99.63658142089844
2020-07-29,36.26930618286133,99.98255920410156,99.98583984375
2020-07-30,-88.53833770751953,100.0,99.7711181640625
2020-07-31,-65.96791076660156,-95.89820861816406,99.89442443847656
2020-08-03,-96.66465759277344,100.0,99.0848159790039
2020-08-04,-98.69782257080078,99.99998474121094,94.79348754882812
2020-08-05,-94.09362030029297,90.97936248779297,91.4260482788086
2020-08-06,-87.80120849609375,99.99993896484375,91.4367446899414
2020-08-07,-92.435546875,97.65391540527344,65.27000427246094
2020-08-10,-90.54344177246094,99.61785888671875,46.397090911865234
2020-08-11,-89.06495666503906,-85.77761840820312,85.0383529663086
2020-08-12,-85.73694610595703,-100.0,88.24119567871094
2020-08-13,-96.34284973144531,-9.326964378356934,-21.751636505126953
2020-08-14,93.85515594482422,100.0,100.0
2020-08-17,-96.48258972167969,-99.99980163574219,-6.315052509307861
2020-08-18,-99.99910736083984,100.0,100.0
2020-08-19,-96.67330169677734,99.49418640136719,-42.13549041748047
2020-08-20,-100.0,100.0,100.0
2020-08-21,-98.24343872070312,-99.34823608398438,-34.22056579589844
2020-08-24,-100.0,100.0,100.0
2020-08-25,-99.99787139892578,-100.0,-99.99785614013672
2020-08-26,-100.0,100.0,100.0
2020-08-27,-99.9996337890625,55.77638244628906,-99.99856567382812
2020-08-28,-100.0,100.0,100.0
2020-08-31,-99.99018096923828,7.0015788078308105,-99.89735412597656
2020-09-01,-100.0,100.0,100.0
2020-09-03,-99.98709106445312,-95.68392944335938,-99.13060760498047
2020-09-04,-100.0,100.0,100.0
2020-09-07,-95.86383819580078,-99.99652099609375,-99.69093322753906
2020-09-08,-100.0,100.0,100.0
2020-09-09,-98.92247772216797,-100.0,-99.0657958984375
2020-09-10,-99.99935913085938,100.0,100.0
2020-09-11,-99.73969268798828,-100.0,-98.23468017578125
2020-09-14,-99.99983978271484,100.0,100.0
2020-09-15,-99.9222412109375,99.9999771118164,-93.15032958984375
2020-09-16,99.98789978027344,100.0,100.0
2020-09-17,-99.90190124511719,-95.11310577392578,-19.36398696899414
2020-09-18,-100.0,100.0,100.0
2020-09-21,-99.99205780029297,-99.69606018066406,-99.84146881103516
2020-09-22,-100.0,100.0,100.0
2020-09-23,-99.95975494384766,30.116104125976562,-99.2115707397461
2020-09-24,-99.982421875,100.0,100.0
2020-09-25,-99.5815658569336,-100.0,-91.12144470214844
2020-09-28,-80.38595581054688,100.0,100.0
2020-09-29,-99.98704528808594,-99.83136749267578,-96.90413665771484
2020-09-30,-100.0,100.0,100.0
2020-10-01,-99.74301147460938,-89.57159423828125,-94.17523193359375
2020-10-02,-100.0,100.0,100.0
2020-10-05,-99.06876373291016,-78.56242370605469,-46.49043655395508
2020-10-06,-100.0,100.0,100.0
2020-10-07,-98.83175659179688,-100.0,-24.24532699584961
2020-10-08,-100.0,100.0,100.0
2020-10-09,-99.82749938964844,99.25151062011719,-99.328369140625
2020-10-12,-99.9990463256836,100.0,100.0
2020-10-13,-99.86370086669922,-24.065446853637695,71.37809753417969
2020-10-14,-99.11204528808594,92.62604522705078,-29.01679229736328
2020-10-15,-100.0,99.9999771118164,100.0
2020-10-16,-99.99995422363281,-99.42765045166016,-99.99909973144531
2020-10-19,-100.0,100.0,100.0
2020-10-20,-99.99993133544922,-99.94695281982422,-99.99952697753906
2020-10-21,-100.0,100.0,100.0
2020-10-22,-99.9999771118164,-100.0,-99.99971771240234
2020-10-23,-100.0,100.0,100.0
2020-10-26,-99.99295806884766,99.99624633789062,-99.72510528564453
2020-10-27,-99.99996185302734,100.0,100.0
2020-10-28,26.526905059814453,92.1571273803711,82.91791534423828
2020-10-29,-99.99138641357422,-82.67040252685547,99.61933135986328
2020-10-30,-99.98113250732422,-99.99999237060547,53.414703369140625
2020-11-02,-99.97728729248047,-99.89437866210938,-11.406087875366211
2020-11-03,-99.8667984008789,99.99998474121094,100.0
2020-11-04,-99.88172912597656,-100.0,-97.17381286621094
2020-11-05,99.9998779296875,100.0,100.0
2020-11-06,-99.4412612915039,-100.0,-26.75824737548828
2020-11-09,-100.0,100.0,100.0
2020-11-10,-99.93899536132812,-100.0,-96.30921173095703
2020-11-11,71.40997314453125,100.0,100.0
2020-11-12,-99.92581176757812,99.99947357177734,-88.28604888916016
2020-11-13,-100.0,100.0,100.0
2020-11-16,-99.86216735839844,7.4623703956604,-1.5634000301361084
2020-11-17,-99.99848937988281,99.99008178710938,70.13018035888672
2020-11-18,-99.84906768798828,94.15601348876953,-39.096771240234375
2020-11-19,-100.0,100.0,100.0
2020-11-20,-99.9988784790039,-25.232643127441406,-95.46927642822266
2020-11-23,-100.0,100.0,100.0
2020-11-24,-99.99832153320312,-45.177223205566406,-98.5451889038086
2020-11-25,-100.0,100.0,100.0
2020-11-26,-99.99624633789062,16.421817779541016,-90.33043670654297
2020-11-27,-100.0,100.0,100.0
