date,VNM,SBT,VIC
2019-03-07,51.62172317504883,-84.62223052978516,95.14546203613281
2019-03-08,97.9223403930664,100.0,99.91838836669922
2019-03-11,98.12814331054688,69.27678680419922,100.0
2019-03-12,99.97772979736328,99.20079803466797,99.99878692626953
2019-03-13,69.94261932373047,99.57957458496094,5.805313587188721
2019-03-14,-99.94595336914062,-16.547012329101562,99.9999771118164
2019-03-15,-96.25381469726562,99.99767303466797,-99.81968688964844
2019-03-18,-97.69750213623047,85.28321075439453,55.994415283203125
2019-03-19,-98.03335571289062,89.38629913330078,97.0589599609375
2019-03-20,88.33844757080078,-96.42381286621094,-99.78181457519531
2019-03-21,76.62425231933594,68.6157455444336,100.0
2019-03-22,91.25997161865234,-87.77278137207031,75.24549102783203
2019-03-25,99.99336242675781,-99.80581665039062,-99.90351104736328
2019-03-26,83.84893035888672,-73.08674621582031,90.00010681152344
2019-03-27,-99.99996948242188,-98.61763763427734,99.72554779052734
2019-03-28,99.9969253540039,-51.59275436401367,100.0
2019-03-29,-99.24789428710938,-85.69353485107422,-99.9863052368164
2019-04-01,-60.680908203125,93.55638122558594,65.86943054199219
2019-04-02,68.1402359008789,94.5826187133789,89.52293395996094
2019-04-03,99.52466583251953,-99.50753784179688,38.24855041503906
2019-04-04,75.88212585449219,-94.79496765136719,-40.817047119140625
2019-04-05,-99.9986572265625,-17.37428855895996,27.61457061767578
2019-04-08,42.061676025390625,86.59552001953125,97.4476318359375
2019-04-09,100.0,-99.75891876220703,-94.04524993896484
2019-04-10,99.99766540527344,-89.11365509033203,100.0
2019-04-11,-99.99589538574219,98.87814331054688,100.0
2019-04-12,98.76123809814453,-99.70753479003906,95.86700439453125
2019-04-16,-99.99995422363281,99.99974060058594,100.0
2019-04-17,-99.99996948242188,-67.43391418457031,-99.9998779296875
2019-04-18,-58.028594970703125,95.6085433959961,78.70634460449219
2019-04-19,99.97259521484375,77.49042510986328,97.5594482421875
2019-04-22,65.26825714111328,-89.54541015625,58.423316955566406
2019-04-23,74.14054870605469,-53.649147033691406,-100.0
2019-04-24,-84.48453521728516,77.65250396728516,93.56049346923828
2019-04-25,96.28276824951172,-67.92778015136719,100.0
2019-04-26,99.85887908935547,-99.40306854248047,-29.9224853515625
2019-05-02,-10.373407363891602,-99.05372619628906,25.403141021728516
2019-05-03,99.99998474121094,100.0,99.99993133544922
2019-05-06,90.98860931396484,-0.0856161117553711,-99.99891662597656
2019-05-07,100.0,-98.22854614257812,-99.97537994384766
2019-05-08,100.0,-99.94051361083984,45.854400634765625
2019-05-09,-87.81791687011719,99.9673843383789,99.45233154296875
2019-05-10,-99.84423828125,-94.51890563964844,-59.460025787353516
2019-05-13,-45.59031677246094,85.91083526611328,81.98931121826172
2019-05-14,-100.0,-91.9632797241211,-99.99564361572266
2019-05-15,-96.30413818359375,90.7367935180664,79.29303741455078
2019-05-16,-99.99707794189453,-62.80305862426758,100.0
2019-05-17,-6.027203559875488,-77.36308288574219,47.820220947265625
2019-05-20,99.99238586425781,99.83549499511719,99.75001525878906
2019-05-21,23.05150032043457,61.41440963745117,79.5002670288086
2019-05-22,-99.53987121582031,-92.77448272705078,19.80065155029297
2019-05-23,-95.4349594116211,-82.19467163085938,-68.14130401611328
2019-05-24,-58.492576599121094,90.28349304199219,70.91541290283203
2019-05-27,-94.49752807617188,-66.85176086425781,-99.98283386230469
2019-05-28,-72.1533432006836,79.54281616210938,76.11963653564453
2019-05-29,-94.89847564697266,-91.86682891845703,92.7366714477539
2019-05-30,93.12189483642578,-99.96416473388672,99.3968276977539
2019-05-31,100.0,100.0,-100.0
2019-06-03,-99.89728546142578,-99.70567321777344,-100.0
2019-06-04,-99.32537078857422,87.20438385009766,80.41665649414062
2019-06-05,99.98347473144531,-99.85765075683594,-88.8052978515625
2019-06-06,-68.79061889648438,-99.99999237060547,-99.99986267089844
2019-06-07,-17.726289749145508,47.351646423339844,48.710323333740234
2019-06-10,-52.21381759643555,91.426513671875,91.99688720703125
2019-06-11,90.17495727539062,-99.95455169677734,-21.11063003540039
2019-06-12,37.56435012817383,-99.60336303710938,97.16231536865234
2019-06-13,88.49525451660156,-71.27445983886719,100.0
2019-06-14,-78.41923522949219,-98.85203552246094,99.20327758789062
2019-06-17,39.84540557861328,-90.6313705444336,99.70972442626953
2019-06-18,-80.47590637207031,-99.97254943847656,-40.24162292480469
2019-06-19,-89.62848663330078,66.04759979248047,97.31788635253906
2019-06-20,-54.67770767211914,-99.68060302734375,99.2930908203125
2019-06-21,-99.9989013671875,-99.90870666503906,-93.37855529785156
2019-06-24,16.740989685058594,92.43482208251953,57.63268280029297
2019-06-25,96.1526870727539,-16.234058380126953,78.94635009765625
2019-06-26,100.0,-7.065361976623535,-100.0
2019-06-27,96.3388900756836,-58.47101974487305,51.08327865600586
2019-06-28,88.90681457519531,99.97895050048828,92.25678253173828
2019-07-01,1.8939852714538574,-98.48151397705078,99.99873352050781
2019-07-02,97.52440643310547,-98.4824447631836,99.54418182373047
2019-07-03,99.91364288330078,-94.86421966552734,97.826171875
2019-07-04,99.42283630371094,-79.13177490234375,-100.0
2019-07-05,-98.09806060791016,-100.0,99.9999771118164
2019-07-08,99.98027038574219,-99.99999237060547,-71.20243072509766
2019-07-09,63.482879638671875,-100.0,-100.0
2019-07-10,-96.69322204589844,-99.4870834350586,-100.0
2019-07-11,69.17804718017578,89.06912994384766,66.46125030517578
2019-07-12,94.42831420898438,-99.43158721923828,49.29765319824219
2019-07-15,99.17473602294922,52.46498489379883,100.0
2019-07-16,99.67992401123047,-99.69474792480469,-100.0
2019-07-17,99.99935913085938,-99.99968719482422,99.9879150390625
2019-07-18,-51.89998245239258,-82.98392486572266,44.84474563598633
2019-07-19,-11.001670837402344,19.09579086303711,100.0
2019-07-22,-99.62631225585938,-80.66708374023438,99.93977355957031
2019-07-23,27.429962158203125,-99.86629486083984,47.892906188964844
2019-07-24,11.972368240356445,81.95674133300781,99.8351821899414
2019-07-25,100.0,-99.23278045654297,99.99765014648438
2019-07-26,96.7050552368164,-99.42620086669922,99.99911499023438
2019-07-29,99.99957275390625,-96.58941650390625,-99.99430847167969
2019-07-30,-91.78536987304688,-5.156940460205078,99.35936737060547
2019-07-31,46.70317077636719,-97.42357635498047,85.36739349365234
2019-08-01,-99.99998474121094,84.32791137695312,100.0
2019-08-02,-100.0,64.61109924316406,-100.0
2019-08-05,47.50468826293945,64.30816650390625,61.20524597167969
2019-08-06,99.37820434570312,-79.70492553710938,-24.422883987426758
2019-08-07,-99.99993896484375,-60.337608337402344,-100.0
2019-08-08,-32.089805603027344,86.24822998046875,67.87681579589844
2019-08-09,76.21073913574219,96.12185668945312,80.57913970947266
2019-08-12,-93.18569946289062,-98.03335571289062,18.334293365478516
2019-08-13,-99.22571563720703,-99.9998550415039,100.0
2019-08-14,95.96222686767578,-99.99783325195312,-100.0
2019-08-15,-75.6231918334961,41.52860641479492,98.86107635498047
2019-08-16,100.0,98.59833526611328,99.98843383789062
2019-08-19,-99.99957275390625,82.175048828125,-100.0
2019-08-20,-32.426841735839844,90.48468780517578,61.33457565307617
2019-08-21,97.61946105957031,-43.998634338378906,99.75096893310547
2019-08-22,42.02136993408203,-98.67823791503906,85.53204345703125
2019-08-23,-100.0,-99.15967559814453,100.0
2019-08-26,-96.07601165771484,-3.3243954181671143,99.99998474121094
2019-08-27,-98.86824798583984,0.15959739685058594,-75.75593566894531
2019-08-28,55.1630973815918,85.14336395263672,78.49757385253906
2019-08-29,-99.9937744140625,-98.23487091064453,98.82042694091797
2019-08-30,-99.99999237060547,99.992919921875,-99.99922943115234
2019-09-03,-42.83184814453125,88.23358917236328,66.53471374511719
2019-09-04,99.81746673583984,-77.3251724243164,-12.15674877166748
2019-09-05,99.04818725585938,-78.00492858886719,-100.0
2019-09-06,87.72547149658203,-89.42625427246094,-99.99996948242188
2019-09-09,-23.85820198059082,72.88133239746094,99.99976348876953
2019-09-10,-85.14904022216797,-6.665855407714844,100.0
2019-09-11,-95.2818832397461,99.97575378417969,-99.90166473388672
2019-09-12,-38.5208854675293,93.64037322998047,64.32728576660156
2019-09-13,-25.783723831176758,-66.20573425292969,-85.06737518310547
2019-09-16,-79.34866333007812,77.4119644165039,53.99361801147461
2019-09-17,-86.51500701904297,98.73150634765625,92.4002914428711
2019-09-18,99.97380065917969,-76.5385971069336,-99.97566986083984
2019-09-19,93.86685943603516,-82.38829040527344,-71.11567687988281
2019-09-20,-24.197721481323242,-99.82759094238281,-80.91300964355469
2019-09-23,-36.199485778808594,12.206829071044922,93.54528045654297
2019-09-24,-61.425899505615234,94.32141876220703,100.0
2019-09-25,76.75645446777344,-37.9209098815918,99.47908020019531
2019-09-26,-96.72406768798828,-97.89373016357422,23.359739303588867
2019-09-27,-98.17863464355469,-98.9119873046875,-99.9830551147461
2019-09-30,-23.757802963256836,96.41378021240234,72.50501251220703
2019-10-01,-32.204498291015625,79.8026351928711,94.07048034667969
2019-10-02,-92.85208129882812,88.34929656982422,-68.96712493896484
2019-10-03,10.37452220916748,87.50641632080078,74.32138061523438
2019-10-04,-88.45664978027344,93.47989654541016,1.5231609344482422
2019-10-07,99.91822052001953,91.28985595703125,42.76231384277344
2019-10-08,-98.48078155517578,84.87788391113281,98.80104064941406
2019-10-09,-89.99544525146484,42.95952224731445,99.66627502441406
2019-10-10,-48.248626708984375,-89.7821273803711,98.85113525390625
2019-10-11,-73.6046142578125,99.93790435791016,99.99665832519531
2019-10-14,99.98643493652344,99.99925994873047,5.298817157745361
2019-10-15,-99.99959564208984,-99.91270446777344,-99.80779266357422
2019-10-16,-98.10968780517578,77.51915740966797,66.84188842773438
2019-10-17,99.99993896484375,-97.37943267822266,-71.73967742919922
2019-10-18,-99.43468475341797,96.70403289794922,-94.21908569335938
2019-10-21,-62.48844909667969,67.21998596191406,69.94349670410156
2019-10-22,-99.00748443603516,-87.9747085571289,-99.92292785644531
2019-10-23,11.278367042541504,89.39509582519531,65.41956329345703
2019-10-24,99.91281127929688,16.397296905517578,-99.19927215576172
2019-10-25,-53.233028411865234,-80.72915649414062,-99.94532775878906
2019-10-28,-78.72969818115234,87.59346008300781,87.20266723632812
2019-10-29,89.29793548583984,91.08356475830078,98.38519287109375
2019-10-30,97.79322052001953,92.88480377197266,96.21476745605469
2019-10-31,-99.29583740234375,79.54640197753906,-70.17793273925781
2019-11-01,22.310089111328125,77.8725357055664,78.25684356689453
2019-11-04,-86.63674926757812,-75.70978546142578,24.81168556213379
2019-11-05,-72.109375,-99.89734649658203,57.32953643798828
2019-11-06,-99.99990844726562,99.94770050048828,92.16944885253906
2019-11-07,-8.906102180480957,-99.87862396240234,93.7840347290039
2019-11-08,99.99644470214844,-99.41151428222656,88.30450439453125
2019-11-11,99.08294677734375,46.370792388916016,35.67460632324219
2019-11-12,83.27035522460938,49.08073043823242,-32.89783477783203
2019-11-13,-90.37973022460938,-99.9458236694336,99.45508575439453
2019-11-14,78.44795989990234,99.99990844726562,95.17216491699219
2019-11-15,-99.94869995117188,94.77030944824219,95.34142303466797
2019-11-18,-80.93125915527344,-81.04663848876953,65.86087799072266
2019-11-19,-83.13304138183594,99.98991394042969,31.787633895874023
2019-11-20,-11.981755256652832,95.08901977539062,96.552978515625
2019-11-21,84.5732192993164,-99.9999771118164,7.673406600952148
2019-11-22,99.98148345947266,-99.99971008300781,98.76214599609375
2019-11-25,99.752685546875,-99.98880767822266,99.88165283203125
2019-11-26,-99.51155853271484,-99.9996337890625,98.20849609375
2019-11-27,-34.56742858886719,-85.99601745605469,98.96638488769531
2019-11-28,99.99982452392578,-69.8467025756836,95.92455291748047
2019-11-29,-98.00872039794922,-99.99602508544922,99.58031463623047
2019-12-02,-99.9994125366211,-99.99870300292969,28.112815856933594
2019-12-03,99.98670959472656,-99.91088104248047,72.4395751953125
2019-12-04,99.99995422363281,93.7238540649414,99.53187561035156
2019-12-05,-99.93927001953125,84.79243469238281,99.99597930908203
2019-12-06,100.0,-1.6859173774719238,99.96443939208984
2019-12-09,-100.0,-92.93731689453125,97.53594207763672
2019-12-10,98.77525329589844,-99.95353698730469,99.97367858886719
2019-12-11,-100.0,-99.99925231933594,98.04303741455078
2019-12-12,-19.91262435913086,-71.87936401367188,99.9491958618164
2019-12-13,99.34718322753906,99.98609924316406,99.24788665771484
2019-12-16,99.82687377929688,65.9876480102539,99.40054321289062
2019-12-17,100.0,-91.37203979492188,99.84137725830078
2019-12-18,99.99996185302734,-83.09880828857422,99.97361755371094
2019-12-19,99.6405029296875,-24.19793701171875,99.8851318359375
2019-12-20,99.99137115478516,-93.70525360107422,98.76226043701172
2019-12-23,71.35224151611328,-99.65203094482422,98.0718765258789
2019-12-24,-94.53508758544922,99.82499694824219,33.948970794677734
2019-12-25,-99.27696228027344,-99.99483489990234,99.97501373291016
2019-12-26,57.29396438598633,99.98213195800781,-99.99949645996094
2019-12-27,-97.84413146972656,16.223979949951172,81.65708923339844
2019-12-30,-99.65229034423828,-100.0,-62.81498718261719
2019-12-31,-80.06944274902344,93.57571411132812,84.24349975585938
2020-01-02,99.15742492675781,100.0,-51.07731628417969
2020-01-03,99.97618103027344,-55.41829299926758,-99.18547058105469
2020-01-06,99.46379852294922,-97.61688995361328,100.0
2020-01-07,-92.2953109741211,96.39871215820312,42.99778747558594
2020-01-08,-66.2575454711914,40.52960968017578,92.73707580566406
2020-01-09,40.816497802734375,-97.62467956542969,99.36196899414062
2020-01-10,-93.44170379638672,-99.84236907958984,7.365262508392334
2020-01-13,-98.13936614990234,99.99952697753906,83.53226470947266
2020-01-14,89.43425750732422,-89.17716217041016,98.39994812011719
2020-01-15,-70.54627227783203,99.2587661743164,95.37986755371094
2020-01-16,81.30791473388672,94.68671417236328,99.7809066772461
2020-01-17,94.65684509277344,82.41377258300781,99.69012451171875
2020-01-20,94.29342651367188,-39.348636627197266,47.12397003173828
2020-01-21,98.76091766357422,-99.96849822998047,74.1148681640625
2020-01-22,-97.4796142578125,-97.06932067871094,92.02202606201172
2020-01-30,68.68517303466797,100.0,99.12335968017578
2020-01-31,-37.97499465942383,79.51075744628906,95.70128631591797
2020-02-03,50.2666130065918,-99.49018096923828,97.92296600341797
2020-02-04,87.08682250976562,10.263479232788086,62.38508224487305
2020-02-05,81.72278594970703,99.99830627441406,98.15602111816406
2020-02-06,-96.5484390258789,95.4752197265625,98.62544250488281
2020-02-07,74.41949462890625,67.0176773071289,64.14606475830078
2020-02-10,95.92814636230469,98.89681243896484,98.24310302734375
2020-02-11,99.58795166015625,96.95269775390625,99.88665771484375
2020-02-12,-94.8313980102539,99.69682312011719,99.9795913696289
2020-02-13,23.814523696899414,99.26166534423828,99.72296905517578
2020-02-14,65.20738220214844,45.895565032958984,4.550075531005859
2020-02-17,67.15674591064453,98.08912658691406,-30.664371490478516
2020-02-18,93.83306884765625,-86.8025894165039,98.82315063476562
2020-02-19,87.02622985839844,3.3109664916992188,99.90437316894531
2020-02-20,48.489986419677734,89.97149658203125,91.2230224609375
2020-02-21,-54.798030853271484,73.30695343017578,99.34785461425781
2020-02-24,-90.50171661376953,74.71044158935547,57.667518615722656
2020-02-25,-84.7612533569336,82.8386459350586,94.52042388916016
2020-02-26,-51.38020324707031,-99.93084716796875,83.28223419189453
2020-02-27,-97.96501922607422,98.35069274902344,95.10265350341797
2020-02-28,76.5496826171875,-99.99992370605469,99.42211151123047
2020-03-02,-36.8947868347168,-99.9999771118164,99.76045989990234
2020-03-03,-73.23773193359375,100.0,-99.87246704101562
2020-03-04,-11.146110534667969,93.15886688232422,71.95697021484375
2020-03-05,36.30073165893555,-99.8265609741211,46.98896408081055
2020-03-06,-99.83936309814453,100.0,34.989166259765625
2020-03-09,-84.67955780029297,100.0,-26.264673233032227
2020-03-10,-90.7591781616211,57.96485137939453,80.92390441894531
2020-03-11,82.02627563476562,95.66512298583984,99.99835205078125
2020-03-12,-81.9360580444336,87.49624633789062,95.13545227050781
2020-03-13,-99.90104675292969,-95.534423828125,-72.60305786132812
2020-03-16,-53.08091735839844,76.31954956054688,70.91889190673828
2020-03-17,98.32950592041016,84.1348876953125,95.42206573486328
2020-03-18,-99.2193603515625,-99.74969482421875,97.36092376708984
2020-03-19,-33.829463958740234,95.91989135742188,99.89212799072266
2020-03-20,100.0,-81.87630462646484,99.71127319335938
2020-03-23,-100.0,-90.71573638916016,-99.9908218383789
2020-03-24,67.67121887207031,77.88655853271484,51.32255554199219
2020-03-25,14.158153533935547,69.2951889038086,69.85547637939453
2020-03-26,73.62876892089844,49.4542236328125,79.70623779296875
2020-03-27,95.33470916748047,-8.661806106567383,-99.96508026123047
2020-03-30,99.99665832519531,-63.892215728759766,81.61443328857422
2020-03-31,99.99845123291016,99.8114242553711,100.0
2020-04-01,94.61307525634766,90.9934310913086,-99.99039459228516
2020-04-03,81.67989349365234,51.9425163269043,100.0
2020-04-06,99.99449157714844,-99.96388244628906,-100.0
2020-04-07,-88.97394561767578,-29.9168701171875,-99.99983215332031
2020-04-08,-80.28849029541016,90.45299530029297,46.40492248535156
2020-04-09,-10.988813400268555,99.97687530517578,90.32826232910156
2020-04-10,99.99930572509766,-98.29845428466797,56.955074310302734
2020-04-13,93.53993225097656,-94.56693267822266,-99.90948486328125
2020-04-14,-49.040138244628906,-88.3619155883789,-99.99999237060547
2020-04-15,36.19439697265625,83.28797912597656,80.51428985595703
2020-04-16,23.32727813720703,44.070648193359375,100.0
2020-04-17,84.50274658203125,-50.374114990234375,-99.99998474121094
2020-04-20,89.007080078125,-24.374507904052734,-96.31096649169922
2020-04-21,-65.71927642822266,-4.098963737487793,100.0
2020-04-22,-98.77465057373047,-65.69182586669922,-93.8461685180664
2020-04-23,-10.950451850891113,94.92565155029297,75.5035400390625
2020-04-24,94.60563659667969,94.8110580444336,-3.882157802581787
2020-04-27,100.0,-99.48026275634766,-76.37734985351562
2020-04-28,85.73790740966797,-99.86319732666016,100.0
2020-04-29,-96.93439483642578,-99.99696350097656,99.99991607666016
2020-05-04,75.87034606933594,-28.424571990966797,100.0
2020-05-05,-100.0,71.3011474609375,-99.99740600585938
2020-05-06,-34.9705696105957,95.01991271972656,77.92426300048828
2020-05-07,100.0,-78.04682922363281,-60.832069396972656
2020-05-08,99.9930648803711,-96.09253692626953,-100.0
2020-05-11,-62.20722961425781,100.0,93.75680541992188
2020-05-12,99.9827651977539,-84.99272918701172,-2.724742889404297
2020-05-13,-71.50970458984375,-82.21269989013672,-100.0
2020-05-14,88.01148223876953,83.83706665039062,84.73992156982422
2020-05-15,-99.99933624267578,99.66644287109375,-75.91427612304688
2020-05-18,-96.77520751953125,49.09430694580078,61.197471618652344
2020-05-19,97.74578857421875,-17.724693298339844,100.0
2020-05-20,-97.9057388305664,57.01496505737305,-99.0527572631836
2020-05-21,-83.85945892333984,57.06138610839844,63.56303787231445
2020-05-22,-99.99950408935547,-90.05989074707031,99.88287353515625
2020-05-25,-99.90101623535156,-3.692173957824707,59.47528076171875
2020-05-26,99.85380554199219,48.89018630981445,-75.3377685546875
2020-05-27,-99.1559829711914,-88.87197875976562,-99.99946594238281
2020-05-28,-93.44099426269531,81.2235336303711,71.97538757324219
2020-05-29,88.75151824951172,76.30865478515625,99.97726440429688
2020-06-01,99.99989318847656,-73.76242065429688,99.98265838623047
2020-06-02,14.943588256835938,-97.22540283203125,-96.0702896118164
2020-06-03,-45.10712432861328,90.83811950683594,58.06250762939453
2020-06-04,-100.0,-56.357810974121094,-99.91746520996094
2020-06-05,-83.35784149169922,44.92955017089844,85.74282836914062
2020-06-08,-99.99613952636719,63.2105598449707,99.6957778930664
2020-06-09,80.98702239990234,55.42112731933594,99.94955444335938
2020-06-10,-24.281429290771484,73.74043273925781,1.7351269721984863
2020-06-11,38.794349670410156,99.36956024169922,89.71129608154297
2020-06-12,-8.947592735290527,-97.5171890258789,58.708274841308594
2020-06-15,-95.54082489013672,97.84822082519531,99.99998474121094
2020-06-16,-89.97496032714844,-30.7716007232666,91.87681579589844
2020-06-17,-99.8237075805664,97.46389770507812,97.50590515136719
2020-06-18,8.347320556640625,99.75594329833984,21.87061309814453
2020-06-19,-3.603696823120117,-29.955535888671875,99.97450256347656
2020-06-22,84.34573364257812,99.97832489013672,99.99917602539062
2020-06-23,-99.91665649414062,99.55863952636719,-99.99822998046875
2020-06-24,65.80474090576172,44.18182373046875,75.66259002685547
2020-06-25,-90.68580627441406,-77.37551879882812,99.94430541992188
2020-06-26,-54.77275085449219,-44.37385940551758,99.8220443725586
2020-06-29,11.345386505126953,23.55228614807129,35.450565338134766
2020-06-30,-97.20254516601562,-99.9905776977539,99.44428253173828
2020-07-01,-99.93563842773438,-99.99999237060547,98.80329132080078
2020-07-02,-77.40864562988281,99.9999771118164,-33.57680892944336
2020-07-03,38.01876449584961,77.84046936035156,59.14783477783203
2020-07-06,33.05860900878906,-99.97726440429688,-81.6484375
2020-07-07,-79.85624694824219,68.1161880493164,81.30028533935547
2020-07-08,97.80757141113281,36.63953399658203,-99.80451965332031
2020-07-09,-35.43655776977539,99.97998809814453,99.98736572265625
2020-07-10,52.1290283203125,-99.99046325683594,99.99864196777344
2020-07-13,-98.27274322509766,-99.993408203125,-100.0
2020-07-14,-13.496947288513184,91.36038970947266,71.26324462890625
2020-07-15,98.23043060302734,-99.97285461425781,99.95262908935547
2020-07-16,4.513347148895264,-99.05554962158203,-54.484981536865234
2020-07-17,-78.9920425415039,83.76581573486328,76.29151153564453
2020-07-20,-13.38343620300293,-99.66657257080078,98.82643127441406
2020-07-21,-59.73087692260742,-26.91572380065918,72.9940185546875
2020-07-22,-100.0,-24.217140197753906,99.82056427001953
2020-07-23,99.92389678955078,97.2815170288086,-25.077665328979492
2020-07-24,98.73751068115234,-84.20779418945312,-99.8737564086914
2020-07-27,92.80865478515625,-99.93250274658203,99.16040802001953
2020-07-28,97.71525573730469,99.82128143310547,99.9999771118164
2020-07-29,-100.0,41.28147506713867,100.0
2020-07-30,99.9988784790039,-51.46786117553711,-100.0
2020-07-31,100.0,92.75324249267578,-100.0
2020-08-03,99.99995422363281,-99.59780883789062,-99.99996948242188
2020-08-04,0.28076171875,99.97651672363281,-36.76380920410156
2020-08-05,-99.98762512207031,99.93121337890625,100.0
2020-08-06,8.04440975189209,-99.99942779541016,-79.55643463134766
2020-08-07,-92.93392944335938,84.19551849365234,87.34166717529297
2020-08-10,-99.99982452392578,99.9653091430664,100.0
2020-08-11,99.95494842529297,-82.47942352294922,-100.0
2020-08-12,-99.73777770996094,75.67720031738281,99.998046875
2020-08-13,99.3835220336914,-77.62629699707031,100.0
2020-08-14,-99.91053009033203,-98.96711730957031,100.0
2020-08-17,-99.9985122680664,99.99500274658203,-77.16910552978516
2020-08-18,-77.14720153808594,67.2371597290039,74.96666717529297
2020-08-19,99.99578094482422,-97.28329467773438,4.0328145027160645
2020-08-20,-99.22686767578125,-85.22474670410156,100.0
2020-08-21,99.99971008300781,-21.177650451660156,100.0
2020-08-24,99.9958724975586,-72.0936508178711,-99.97842407226562
2020-08-25,4.348349571228027,-32.364498138427734,-99.99999237060547
2020-08-26,100.0,-21.123695373535156,99.73101806640625
2020-08-27,-100.0,-99.95342254638672,100.0
2020-08-28,-96.11190032958984,-3.7191033363342285,-13.111394882202148
2020-08-31,-82.93307495117188,87.04178619384766,93.55535888671875
2020-09-01,-84.56602478027344,-73.70977783203125,99.99995422363281
2020-09-03,-92.2574462890625,85.15730285644531,40.006874084472656
2020-09-04,95.03362274169922,-99.22852325439453,-100.0
2020-09-07,-99.99180603027344,-84.326904296875,100.0
2020-09-08,83.0198745727539,-15.077436447143555,-76.15015411376953
2020-09-09,-99.52423858642578,-99.99970245361328,99.96527099609375
2020-09-10,-99.97795104980469,77.10689544677734,-99.99998474121094
2020-09-11,74.83096313476562,56.717063903808594,89.71235656738281
2020-09-14,-99.98927307128906,82.04070281982422,-31.04315948486328
2020-09-15,2.1331787109375,92.19905090332031,76.09799194335938
2020-09-16,-79.21923828125,-97.56634521484375,57.67471694946289
2020-09-17,-100.0,93.74860382080078,-43.76673889160156
2020-09-18,-74.92875671386719,85.0248794555664,80.36024475097656
2020-09-21,24.31532096862793,84.1655044555664,99.55537414550781
2020-09-22,-86.00188446044922,55.23642349243164,94.8996810913086
2020-09-23,76.61058807373047,62.2462043762207,99.19869995117188
2020-09-24,97.53787231445312,76.0650405883789,95.06695556640625
2020-09-25,-56.770503997802734,-6.694382667541504,97.54364776611328
2020-09-28,53.999794006347656,42.34298324584961,43.77243423461914
2020-09-29,-99.13706970214844,50.85208511352539,26.131582260131836
2020-09-30,76.15628051757812,38.7517204284668,43.43458557128906
2020-10-01,-99.12846374511719,-7.685041427612305,85.44886016845703
2020-10-02,-98.93589782714844,55.57404708862305,89.38043975830078
2020-10-05,-78.05113220214844,97.76141357421875,95.06678771972656
2020-10-06,-71.92400360107422,-78.53549194335938,96.54776000976562
2020-10-07,72.33195495605469,-96.61219787597656,77.72254943847656
2020-10-08,-99.9991226196289,-56.92767333984375,94.19407653808594
2020-10-09,70.24845123291016,100.0,99.99968719482422
2020-10-12,72.59669494628906,-89.16651153564453,97.25617980957031
2020-10-13,99.99952697753906,-96.49191284179688,-99.99999237060547
