date,REE,REE,HPG
2019-04-11,64.72606658935547,77.32796478271484,-94.65692901611328
2019-04-12,-70.30445861816406,-99.96122741699219,-100.0
2019-04-16,100.0,-100.0,-99.82913970947266
2019-04-17,100.0,-100.0,-100.0
2019-04-18,-97.16303253173828,99.17869567871094,-99.97349548339844
2019-04-19,6.330358982086182,100.0,-28.643619537353516
2019-04-22,60.711669921875,99.9999771118164,-100.0
2019-04-23,66.62701416015625,78.8055191040039,99.99966430664062
2019-04-24,-35.3900032043457,41.03977584838867,-69.75273895263672
2019-04-25,-11.115002632141113,-96.4888687133789,-100.0
2019-04-26,100.0,-100.0,-44.74711608886719
2019-05-02,100.0,-100.0,100.0
2019-05-03,36.32305908203125,91.11280822753906,-100.0
2019-05-06,31.83513832092285,96.86422729492188,99.97206115722656
2019-05-07,-57.22119140625,99.9999771118164,99.99993896484375
2019-05-08,-9.601712226867676,93.77888488769531,-100.0
2019-05-09,67.07291412353516,99.9999771118164,-99.99996185302734
2019-05-10,58.880279541015625,-17.980051040649414,-100.0
2019-05-13,-30.725299835205078,99.99768829345703,-100.0
2019-05-14,-56.81855773925781,99.91255950927734,90.40365600585938
2019-05-15,-94.84638214111328,34.576236724853516,-99.99497985839844
2019-05-16,100.0,-100.0,-99.99647521972656
2019-05-17,100.0,-99.99976348876953,65.07659149169922
2019-05-20,99.99998474121094,-100.0,-82.60957336425781
2019-05-21,-98.45307159423828,100.0,85.1920394897461
2019-05-22,-49.31883239746094,100.0,-100.0
2019-05-23,-85.20136260986328,100.0,-100.0
2019-05-24,-89.71701049804688,100.0,-99.99999237060547
2019-05-27,81.38703918457031,99.99959564208984,-100.0
2019-05-28,69.79052734375,-99.99999237060547,99.95680236816406
2019-05-29,99.99938201904297,-96.77592468261719,99.93984985351562
2019-05-30,99.98469543457031,-99.22936248779297,73.84223937988281
2019-05-31,99.99478149414062,-87.38420867919922,100.0
2019-06-03,100.0,100.0,100.0
2019-06-04,100.0,99.99921417236328,99.98467254638672
2019-06-05,100.0,-99.46306610107422,100.0
2019-06-06,99.99445343017578,-99.99994659423828,100.0
2019-06-07,91.51302337646484,99.95867156982422,-100.0
2019-06-10,40.27434539794922,-99.99662017822266,-99.99992370605469
2019-06-11,100.0,-100.0,100.0
2019-06-12,33.92593765258789,100.0,99.9980697631836
2019-06-13,99.4720230102539,100.0,-99.9999771118164
2019-06-14,99.26631164550781,99.99745178222656,100.0
2019-06-17,99.9991455078125,100.0,100.0
2019-06-18,99.99978637695312,100.0,99.36438751220703
2019-06-19,99.533203125,99.99840545654297,99.99990844726562
2019-06-20,-61.672149658203125,99.9999771118164,99.483154296875
2019-06-21,-25.238191604614258,100.0,99.95298767089844
2019-06-24,48.940826416015625,36.62743377685547,98.83296203613281
2019-06-25,-91.95833587646484,-99.99826049804688,-100.0
2019-06-26,100.0,-100.0,99.9999771118164
2019-06-27,100.0,-100.0,-99.76383209228516
2019-06-28,100.0,100.0,99.98274230957031
2019-07-01,-98.11072540283203,99.9999771118164,-99.99674224853516
2019-07-02,-98.08826446533203,-99.66069793701172,-100.0
2019-07-03,100.0,-100.0,99.97611236572266
2019-07-04,100.0,-100.0,99.99995422363281
2019-07-05,75.08570861816406,99.9999771118164,-100.0
2019-07-08,-12.367582321166992,99.8046646118164,-99.99998474121094
2019-07-09,-44.49077224731445,100.0,99.94690704345703
2019-07-10,-66.93132781982422,99.99995422363281,-99.99564361572266
2019-07-11,-88.69773864746094,-100.0,-100.0
2019-07-12,100.0,-100.0,68.47119140625
2019-07-15,100.0,-100.0,99.97886657714844
2019-07-16,85.70669555664062,99.64048767089844,-99.99996185302734
2019-07-17,34.90892791748047,99.99856567382812,86.89122009277344
2019-07-18,83.77543640136719,-96.50152587890625,-99.99986267089844
2019-07-19,-81.66877746582031,100.0,86.91230010986328
2019-07-22,-62.129093170166016,-99.98977661132812,-100.0
2019-07-23,100.0,-100.0,100.0
2019-07-24,54.01274108886719,100.0,-92.44637298583984
2019-07-25,-23.214244842529297,-99.99767303466797,-99.99909973144531
2019-07-26,100.0,-100.0,99.98674011230469
2019-07-29,-58.49460220336914,-99.97461700439453,-100.0
2019-07-30,100.0,-100.0,100.0
2019-07-31,92.0745849609375,100.0,-99.89851379394531
2019-08-01,-10.754746437072754,-99.9625473022461,-37.04440689086914
2019-08-02,100.0,-98.71391296386719,-99.99996185302734
2019-08-05,-86.48377227783203,-99.96086120605469,-99.7491455078125
2019-08-06,100.0,-100.0,100.0
2019-08-07,49.962318420410156,99.9999771118164,-99.9963607788086
2019-08-08,-87.6650619506836,65.2631607055664,-99.99707794189453
2019-08-09,99.99996185302734,-100.0,99.97189331054688
2019-08-12,-98.41392517089844,-99.94344329833984,-100.0
2019-08-13,100.0,-100.0,99.71790313720703
2019-08-14,-98.1005859375,-99.99977111816406,-100.0
2019-08-15,100.0,-100.0,97.99787902832031
2019-08-16,-57.22417068481445,67.8792724609375,-100.0
2019-08-19,100.0,-99.99995422363281,68.80569458007812
2019-08-20,-80.30998229980469,100.0,-100.0
2019-08-21,51.66032409667969,99.82935333251953,-100.0
2019-08-22,69.11536407470703,-99.83951568603516,-99.99175262451172
2019-08-23,99.99603271484375,-99.99701690673828,-100.0
2019-08-26,-26.012348175048828,99.99713897705078,-99.94987487792969
2019-08-27,56.90232467651367,99.99993133544922,-99.99948120117188
2019-08-28,94.70348358154297,99.77790069580078,99.93114471435547
2019-08-29,88.64599609375,-73.21234130859375,99.99983215332031
2019-08-30,75.52020263671875,99.99880981445312,-99.67281341552734
2019-09-03,39.41627883911133,14.551794052124023,-99.90193939208984
2019-09-04,69.24309539794922,100.0,99.9999771118164
2019-09-05,96.42272186279297,99.79402923583984,100.0
2019-09-06,93.25857543945312,100.0,-100.0
2019-09-09,41.6153678894043,100.0,94.21736907958984
2019-09-10,11.273837089538574,-99.99535369873047,-99.9996109008789
2019-09-11,100.0,-95.64665222167969,100.0
2019-09-12,32.819915771484375,99.99919128417969,-100.0
2019-09-13,-73.30423736572266,94.58647155761719,-100.0
2019-09-16,-53.98902893066406,99.52738189697266,-100.0
2019-09-17,-89.81040954589844,-100.0,-100.0
2019-09-18,100.0,-100.0,99.8136978149414
2019-09-19,100.0,-99.99998474121094,100.0
2019-09-20,97.9593276977539,-99.98207092285156,-99.99989318847656
2019-09-23,92.94489288330078,99.99925231933594,7.180750370025635
2019-09-24,97.36090087890625,95.37187957763672,-97.91451263427734
2019-09-25,63.04450225830078,-98.1668930053711,2.2071123123168945
2019-09-26,27.537845611572266,99.26187133789062,-100.0
2019-09-27,23.487651824951172,99.99978637695312,95.08446502685547
2019-09-30,30.019737243652344,-99.98796844482422,-99.9970703125
2019-10-01,59.29750061035156,-99.99999237060547,-99.99095153808594
2019-10-02,91.26502227783203,99.81880187988281,56.037925720214844
2019-10-03,95.74708557128906,100.0,100.0
2019-10-04,98.07972717285156,94.87361907958984,99.97785186767578
2019-10-07,99.98518371582031,98.86493682861328,99.99266052246094
2019-10-08,99.95045471191406,97.20964050292969,99.9998779296875
2019-10-09,99.66960906982422,-99.99998474121094,100.0
2019-10-10,99.59888458251953,100.0,100.0
2019-10-11,99.50115966796875,100.0,-99.99317169189453
2019-10-14,48.66180419921875,99.99842834472656,-99.68640899658203
2019-10-15,73.758544921875,100.0,99.97874450683594
2019-10-16,36.820709228515625,99.97118377685547,-100.0
2019-10-17,99.41728210449219,100.0,100.0
2019-10-18,96.3987808227539,100.0,98.4068374633789
2019-10-21,99.9566879272461,-18.36528778076172,100.0
2019-10-22,100.0,100.0,100.0
2019-10-23,99.99995422363281,97.40302276611328,100.0
2019-10-24,-22.184288024902344,78.20967102050781,-96.83433532714844
2019-10-25,39.73563766479492,-99.99540710449219,-99.72789001464844
2019-10-28,36.054683685302734,-100.0,-99.99999237060547
2019-10-29,57.14268493652344,-16.70163345336914,-99.8681411743164
2019-10-30,82.95521545410156,98.28588104248047,-99.98653411865234
2019-10-31,56.306575775146484,100.0,8.186853408813477
2019-11-01,-4.620945453643799,100.0,-99.89231872558594
2019-11-04,-99.14108276367188,-99.99998474121094,-100.0
2019-11-05,100.0,-100.0,-99.99732208251953
2019-11-06,62.086151123046875,-78.53266906738281,-100.0
2019-11-07,-28.029966354370117,100.0,-99.99821472167969
2019-11-08,10.07387638092041,-84.67271423339844,-99.99993133544922
2019-11-11,100.0,42.27067184448242,-100.0
2019-11-12,-84.47148895263672,-100.0,-100.0
2019-11-13,100.0,-99.98811340332031,99.99158477783203
2019-11-14,99.48897552490234,99.99952697753906,-99.7926025390625
2019-11-15,99.91064453125,100.0,100.0
2019-11-18,99.99739837646484,100.0,100.0
2019-11-19,99.97159576416016,100.0,100.0
2019-11-20,99.99998474121094,100.0,95.29107666015625
2019-11-21,100.0,99.67164611816406,100.0
2019-11-22,100.0,100.0,100.0
2019-11-25,100.0,100.0,-99.9998550415039
2019-11-26,99.99996185302734,100.0,100.0
2019-11-27,99.99987030029297,100.0,100.0
2019-11-28,100.0,100.0,-90.55078125
2019-11-29,100.0,100.0,100.0
2019-12-02,100.0,100.0,100.0
2019-12-03,100.0,100.0,99.99990844726562
2019-12-04,100.0,99.99983215332031,100.0
2019-12-05,100.0,100.0,100.0
2019-12-06,100.0,100.0,99.99254608154297
2019-12-09,100.0,99.79622650146484,98.96472930908203
2019-12-10,99.99998474121094,100.0,100.0
2019-12-11,99.98805236816406,99.99866485595703,-100.0
2019-12-12,99.56258392333984,100.0,99.9113540649414
2019-12-13,98.80366516113281,100.0,99.99849700927734
2019-12-16,99.9278564453125,99.90541076660156,-98.20780181884766
2019-12-17,99.9999771118164,100.0,100.0
2019-12-18,99.9999771118164,92.76716613769531,100.0
2019-12-19,99.99957275390625,100.0,100.0
2019-12-20,99.93431854248047,91.61690521240234,0.41184425354003906
2019-12-23,99.94847869873047,100.0,100.0
2019-12-24,99.88935089111328,99.99993133544922,99.99542236328125
2019-12-25,11.267911911010742,100.0,-99.86073303222656
2019-12-26,17.837310791015625,100.0,-99.935791015625
2019-12-27,8.467555046081543,99.99998474121094,9.928834915161133
2019-12-30,-88.15059661865234,99.99980926513672,-66.66372680664062
2019-12-31,-86.48839569091797,99.99891662597656,-100.0
2020-01-02,-99.35458374023438,-7.841527462005615,-100.0
2020-01-03,100.0,-100.0,-98.87898254394531
2020-01-06,100.0,-100.0,99.9998779296875
2020-01-07,100.0,-100.0,100.0
2020-01-08,99.99197387695312,98.24456024169922,99.99198913574219
2020-01-09,99.85911560058594,99.99406433105469,-98.7098159790039
2020-01-10,98.96057891845703,100.0,-100.0
2020-01-13,99.88091278076172,99.97885131835938,100.0
2020-01-14,99.95862579345703,100.0,100.0
2020-01-15,99.98593139648438,-42.92070770263672,99.96180725097656
2020-01-16,84.25066375732422,100.0,100.0
2020-01-17,85.73216247558594,99.72305297851562,-21.116329193115234
2020-01-20,98.2288589477539,98.85308837890625,91.92328643798828
2020-01-21,100.0,100.0,100.0
2020-01-22,100.0,100.0,100.0
2020-01-30,100.0,100.0,-93.60630798339844
2020-01-31,100.0,100.0,100.0
2020-02-03,100.0,100.0,99.9998779296875
2020-02-04,100.0,100.0,100.0
2020-02-05,100.0,100.0,98.73905181884766
2020-02-06,100.0,100.0,100.0
2020-02-07,100.0,99.9999771118164,-69.82020568847656
2020-02-10,100.0,100.0,99.99947357177734
2020-02-11,100.0,100.0,100.0
2020-02-12,99.99800109863281,100.0,100.0
2020-02-13,99.99039459228516,87.2416763305664,100.0
2020-02-14,99.96058654785156,100.0,-99.96781158447266
2020-02-17,99.98609924316406,99.99993133544922,-71.59053039550781
2020-02-18,97.32494354248047,100.0,-95.07652282714844
2020-02-19,96.48123168945312,100.0,100.0
2020-02-20,89.38126373291016,100.0,-85.00222778320312
2020-02-21,99.8483657836914,100.0,100.0
2020-02-24,100.0,98.56876373291016,100.0
2020-02-25,99.9998779296875,91.12167358398438,100.0
2020-02-26,99.78990173339844,100.0,100.0
2020-02-27,42.70848083496094,99.98355865478516,-99.48522186279297
2020-02-28,98.15213775634766,99.99932861328125,100.0
2020-03-02,62.883544921875,-99.97550964355469,99.99990844726562
2020-03-03,85.32645416259766,99.0014419555664,93.08383178710938
2020-03-04,98.40174865722656,100.0,100.0
2020-03-05,99.7127685546875,99.96786499023438,99.98506164550781
2020-03-06,99.99821472167969,-98.40340423583984,99.99923706054688
2020-03-09,100.0,100.0,100.0
2020-03-10,100.0,100.0,96.13443756103516
2020-03-11,100.0,99.99976348876953,100.0
2020-03-12,100.0,100.0,99.90975952148438
2020-03-13,100.0,-99.99938201904297,100.0
2020-03-16,100.0,99.9980239868164,100.0
2020-03-17,100.0,100.0,100.0
2020-03-18,100.0,100.0,99.9267807006836
2020-03-19,100.0,100.0,100.0
2020-03-20,100.0,100.0,89.81306457519531
2020-03-23,100.0,100.0,68.23737335205078
2020-03-24,100.0,100.0,100.0
2020-03-25,100.0,99.71241760253906,100.0
2020-03-26,100.0,100.0,100.0
2020-03-27,100.0,-99.86965942382812,100.0
2020-03-30,100.0,99.9999771118164,85.3593978881836
2020-03-31,100.0,100.0,100.0
2020-04-01,100.0,98.70552825927734,100.0
2020-04-03,100.0,100.0,-63.01707077026367
2020-04-06,99.63822174072266,100.0,-99.650390625
2020-04-07,99.42171478271484,100.0,97.08321380615234
2020-04-08,99.83577728271484,91.65153503417969,100.0
2020-04-09,99.47210693359375,100.0,100.0
2020-04-10,99.82971954345703,99.9977798461914,99.99966430664062
2020-04-13,99.6731185913086,-82.43714141845703,86.63964080810547
2020-04-14,51.01629638671875,-99.99999237060547,-99.99923706054688
2020-04-15,-50.94071578979492,-97.62959289550781,-99.99984741210938
2020-04-16,100.0,-99.99949645996094,-100.0
2020-04-17,-77.6393051147461,-98.4950942993164,99.79859924316406
2020-04-20,100.0,99.99811553955078,100.0
2020-04-21,97.36869049072266,95.30720520019531,99.99925994873047
2020-04-22,90.6036605834961,100.0,-66.10953521728516
2020-04-23,14.100015640258789,-99.99739837646484,-99.99987030029297
2020-04-24,100.0,62.32471466064453,-100.0
2020-04-27,-12.790340423583984,99.99609375,8.958983421325684
2020-04-28,29.280948638916016,99.9500732421875,-99.99478149414062
2020-04-29,16.474998474121094,99.9959945678711,97.07740783691406
2020-05-04,67.94348907470703,99.9747314453125,-100.0
2020-05-05,28.98307991027832,100.0,-99.17430877685547
2020-05-06,-57.786869049072266,99.99925994873047,-99.84263610839844
2020-05-07,-49.845218658447266,98.9404067993164,99.9359359741211
2020-05-08,80.47711944580078,-99.99372100830078,-100.0
2020-05-11,100.0,99.98521423339844,100.0
2020-05-12,78.97911071777344,100.0,-99.9876937866211
2020-05-13,-69.86512756347656,99.99996185302734,-100.0
2020-05-14,-53.5980339050293,-99.4183578491211,-99.99999237060547
2020-05-15,100.0,-100.0,-99.99964904785156
2020-05-18,100.0,-100.0,100.0
2020-05-19,71.80899047851562,-64.6961441040039,-100.0
2020-05-20,-4.073226451873779,81.58662414550781,-19.12290382385254
2020-05-21,16.530359268188477,99.14830780029297,44.99900436401367
2020-05-22,47.5768928527832,-88.02883911132812,-99.99995422363281
2020-05-25,37.008750915527344,99.79360961914062,99.98014068603516
2020-05-26,52.651893615722656,-84.0447998046875,-100.0
2020-05-27,86.60015106201172,99.99906921386719,-99.99983978271484
2020-05-28,90.91192626953125,99.99990844726562,99.990234375
2020-05-29,97.13362121582031,98.43380737304688,94.94927215576172
2020-06-01,84.441650390625,99.99915313720703,82.81290435791016
2020-06-02,95.4884033203125,100.0,100.0
2020-06-03,34.429527282714844,99.99995422363281,99.99944305419922
2020-06-04,66.8519287109375,80.40605926513672,-100.0
2020-06-05,49.34806823730469,99.9990005493164,95.44038391113281
2020-06-08,8.342385292053223,99.99978637695312,100.0
2020-06-09,52.01971435546875,100.0,97.19363403320312
2020-06-10,77.84371185302734,100.0,100.0
2020-06-11,99.99947357177734,99.99750518798828,100.0
2020-06-12,99.99967956542969,99.69258117675781,99.99996185302734
2020-06-15,99.99991607666016,100.0,99.70503234863281
2020-06-16,99.99998474121094,99.9999771118164,100.0
2020-06-17,100.0,100.0,100.0
2020-06-18,100.0,99.99425506591797,99.97844696044922
2020-06-19,99.9999771118164,100.0,100.0
2020-06-22,99.9999771118164,99.9998550415039,100.0
2020-06-23,99.9837417602539,100.0,94.7538833618164
2020-06-24,99.99687957763672,99.9999771118164,99.99967956542969
2020-06-25,99.9999771118164,100.0,100.0
2020-06-26,99.9999771118164,100.0,100.0
2020-06-29,100.0,100.0,99.99996185302734
2020-06-30,100.0,100.0,100.0
2020-07-01,100.0,33.73591995239258,99.99609375
2020-07-02,100.0,100.0,100.0
2020-07-03,99.99998474121094,99.9999771118164,100.0
2020-07-06,99.99742126464844,100.0,100.0
2020-07-07,95.06672668457031,100.0,99.99925994873047
2020-07-08,61.7447509765625,-99.99713897705078,-100.0
2020-07-09,-11.643963813781738,-99.999755859375,-99.99927520751953
2020-07-10,99.99995422363281,99.99923706054688,89.30482482910156
2020-07-13,-23.486936569213867,-99.99889373779297,-100.0
2020-07-14,100.0,99.93220520019531,99.9998550415039
2020-07-15,-22.128189086914062,99.67987823486328,-99.97151184082031
2020-07-16,6.838679313659668,99.99809265136719,-99.99996948242188
2020-07-17,63.30015563964844,-83.38861083984375,-99.71148681640625
2020-07-20,99.74089813232422,94.22552490234375,99.99998474121094
2020-07-21,98.80435180664062,100.0,89.01091003417969
2020-07-22,99.91607666015625,100.0,-92.89582061767578
2020-07-23,99.33898162841797,99.8207778930664,100.0
2020-07-24,100.0,99.99995422363281,99.89511108398438
2020-07-27,100.0,100.0,99.99980926513672
2020-07-28,100.0,100.0,100.0
2020-07-29,100.0,100.0,99.99998474121094
2020-07-30,100.0,100.0,99.99995422363281
2020-07-31,100.0,99.9959487915039,100.0
2020-08-03,99.9999771118164,100.0,100.0
2020-08-04,99.84742736816406,99.20010375976562,-98.63677978515625
2020-08-05,98.02678680419922,99.9998779296875,100.0
2020-08-06,96.50650024414062,100.0,-85.73297119140625
2020-08-07,87.13343048095703,99.82015228271484,98.76433563232422
2020-08-10,81.21916198730469,100.0,-99.99967193603516
2020-08-11,94.88917541503906,100.0,-99.40663146972656
2020-08-12,80.22827911376953,100.0,99.70352935791016
2020-08-13,7.387423515319824,99.99959564208984,-100.0
2020-08-14,43.80583953857422,-99.6655502319336,-99.98683166503906
2020-08-17,46.883583068847656,99.91915130615234,7.348740100860596
2020-08-18,51.87592315673828,100.0,100.0
2020-08-19,72.27926635742188,92.23664093017578,-62.67060089111328
2020-08-20,47.96485900878906,99.56002044677734,99.59748077392578
2020-08-21,-17.501699447631836,99.99993896484375,99.99995422363281
2020-08-24,53.42155838012695,19.97995376586914,95.45851135253906
2020-08-25,6.401801109313965,-97.04232788085938,-99.99420166015625
2020-08-26,99.99530029296875,-77.91844940185547,-100.0
2020-08-27,-72.02934265136719,-99.99518585205078,-83.7302017211914
2020-08-28,100.0,-100.0,100.0
2020-08-31,88.97864532470703,-99.8914794921875,-100.0
2020-09-01,-37.96935272216797,100.0,-99.99027252197266
2020-09-03,-2.7787089347839355,-99.99685668945312,-100.0
2020-09-04,100.0,-94.26382446289062,-99.9907455444336
2020-09-07,99.00226593017578,99.98309326171875,-100.0
2020-09-08,93.29405212402344,99.958251953125,-91.1893081665039
2020-09-09,97.88570404052734,99.99754333496094,100.0
2020-09-10,93.24703216552734,99.99995422363281,100.0
2020-09-11,98.8504409790039,99.9858627319336,56.8995246887207
2020-09-14,94.62032318115234,99.99940490722656,-100.0
2020-09-15,60.000038146972656,100.0,-100.0
2020-09-16,33.45519256591797,89.82763671875,-97.42034149169922
2020-09-17,76.24140930175781,99.9998550415039,99.9897689819336
2020-09-18,17.583036422729492,-99.99999237060547,-100.0
2020-09-21,45.445396423339844,99.99894714355469,-100.0
2020-09-22,61.11454772949219,99.94473266601562,-99.9933090209961
2020-09-23,69.52234649658203,99.94844055175781,99.61102294921875
2020-09-24,80.4647445678711,99.63764953613281,79.40292358398438
2020-09-25,73.30464172363281,100.0,99.8622055053711
2020-09-28,51.53596496582031,96.09536743164062,-100.0
2020-09-29,99.61917114257812,96.31786346435547,18.483924865722656
2020-09-30,99.92330932617188,99.99845886230469,100.0
2020-10-01,89.19188690185547,-73.32162475585938,99.99998474121094
2020-10-02,99.039794921875,99.98497009277344,99.43795013427734
2020-10-05,93.85328674316406,99.99995422363281,38.792301177978516
2020-10-06,90.59400939941406,90.0990219116211,99.99957275390625
2020-10-07,96.07312774658203,-94.42992401123047,98.51653289794922
2020-10-08,29.738689422607422,100.0,-99.7150650024414
2020-10-09,72.28427124023438,99.99974060058594,-100.0
2020-10-12,66.95976257324219,100.0,99.91584014892578
2020-10-13,87.72046661376953,100.0,99.99842834472656
2020-10-14,52.57188034057617,98.26414489746094,100.0
2020-10-15,18.799007415771484,-99.37992095947266,99.99974060058594
2020-10-16,-99.74079132080078,-99.9992904663086,-98.31645202636719
2020-10-19,100.0,-100.0,100.0
2020-10-20,-50.97492218017578,97.71128845214844,-100.0
2020-10-21,100.0,-100.0,100.0
2020-10-22,-30.100894927978516,-100.0,-99.78443908691406
2020-10-23,100.0,-100.0,99.75192260742188
2020-10-26,49.54873275756836,-97.94631958007812,-100.0
2020-10-27,97.10939025878906,99.94845581054688,-99.95885467529297
2020-10-28,99.9991455078125,99.9998779296875,99.99993896484375
2020-10-29,99.99983215332031,100.0,100.0
2020-10-30,99.99491882324219,-10.500299453735352,99.99921417236328
2020-11-02,99.94621276855469,99.9990463256836,100.0
2020-11-03,92.66412353515625,100.0,-99.4256362915039
2020-11-04,78.78398895263672,-15.091508865356445,-100.0
2020-11-05,98.62565612792969,99.99703979492188,79.6845703125
2020-11-06,98.30474853515625,-99.99815368652344,100.0
2020-11-09,17.290151596069336,82.79902648925781,95.50431060791016
2020-11-10,69.97581481933594,-99.319580078125,-99.99998474121094
2020-11-11,84.0788345336914,99.99967956542969,-100.0
2020-11-12,54.59925079345703,100.0,100.0
2020-11-13,26.258861541748047,-64.16216278076172,-50.501792907714844
2020-11-16,88.38153076171875,99.99050903320312,99.99998474121094
2020-11-17,55.95808029174805,-91.80059814453125,99.98442840576172
2020-11-18,59.79505920410156,99.99253845214844,-99.99618530273438
2020-11-19,37.40578842163086,99.9947280883789,-100.0
2020-11-20,8.306396484375,46.72604751586914,99.922607421875
2020-11-23,9.453797340393066,99.99819946289062,47.78666687011719
2020-11-24,31.649089813232422,-99.99856567382812,-100.0
2020-11-25,59.332393646240234,-99.9413070678711,-100.0
2020-11-26,72.5219955444336,99.9969482421875,-100.0
2020-11-27,57.11906051635742,99.58171844482422,-98.77203369140625
