date,VNM,STB,HPG
2019-01-02,-100.0,100.0,100.0
2019-01-03,-100.0,100.0,100.0
2019-01-04,-100.0,100.0,100.0
2019-01-07,44.999969482421875,100.0,100.0
2019-01-08,97.60916137695312,100.0,99.94412994384766
2019-01-09,98.02279663085938,99.99919128417969,99.97513580322266
2019-01-10,97.92656707763672,100.0,99.9725341796875
2019-01-11,98.2458267211914,100.0,99.98091125488281
2019-01-14,98.11630249023438,99.98114013671875,99.98946380615234
2019-01-15,95.20492553710938,99.99998474121094,99.97992706298828
2019-01-16,88.57720947265625,99.99559020996094,99.94510650634766
2019-01-17,86.78147888183594,99.99821472167969,99.9482421875
2019-01-18,44.93501281738281,99.99990844726562,99.86343383789062
2019-01-21,40.95046615600586,100.0,99.94352722167969
2019-01-22,-40.615726470947266,100.0,99.92506408691406
2019-01-23,-34.991573333740234,82.70225524902344,99.91014099121094
2019-01-24,-67.16608428955078,100.0,99.94722747802734
2019-01-25,-83.81926727294922,100.0,99.96210479736328
2019-01-28,-89.18951416015625,100.0,99.90123748779297
2019-01-29,-94.26805877685547,100.0,99.98455047607422
2019-01-30,-99.89154052734375,99.99925994873047,99.99993896484375
2019-01-31,-99.9142074584961,100.0,99.99996185302734
2019-02-01,-94.94853973388672,99.9958724975586,99.989990234375
2019-02-11,-99.94562530517578,100.0,100.0
2019-02-12,-99.94290161132812,100.0,100.0
2019-02-13,-99.97296905517578,100.0,100.0
2019-02-14,-99.95276641845703,100.0,100.0
2019-02-15,-99.75161743164062,100.0,99.99993133544922
2019-02-18,-99.74420166015625,100.0,99.9998779296875
2019-02-19,-99.87065887451172,100.0,99.99993133544922
2019-02-20,-99.84941101074219,100.0,99.99976348876953
2019-02-21,-99.5265121459961,100.0,99.99944305419922
2019-02-22,-99.86475372314453,100.0,99.99971008300781
2019-02-25,-99.9714584350586,100.0,100.0
2019-02-26,-99.48686981201172,99.98979187011719,99.99987030029297
2019-02-27,-99.17634582519531,99.87110900878906,99.99974060058594
2019-02-28,-98.75257873535156,100.0,99.99311065673828
2019-03-01,-98.30506134033203,99.65398406982422,99.99139404296875
2019-03-04,-99.2507553100586,99.99977111816406,99.9980697631836
2019-03-05,-99.3075942993164,99.99974822998047,99.99791717529297
2019-03-06,-98.86094665527344,100.0,99.99151611328125
2019-03-07,-98.74007415771484,100.0,99.99122619628906
2019-03-08,-97.88285827636719,100.0,99.978515625
2019-03-11,-97.72909545898438,99.99845123291016,99.97501373291016
2019-03-12,-99.96859741210938,100.0,99.99976348876953
2019-03-13,-99.98395538330078,100.0,99.9999771118164
2019-03-14,-99.96222686767578,100.0,99.99991607666016
2019-03-15,-99.71372985839844,100.0,99.99974822998047
2019-03-18,-99.89168548583984,99.99845123291016,99.9998550415039
2019-03-19,-98.69032287597656,100.0,99.99935913085938
2019-03-20,-95.70427703857422,100.0,99.99457550048828
2019-03-21,-95.9154281616211,99.99957275390625,99.98688507080078
2019-03-22,-90.25558471679688,99.99993896484375,99.959228515625
2019-03-25,92.4183578491211,100.0,98.84080505371094
2019-03-26,66.85757446289062,99.98455047607422,99.61104583740234
2019-03-27,-9.901369094848633,92.12987518310547,99.89335632324219
2019-03-28,-16.409635543823242,93.91555786132812,99.90868377685547
2019-03-29,-85.45144653320312,96.68438720703125,99.96863555908203
2019-04-01,-91.22494506835938,100.0,99.99122619628906
2019-04-02,-99.4225845336914,100.0,99.99964141845703
2019-04-03,-99.9754409790039,100.0,99.99996185302734
2019-04-04,-99.99501037597656,100.0,100.0
2019-04-05,-99.99383544921875,100.0,100.0
2019-04-08,-99.99108123779297,100.0,99.9999771118164
